"","x"
"1","101"
"2","128"
"3","141"
"4","142"
"5","181"
"6","182"
"7","102"
"8","104"
"9","121"
"10","122"
"11","125"
"12","126"
"13","183"
"14","184"
"15","186"
"16","186"
"17","187"
"18","188"
