"bureau","P19_MAISON","P19_RP_120M2P","P19_RP_ACHTOT","P19_RP_ACH19","P19_RP_ACH45","P19_RP_ACH70","P19_RP_ACH90","P19_RP_ACH05","P19_RP_ACH15","P19_RP_CCCOLL"
"06088_928",26.2902739623778,12.2093785069175,51.2670505127406,2.6433521498307,2.409573139953,29.4596692726442,10.4402245688759,6.23017825739995,0.0840531240368632,8.83582160921488
"06088_709",3.12943584172775,0,897.231612976995,0,0,526.404959932399,370.826653044596,0,0,815.557487302238
"06088_709",31.1245416557707,0.838439207628833,68.3473163311458,0.356759768996784,0,14.7322556240729,48.8576210052124,4.27447630439986,0.126203628463979,52.5876087309504
"06088_713",208.295009542465,5.61109315874681,457.401270831514,2.3875461463631,0,98.5927876380261,326.970232881037,28.6061106525221,0.844593513566629,351.932458430207
"06088_711",32.566389406756,0,343.45294089044,0,6.64888889373821,74.0620509625854,142.796477340956,18.6676157405424,101.277907952617,320.957248384613
"06088_712",30.0612825293133,0,317.033483898867,0,6.13743590191219,68.3649701193096,131.812132930113,17.2316452989623,93.4872996485698,296.268229278104
"06088_705",67.2173506976637,36.3071827682401,530.3661071852,7.13040554333689,65.3241467180105,306.86269574143,126.813946854863,24.2349123275593,0,281.250771194868
"06088_714",69.9609160322623,37.7891085955152,552.01370339684,7.42144250428941,67.9904384207865,319.387703730877,131.990026318326,25.2240924225617,0,292.730394508945
"06088_625",77.4861472730794,35.2173232331506,639.60378649687,30.3530352132668,80.4838594696808,317.685987788498,118.114173311446,77.0898901340557,15.8768405799195,372.054181581311
"06088_618",60.8819728574196,27.670753968904,502.54583224754,23.8488133818525,63.2373181547492,249.610418976677,92.8039933161365,60.5706279624723,12.4746604556511,292.328285528173
"06088_532",73.922987444381,28.2174518804283,320.796251036982,12.7065741437902,23.2578862215796,177.32975119062,96.7249253362573,9.63390374431004,1.14321040042473,198.299123236363
"06088_621",62.2509367952682,23.7620647414133,270.144211399564,10.7002729631918,19.5855883971197,149.330316792101,81.4525687042166,8.11276104784003,0.962703495094512,166.988735356937
"06088_620",58.3602532455639,22.276935695075,253.260198187091,10.0315059029923,18.3614891222997,139.997171992595,76.3617831602031,7.60571348235003,0.902534526651105,156.551939397129
"06088_623",55.6551886403561,34.6688902106264,545.725078057152,9.17858414740667,16.2687739798162,325.330708497764,127.754837458033,67.1921739741339,0,294.139133119144
"06088_619",68.023008338213,42.3730880352101,666.997317625408,11.218269513497,19.8840570864421,397.626421497267,156.144801337596,82.1237681906081,0,359.503384923399
"06088_623",70.7045580176265,31.4066995756539,507.324627601371,10.8231235480172,27.1102349998859,198.327211690042,238.392593220173,28.7069989451856,3.96446519806715,338.64795123947
"06088_622",21.425623641705,9.51718168959208,153.734735636779,3.27973440849007,8.21522272723816,60.0991550575886,72.2401797636889,8.69909058945017,1.20135309032338,102.620591284688
"06088_624",53.5640591042625,23.7929542239802,384.336839091948,8.19933602122518,20.5380568180954,150.247887643971,180.600449409222,21.7477264736254,3.00338272580845,256.55147821172
"06088_634",68.561995653456,30.4549814066947,491.951154037693,10.4951501071682,26.2887127271621,192.317296184284,231.168575243804,27.8370898862405,3.84432988903482,328.385892111002
"06088_515",99.488169853687,46.0898392031861,1679.69233966495,151.70441650911,209.167636056802,630.676653133785,416.030916959955,270.01475138069,2.09796562460958,778.746581425207
"06088_514",67.0697279305674,30.2624347298988,478.212005073681,32.0352205202178,93.6345306863229,184.914267367247,139.850593468684,26.8335861404321,0.943806890776836,232.669444284651
"06088_518",44.7131519537116,20.1749564865992,318.808003382454,21.3568136801452,62.4230204575486,123.276178244831,93.2337289791226,17.8890574269547,0.629204593851224,155.112962856434
"06088_531",60.3627551375107,27.2361912569089,430.390804566313,28.831698468196,84.2710776176906,166.422840630522,125.865534121816,24.1502275263889,0.849426201699153,209.402499856186
"06088_529",49.1844671490828,22.1924521352591,350.688803720699,23.4924950481597,68.6653225033035,135.603796069314,102.557101877035,19.6779631696502,0.692125053236346,170.624259142077
"06088_530",171.17060312282,77.46628915585,1180.11073481065,43.6030370593494,165.357927442589,494.218897378014,350.599761499123,34.7034721764496,91.6276392551198,744.689030464446
"06088_424",8.59671409221205,4.28768135993123,479.562621156426,1.4258944519644,4.74100860785374,257.189026147476,198.690744601262,10.8944836739465,6.6214636739246,200.931633155565
"06088_433",8.59671409221205,4.28768135993123,479.562621156426,1.4258944519644,4.74100860785374,257.189026147476,198.690744601262,10.8944836739465,6.6214636739246,200.931633155565
"06088_418",19.6449938594226,3.65179366389841,360.949361652337,4.46822447425085,14.0273123217862,252.622912905662,85.8613607676625,2.27026892319603,1.69928225978012,331.086981819751
"06088_420",50.5156984956581,9.39032656431019,928.155501391723,11.489720076645,36.0702316845931,649.60177604313,220.786356259704,5.83783437393265,4.36958295372032,851.366524679359
"06088_419",16.127860401065,2.68789807368537,670.88533042696,0,21.5109741241608,571.921121280606,72.0877204456375,5.36551457655586,0,652.180068947947
"06088_415",80.3069768196265,9.05899259284446,526.107745782601,11.9890059711655,53.8289002681094,246.984087557564,201.34251979204,11.9632321937241,0,358.224419192433
"06088_422",149.141528379306,16.8238433867111,977.057242167689,22.2652968035931,99.9679576407746,458.684734035475,373.921822470931,22.2174312169161,0,665.273921357376
"06088_524",17.0309618502569,9.87049198400866,668.526292144245,2.86183957842116,14.1700312703865,343.116686903471,253.141060086358,42.7386191004371,12.498055205172,488.006344916394
"06088_523",19.2051271928428,11.1305547904778,753.870074120106,3.22718080119832,15.9789714325636,386.918817146467,285.456940097382,48.1946130281524,14.0935516143428,550.305027246146
"06088_525",55.1847353077907,16.4998126251358,726.928401037826,19.2448615541755,55.8612252445488,285.202363762395,333.875702071963,9.57068376063631,23.1735646441047,633.776449686694
"06088_527",29.7148574734258,8.88451449045772,391.422985174214,10.3626177599406,30.0791212855263,153.570503564366,179.779224192595,5.15344510188109,12.4780732699025,341.264242138989
"06088_416",38.4114000387774,9.73616015995821,253.449183384059,12.4160971006215,26.552861330311,71.7496123127325,98.0010123294292,21.1864724771676,23.5431278337973,113.44379426107
"06088_405",31.7311565537726,8.04291491474809,209.371064534658,10.2567758657308,21.9349724033003,59.2714188670398,80.9573580112676,17.501868568095,19.4486708192238,93.7144387374059
"06088_414",51.7718870087869,13.1226506503785,341.605421082862,16.7347395704029,35.7886391843321,96.7059992041176,132.088320965752,28.5556802953128,31.7320418629442,152.902505308399
"06088_412",45.0916435237821,11.4294054051683,297.527302233461,14.5754183355122,31.1707502573216,84.2278057584251,115.044666647591,24.8710763862402,27.6375848483707,133.173149784735
"06088_416",13.9590533166752,2.75888301609602,1392.1548975484,13.9528020417141,104.035082923451,634.963156214942,514.572314385152,78.2229136420844,46.4086283410604,954.241149604925
"06088_507",44.1355881579534,42.3596040348168,1130.87130509152,144.280937934025,377.072146144864,328.766312086599,219.863211461781,51.7828657465131,9.1058317177426,465.240038409417
"06088_408",31.6743622798764,15.8264532486593,450.07682478581,42.6049022121459,54.3347647226043,136.407003984869,168.759085967943,45.5915297383103,2.37953815993849,189.221310230668
"06088_409",53.9320222603301,26.9477447206901,766.34702598665,72.5434821450051,92.5159507438937,232.260574352616,287.346551783254,77.6288209057717,4.05164605611148,322.187636338706
"06088_410",214.968024318108,24.9293122586818,758.232271598998,78.3233348283751,195.544059515295,134.911887191849,235.400557067597,74.7642647237612,39.2881682721206,74.9831801394053
"06088_510",3.93557190136112,26.6594901185643,942.635883238726,193.47666594213,291.05313607395,282.935361485815,111.024732103969,61.2126347441561,2.93335288870597,282.652251374415
"06088_508",19.5070759488961,22.3132922948428,1022.5140874357,135.006428652706,291.710191375042,343.13745177102,195.109295772712,51.1820720627469,6.36864780147343,479.145219070904
"06088_606",44.0044215714991,117.173639277165,1033.06110577798,394.466805096973,237.44043842999,318.652793186729,63.9800625375071,14.6062644116497,3.91474211512728,618.62058258263
"06088_612",16.757456196554,3.35987798118788,388.988309471227,73.2731920676392,63.5972246730002,75.6415700571622,67.6935734938946,6.2801359918627,102.502613187667,85.869498275023
"06088_613",31.1209900793145,6.23977339363464,722.406860446564,136.078785268473,118.109131535572,140.47720153473,125.716636488661,11.6631096991736,190.361995919953,159.4719253679
"06088_605",77.4668045140791,19.2331393841564,473.68290633901,15.4940959452484,53.7552345112888,192.958896624765,184.444095114109,19.0268976772539,8.00368646634482,202.955110661743
"06088_616",172.426113273273,42.8092457260256,1054.32646894812,34.4868587168431,119.648747783191,429.489157003509,410.536856866887,42.3501916042103,17.8146569734772,451.738794698718
"06088_617",42.3352115126896,85.9627160400055,698.328056150064,95.0296388667697,77.9096026795702,327.536483177611,177.149461782667,16.457293381571,4.24557626187818,487.303197722903
"06088_611",47.739706599416,96.9366797897935,787.476318637306,107.161082126357,87.8555094046218,369.349651242837,199.764286691092,18.5582244515587,4.78756472084136,549.512116581147
"06088_631",51.5076504494451,46.9830144636912,882.407046104893,56.0584660290616,132.963472258656,541.698400200489,135.909997436746,15.7767101799403,0,615.965367418465
"06088_614",24.7510330773569,34.038828163559,309.060225716584,48.4048937511264,38.3158985142839,142.409559946241,68.7565360709674,10.3709684347988,0.802368999165023,172.323100974346
"06088_615",38.8944805501323,53.4895871141641,485.666068983203,76.0648330374843,60.2106976653032,223.786451344093,108.045985254377,16.2972361118267,1.26086557011646,270.793444388258
"06088_635",24.7510330773569,34.038828163559,309.060225716584,48.4048937511264,38.3158985142839,142.409559946241,68.7565360709674,10.3709684347988,0.802368999165023,172.323100974346
"06088_602",0,31.6466980442501,335.357178003709,158.867490069475,104.183096953703,59.3187732713104,8.81350098120668,4.17431672801476,0,31.2984251941293
"06088_603",0,47.4700470663752,503.035767005564,238.301235104212,156.274645430554,88.9781599069656,13.22025147181,6.26147509202214,0,46.9476377911939
"06088_609",0,86.6755107631316,1095.20472440837,287.911910233987,345.850851722064,361.056603457879,70.7236841671411,28.6410510721965,1.02062375510263,387.157199200466
"06088_604",2.8394930720822,43.7533813007629,560.719120040505,148.911832395648,134.01817848707,161.988222750255,68.7541839675734,34.45180275752,12.5948996824405,212.758510237092
"06088_608",2.95539074849372,45.5392335987532,583.605614736035,154.98986637098,139.488308221236,168.599986944143,71.5604771907396,35.8579987884391,13.1089772204993,221.442531063096
"06088_505",19.4591539021658,6.01047881941589,1112.51937233998,77.9939029188032,237.21650919256,424.824561379219,316.908723034239,30.6132481723568,24.9624276427984,178.958231592289
"06088_504",3.35736271025422,44.3333383810168,1129.50317949218,236.222294909256,400.054463797427,369.746220994043,92.8393145178532,27.2116919896238,3.42919328398223,400.171095823256
"06088_403",16.0952177313164,21.5259932600235,1012.64034509775,129.330464352168,161.175054774682,420.336245450875,273.561292252278,25.5547066549898,2.68258161276246,745.247930882154
"06088_407",101.133229543173,33.2876593537862,1148.18850557878,137.409042873523,193.243350703565,395.040376092308,273.000537309303,132.865484751446,16.6297138486406,362.529558325427
"06088_407",103.605408639239,28.8390785328868,421.208533632542,19.9394025262098,53.0506535323031,165.581015543186,170.101309872686,12.5361521581596,0,176.204323766747
"06088_404",149.090709993052,41.5001374009835,606.129353276098,28.6932865621067,76.3411843513629,238.275119927999,244.77993371923,18.0398287154005,0,253.562319566783
"06088_122",88.8840851993961,28.5946539698688,633.264680891394,28.68345461285,104.739898992411,238.086618486769,223.734634229257,34.0286315149129,3.99144305519427,290.173095676784
"06088_121",43.7787285310459,14.0839340448607,311.906484618149,14.1276716749858,51.5883084589485,117.266543433782,110.197655665157,16.7603707461512,1.96593463912554,142.921076975133
"06088_125",57.1132007675164,14.3020892071028,1076.85866940625,29.6436279681563,150.333706008942,475.617108947624,352.053763862864,63.6067790151621,5.60368360350051,624.756222450463
"06088_124",69.6950754870833,16.6646984589949,452.169634693102,32.5541858731655,75.5241655487075,155.998450799149,103.539915174014,64.7819585811621,19.7709587169052,112.184234222527
"06088_129",141.502122958624,33.8343877803837,918.041379528418,66.0948622273359,153.336942174649,316.724127380089,210.217403535119,131.527006816299,40.1410373949287,227.767990694222
"06088_130",70.3185793359304,8.75586461238092,699.721837787205,14.4256565764773,44.9732483844407,70.0463420905293,248.373835592973,276.679493015297,45.2232621274852,165.142116599988
"06088_229",18.5048892989291,2.30417489799498,184.137325733475,3.79622541486246,11.8350653643265,18.4332479185604,65.3615356823614,72.8103928987624,11.9008584546014,43.4584517368389
"06088_131",34.5424600246676,4.3011264762573,343.72300803582,7.08628744107659,22.0921220134095,34.4087294479793,122.008199940408,135.912733411023,22.2149357819226,81.1224432420993
"06088_126",68.6357048899976,5.15500660351248,323.166655210197,37.1593188444957,37.8364209005669,62.877230900626,117.739238965406,65.7242980718292,1.83014752727325,81.3716144817204
"06088_128",102.953557334996,7.73250990526872,484.749982815296,55.7389782667436,56.7546313508503,94.315846350939,176.608858448109,98.5864471077438,2.74522129090987,122.057421722581
"06088_101",2.9818589682273,13.8136708404676,408.072793087717,132.498052967772,56.5815283092532,96.6251139049873,78.805946472528,12.1373670414503,31.4247843917254,107.877515153199
"06088_104",2.43970279218597,11.3020943240189,333.877739799041,108.407497882723,46.2939777075708,79.0569113768078,64.477592568432,9.93057303391389,25.7111872295935,88.263421488981
"06088_105",1.06237192108306,63.2302363949372,1315.30743093957,360.02289714859,562.789063592044,289.231539534707,61.8118361307591,24.4541437961432,16.9979507373289,449.78741595464
"06088_601",3.21399274983992,99.4744688921495,1548.69142325287,584.698564802903,298.658271401403,347.97707101227,238.765834703474,26.0123143222983,52.5793670105167,204.295152960728
"06088_109",15.7484915414037,20.6792127347621,1187.03256369693,55.9811339380405,249.280476345316,676.052972003985,187.528804117907,15.9341324865664,2.25504480511489,931.920662069784
"06088_111",1.2539752309956,10.9251439584819,251.476758303098,28.315165628555,72.9484174403256,80.6197709000556,32.3037804284826,6.85498172933782,30.4346421763406,124.045118450329
"06088_106",5.01590092398239,43.7005758339274,1005.90703321239,113.26066251422,291.793669761302,322.479083600222,129.21512171393,27.4199269173513,121.738568705362,496.180473801316
"06088_103",1.43620438156863,18.5494975883962,469.495795940105,81.4666620614148,108.831069743905,200.906281881985,63.8729735913792,7.12816043767605,7.2906482237445,197.546243058126
"06088_102",1.32572712144796,17.1226131585196,433.380734713943,75.1999957489982,100.459448994374,185.451952506448,58.9596679305038,6.57984040400866,6.7298291296103,182.350378207501
"06088_108",12.4734388058717,147.514201216871,1213.79071313048,280.298881189262,356.539007515729,238.440307152267,233.616406887192,27.0038815605279,77.8922288255035,708.487691769998
"06088_115",5.83294835907151,12.1330972394509,539.478497213755,49.2325770450527,141.428809291007,194.712296038688,122.879382747118,28.5472638454976,2.67816824639296,298.162342580848
"06088_118",6.57758006448489,13.682003270019,608.348092602745,55.5175868805913,159.483550902624,219.569184894691,138.566112459517,32.1915954002419,3.02006206508142,336.225620357126
"06088_120",10.9747166366988,75.8118654304397,1564.15169224864,317.245916032759,303.84231493697,616.73681393785,289.985827750555,27.7921244870585,8.54869510344907,904.056750426896
"06088_124",12.6913769102567,24.2699684175124,915.217197387752,29.2481420377281,108.148415451425,353.724017094627,288.458731242674,124.09474628885,11.5431452724475,434.42231128679
"06088_123",3.90239414967591,58.2644335568803,999.249788471636,57.8382416076507,99.192823937964,497.621719079794,246.434883883548,94.259725813004,3.90239414967591,718.976355214692
"06088_119",49.4346590553728,30.1453078591838,577.518625390405,35.7175042834725,56.8930327982805,286.499362139933,130.366823017104,60.2990550032455,7.74284814836991,377.503813457327
"06088_114",34.352898665598,20.9484342750261,401.326502389943,24.8206385698707,39.5358363513475,199.092777080292,90.5938939610386,41.9027331378485,5.38062328954519,262.333158504244
