"bureau","P19_MAISON","P19_RP_120M2P","P19_RP_ACHTOT","P19_RP_ACH19","P19_RP_ACH45","P19_RP_ACH70","P19_RP_ACH90","P19_RP_ACH05","P19_RP_ACH15","P19_RP_CCCOLL"
"01150_1",109,36,90,27,16,9,11,13,14,5
"01249_1",206.953967750559,59.7815399996771,521.180553507808,29.572783084946,27.3468746807025,111.931394041945,169.80501255227,120.835027658917,61.6894614890269,179.026633084133
"01249_6",84.0750493986646,24.2862506248688,211.729599862547,12.0139431282593,11.1096678390354,45.4721288295401,68.9832863493598,49.0892299864352,25.0613437299172,72.729569690429
"01249_3",349.234820579068,100.881348749455,879.492184044426,49.9040714558464,46.1478510236855,188.884227445782,286.545958681956,203.909109174423,104.100966262733,302.107443329474
"01249_5",459.177693121795,176.442989400644,517.444207257837,51.195893297595,24.2266280783262,63.0806542416789,147.188193230585,118.39050325069,113.362335158962,17.8271414161268
"01249_4",389.302826777174,149.592969274459,438.702697457731,43.4052138827436,20.5399672837983,53.4814242483799,124.789989912888,100.374557103846,96.1115450260762,15.1143155484553
"01249_2",149.731856452759,57.5357574132534,168.731806714512,16.6943130318244,7.89998741684551,20.5697785570692,47.9961499664952,38.6055988860947,36.9659788561831,5.81319828786742
"06083_11",160.997568438692,41.8107518130833,1240.76995377185,78.8794524232937,65.7152845660344,540.508094962638,437.346995914306,33.9343540972517,84.3857718083277,765.455014995741
"06083_10",159.162269077236,34.3882772213312,1101.02329903059,240.067922732068,166.725715930721,245.421777860329,251.826401946717,157.04140855494,39.9400720058194,218.235360415536
"06083_7",5.51603030136453,22.2115211153468,546.85780590484,51.082739957306,60.595406305594,173.850150927532,210.908316759,46.3561221567988,4.06506979860866,228.411786096781
"06083_9",7.93770214098797,31.9629206294014,786.94172069233,73.50930871905,87.198267610489,250.174607432302,303.502211921487,66.7075904207592,5.84973458824173,328.690131212441
"06083_6",27.3524824672324,20.6219103056158,1050.98344591333,419.056287622868,181.938458024926,261.436084285787,97.3228730742198,56.2319674843073,34.9977754212196,374.903303887491
"06083_3",121.930728539471,6.00764141502196,658.232599950831,505.201942906542,51.6091072817877,61.6721884942045,35.0066524209843,4.74270884731284,0,67.8115544292252
"06083_25",147.606294627734,27.1848795461792,654.201346390946,17.6261593883659,30.6758602831584,52.1419477992802,477.495569933916,62.2577668172977,14.0040421689276,93.4991881652491
"06083_24",72.7016078017195,13.3895675376703,322.21857359554,8.6815411912847,15.1090058111078,25.6818548862127,235.184385191332,30.6642732085197,6.89751330708376,46.051838947063
"06083_16",75.0997514948036,22.0812825965095,479.49130057403,6.15371592098344,8.05843963016297,139.951795737396,149.737406252534,123.447764323282,52.142178709671,208.160981592355
"06083_12",158.543919822363,46.6160410370755,1012.25941232295,12.9911780554095,17.0122614414552,295.453791001168,316.112302088684,260.611946904706,110.077932831528,439.450961139416
"06083_13",25.0332504982679,7.36042753216982,159.830433524677,2.05123864032781,2.68614654338766,46.6505985791318,49.9124687508448,41.1492547744272,17.380726236557,69.3869938641184
"06083_15",19.4703059430972,5.72477696946541,124.312559408082,1.59540783136608,2.08922508930151,36.2837988948803,38.8208090284349,32.0049759356656,13.5183426284332,53.9676618943143
"06083_22",86.9122247123583,16.9643314612895,177.278638438433,35.5425326041309,13.105205746911,50.5358045185078,62.7157172292185,7.50616364569553,7.87321469396912,81.4467680794884
"06083_22",9.14865523287982,1.78571910118837,18.6609093093087,3.74131922148746,1.37949534178011,5.31955837036924,6.6016544451809,0.790122489020582,0.828759441470434,8.5733440083672
"06083_21",18.2973104657596,3.57143820237674,37.3218186186174,7.48263844297492,2.75899068356021,10.6391167407385,13.2033088903618,1.58024497804116,1.65751888294087,17.1466880167344
"06083_23",251.588018904195,49.1072752826802,513.17500600599,102.886278590905,37.9361218989529,146.287855185154,181.545497242475,21.728368448066,22.7908846404369,235.766960230098
"06083_23",91.4865523287982,17.8571910118837,186.609093093087,37.4131922148746,13.7949534178011,53.1955837036924,66.016544451809,7.90122489020582,8.28759441470434,85.733440083672
"06083_2",126.164995892144,19.5785424172752,216.927791888233,13.3594465413702,30.4364846788414,33.2384737630871,87.702967435163,49.5575128323089,2.63290663746201,7.51334179649034
"06083_20",263.300860992301,40.8595667838786,452.718870027616,27.8805840863377,63.5196201993211,69.3672495925296,183.032279864688,103.424374606558,5.49476167818158,15.6800176622407
"06083_4",109.708692080126,17.0248194932827,188.632862511507,11.6169100359741,26.4665084163838,28.903020663554,76.26344994362,43.093489419399,2.28948403257566,6.5333406926003
"06083_26",49.3689114360565,7.66116877197723,84.884788130178,5.22760951618833,11.9099287873727,13.0063592985993,34.318552474629,19.3920702387295,1.03026781465905,2.94000331167013
"06083_18",75.8407512273895,3.34616178641879,486.418370280882,24.7236326164541,38.2856687139771,186.926576674673,204.734109022512,22.72232190603,9.02606134723617,249.992516079536
"06083_27",118.622713458225,5.23374023003965,760.808220182918,38.6702971693256,59.882712603913,292.372337875771,320.225144881364,35.5400419555855,14.1176856969591,391.013935406454
"06083_14",85.975418623189,12.3024409220101,313.622932267046,14.7957780427497,21.0602905664173,84.6206850203786,126.470480551086,49.1094564796059,17.5662416068085,99.0961792076082
"06083_17",69.855027631341,9.99573324913319,254.818632466975,12.0215696597342,17.111486085214,68.7543065790576,102.757265447757,39.9014333896798,14.2725713055319,80.5156456061816
"06083_19",274.046646861415,39.2140304389071,999.67309660121,47.1615425112648,67.1296761804551,269.728433502457,403.124656756587,156.536392528744,55.992395121702,315.869071224251
"06083_8",80.6019549592396,11.5335383643844,294.021499000356,13.8710419150779,19.7440224060162,79.3318922066049,118.566075516643,46.0401154496306,16.4683515063829,92.9026680071326
"06083_26",21.4938546557972,3.07561023050252,78.4057330667616,3.69894451068743,5.26507264160432,21.1551712550946,31.6176201377715,12.2773641199015,4.39156040170212,24.774044801902
"06088_903",7.0031005109883,27.9626712108678,213.175944981088,141.249896686143,55.3323189608886,12.3103394591754,3.42057100119155,0.862818873689067,0,49.4996132689613
"06088_901",8.45201785808933,33.7480514613921,257.281312908209,170.474013241896,66.7803849527966,14.8573062438324,4.12827534626567,1.04133312341784,0,59.7409125659878
"06088_906",8.69350408260617,34.7122815031462,264.632207562729,175.344699334522,68.6883959514479,15.2818007079419,4.24622607044468,1.07108549837263,0,61.4477957821589
"06088_908",5.88256375613476,11.7793356430224,1041.71780528709,560.521996451857,154.16307164557,276.864454639275,32.4080611070803,11.9049839637887,5.85523747952241,287.691257814483
"06088_910",2.92361301074523,38.2591332642568,1227.36786470225,222.619141939331,229.18004341763,311.037490807354,349.212993430257,68.5403869357585,46.7778081719236,370.519289150259
"06088_927",15.3397405003991,6.17778288364991,1177.6052849708,241.684727770153,431.042109142674,289.620070696863,150.149636592626,28.7792107556428,36.3295300128445,126.588076458049
"06088_803",5.93359548319219,3.90931654207611,1086.27876659626,254.197696601873,159.664185300039,287.30580207988,249.633161507146,93.9254450244521,41.5524760828724,392.646878582825
"06088_926",3.12933643946157,6.12108174994923,1105.53143451777,65.2580230836728,138.945658207981,313.203517989524,449.873889134844,27.3671740027218,110.883172099025,419.201032629758
"06088_916",36.8916487154711,19.6297866130513,125.623761499745,12.3982075474926,23.5426508765299,41.2794488779736,37.2992944283266,9.59574528951107,1.50841447991069,49.7237776093459
"06088_911",43.0402568347163,22.9014177152265,146.561055083036,14.4645754720747,27.4664260226182,48.1593570243026,43.5158434997143,11.1950361710962,1.75981689322914,58.0110738775702
"06088_915",166.01241921962,88.3340397587309,565.306926748852,55.7919339637167,105.941928944385,185.757519950881,167.84682492747,43.1808538027998,6.7878651595981,223.756999242057
"06088_914",61.4860811924518,32.7163110217522,209.372935832908,20.663679245821,39.2377514608832,68.7990814632894,62.1654907138776,15.9929088158518,2.51402413318448,82.8729626822432
"06088_912",16.9322019696892,13.9839792100589,324.199918480376,32.626548874836,41.976972303602,136.565339479222,107.483053989533,4.62800064501533,0.92000318816871,199.183743477379
"06088_913",14.5805072516768,12.0417598753285,279.172152024768,28.095083753331,36.1468372614351,117.597931218219,92.554852046542,3.98522277765209,0.792224967589722,171.519334661077
"06088_914",15.9915240824843,13.2070914761668,306.188811898133,30.813962826234,39.6449182867353,128.97837617482,101.511773212336,4.37088949807003,0.868891899937115,188.117979950858
"06088_912",37.5754412381074,12.9251721012468,249.606201974489,7.98018513738888,19.1452483673715,124.28881993104,85.2726671050539,12.3024501608753,0.616831272759286,142.144754847292
"06088_916",90.9721208922599,31.2925219293344,604.309752148763,19.3204482273626,46.3516539420573,300.909774569887,206.449615096446,29.784879336856,1.49338097615406,344.13993278818
"06088_916",69.2179180701978,23.8095275549283,459.800898374058,14.7003410425585,35.2675627820001,228.953089346653,157.081228877731,22.6624081910861,1.13626813403026,261.845601034485
"06088_928",138.648032687773,42.9402446055967,340.67288097839,23.3787835526431,59.3273945364798,82.8704359498725,151.267333276046,18.5618216426594,5.26711202068881,67.822134538442
"06088_818",122.95202898727,38.0790848389254,302.106139735553,20.7321288108345,52.6110857210292,73.4888771630945,134.142729508946,16.4604833434905,4.670835188158,60.144157043524
"06088_805",59.6967540410008,16.3310792569332,2293.71098182912,87.7487115454454,285.014929923978,569.982086842039,625.363344110375,564.347135760506,161.254773646771,772.937663108318
"06088_813",20.3800408849299,0,1969.73711008164,144.320583694377,176.325549155726,456.550677409854,555.835169308737,226.652774632586,410.052355880355,732.929233777338
"06088_809",97.1660312800534,6.08276626888397,1211.10277195886,52.6071351578601,91.1196295616052,412.819783227781,330.054030432047,181.922104110662,142.580089468906,584.460917733335
"06088_810",1.76945442839613,3.51123132392111,849.430825564329,19.4000248469111,25.3467965367949,165.399109338961,374.199490057035,233.266216235604,31.8191885490223,383.032242822612
"06088_814",1.33485158633393,2.64882363032646,640.798692969581,14.6351064634593,19.1212675628452,124.774766694304,282.29084337636,175.972759616332,24.0039492562799,288.954148094251
"06088_819",73.5554300915302,3.93885288576436,714.20276556112,27.6387995858224,53.0470719911196,396.658769778027,204.031010975148,28.913928660258,3.91318457074236,360.165147076366
"06088_811",45.0823603786798,2.41413563966203,437.7371788923,16.9399094235685,32.5127215429442,243.113439541371,125.05126479122,17.7214401466098,2.39840344658403,220.74638046616
"06088_820",11.0902447830705,8.33688573992385,1102.21890587721,5.58949938856216,13.8251056669262,345.846743906926,657.506853262034,79.4507036527623,0,880.763859624542
"06088_821",15.6648771552709,6.31714528183907,596.13005602945,12.6888366434007,6.29298135345242,238.133532148535,314.175771764912,21.6924434424236,3.14649067672621,565.015147479017
"06088_824",0,2.96637046755575,983.598402116158,9.34698481705918,52.0879207600973,303.300077513499,391.514610577909,131.270148589514,96.0786598580786,733.790232067936
"06088_804",94.5690906877943,3.82484364813469,767.434360483387,22.710418983361,90.1665860853559,286.624658989046,206.463529672809,8.90875691526033,152.560409837556,388.040958029967
"06088_704",24.045665807896,2.21322986541933,989.117798705323,2.95101827567448,28.4949882280875,421.247107479278,232.473916420252,299.750766321585,4.20000198044636,415.49396549255
"06088_701",10.3052853462412,0.948527085179715,423.907628016567,1.2647221181462,12.2121378120375,180.534474633976,99.6316784658225,128.464614137822,1.80000084876273,178.06884235395
"06088_703",25.031439101854,2.52044050526538,594.938878309658,12.5410265227276,164.043562364629,210.871638445204,75.0979866813154,102.563491406964,29.8211728888185,270.083334237688
"06088_822",1.51660602273325,0.376510666108997,424.411861541619,1.11149370868146,54.5150418499645,175.77350522631,59.0662578914198,46.9390980186362,87.0064648466057,159.960356461192
"06088_816",2.58232917384311,0.641085728780183,722.647223706001,1.89254334180898,92.8229090958855,299.290022412366,100.572276950255,79.9233290587589,148.146142846923,272.364931271759
"06088_706",43.2163395017759,28.3741140348605,1332.7789238897,6.2041471970464,61.7683959995534,754.301317661996,119.199469410333,56.6951538378866,334.610439782886,655.140098342013
"06088_918",180.745633491348,83.939477235058,352.460972275091,18.173046030086,16.5658153371769,202.535226249429,71.7765439110219,42.8324755196247,0.577865227753435,60.7462735633523
"06088_707",36.1491266982695,16.7878954470116,70.4921944550183,3.63460920601721,3.31316306743538,40.5070452498857,14.3553087822044,8.56649510392493,0.115573045550687,12.1492547126705
"06088_917",88.7296746230252,41.2066524608466,173.026295480499,8.9213135056786,8.13230934734138,99.426383795174,35.2357579199562,21.0268516187248,0.283679293624413,29.8208979311002
