"","NBPIECE","FINAN","REG","LIBREG","DEP","LIBDEP","EPCI","LIBEPCI","DROIT","DEPCOM","CODEPOSTAL","LIBCOM","NUMVOIE","INDREP","TYPVOIE","NOMVOIE","NUMAPPT","NUMBOITE","ESC","COULOIR","ETAGE","COMPLIDENT","ENTREE","BAT","IMMEU","COMPLGEO","LIEUDIT","QPV","TYPECONST","SURFHAB","CONSTRUCT","LOCAT","PATRIMOINE","ORIGINE","FINANAUTRE","CONV","NUMCONV","DATCONV","NEWLOGT","CUS","DPEDATE","DPEENERGIE","DPESERRE","SRU_EXPIR","SRU_ALINEA","CODSEGPATRIM","LIBSEGPATRIM","PMR","PLG_CODE_COMMUNE2021","PLG_VOIE","EPSG","X","Y","PLG_QP","PLG_IRIS2021","PLG_ZUS","PLG_ZFU","PLG_QVA","QUALITE_VOIE","QUALITE_NUMERO","QUALITE_XY","DISTANCE_PRECISION","QUALITE_QP","QUALITE_IRIS","QUALITE_ZUS","QUALITE_ZFU","QUALITE_QVA","MILLESIME","COMAQP","COMAZUS","COMRIL","EPCI_2021","UU2020","AAV2020","ZE2020","FINANcode","taille"
"13",1,"14",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","47","TER","BOULEVARD","SAINT GERMAIN","07D","","03",NA,"7","","","01","605CR","CARMES","",2,"C",32,1935,"2015",2006,"3","14",1,"75D111512S5599","28/12/2015",NA,14,"12/2019","C","D",2058,1,"605CR","CARMES",1,"75105","BD SAINT GERMAIN",2154,652200.3,6861279.24,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"moins pauvres","petit"
"76",1,"50",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","6","","RUE","LARREY","0045","","C",NA,"3","","","01","205LA","LARREY 2/10 - DAUBENTON","",2,"C",25,1928,"1928",1962,"2","50",1,"751BIS101994851232007505001904","04/10/1994",NA,13,"12/2019","C","D",2021,1,"205LA","LARREY 2/10 - DAUBENTON",1,"75105","RUE LARREY",2154,652580.2,6860374.2,"CSZ",1806,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"77",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","2","","RUE","DE LA MONTAGNE SAINTE GENEVIEVE","08","","01",NA,"8","","","01","605CR","CARMES","",2,"C",28,1935,"2015",2006,"3","10",1,"75D111512S5597","28/12/2015",NA,10,"12/2019","C","D",2058,1,"605CR","CARMES",1,"75105","RUE DE LA MONTAGNE STE GENEVIEVE",2154,652212,6861256.6,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"232",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","218","","RUE","SAINT JACQUES","0025","","03",NA,"5","","","01","105S8","SAINT JACQUES 218","",2,"C",14,1850,"2000",2000,"2","13",1,"751BIS0320049986400750502676","04/10/1994",NA,13,"12/2019","D","E",2038,1,"105S8","SAINT JACQUES 218",1,"75105","RUE SAINT JACQUES",2154,651733.5,6860756.7,"CSZ",1905,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"255",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","7","","PAS","DES PATRIARCHES","0007","","",NA,"2","","","","","","",2,"C",17,1929,"2014",2014,"2","10",1,"75IBIS1220109986500751274205","14/12/2010",NA,NA,"04/2014","A","B",NA,2,"","",1,"75105","PAS DES PATRIARCHES",2154,652310.43,6860294.62,"CSZ",1803,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"266",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","1","","RUE","EDOUARD QUENU","0011","","01",NA,"6","","","01","105EQ","EDOUARD QUENU 1","",2,"C",20,1882,"2010",2010,"2","10",1,"751BIS0420109986400750504009","01/04/2010",NA,10,"12/2019","D","D",2051,1,"105EQ","EDOUARD QUENU 1",1,"75105","RUE EDOUARD QUENU",2154,652264,6860099.3,"CSZ",1908,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"268",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","7","","RUE","NICOLAS HOUEL","0067","","02",NA,"3","","","01","105NH","NICOLAS HOUEL 7","",2,"C",39,1972,"2009",2009,"2","13",1,"751BIS1220089986400750503662","31/12/2008",NA,13,"12/2019","D","D",2049,1,"105NH","NICOLAS HOUEL 7",2,"75105","RUE NICOLAS HOUEL",2154,653160.9,6860419.4,"CSZ",1805,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"288",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","7","","RUE","NICOLAS HOUEL","0087","","02",NA,"9","","","01","105NH","NICOLAS HOUEL 7","",2,"C",39,1972,"2009",2009,"2","13",1,"751BIS1220089986400750503662","31/12/2008",NA,13,"12/2019","D","D",2049,1,"105NH","NICOLAS HOUEL 7",2,"75105","RUE NICOLAS HOUEL",2154,653160.9,6860419.4,"CSZ",1805,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"499",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","2","","RUE","DE LA MONTAGNE SAINTE GENEVIEVE","02G","","01",NA,"2","","","01","605CR","CARMES","",2,"C",31,1935,"2015",2006,"3","10",1,"75D111512S5597","28/12/2015",NA,10,"12/2019","C","D",2058,1,"605CR","CARMES",1,"75105","RUE DE LA MONTAGNE STE GENEVIEVE",2154,652212,6861256.6,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"680",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","7","","RUE","NICOLAS HOUEL","0116","","03",NA,"6","","","01","105NH","NICOLAS HOUEL 7","",2,"C",32,1972,"2009",2009,"2","13",1,"751BIS1220089986400750503662","31/12/2008",NA,13,"12/2019","D","D",2049,1,"105NH","NICOLAS HOUEL 7",2,"75105","RUE NICOLAS HOUEL",2154,653160.9,6860419.4,"CSZ",1805,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"793",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","19","","RUE","DE LA COLLEGIALE","0001","","",NA,"0","","","","","","",2,"C",23,1929,"2011",2011,"3","10",1,"75IBIS1120089986500751273595","06/11/2008",NA,NA,"04/2014","B","C",NA,2,"","",1,"75105","RUE DE LA COLLEGIALE",2154,652428.4,6859974.3,"CSZ",1802,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"856",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","47","TER","BOULEVARD","SAINT GERMAIN","07G","","05",NA,"7","","","01","605CR","CARMES","",2,"C",32,1935,"2015",2006,"3","10",1,"75D111512S5597","28/12/2015",NA,10,"12/2019","C","D",2058,1,"605CR","CARMES",1,"75105","BD SAINT GERMAIN",2154,652200.3,6861279.24,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"870",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","29","","RUE","PIERRE NICOLE","0045","","3",NA,"0","","","","","","BAT B BAL 02",2,"C",27,1937,"2006",2006,"2","13",1,"75.D.2.1.14.05.S.4842","21/05/2014",NA,NA,"04/2014","B","D",NA,2,"","",1,"75105","RUE PIERRE NICOLE",2154,651504.8,6860233.8,"CSZ",1903,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"884",1,"12",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","","","","23 RUE MONTAGNE STE GENEVIEVE","","","",NA,"0","","","","0000-0163-A-A003","RESIDENCE POLYTECHNIQUE","",2,"C",34,1984,"1984",1984,"1","12",1,"75109 1984 80416 3 034016 430","09/09/1984",NA,NA,"04/2018","C","C",2023,2,"","",1,"75105","RUE DE LA MONTAGNE STE GENEVIEVE",2154,652199.88,6861067.36,"CSZ",1703,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"896",1,"12",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","","","","23 RUE MONTAGNE STE GENEVIEVE","","","",NA,"2","","","","0000-0163-A-A003","RESIDENCE POLYTECHNIQUE","",2,"C",34,1984,"1984",1984,"1","12",1,"75109 1984 80416 3 034016 430","09/09/1984",NA,NA,"04/2018","C","C",2023,2,"","",1,"75105","RUE DE LA MONTAGNE STE GENEVIEVE",2154,652199.88,6861067.36,"CSZ",1703,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"923",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","49","","RUE","DU CARDINAL LEMOINE","0005","","01",NA,"2","","","01","105LE","CARDINAL LEMOINE 49/51","",2,"C",32,2011,"2011",2011,"4","10",1,"751BIS0620079986400750503303","19/06/2007",NA,10,"12/2019","D","D",2050,1,"105LE","CARDINAL LEMOINE 49/51",2,"75105","RUE DU CARDINAL LEMOINE",2154,652467.5,6860959.2,"CSZ",1701,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"943",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","2","","RUE","DES ANGLAIS","0017","","01",NA,"3","","","01","105GA","GALANDE 21 ANGLAIS 2","",2,"C",17,1850,"2007",2007,"2","13",1,"751BIS1220069986400750503215","21/12/2006",NA,13,"12/2019","D","E",2047,1,"105GA","GALANDE 21 ANGLAIS 2",1,"75105","RUE DES ANGLAIS",2154,652150.02,6861414.49,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"1027",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","2","","RUE","DE LA MONTAGNE SAINTE GENEVIEVE","01F","","01",NA,"1","","","01","605CR","CARMES","",2,"C",24,1935,"2015",2006,"3","10",1,"75D111512S5597","28/12/2015",NA,10,"12/2019","C","D",2058,1,"605CR","CARMES",1,"75105","RUE DE LA MONTAGNE STE GENEVIEVE",2154,652212,6861256.6,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"1063",1,"52",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","65","","RUE","GALANDE","0010","","02",NA,"1","","","02","105G6","GALANDE 65","",2,"C",30,1850,"1979",1979,"3","52",1,"751BIS061993851232007505001520","29/04/1994",NA,13,"12/2019","C","D",2021,1,"105G6","GALANDE 65",1,"75105","RUE GALANDE",2154,652062.38,6861506.65,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"1073",1,"52",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","11","","RUE","FREDERIC SAUTON","0002","","01",NA,"1","","","01","105SA","FREDERIC SAUTON 11","",2,"C",24,1850,"1978",1979,"3","52",1,"751BIS061993851232007505001529","29/04/1994",NA,13,"12/2019","E","C",2021,1,"105SA","FREDERIC SAUTON 11",1,"75105","RUE FREDERIC SAUTON",2154,652238.5,6861400,"CSZ",1705,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
"1158",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","2","","RUE","DE LA MONTAGNE SAINTE GENEVIEVE","05G","","01",NA,"5","","","01","605CR","CARMES","",2,"C",31,1935,"2015",2006,"3","10",1,"75D111512S5597","28/12/2015",NA,10,"12/2019","C","D",2058,1,"605CR","CARMES",1,"75105","RUE DE LA MONTAGNE STE GENEVIEVE",2154,652212,6861256.6,"CSZ",2004,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"1281",1,"10",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",3,75105,75005,"Paris 5e Arrondissement","19","","RUE","DE LA COLLEGIALE","0009","","",NA,"6","","","","","","",2,"C",18,1929,"2011",2011,"3","10",1,"75IBIS1120089986500751273595","06/11/2008",NA,NA,"04/2014","B","C",NA,2,"","",1,"75105","RUE DE LA COLLEGIALE",2154,652428.4,6859974.3,"CSZ",1802,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"très pauvres","petit"
"1301",1,"13",11,"Cle-de-France",75,"Paris",200054781,"MC)tropole du Grand Paris",1,75105,75005,"Paris 5e Arrondissement","7","","RUE","NICOLAS HOUEL","0006","","01",NA,"1","","","01","105NH","NICOLAS HOUEL 7","",2,"C",34,1972,"2009",2009,"2","13",1,"751BIS1220089986400750503662","31/12/2008",NA,13,"12/2019","D","D",2049,1,"105NH","NICOLAS HOUEL 7",2,"75105","RUE NICOLAS HOUEL",2154,653160.9,6860419.4,"CSZ",1805,"CSZ","CSZ","CSZ",1,1,11,NA,NA,1,NA,NA,NA,2021,0,0,1,"T01ZZZZZZ",851,1,1109,"pauvres","petit"
