"","NBPIECE","FINAN","REG","LIBREG","DEP","LIBDEP","EPCI","LIBEPCI","DROIT","DEPCOM","CODEPOSTAL","LIBCOM","NUMVOIE","INDREP","TYPVOIE","NOMVOIE","NUMAPPT","NUMBOITE","ESC","COULOIR","ETAGE","COMPLIDENT","ENTREE","BAT","IMMEU","COMPLGEO","LIEUDIT","QPV","TYPECONST","SURFHAB","CONSTRUCT","LOCAT","PATRIMOINE","ORIGINE","FINANAUTRE","CONV","NUMCONV","DATCONV","NEWLOGT","CUS","DPEDATE","DPEENERGIE","DPESERRE","SRU_EXPIR","SRU_ALINEA","CODSEGPATRIM","LIBSEGPATRIM","PMR","PLG_CODE_COMMUNE2021","PLG_VOIE","EPSG","X","Y","PLG_QP","PLG_IRIS2021","PLG_ZUS","PLG_ZFU","PLG_QVA","QUALITE_VOIE","QUALITE_NUMERO","QUALITE_XY","DISTANCE_PRECISION","QUALITE_QP","QUALITE_IRIS","QUALITE_ZUS","QUALITE_ZFU","QUALITE_QVA","MILLESIME","COMAQP","COMAZUS","COMRIL","EPCI_2021","UU2020","AAV2020","ZE2020","FINANcode","taille"
"96","1","10",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","","","","2 ALLEE D'ANJOU","1101","","","","0","",NA,"","0185-03-11","CHELLES","","2","C","28","1958","2008",2008,"1","10","1","7710320069986421075015.2372","29/08/2008","","","09/2009","D","E",NA,1,"77S2","Seine et Marne S2","3","77108","ALL DE L ANJOU","2154","671926,83","6864713","HZ","0304","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","très pauvres","petit"
"101","1","11",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","42","","BOULEVARD","PIERRE MENDES FRANCE","G24","","","","2","",NA,"","V90-6922-G-0001","CHELLES TRINQUAND","","2","C","33","1987","2018",1987,"1","11","1","77N11S3239","16/04/2018","","10","","","",2066,1,"","","2","77108","BD PIERRE MENDES FRANCE","2154","670479,05","6864031,68","HZ","0401","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","très pauvres","petit"
"113","1","12",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","31","","RUE","LOUISE MICHEL","0078","","47","","2","",NA,"","","","","2","C","30","2001","2001",2001,"1","12","1","77/1/10.199/85.1231/21.092.034/1896","05/06/2001","","","07/2009","C","D",NA,NA,"02-0332","CHELLES COUDREAUX","1","77108","RUE LOUISE MICHEL","2154","671347,5","6867060,7","HZ","0101","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","très pauvres","petit"
"138","1","13",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","4","","AVENUE","DU GENERAL LECLERC","212","","","","1","",NA,"","0831-5042-0001-0001","RES. D'AURELIA","","2","C","31","2014","2014",2014,"4","13","1","77/N/1/1/S/3216","01/05/2014","","","01/2014","B","C",2064,2,"","","1","77108","AV DU GENERAL LECLERC","2154","669399","6864044,4","HZ","0502","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","pauvres","petit"
"152","1","10",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","","","","4 ALLEE DE BRETAGNE","501","","","","0","",NA,"","0185-02-05","CHELLES","","2","C","28","1958","2009",2009,"1","10","1","7710320069986421075015.2372","29/08/2008","","","09/2009","D","E",NA,1,"77S2","Seine et Marne S2","3","77108","ALL DE BRETAGNE","2154","671995,81","6864656,75","HZ","0304","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","très pauvres","petit"
"227","1","13",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","8","","COURS","Jacques CHABAN DELMAS","2932","","","","0","",NA,"","0137-02-8","CHELLES","","2","C","24","2006","2006",2006,"1","13","1","771062004998642239","30/05/2006","","","06/2009","C","D",NA,NA,"3","Seine et Marne","1","77108","COUR JACQUES CHABAN DELMAS","2154","670209,77","6863904,71","HZ","0401","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","pauvres","petit"
"254","1","11",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","42","","BOULEVARD","PIERRE MENDES FRANCE","G52","","","","5","",NA,"","V90-6922-G-0001","CHELLES TRINQUAND","","2","C","34","1987","2018",1987,"1","11","1","77N11S3239","16/04/2018","","10","","","",2066,1,"","","2","77108","BD PIERRE MENDES FRANCE","2154","670479,05","6864031,68","HZ","0401","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","très pauvres","petit"
"368","1","13",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","2","","RUE","DES QUATRE AMERICAINS","39","","","","3","",NA,"","","QUATRE AMERICAINS - BAT B","CHELLES","2","C","36","2013","2013",2013,"1","13","1","77/1/09.2010/2844","19/07/2013","","","09/2013","B","B",2062,1,"001","SEGMENT UNIQUE","1","77108","RUE DES QUATRE AMERICAINS","2154","671563,01","6865869,88","HZ","0301","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","pauvres","petit"
"382","1","10",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","18","","Rue","DE GOURNAY","","","","","00","",NA,"B075L-C","","","","2","C","28","2014","2014",2014,"4","10","1","77N11S3145","18/09/2014","","","12/2014","B","C",2065,1,"B075L","CHELLES VEFA Mal Foch","1","77108","RUE DE GOURNAY","2154","668796,91","6863289,54","HZ","0703","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","très pauvres","petit"
"489","1","13",11,"Cle-de-France","77","Seine-et-Marne","200057958","CA Paris - VallC)e de la Marne","1","77108","77500","Chelles","12","","RUE","ROL TANGUY","102","","","","0","",NA,"","V90-0858-A-0001","ASI CHELLES 12 Tanguy","","2","C","29","2008","2008",2020,"3","13","1","771102007012072483","09/11/2007","","14","","","",NA,1,"","","1","77108","RUE HENRI ROL TANGUY","2154","670316,4","6863999,5","HZ","0401","HZ","HZ","CSZ","1","1","11","","1","1","1","1","","2021","1","1","1","200057958","00851","001","1106","pauvres","petit"
