Type de budget,Agrégat,Montant en € par habitant
TREMBLAY-EN-FRANCE,Dépenses d'équipement,769.052547816874
VAUJOURS,Dépenses d'équipement,429.712613668455
VILLEMOMBLE,Dépenses d'équipement,584.837188275383
VILLEPINTE,Dépenses d'équipement,548.142016626369
VILLETANEUSE,Dépenses d'équipement,94.0126693889897
AUBERVILLIERS,Dépenses d'intervention,172.895080836213
AULNAY-SOUS-BOIS,Dépenses d'intervention,139.40629028094
BAGNOLET,Dépenses d'intervention,117.666417177574
BLANC-MESNIL (LE ),Dépenses d'intervention,133.254971071593
BOBIGNY,Dépenses d'intervention,184.571745102882
LE BOURGET,Dépenses d'intervention,75.900059185892
CLICHY-SOUS-BOIS,Dépenses d'intervention,123.362418106612
COUBRON,Dépenses d'intervention,29.3872732893652
COURNEUVE (LA ),Dépenses d'intervention,111.069057641881
DRANCY,Dépenses d'intervention,68.1245472116022
DUGNY,Dépenses d'intervention,63.3858228913409
EPINAY-SUR-SEINE,Dépenses d'intervention,270.530100261865
GAGNY,Dépenses d'intervention,101.281918712396
GOURNAY-SUR-MARNE,Dépenses d'intervention,39.8308911034084
ILE-SAINT-DENIS (L' ),Dépenses d'intervention,88.752426799642
LILAS (LES),Dépenses d'intervention,117.395864440503
LIVRY-GARGAN,Dépenses d'intervention,72.9796455803761
MONTFERMEIL,Dépenses d'intervention,64.3152935800777
MONTREUIL,Dépenses d'intervention,101.90960754337
NEUILLY-PLAISANCE,Dépenses d'intervention,68.0097312508794
NEUILLY-SUR-MARNE,Dépenses d'intervention,105.287569063943
NOISY-LE-GRAND,Dépenses d'intervention,74.497466982679
NOISY-LE-SEC,Dépenses d'intervention,106.236227771039
PANTIN,Dépenses d'intervention,127.93136403706
PAVILLONS-SOUS-BOIS (LES),Dépenses d'intervention,99.7697302399732
PIERREFITTE-SUR-SEINE,Dépenses d'intervention,160.571485804629
PRE-SAINT-GERVAIS (LE ),Dépenses d'intervention,103.824390353086
RAINCY (LE ),Dépenses d'intervention,38.0504815615291
ROMAINVILLE,Dépenses d'intervention,83.0269057807808
ROSNY-SOUS-BOIS,Dépenses d'intervention,98.0895677025162
SAINT-DENIS,Dépenses d'intervention,129.052104728918
SAINT-OUEN-SUR-SEINE,Dépenses d'intervention,101.207273218683
SEVRAN,Dépenses d'intervention,119.558809739035
STAINS,Dépenses d'intervention,144.618241653258
TREMBLAY-EN-FRANCE,Dépenses d'intervention,364.809941448726
VAUJOURS,Dépenses d'intervention,80.7235173679751
VILLEMOMBLE,Dépenses d'intervention,92.1528709431965
VILLEPINTE,Dépenses d'intervention,102.105053112011
VILLETANEUSE,Dépenses d'intervention,54.8935057471264
BONDY,Dépenses d'intervention,82.4135201063352
AUBERVILLIERS,Dépenses de fonctionnement,1355.07285647129
AULNAY-SOUS-BOIS,Dépenses de fonctionnement,1810.218262133
BAGNOLET,Dépenses de fonctionnement,1829.25685542401
BLANC-MESNIL (LE ),Dépenses de fonctionnement,1404.53324689595
BOBIGNY,Dépenses de fonctionnement,1683.87335019486
BONDY,Dépenses de fonctionnement,1456.08088758172
LE BOURGET,Dépenses de fonctionnement,1305.99718534617
CLICHY-SOUS-BOIS,Dépenses de fonctionnement,1429.00090096675
COUBRON,Dépenses de fonctionnement,1069.68378914405
COURNEUVE (LA ),Dépenses de fonctionnement,1476.12787595768
DRANCY,Dépenses de fonctionnement,1308.82625617816
DUGNY,Dépenses de fonctionnement,1800.06866953611
EPINAY-SUR-SEINE,Dépenses de fonctionnement,1126.55255921516
GAGNY,Dépenses de fonctionnement,947.431586617666
GOURNAY-SUR-MARNE,Dépenses de fonctionnement,1339.63758359988
ILE-SAINT-DENIS (L' ),Dépenses de fonctionnement,1176.24455786026
LILAS (LES),Dépenses de fonctionnement,1401.38264174808
LIVRY-GARGAN,Dépenses de fonctionnement,1184.1244131935
MONTFERMEIL,Dépenses de fonctionnement,1105.02240239198
MONTREUIL,Dépenses de fonctionnement,1502.66404012954
NEUILLY-PLAISANCE,Dépenses de fonctionnement,1189.66904420098
NEUILLY-SUR-MARNE,Dépenses de fonctionnement,1251.8146283035
NOISY-LE-GRAND,Dépenses de fonctionnement,1443.91613939208
NOISY-LE-SEC,Dépenses de fonctionnement,1298.81266571549
PANTIN,Dépenses de fonctionnement,1685.32745047576
PAVILLONS-SOUS-BOIS (LES),Dépenses de fonctionnement,1116.98935971161
PIERREFITTE-SUR-SEINE,Dépenses de fonctionnement,1194.62578126589
PRE-SAINT-GERVAIS (LE ),Dépenses de fonctionnement,1158.80839578852
RAINCY (LE ),Dépenses de fonctionnement,1154.15454952207
ROMAINVILLE,Dépenses de fonctionnement,1313.32273745398
ROSNY-SOUS-BOIS,Dépenses de fonctionnement,1468.83727392548
SAINT-DENIS,Dépenses de fonctionnement,1514.97602378481
SAINT-OUEN,Dépenses de fonctionnement,1924.94448397832
SEVRAN,Dépenses de fonctionnement,1595.38489101521
STAINS,Dépenses de fonctionnement,1310.56738882495
TREMBLAY-EN-FRANCE,Dépenses de fonctionnement,2376.29849437752
VAUJOURS,Dépenses de fonctionnement,1516.57537389821
VILLEMOMBLE,Dépenses de fonctionnement,1003.19575487259
VILLEPINTE,Dépenses de fonctionnement,1427.31397149354
VILLETANEUSE,Dépenses de fonctionnement,1286.54177197036
AUBERVILLIERS,Dépenses d'équipement,209.498013707103
AULNAY-SOUS-BOIS,Dépenses d'équipement,236.32777705432
BAGNOLET,Dépenses d'équipement,292.868592046803
BLANC-MESNIL (LE ),Dépenses d'équipement,540.810667692195
BOBIGNY,Dépenses d'équipement,520.467616620084
BONDY,Dépenses d'équipement,140.316863678088
LE BOURGET,Dépenses d'équipement,302.406
CLICHY-SOUS-BOIS,Dépenses d'équipement,313.5708753862
COUBRON,Dépenses d'équipement,188.125630480167
COURNEUVE (LA ),Dépenses d'équipement,586.943588471361
DRANCY,Dépenses d'équipement,534.253397126437
DUGNY,Dépenses d'équipement,408.670203730273
EPINAY-SUR-SEINE,Dépenses d'équipement,226.031100471553
GAGNY,Dépenses d'équipement,347.580313775187
GOURNAY-SUR-MARNE,Dépenses d'équipement,144.897359697587
ILE-SAINT-DENIS (L' ),Dépenses d'équipement,164.752583242358
LILAS (LES),Dépenses d'équipement,182.434853454292
LIVRY-GARGAN,Dépenses d'équipement,200.316143421411
MONTFERMEIL,Dépenses d'équipement,559.136782021605
MONTREUIL,Dépenses d'équipement,225.477470456784
NEUILLY-PLAISANCE,Dépenses d'équipement,178.126726010578
NEUILLY-SUR-MARNE,Dépenses d'équipement,218.521497584541
NOISY-LE-GRAND,Dépenses d'équipement,350.331622812404
NOISY-LE-SEC,Dépenses d'équipement,334.513358516162
PANTIN,Dépenses d'équipement,376.431133121885
PAVILLONS-SOUS-BOIS (LES),Dépenses d'équipement,227.781810145052
PIERREFITTE-SUR-SEINE,Dépenses d'équipement,368.74417194969
PRE-SAINT-GERVAIS (LE ),Dépenses d'équipement,221.161245896072
RAINCY (LE ),Dépenses d'équipement,167.351313809233
ROMAINVILLE,Dépenses d'équipement,906.777221856229
ROSNY-SOUS-BOIS,Dépenses d'équipement,389.669646591011
SAINT-DENIS,Dépenses d'équipement,269.285030245544
SAINT-OUEN,Dépenses d'équipement,246.447230373177
SEVRAN,Dépenses d'équipement,208.716374915631
STAINS,Dépenses d'équipement,193.07419378466
TREMBLAY-EN-FRANCE,Dépenses d'équipement,528.73516295173
VAUJOURS,Dépenses d'équipement,259.158183110606
VILLEMOMBLE,Dépenses d'équipement,248.978112902683
VILLEPINTE,Dépenses d'équipement,329.445406244801
VILLETANEUSE,Dépenses d'équipement,149.359061429368
AUBERVILLIERS,Dépenses d'intervention,167.513359724868
AULNAY-SOUS-BOIS,Dépenses d'intervention,171.792925302948
BAGNOLET,Dépenses d'intervention,108.577607141872
BLANC-MESNIL (LE ),Dépenses d'intervention,81.1250597003992
BOBIGNY,Dépenses d'intervention,124.640841829705
BONDY,Dépenses d'intervention,78.8365806185721
LE BOURGET,Dépenses d'intervention,74.397815585222
CLICHY-SOUS-BOIS,Dépenses d'intervention,104.605978538919
COUBRON,Dépenses d'intervention,26.1762526096033
COURNEUVE (LA ),Dépenses d'intervention,103.828495682841
DRANCY,Dépenses d'intervention,64.0218423850575
DUGNY,Dépenses d'intervention,88.6022840746054
EPINAY-SUR-SEINE,Dépenses d'intervention,264.261173282263
GAGNY,Dépenses d'intervention,59.283823343049
GOURNAY-SUR-MARNE,Dépenses d'intervention,42.848378889212
ILE-SAINT-DENIS (L' ),Dépenses d'intervention,101.580777838428
LILAS (LES),Dépenses d'intervention,120.792386165387
LIVRY-GARGAN,Dépenses d'intervention,60.0050640152547
MONTFERMEIL,Dépenses d'intervention,47.8402060185185
MONTREUIL,Dépenses d'intervention,102.55547875161
NEUILLY-PLAISANCE,Dépenses d'intervention,65.9494167925954
NEUILLY-SUR-MARNE,Dépenses d'intervention,86.2012307473714
NOISY-LE-GRAND,Dépenses d'intervention,70.7587695732269
NOISY-LE-SEC,Dépenses d'intervention,86.5459489170604
PANTIN,Dépenses d'intervention,126.612783869506
PAVILLONS-SOUS-BOIS (LES),Dépenses d'intervention,95.5366157411381
PIERREFITTE-SUR-SEINE,Dépenses d'intervention,149.800702783334
PRE-SAINT-GERVAIS (LE ),Dépenses d'intervention,104.11303237858
RAINCY (LE ),Dépenses d'intervention,42.9277059182428
ROMAINVILLE,Dépenses d'intervention,72.4137167215656
ROSNY-SOUS-BOIS,Dépenses d'intervention,99.6329615315879
SAINT-DENIS,Dépenses d'intervention,131.376057878159
SAINT-OUEN,Dépenses d'intervention,115.13946922288
SEVRAN,Dépenses d'intervention,116.023221701671
STAINS,Dépenses d'intervention,139.668845087371
TREMBLAY-EN-FRANCE,Dépenses d'intervention,336.533405819909
VAUJOURS,Dépenses d'intervention,76.6081191356269
VILLEMOMBLE,Dépenses d'intervention,88.8357801191638
VILLEPINTE,Dépenses d'intervention,94.9080835782818
VILLETANEUSE,Dépenses d'intervention,65.157624890447
AUBERVILLIERS,Dépenses d'investissement hors remb,255.239928124304
AULNAY-SOUS-BOIS,Dépenses d'investissement hors remb,299.205773678182
BAGNOLET,Dépenses d'investissement hors remb,299.650621188288
BLANC-MESNIL (LE ),Dépenses d'investissement hors remb,746.383532029447
BOBIGNY,Dépenses d'investissement hors remb,580.914630752273
BONDY,Dépenses d'investissement hors remb,167.705015454937
LE BOURGET,Dépenses d'investissement hors remb,302.406
CLICHY-SOUS-BOIS,Dépenses d'investissement hors remb,350.643787249593
COUBRON,Dépenses d'investissement hors remb,188.125630480167
COURNEUVE (LA ),Dépenses d'investissement hors remb,616.376228627022
DRANCY,Dépenses d'investissement hors remb,560.492187356322
DUGNY,Dépenses d'investissement hors remb,409.716926829268
EPINAY-SUR-SEINE,Dépenses d'investissement hors remb,229.354853384885
GAGNY,Dépenses d'investissement hors remb,350.857374477253
GOURNAY-SUR-MARNE,Dépenses d'investissement hors remb,147.078226228555
ILE-SAINT-DENIS (L' ),Dépenses d'investissement hors remb,165.844557860262
LILAS (LES),Dépenses d'investissement hors remb,193.576970952547
LIVRY-GARGAN,Dépenses d'investissement hors remb,213.605394079724
MONTFERMEIL,Dépenses d'investissement hors remb,571.193200231481
MONTREUIL,Dépenses d'investissement hors remb,235.218478619044
NEUILLY-PLAISANCE,Dépenses d'investissement hors remb,187.231992822063
NEUILLY-SUR-MARNE,Dépenses d'investissement hors remb,381.245879511225
NOISY-LE-GRAND,Dépenses d'investissement hors remb,824.609376266503
NOISY-LE-SEC,Dépenses d'investissement hors remb,381.3826339056
PANTIN,Dépenses d'investissement hors remb,611.487459537834
PAVILLONS-SOUS-BOIS (LES),Dépenses d'investissement hors remb,234.962525963437
PIERREFITTE-SUR-SEINE,Dépenses d'investissement hors remb,393.19427195986
PRE-SAINT-GERVAIS (LE ),Dépenses d'investissement hors remb,241.68034472999
RAINCY (LE ),Dépenses d'investissement hors remb,184.743146905295
ROMAINVILLE,Dépenses d'investissement hors remb,921.808054253052
ROSNY-SOUS-BOIS,Dépenses d'investissement hors remb,498.688698954517
SAINT-DENIS,Dépenses d'investissement hors remb,290.013108132293
SAINT-OUEN,Dépenses d'investissement hors remb,401.802955273237
SEVRAN,Dépenses d'investissement hors remb,211.715672370667
STAINS,Dépenses d'investissement hors remb,199.627745108298
TREMBLAY-EN-FRANCE,Dépenses d'investissement hors remb,584.13508083207
VAUJOURS,Dépenses d'investissement hors remb,331.095571509809
VILLEMOMBLE,Dépenses d'investissement hors remb,249.472945770357
VILLEPINTE,Dépenses d'investissement hors remb,332.045428983417
VILLETANEUSE,Dépenses d'investissement hors remb,149.359061429368
AUBERVILLIERS,Dépôts au Trésor,155.964090852859
AULNAY-SOUS-BOIS,Dépôts au Trésor,150.190203050582
BAGNOLET,Dépôts au Trésor,294.581409057041
BLANC-MESNIL (LE ),Dépôts au Trésor,41.2988537889609
BOBIGNY,Dépôts au Trésor,112.407337322363
BONDY,Dépôts au Trésor,39.3160941158839
LE BOURGET,Dépôts au Trésor,462.795605712512
CLICHY-SOUS-BOIS,Dépôts au Trésor,299.421557755556
COUBRON,Dépôts au Trésor,186.207379958246
COURNEUVE (LA ),Dépôts au Trésor,209.227421622279
DRANCY,Dépôts au Trésor,12.7541646551724
DUGNY,Dépôts au Trésor,651.17843424199
EPINAY-SUR-SEINE,Dépôts au Trésor,135.369412274838
GAGNY,Dépôts au Trésor,236.647683436827
GOURNAY-SUR-MARNE,Dépôts au Trésor,500.912375690608
ILE-SAINT-DENIS (L' ),Dépôts au Trésor,770.443628548035
LILAS (LES),Dépôts au Trésor,178.788680652477
LIVRY-GARGAN,Dépôts au Trésor,14.7758780532098
MONTFERMEIL,Dépôts au Trésor,1046.75033063272
MONTREUIL,Dépôts au Trésor,191.752378607681
NEUILLY-PLAISANCE,Dépôts au Trésor,300.711929542879
NEUILLY-SUR-MARNE,Dépôts au Trésor,645.993524580847
NOISY-LE-GRAND,Dépôts au Trésor,720.503912803193
NOISY-LE-SEC,Dépôts au Trésor,170.101773167423
PANTIN,Dépôts au Trésor,351.932027186226
PAVILLONS-SOUS-BOIS (LES),Dépôts au Trésor,421.40482919921
PIERREFITTE-SUR-SEINE,Dépôts au Trésor,73.725931450656
PRE-SAINT-GERVAIS (LE ),Dépôts au Trésor,645.247475942488
RAINCY (LE ),Dépôts au Trésor,1036.70601654125
ROMAINVILLE,Dépôts au Trésor,404.335709746173
ROSNY-SOUS-BOIS,Dépôts au Trésor,57.1686574032705
SAINT-DENIS,Dépôts au Trésor,24.2890001073806
SAINT-OUEN,Dépôts au Trésor,451.501016764687
SEVRAN,Dépôts au Trésor,174.950211021559
STAINS,Dépôts au Trésor,122.109421889714
TREMBLAY-EN-FRANCE,Dépôts au Trésor,1054.49597270308
VAUJOURS,Dépôts au Trésor,752.221532556156
VILLEMOMBLE,Dépôts au Trésor,676.974707981284
VILLEPINTE,Dépôts au Trésor,316.706532083634
VILLETANEUSE,Dépôts au Trésor,224.577690223887
COUBRON,DETR,8.16834446764092
RAINCY (LE ),DETR,3.87093756355501
AUBERVILLIERS,Dotation globale de fonctionnement,297.707833337457
AULNAY-SOUS-BOIS,Dotation globale de fonctionnement,139.594236450232
BAGNOLET,Dotation globale de fonctionnement,144.825013108149
BLANC-MESNIL (LE ),Dotation globale de fonctionnement,269.771673442479
BOBIGNY,Dotation globale de fonctionnement,322.040487344014
BONDY,Dotation globale de fonctionnement,393.694816507746
LE BOURGET,Dotation globale de fonctionnement,96.8206147159267
CLICHY-SOUS-BOIS,Dotation globale de fonctionnement,707.783296236005
COUBRON,Dotation globale de fonctionnement,79.3582463465553
COURNEUVE (LA ),Dotation globale de fonctionnement,351.094077587255
DRANCY,Dotation globale de fonctionnement,289.965301724138
DUGNY,Dotation globale de fonctionnement,404.602678144429
EPINAY-SUR-SEINE,Dotation globale de fonctionnement,462.143579829807
GAGNY,Dotation globale de fonctionnement,239.805145102015
GOURNAY-SUR-MARNE,Dotation globale de fonctionnement,91.5296597848212
ILE-SAINT-DENIS (L' ),Dotation globale de fonctionnement,295.99153930131
LILAS (LES),Dotation globale de fonctionnement,110.739227145848
LIVRY-GARGAN,Dotation globale de fonctionnement,158.900390447653
MONTFERMEIL,Dotation globale de fonctionnement,326.838078703704
MONTREUIL,Dotation globale de fonctionnement,125.810364745095
NEUILLY-PLAISANCE,Dotation globale de fonctionnement,231.840007555723
NEUILLY-SUR-MARNE,Dotation globale de fonctionnement,328.206990622336
NOISY-LE-GRAND,Dotation globale de fonctionnement,103.599616211237
NOISY-LE-SEC,Dotation globale de fonctionnement,383.078074566122
PANTIN,Dotation globale de fonctionnement,85.4164023561396
PAVILLONS-SOUS-BOIS (LES),Dotation globale de fonctionnement,103.726461247962
PIERREFITTE-SUR-SEINE,Dotation globale de fonctionnement,347.953079974235
PRE-SAINT-GERVAIS (LE ),Dotation globale de fonctionnement,280.672648024454
RAINCY (LE ),Dotation globale de fonctionnement,121.879059046844
ROMAINVILLE,Dotation globale de fonctionnement,212.297849254021
ROSNY-SOUS-BOIS,Dotation globale de fonctionnement,142.628496112948
SAINT-DENIS,Dotation globale de fonctionnement,216.312325506479
SAINT-OUEN,Dotation globale de fonctionnement,38.8993281567216
SEVRAN,Dotation globale de fonctionnement,451.092388930798
STAINS,Dotation globale de fonctionnement,479.457831955635
TREMBLAY-EN-FRANCE,Dotation globale de fonctionnement,11.5337205642508
VILLEMOMBLE,Dotation globale de fonctionnement,234.119534116538
VILLEPINTE,Dotation globale de fonctionnement,133.154761244523
VILLETANEUSE,Dotation globale de fonctionnement,478.095370886782
AUBERVILLIERS,Encours de dette,2113.51896046218
AULNAY-SOUS-BOIS,Encours de dette,1555.47925556158
BAGNOLET,Encours de dette,3694.04806827276
BLANC-MESNIL (LE ),Encours de dette,1415.04026663737
BOBIGNY,Encours de dette,1983.6499608314
BONDY,Encours de dette,1793.25954628051
LE BOURGET,Encours de dette,947.177264203663
CLICHY-SOUS-BOIS,Encours de dette,785.419223946048
COUBRON,Encours de dette,1082.23536951983
COURNEUVE (LA ),Encours de dette,1540.50139340873
DRANCY,Encours de dette,1661.22619353448
DUGNY,Encours de dette,608.852700143472
EPINAY-SUR-SEINE,Encours de dette,690.15621817919
GAGNY,Encours de dette,519.717811684197
GOURNAY-SUR-MARNE,Encours de dette,988.749888048852
ILE-SAINT-DENIS (L' ),Encours de dette,881.99266239083
LILAS (LES),Encours de dette,1394.73483949756
LIVRY-GARGAN,Encours de dette,646.646323889948
MONTFERMEIL,Encours de dette,1372.44306134259
MONTREUIL,Encours de dette,2030.59358618665
NEUILLY-PLAISANCE,Encours de dette,733.414459765773
NEUILLY-SUR-MARNE,Encours de dette,119.686738846263
NOISY-LE-GRAND,Encours de dette,1786.1827356463
NOISY-LE-SEC,Encours de dette,1868.67163095851
PANTIN,Encours de dette,1686.69601903036
PAVILLONS-SOUS-BOIS (LES),Encours de dette,534.120371212771
PIERREFITTE-SUR-SEINE,Encours de dette,1598.73481337085
PRE-SAINT-GERVAIS (LE ),Encours de dette,243.032697837654
RAINCY (LE ),Encours de dette,231.218665175242
ROMAINVILLE,Encours de dette,1920.31066886262
ROSNY-SOUS-BOIS,Encours de dette,1456.81025980699
SAINT-DENIS,Encours de dette,1152.80070575918
SAINT-OUEN,Encours de dette,3361.51179158208
SEVRAN,Encours de dette,1875.02657700401
STAINS,Encours de dette,1545.79015852255
TREMBLAY-EN-FRANCE,Encours de dette,166.877744713726
VAUJOURS,Encours de dette,196.058429058857
VILLEMOMBLE,Encours de dette,10.1452068536035
VILLEPINTE,Encours de dette,710.329416283068
VILLETANEUSE,Encours de dette,816.045472073938
AUBERVILLIERS,Encours de dette - Dépôts et cautionnements reçus,0.289306232525917
AULNAY-SOUS-BOIS,Encours de dette - Dépôts et cautionnements reçus,2.08425140170013
BAGNOLET,Encours de dette - Dépôts et cautionnements reçus,2.62560007726909
BLANC-MESNIL (LE ),Encours de dette - Dépôts et cautionnements reçus,4.66239570743142
BOBIGNY,Encours de dette - Dépôts et cautionnements reçus,1.41616226429949
BONDY,Encours de dette - Dépôts et cautionnements reçus,2.1091240328956
LE BOURGET,Encours de dette - Dépôts et cautionnements reçus,0.919216392424713
CLICHY-SOUS-BOIS,Encours de dette - Dépôts et cautionnements reçus,0.0906079532241454
COUBRON,Encours de dette - Dépôts et cautionnements reçus,0.156576200417537
COURNEUVE (LA ),Encours de dette - Dépôts et cautionnements reçus,0.063359844339049
DRANCY,Encours de dette - Dépôts et cautionnements reçus,6.10102514367816
DUGNY,Encours de dette - Dépôts et cautionnements reçus,0.507317073170732
EPINAY-SUR-SEINE,Encours de dette - Dépôts et cautionnements reçus,0.619041717104193
GAGNY,Encours de dette - Dépôts et cautionnements reçus,19.5095323786592
GOURNAY-SUR-MARNE,Encours de dette - Dépôts et cautionnements reçus,1.20452020936319
ILE-SAINT-DENIS (L' ),Encours de dette - Dépôts et cautionnements reçus,1.55767194323144
LILAS (LES),Encours de dette - Dépôts et cautionnements reçus,15.9860986566643
LIVRY-GARGAN,Encours de dette - Dépôts et cautionnements reçus,1.07002542449832
MONTFERMEIL,Encours de dette - Dépôts et cautionnements reçus,1.49756520061728
MONTREUIL,Encours de dette - Dépôts et cautionnements reçus,2.22427514960988
NEUILLY-PLAISANCE,Encours de dette - Dépôts et cautionnements reçus,1.91924112202493
NEUILLY-SUR-MARNE,Encours de dette - Dépôts et cautionnements reçus,5.90315913611822
NOISY-LE-GRAND,Encours de dette - Dépôts et cautionnements reçus,4.95557921400061
NOISY-LE-SEC,Encours de dette - Dépôts et cautionnements reçus,0.884675118117603
PANTIN,Encours de dette - Dépôts et cautionnements reçus,12.8663670140462
PAVILLONS-SOUS-BOIS (LES),Encours de dette - Dépôts et cautionnements reçus,0.843811689983692
PIERREFITTE-SUR-SEINE,Encours de dette - Dépôts et cautionnements reçus,0.188952435840933
PRE-SAINT-GERVAIS (LE ),Encours de dette - Dépôts et cautionnements reçus,1.52656005887015
RAINCY (LE ),Encours de dette - Dépôts et cautionnements reçus,2.80977086299234
ROMAINVILLE,Encours de dette - Dépôts et cautionnements reçus,1.54262158496415
ROSNY-SOUS-BOIS,Encours de dette - Dépôts et cautionnements reçus,1.40286234474131
SAINT-DENIS,Encours de dette - Dépôts et cautionnements reçus,0.868281820459589
SAINT-OUEN,Encours de dette - Dépôts et cautionnements reçus,1.31847087632642
SEVRAN,Encours de dette - Dépôts et cautionnements reçus,1.03985369436614
STAINS,Encours de dette - Dépôts et cautionnements reçus,1.49652349063514
TREMBLAY-EN-FRANCE,Encours de dette - Dépôts et cautionnements reçus,0.940775701736816
VAUJOURS,Encours de dette - Dépôts et cautionnements reçus,5.69021040659653
VILLEMOMBLE,Encours de dette - Dépôts et cautionnements reçus,1.08094253879557
VILLEPINTE,Encours de dette - Dépôts et cautionnements reçus,0.690815262603294
VILLETANEUSE,Encours de dette - Dépôts et cautionnements reçus,0.473238785754123
AUBERVILLIERS,Encours de dette - Dettes bancaires et assimilées,2100.61120159834
AULNAY-SOUS-BOIS,Encours de dette - Dettes bancaires et assimilées,1553.39500415988
BAGNOLET,Encours de dette - Dettes bancaires et assimilées,3687.61564257527
BLANC-MESNIL (LE ),Encours de dette - Dettes bancaires et assimilées,1410.23072592755
BOBIGNY,Encours de dette - Dettes bancaires et assimilées,1966.01595677676
BONDY,Encours de dette - Dettes bancaires et assimilées,1791.15042224762
LE BOURGET,Encours de dette - Dettes bancaires et assimilées,946.258047811239
CLICHY-SOUS-BOIS,Encours de dette - Dettes bancaires et assimilées,785.328615992824
COUBRON,Encours de dette - Dettes bancaires et assimilées,1082.07879331942
COURNEUVE (LA ),Encours de dette - Dettes bancaires et assimilées,1540.43803356439
DRANCY,Encours de dette - Dettes bancaires et assimilées,1652.17568563218
DUGNY,Encours de dette - Dettes bancaires et assimilées,608.345383070301
EPINAY-SUR-SEINE,Encours de dette - Dettes bancaires et assimilées,689.537176462086
GAGNY,Encours de dette - Dettes bancaires et assimilées,500.208279305538
GOURNAY-SUR-MARNE,Encours de dette - Dettes bancaires et assimilées,987.545367839488
ILE-SAINT-DENIS (L' ),Encours de dette - Dettes bancaires et assimilées,880.434990447598
LILAS (LES),Encours de dette - Dettes bancaires et assimilées,1378.74874084089
LIVRY-GARGAN,Encours de dette - Dettes bancaires et assimilées,645.129213202579
MONTFERMEIL,Encours de dette - Dettes bancaires et assimilées,1370.94549614198
MONTREUIL,Encours de dette - Dettes bancaires et assimilées,2020.06346858193
NEUILLY-PLAISANCE,Encours de dette - Dettes bancaires et assimilées,731.495218643748
NEUILLY-SUR-MARNE,Encours de dette - Dettes bancaires et assimilées,113.783579710145
NOISY-LE-GRAND,Encours de dette - Dettes bancaires et assimilées,1781.2271564323
NOISY-LE-SEC,Encours de dette - Dettes bancaires et assimilées,1867.78695584039
PANTIN,Encours de dette - Dettes bancaires et assimilées,1672.74041957408
PAVILLONS-SOUS-BOIS (LES),Encours de dette - Dettes bancaires et assimilées,533.276559522788
PIERREFITTE-SUR-SEINE,Encours de dette - Dettes bancaires et assimilées,1598.54586093501
PRE-SAINT-GERVAIS (LE ),Encours de dette - Dettes bancaires et assimilées,241.506137778784
RAINCY (LE ),Encours de dette - Dettes bancaires et assimilées,228.40889431225
ROMAINVILLE,Encours de dette - Dettes bancaires et assimilées,1918.76804727766
ROSNY-SOUS-BOIS,Encours de dette - Dettes bancaires et assimilées,1455.40739746225
SAINT-DENIS,Encours de dette - Dettes bancaires et assimilées,1151.93242393872
SAINT-OUEN,Encours de dette - Dettes bancaires et assimilées,3360.19332070575
SEVRAN,Encours de dette - Dettes bancaires et assimilées,1871.98569103109
STAINS,Encours de dette - Dettes bancaires et assimilées,1544.29363503191
TREMBLAY-EN-FRANCE,Encours de dette - Dettes bancaires et assimilées,163.726161835818
VAUJOURS,Encours de dette - Dettes bancaires et assimilées,190.36821865226
VILLEMOMBLE,Encours de dette - Dettes bancaires et assimilées,9.06426431480796
VILLEPINTE,Encours de dette - Dettes bancaires et assimilées,694.100361322167
VILLETANEUSE,Encours de dette - Dettes bancaires et assimilées,814.866249701219
AUBERVILLIERS,Frais de personnel,817.73655033382
AULNAY-SOUS-BOIS,Frais de personnel,1090.05782426878
BAGNOLET,Frais de personnel,1167.55003824834
BLANC-MESNIL (LE ),Frais de personnel,893.4309211259
BOBIGNY,Frais de personnel,1123.66595424837
BONDY,Frais de personnel,848.633068583988
LE BOURGET,Frais de personnel,746.757132001471
CLICHY-SOUS-BOIS,Frais de personnel,811.409304770406
COUBRON,Frais de personnel,676.553368551896
COURNEUVE (LA ),Frais de personnel,929.591426732768
DRANCY,Frais de personnel,823.915054126428
DUGNY,Frais de personnel,1145.39512857007
EPINAY-SUR-SEINE,Frais de personnel,617.267636525596
GAGNY,Frais de personnel,585.652912682278
GOURNAY-SUR-MARNE,Frais de personnel,908.893645156634
ILE-SAINT-DENIS (L' ),Frais de personnel,774.620578217822
LILAS (LES),Frais de personnel,901.064812635223
LIVRY-GARGAN,Frais de personnel,818.302036125162
MONTFERMEIL,Frais de personnel,714.718384181664
MONTREUIL,Frais de personnel,979.576966085307
NEUILLY-PLAISANCE,Frais de personnel,775.243675097368
NEUILLY-SUR-MARNE,Frais de personnel,853.15713738275
NOISY-LE-GRAND,Frais de personnel,918.22028942909
NOISY-LE-SEC,Frais de personnel,766.176982804142
PANTIN,Frais de personnel,1091.87635273756
PAVILLONS-SOUS-BOIS (LES),Frais de personnel,734.244496255957
PIERREFITTE-SUR-SEINE,Frais de personnel,781.076021823065
PRE-SAINT-GERVAIS (LE ),Frais de personnel,674.482667191631
RAINCY (LE ),Frais de personnel,491.997163510487
ROMAINVILLE,Frais de personnel,749.439227830207
ROSNY-SOUS-BOIS,Frais de personnel,860.564082616714
SAINT-DENIS,Frais de personnel,977.817597067245
