"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1544068";"72";"CRS3035RES200mN2806200E3591800";"CRS3035RES1000mN2806000E3591000";"CRS3035RES1000mN2806000E3591000";1;0;"72181";2;0,9;0,1;0,3;0;0,8;0,1;41701,1;103,5;0;0,9;0,2;0,3;0,3;0,1;0;0;0,1;0;0,1;0,1;0,1;0,3;0,5;0,3;0,4;0,1
"1545970";"72";"CRS3035RES200mN2806800E3591400";"CRS3035RES1000mN2806000E3591000";"CRS3035RES1000mN2806000E3591000";1;0;"7218172008";6;2,7;0,4;0,8;0;2,5;0,4;125103,2;310,4;0;2,7;0,5;1,1;0,8;0,3;0;0;0,2;0;0,3;0,4;0,4;0,8;1,6;0,8;1,2;0,3
"1547268";"72";"CRS3035RES200mN2807200E3593000";"CRS3035RES1000mN2807000E3593000";"CRS3035RES2000mN2806000E3592000";1;0;"72181";3;1,4;0,2;0,4;0,1;0,9;0,2;59239,7;128,1;0,2;1,2;0,5;0,4;0,2;0,3;0;0;0;0,1;0,1;0,3;0,3;0,2;0,9;0,5;0,6;0
"1547269";"72";"CRS3035RES200mN2807200E3593200";"CRS3035RES1000mN2807000E3593000";"CRS3035RES2000mN2806000E3592000";1;0;"7218172260";1;0,5;0,1;0,1;0;0,3;0,1;19746,6;42,7;0,1;0,4;0,2;0,1;0,1;0,1;0;0;0;0;0;0,1;0,1;0,1;0,3;0,2;0,2;0
"1547891";"72";"CRS3035RES200mN2807400E3592600";"CRS3035RES1000mN2807000E3592000";"CRS3035RES2000mN2806000E3592000";1;1;"72181";4;1,7;0,3;0,4;0,1;1,3;0,4;102221,4;227,1;0;1,7;0,9;0,4;0,4;0;0;0;0,1;0,1;0;0,4;0,3;0,8;1;0,7;0,4;0,2
"1547892";"72";"CRS3035RES200mN2807400E3593000";"CRS3035RES1000mN2807000E3593000";"CRS3035RES2000mN2806000E3592000";1;0;"72181";3;1,4;0,2;0,4;0,1;0,9;0,2;59239,7;128,1;0,2;1,2;0,5;0,4;0,2;0,3;0;0;0;0,1;0,1;0,3;0,3;0,2;0,9;0,5;0,6;0
"1547893";"72";"CRS3035RES200mN2807400E3593200";"CRS3035RES1000mN2807000E3593000";"CRS3035RES2000mN2806000E3592000";1;0;"7218172260";5;2,3;0,3;0,7;0,2;1,5;0,4;98732,8;213,5;0,3;2;0,9;0,7;0,3;0,4;0;0;0;0,2;0,3;0,5;0,4;0,3;1,5;0,8;1;0
"1548507";"72";"CRS3035RES200mN2807600E3593200";"CRS3035RES1000mN2807000E3593000";"CRS3035RES2000mN2806000E3592000";1;0;"7218172260";11;5;0,6;1,5;0,4;3,3;0,8;217212,2;469,7;0,6;4,4;1,9;1,5;0,6;1;0;0;0;0,4;0,6;1,1;1;0,8;3,3;1,7;2,1;0
"1549863";"72";"CRS3035RES200mN2808000E3592400";"CRS3035RES1000mN2808000E3592000";"CRS3035RES2000mN2808000E3592000";1;1;"72181";2;0,9;0,2;0,3;0,1;0,8;0,1;38665;79,6;0;0,9;0,2;0,4;0,2;0,1;0;0;0;0;0,1;0,2;0,1;0,1;0,3;0,4;0,5;0,3
"1549864";"72";"CRS3035RES200mN2808000E3592600";"CRS3035RES1000mN2808000E3592000";"CRS3035RES2000mN2808000E3592000";1;1;"72181";1;0,4;0,1;0,1;0;0,4;0;19332,5;39,8;0;0,4;0,1;0,2;0,1;0;0;0;0;0;0,1;0,1;0,1;0;0,2;0,2;0,2;0,1
"1549865";"72";"CRS3035RES200mN2808000E3592800";"CRS3035RES1000mN2808000E3592000";"CRS3035RES2000mN2808000E3592000";1;1;"72181";1;0,4;0,1;0,1;0;0,4;0;19332,5;39,8;0;0,4;0,1;0,2;0,1;0;0;0;0;0;0,1;0,1;0,1;0;0,2;0,2;0,2;0,1
"1549866";"72";"CRS3035RES200mN2808000E3593000";"CRS3035RES1000mN2808000E3593000";"CRS3035RES2000mN2808000E3592000";1;1;"72181";2;0,9;0,2;0,3;0,1;0,8;0,1;38665;79,6;0;0,9;0,2;0,4;0,2;0,1;0;0;0;0;0,1;0,2;0,1;0,1;0,3;0,4;0,5;0,3
"1552448";"72";"CRS3035RES200mN2808800E3589800";"CRS3035RES1000mN2808000E3589000";"CRS3035RES1000mN2808000E3589000";1;0;"72181";8;4,4;0;1,4;0;3;0,3;184068,7;384,3;0,3;4,1;1,1;0,3;3;0;0;0;0,3;0;0,5;0;0;1,4;0,8;2,8;2,2;0
"1552449";"72";"CRS3035RES200mN2808800E3591200";"CRS3035RES1000mN2808000E3591000";"CRS3035RES2000mN2808000E3590000";1;1;"72181";3;1,3;0,2;0,3;0,1;0,6;0,3;55814,2;103,9;0,7;0,6;0;0,1;0,5;0,7;0;0,7;0,2;0,1;0,1;0,3;0,4;0,5;0,5;0,3;0,5;0,1
"1552450";"72";"CRS3035RES200mN2808800E3591600";"CRS3035RES1000mN2808000E3591000";"CRS3035RES2000mN2808000E3590000";1;1;"72181";1;0,4;0,1;0,1;0;0,2;0,1;18604,7;34,6;0,2;0,2;0;0;0,2;0,2;0;0,2;0,1;0;0;0,1;0,1;0,2;0,2;0,1;0,2;0
"1552451";"72";"CRS3035RES200mN2808800E3591800";"CRS3035RES1000mN2808000E3591000";"CRS3035RES2000mN2808000E3590000";1;1;"72181";2;0,8;0,1;0,2;0;0,4;0,2;37209,5;69,3;0,4;0,4;0;0;0,3;0,5;0;0,5;0,1;0,1;0,1;0,2;0,3;0,3;0,3;0,2;0,3;0,1
"1552452";"72";"CRS3035RES200mN2808800E3592600";"CRS3035RES1000mN2808000E3592000";"CRS3035RES2000mN2808000E3592000";1;1;"72181";18;8;1,5;2,4;0,5;7,1;0,7;347984,9;716,1;0;8;1,9;3,7;1,9;0,5;0;0;0,2;0,3;1,2;2,2;0,7;0,5;2,7;3,4;4,1;2,4
"1553076";"72";"CRS3035RES200mN2809000E3590800";"CRS3035RES1000mN2809000E3590000";"CRS3035RES2000mN2808000E3590000";0;0;"72181";56;31;1;7;0;31;0;1502805,4;2997;0;31;0;0;31;0;0;0;0;0;0;1;0;1;7;18;25;4
"1553077";"72";"CRS3035RES200mN2809000E3591000";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";0;0;"72181";36;15;1;3;1;12;1;840423,9;1378;0;15;0;3;11;1;0;0;1;0;3;2;2;8;6;11;3;0
"1553078";"72";"CRS3035RES200mN2809000E3591600";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";1;0;"72181";4;1,8;0;0,6;0;1,5;0;92138,5;161;0;1,8;0,4;0,7;0,5;0,2;0;0;0,1;0;0,1;0,3;0,4;0,4;0,9;0,4;1,1;0,3
"1553079";"72";"CRS3035RES200mN2809000E3592600";"CRS3035RES1000mN2809000E3592000";"CRS3035RES2000mN2808000E3592000";1;0;"72181";3;1,5;0,2;0,4;0;1,3;0,2;74244,9;162;0;1,5;0,1;0,4;0,1;0,9;0;0;0,1;0,1;0;0,1;0,1;0,2;0,4;1,2;0,6;0,2
"1553080";"72";"CRS3035RES200mN2809000E3592800";"CRS3035RES1000mN2809000E3592000";"CRS3035RES2000mN2808000E3592000";1;0;"72181";2,5;1,3;0,2;0,3;0;1,1;0,2;61870,7;135;0;1,3;0,1;0,3;0,1;0,8;0;0;0,1;0;0;0,1;0,1;0,2;0,3;1;0,5;0,2
"1553081";"72";"CRS3035RES200mN2809000E3593000";"CRS3035RES1000mN2809000E3593000";"CRS3035RES2000mN2808000E3592000";1;0;"72181";2;0,8;0,4;0,4;0,1;0,7;0;32017,3;70,2;0;0,8;0;0,4;0,2;0,2;0;0;0,1;0;0;0,1;0,1;0,2;0,2;0,4;0,5;0,4
"1553082";"72";"CRS3035RES200mN2809000E3593200";"CRS3035RES1000mN2809000E3593000";"CRS3035RES2000mN2808000E3592000";1;0;"72181";2;0,8;0,4;0,4;0,1;0,7;0;32017,3;70,2;0;0,8;0;0,4;0,2;0,2;0;0;0,1;0;0;0,1;0,1;0,2;0,2;0,4;0,5;0,4
"1553083";"72";"CRS3035RES200mN2809000E3593400";"CRS3035RES1000mN2809000E3593000";"CRS3035RES2000mN2808000E3592000";1;0;"7218172260";2;0,8;0,4;0,4;0,1;0,7;0;32017,3;70,2;0;0,8;0;0,4;0,2;0,2;0;0;0,1;0;0;0,1;0,1;0,2;0,2;0,4;0,5;0,4
"1553760";"72";"CRS3035RES200mN2809200E3590800";"CRS3035RES1000mN2809000E3590000";"CRS3035RES2000mN2808000E3590000";0;0;"72181";172;70;4;18;4;54;4;4237564,7;6547;0;70;0;0;16;54;0;0;6;7;9,5;13,5;15;24;30;38;25;4
"1553761";"72";"CRS3035RES200mN2809200E3591000";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";0;0;"72181";299;113;27;24;11;46;29;5747497,2;9783;50;63;2;11;31;69;0;61;15;12,5;32;36,5;21;48;46;36;50;2
"1553762";"72";"CRS3035RES200mN2809200E3591200";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";0;0;"72181";81,5;40;2;17;3;29;2;1831089,4;3079;0;40;36;4;0;0;0;4;1;0;4;9,5;8;10;14;8;19;8
"1553763";"72";"CRS3035RES200mN2809200E3591400";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";0;0;"72181";152;68;2;22;1;49;6;3593350,6;5124;0;68;59;9;0;0;0;11;8;1;7;12;8;24;34;24;21;13
"1553764";"72";"CRS3035RES200mN2809200E3591600";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";1;0;"72181";10;4,4;0;1,4;0;3,7;0;230346,3;402,6;0;4,4;0,9;1,8;1,2;0,5;0;0;0,2;0;0,3;0,7;0,9;0,9;2,3;1,2;2,8;0,7
"1553765";"72";"CRS3035RES200mN2809200E3591800";"CRS3035RES1000mN2809000E3591000";"CRS3035RES2000mN2808000E3590000";1;0;"72181";29;12,8;0;4;0;10,8;0;668004,2;1167,4;0;12,8;2,7;5,4;3,4;1,3;0;0;0,7;0;0,7;2;2,7;2,7;6,7;3,4;8,1;2
