"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"569376";"15";"CRS3035RES200mN2444000E3726600";"CRS3035RES1000mN2444000E3726000";"CRS3035RES2000mN2444000E3726000";1;1;"1501215156";7;2,6;0,4;0,5;0,2;1,9;0,3;144538,1;271;0,4;2,2;0,9;0;0,8;0,9;0;0;0,3;0,1;0,3;1,2;0,5;0,7;2,3;0,5;0,8;0,3
"569377";"15";"CRS3035RES200mN2444000E3726800";"CRS3035RES1000mN2444000E3726000";"CRS3035RES2000mN2444000E3726000";1;1;"1501215156";7;2,6;0,4;0,5;0,2;1,9;0,3;144538,1;271;0,4;2,2;0,9;0;0,8;0,9;0;0;0,3;0,1;0,3;1,2;0,5;0,7;2,3;0,5;0,8;0,3
"570304";"15";"CRS3035RES200mN2444400E3726000";"CRS3035RES1000mN2444000E3726000";"CRS3035RES2000mN2444000E3726000";1;1;"15012";2;0,7;0,1;0,1;0,1;0,6;0,1;41296,6;77,4;0,1;0,6;0,2;0;0,2;0,3;0;0;0,1;0;0,1;0,3;0,2;0,2;0,7;0,1;0,2;0,1
"570305";"15";"CRS3035RES200mN2444400E3726200";"CRS3035RES1000mN2444000E3726000";"CRS3035RES2000mN2444000E3726000";1;1;"1501215156";2;0,7;0,1;0,1;0,1;0,6;0,1;41296,6;77,4;0,1;0,6;0,2;0;0,2;0,3;0;0;0,1;0;0,1;0,3;0,2;0,2;0,7;0,1;0,2;0,1
"570765";"15";"CRS3035RES200mN2444600E3723600";"CRS3035RES1000mN2444000E3723000";"CRS3035RES2000mN2444000E3722000";1;1;"15012";8;2,9;0;0,5;0;2,9;0,2;191388,6;331,9;0;2,9;0,2;0,2;0,3;2,2;0;0;0;0;1,2;0,7;0,7;1,2;2,9;0,8;0,5;0
"570766";"15";"CRS3035RES200mN2444600E3723800";"CRS3035RES1000mN2444000E3723000";"CRS3035RES2000mN2444000E3722000";1;1;"15012";9;3,3;0;0,5;0;3,3;0,3;215312,2;373,4;0;3,3;0,3;0,3;0,3;2,4;0;0;0;0;1,4;0,8;0,8;1,4;3,3;0,8;0,5;0
"570767";"15";"CRS3035RES200mN2444600E3724000";"CRS3035RES1000mN2444000E3724000";"CRS3035RES2000mN2444000E3724000";1;1;"15012";12,5;5,6;0,8;2;0,4;5,2;0;315163,8;709,5;0;5,6;0,8;0,4;2,4;2;0;0;0;0,4;1,2;0,2;0,8;2,4;2,8;0,8;3,1;0,8
"570768";"15";"CRS3035RES200mN2444600E3724200";"CRS3035RES1000mN2444000E3724000";"CRS3035RES2000mN2444000E3724000";1;1;"15012";2;0,9;0,1;0,3;0,1;0,8;0;50426,2;113,5;0;0,9;0,1;0,1;0,4;0,3;0;0;0;0,1;0,2;0;0,1;0,4;0,5;0,1;0,5;0,1
"570769";"15";"CRS3035RES200mN2444600E3725400";"CRS3035RES1000mN2444000E3725000";"CRS3035RES2000mN2444000E3724000";1;1;"15012";1;0,4;0,1;0,2;0;0,4;0;25213,1;56,8;0;0,4;0,1;0;0,2;0,1;0;0;0;0;0,1;0;0,1;0,2;0,2;0,1;0,2;0,1
"570770";"15";"CRS3035RES200mN2444600E3726200";"CRS3035RES1000mN2444000E3726000";"CRS3035RES2000mN2444000E3726000";1;1;"15012";19;7;1;1,3;0,5;5,3;0,8;392317,8;735,6;1;6;2,5;0;2;2,5;0;0;0,7;0,2;0,8;3,1;1,5;2;6,3;1,3;2,3;0,8
"571241";"15";"CRS3035RES200mN2444800E3723400";"CRS3035RES1000mN2444000E3723000";"CRS3035RES2000mN2444000E3722000";1;1;"15012";2;0,7;0;0,1;0;0,7;0,1;47847,2;83;0;0,7;0;0,1;0,1;0,5;0;0;0;0;0,3;0,2;0,2;0,3;0,7;0,2;0,1;0
"571242";"15";"CRS3035RES200mN2444800E3724800";"CRS3035RES1000mN2444000E3724000";"CRS3035RES2000mN2444000E3724000";1;1;"15012";3;1,3;0,2;0,5;0,1;1,2;0;75639,3;170,3;0;1,3;0,2;0,1;0,5;0,5;0;0;0;0,1;0,3;0;0,2;0,6;0,7;0,2;0,7;0,2
"571243";"15";"CRS3035RES200mN2444800E3725400";"CRS3035RES1000mN2444000E3725000";"CRS3035RES2000mN2444000E3724000";1;1;"15012";1;0,4;0,1;0,2;0;0,4;0;25213,1;56,8;0;0,4;0,1;0;0,2;0,1;0;0;0;0;0,1;0;0,1;0,2;0,2;0,1;0,2;0,1
"571244";"15";"CRS3035RES200mN2444800E3725800";"CRS3035RES1000mN2444000E3725000";"CRS3035RES2000mN2444000E3724000";1;1;"15012";2;0,9;0,1;0,3;0,1;0,8;0;50426,2;113,5;0;0,9;0,1;0,1;0,4;0,3;0;0;0;0,1;0,2;0;0,1;0,4;0,5;0,1;0,5;0,1
"571709";"15";"CRS3035RES200mN2445000E3723000";"CRS3035RES1000mN2445000E3723000";"CRS3035RES2000mN2444000E3722000";1;0;"15012";14;5,1;0,4;0,4;0;4,2;0;305877,2;558,3;0;5,1;2,1;0,4;0,9;1,7;0;0;1,3;0,4;1,7;0,9;0;4,2;2,1;0,9;2,5;0
"571710";"15";"CRS3035RES200mN2445000E3723200";"CRS3035RES1000mN2445000E3723000";"CRS3035RES2000mN2444000E3722000";1;0;"15012";15;5,5;0,5;0,5;0;4,5;0;327725,5;598,2;0;5,5;2,3;0,5;0,9;1,8;0;0;1,4;0,5;1,8;0,9;0;4,5;2,3;0,9;2,7;0
"571711";"15";"CRS3035RES200mN2445000E3724400";"CRS3035RES1000mN2445000E3724000";"CRS3035RES2000mN2444000E3724000";1;0;"15012";12;5;0,3;1,3;0,1;4,4;0,3;312188,3;509,8;0,4;4,6;0,9;0,7;1,4;1,9;0,1;0;0,4;0;0,5;1,5;1,2;0,8;3,7;1,6;1,5;0,7
