"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1463889";"45";"CRS3035RES200mN2780600E3700400";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";122,5;58;4;27;5;31;8;3322843,3;5703;24;34;45;4;7;2;0;0;1;3;8,5;14;8;27;28;12;10;11
"1463890";"45";"CRS3035RES200mN2780600E3700600";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";29,5;17;2;10;0;12;1;817574,3;2634;4;13;15;0;2;0;0;0;0;0;1,5;2;1;3;7;4;7;4
"1463891";"45";"CRS3035RES200mN2780600E3700800";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";1;0;"45203";6;2,3;0;0,8;0,3;1,8;0,1;178963;279,9;0,5;1,8;1,3;0,6;0,2;0,2;0;0;0;0,1;0,4;0,4;0,7;1,5;1,5;1;0,3;0,1
"1464535";"45";"CRS3035RES200mN2780800E3699600";"CRS3035RES1000mN2780000E3699000";"CRS3035RES1000mN2780000E3699000";0;0;"45203";33,5;15;2;5;1;9;1;704383,7;1309;0;15;1;4;1;9;0;0;3;1;0;2,5;3;6;7;3;3;5
"1464536";"45";"CRS3035RES200mN2780800E3699800";"CRS3035RES1000mN2780000E3699000";"CRS3035RES1000mN2780000E3699000";0;0;"45203";109;41;2;11;5;33;8;2379847,4;3428;0;41;3;3;0;35;0;0;10;2,5;11;14,5;9;36;13;6;4;3
"1464537";"45";"CRS3035RES200mN2780800E3700000";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";178,5;103;11;60;1;45;7;4289289,2;7497;58;45;46;9;1;47;0;0;12,5;1;5;12;11;39;40;19;26;13
"1464538";"45";"CRS3035RES200mN2780800E3700200";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";184,5;80;16;27;8;29;20;3529563,7;6406;39;41;43;2;4;31;0;29;9,5;6,5;12,5;26,5;14,5;36;35;20;13;11
"1464539";"45";"CRS3035RES200mN2780800E3700400";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";130,5;58;6;24;3;30;4;3371239,4;5882;18;40;44;3;6;5;0;0;5;3;9;14,5;9;34;32;11;10;3
"1464540";"45";"CRS3035RES200mN2780800E3700600";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";1;0;"45203";32;12,4;0;4,1;1,8;9,5;0,6;954469,5;1492,7;2,9;9,5;7,1;2,9;1,2;1,2;0;0;0;0,6;2,4;2,4;3,5;7,7;7,7;5,3;1,8;0,6
"1464541";"45";"CRS3035RES200mN2780800E3700800";"CRS3035RES1000mN2780000E3700000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";29;16;0;8;0;15;0;999719,9;2174;1;15;4;6;2;4;0;0;0;1;3;1;0;5;5;2;6;6
"1464542";"45";"CRS3035RES200mN2780800E3701000";"CRS3035RES1000mN2780000E3701000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";5,5;2;0,1;0,3;0,2;1,7;0,1;142834,3;218,1;0;2;0,4;0,5;0,8;0,3;0;0;0,2;0,1;0,4;0,6;0,4;0,8;1,1;0,5;1,2;0,2
"1465184";"45";"CRS3035RES200mN2781000E3699400";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";92;58;29;37;1;3;10;1385290;2217;55;3;0;3;55;0;0;55;6;1,5;0,5;7;13;17;26;4;14;3
"1465185";"45";"CRS3035RES200mN2781000E3699600";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";55;24;3;6;3;21;1;1330301;2295;0;24;0;11;5;8;0;0;2;0;3;4;3;6;11;11;10;5
"1465186";"45";"CRS3035RES200mN2781000E3699800";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";61;25;2;5;1;22;2;1367803,7;2279;0;25;10;10;4;1;0;0;4;3;3;3;4;13;9;7;12;3
"1465187";"45";"CRS3035RES200mN2781000E3700000";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";118,5;58;7;30;3;34;7;2538550,2;5026;17;41;43;6;0;9;0;0;3;2;7;15,5;18;16;31;12;9;5
"1465188";"45";"CRS3035RES200mN2781000E3700200";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";78,5;34;1;10;3;28;3;2051918,8;3446;1;33;21;1;9;3;0;3;1;1;9,5;7;4;14;17;14;8;3
"1465189";"45";"CRS3035RES200mN2781000E3700400";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";26,5;12;0;2;0;12;2;924893,2;1698;0;12;5;2;5;0;0;0;0;0;2;0,5;1;5;4;5;9;0
"1465190";"45";"CRS3035RES200mN2781000E3700600";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";120,5;53;5;22;5;18;9;2821618,5;4273;35;18;17;5;10;21;0;0;6;3;14,5;11;5;34;24;9;14;0
"1465191";"45";"CRS3035RES200mN2781000E3700800";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";59;19;2;1;4;14;2;1373312,8;2069;4;15;6;3;4;6;0;0;3;1;4;6;6;11;9;9;8;2
"1465192";"45";"CRS3035RES200mN2781000E3701000";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";42,5;19;0;5;1;17;0;1198585,4;1992;0;19;1;3;11;4;0;0;1;0;2;2,5;3;4;11;10;9;0
"1465193";"45";"CRS3035RES200mN2781000E3701200";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";1;0;"45203";7;2,5;0;0,3;0,4;2,4;0,1;245130,1;408,5;0;2,5;0,1;0,1;2,1;0,2;0;0;0;0,1;0,3;0,2;0,8;0,7;0,7;1,5;2,2;0,5
"1465824";"45";"CRS3035RES200mN2781200E3699400";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";1;0;"45203";14,5;5,8;0,2;1,1;0,4;4;0,7;375913,7;611,7;0;5,8;0,7;0,2;1,1;3,6;0,2;1,1;2,7;0,3;0,9;0,4;0,2;6,4;1,3;0,7;1,6;0
"1465825";"45";"CRS3035RES200mN2781200E3699600";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";71;32;2;10;1;29;3;1851356,7;3347;0;32;8;2;13;9;0;0;4;1;4,5;6,5;2;20;8;14;6;5
"1465826";"45";"CRS3035RES200mN2781200E3699800";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";86,5;31;1;3;0;25;5;2392201,4;3511;2;29;10;4;7;9;1;0;3;1;7;13,5;5;14;24;8;6;5
"1465827";"45";"CRS3035RES200mN2781200E3700000";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";32;11,6;0,7;1,6;0,9;9,7;0,7;831036,1;1268,9;0;11,6;2,6;3;4,6;1,4;0;0,2;1,4;0,5;2,2;3,4;2,5;4,4;6,7;2,8;6,9;1,2
"1465828";"45";"CRS3035RES200mN2781200E3700200";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";19;6,9;0,4;1;0,6;5,8;0,4;493427,7;753,4;0;6,9;1,5;1,8;2,8;0,8;0;0,1;0,8;0,3;1,3;2;1,5;2,6;4;1,7;4,1;0,7
"1465829";"45";"CRS3035RES200mN2781200E3700400";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";68;29;1;7;0;19;7;1573106,6;2824;1;28;2;11;4;12;0;0;1;3;4;7;7;6;19;6;8;7
"1465830";"45";"CRS3035RES200mN2781200E3700600";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";46;28;1;17;0;15;0;1010303,2;2391;13;15;19;2;6;1;0;0;2;0;0;2;3;10;10;6;5;8
"1465831";"45";"CRS3035RES200mN2781200E3700800";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";65;29;1;10;1;24;0;1639814,7;3074;0;29;8;11;6;4;0;0;1;1;3;7;2;9;11;16;10;5
"1465832";"45";"CRS3035RES200mN2781200E3701000";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";56;29;0;13;1;26;2;1442039;2803;0;29;0;16;11;2;0;0;0;1;2;7;1;3;13;7;17;5
"1465833";"45";"CRS3035RES200mN2781200E3701200";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";21;12;0;5;0;12;0;760266,9;1926;0;12;1;4;3;4;0;0;0;0;0;1;1;0;2;4;7;6
"1465834";"45";"CRS3035RES200mN2781200E3701400";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";1;0;"45203";2;0,7;0;0,1;0,1;0,7;0;70037,2;116,7;0;0,7;0;0;0,6;0,1;0;0;0;0;0,1;0,1;0,2;0,2;0,2;0,4;0,6;0,2
"1466424";"45";"CRS3035RES200mN2781400E3699200";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";1;0;"45203";2;0,8;0;0,2;0,1;0,5;0,1;51850,2;84,4;0;0,8;0,1;0;0,2;0,5;0;0,2;0,4;0;0,1;0,1;0;0,9;0,2;0,1;0,2;0
"1466425";"45";"CRS3035RES200mN2781400E3699400";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";83,5;25;1;2;3;22;1;2134259,3;2769;0;25;0;1;1;23;0;0;9;3;13;6,5;4;29;14;4;1;0
"1466426";"45";"CRS3035RES200mN2781400E3699600";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";63;20;1;3;2;18;1;1624272,9;2150;0;20;1;2;0;17;0;0;4;5;4;10,5;3,5;19;12;2;3;0
"1466427";"45";"CRS3035RES200mN2781400E3699800";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";41;15;0;3;1;14;1;1217764,4;1814;0;15;2;0;7;6;0;0;0;0;1;11;2;1;14;7;4;1
"1466428";"45";"CRS3035RES200mN2781400E3700000";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";3;1,1;0,1;0,2;0,1;0,9;0,1;77909,6;119;0;1,1;0,3;0,3;0,4;0,1;0;0;0,1;0,1;0,2;0,3;0,2;0,4;0,6;0,3;0,7;0,1
"1466429";"45";"CRS3035RES200mN2781400E3700400";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";26,5;11;1;3;1;9;2;704270,9;1033;2;9;0;0;5;6;0;0;0;0;1;2,5;3;4;8;3;4;1
"1466430";"45";"CRS3035RES200mN2781400E3700600";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";0;1;"45203";38;16;0;6;1;15;1;1029353,8;1930;0;16;3;3;1;9;0;0;0;0;2;8;3;0;13;5;6;1
"1466431";"45";"CRS3035RES200mN2781400E3700800";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";28;10,1;0,6;1,4;0,8;8,5;0,6;727156,6;1110,3;0;10,1;2,2;2,6;4,1;1,2;0;0,2;1,2;0,4;1,9;3;2,2;3,9;5,9;2,4;6,1;1
"1466432";"45";"CRS3035RES200mN2781400E3701000";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";79;32;0;8;2;25;3;2172724,6;3371;0;32;6;19;5;2;0;0;5;2,5;4;6;5,5;12;19;10;8;7
"1466433";"45";"CRS3035RES200mN2781400E3701200";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";77,5;25;0;5;1;21;1;1846138;2973;0;25;0;7;2;16;0;0;6;0,5;9;9;7;20;13;6;5;2
"1466434";"45";"CRS3035RES200mN2781400E3701400";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";59;23;1;8;2;19;0;1643324,9;2715;3;20;4;1;8;10;0;0;4;3;6;5;2;13;11;2;7;6
"1466435";"45";"CRS3035RES200mN2781400E3701600";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";1;0;"45203";18;6,5;0;0,7;1;6,2;0,3;630334,5;1050,5;0;6,5;0,3;0,3;5,5;0,4;0;0;0;0,3;0,7;0,5;2,1;1,7;1,7;3,8;5,8;1,4
"1467027";"45";"CRS3035RES200mN2781600E3699200";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";51;20;0;4;0;0;1;1516978,2;1870;0;20;0;0;0;20;0;20;10;3;2;0;2;31;2;0;1;0
"1467028";"45";"CRS3035RES200mN2781600E3699400";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";77,5;28;8;9;4;4;6;1295456,6;2041;22;6;0;0;0;28;0;22;8;8;13;6,5;3;23;7;4;5;0
"1467029";"45";"CRS3035RES200mN2781600E3699600";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";1;0;"45203";33;13,1;0,5;2,5;1;9,1;1,5;855527,7;1392;0;13,1;1,5;0,5;2,5;8,1;0,5;2,5;6,1;0,8;2;1;0,5;14,6;3;1,5;3,5;0
"1467030";"45";"CRS3035RES200mN2781600E3699800";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";0;0;"45203";30;11;0;1;0;11;2;754108,1;1071;0;11;0;0;4;7;0;0;1;1;4;2;1;8;4;5;4;0
"1467031";"45";"CRS3035RES200mN2781600E3700600";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";23;8,3;0,5;1,2;0,7;7;0,5;597307,2;912;0;8,3;1,8;2,2;3,3;1;0;0,2;1;0,4;1,6;2,4;1,8;3,2;4,8;2;5;0,8
"1467032";"45";"CRS3035RES200mN2781600E3700800";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";10,5;3,8;0,2;0,5;0,3;3,2;0,2;272683,7;416,3;0;3,8;0,8;1;1,5;0,5;0;0,1;0,5;0,2;0,7;1,1;0,8;1,4;2,2;0,9;2,3;0,4
"1467033";"45";"CRS3035RES200mN2781600E3701000";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";72;46;6;26;0;20;5;1742760,7;3531;24;22;2;12;8;24;0;0;4;1;1;3;5;25;10;8;9;6
"1467034";"45";"CRS3035RES200mN2781600E3701200";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";55;22;4;5;2;15;4;1175476,2;2007;2;20;1;5;14;2;0;0;1;0;6,5;6;5,5;8;9;5;13;1
"1467035";"45";"CRS3035RES200mN2781600E3701400";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";220;92;22;35;12;22;18;3948632,7;6878;50;42;0;0;85;7;0;66;15,5;6;21;16;22,5;48;39;24;27;1
"1467036";"45";"CRS3035RES200mN2781600E3701600";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";140,5;56;10;14;5;33;10;2876609,7;5040;22;34;0;0;52;4;0;22;6;3,5;13;15;12;20;25;14;24;8
"1467037";"45";"CRS3035RES200mN2781600E3701800";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";1;0;"45203";25,5;9,2;0;1;1,5;8,7;0,5;892973,8;1488,2;0;9,2;0,5;0,5;7,7;0,5;0;0;0;0,5;1;0,7;2,9;2,4;2,4;5,3;8,3;2
"1467639";"45";"CRS3035RES200mN2781800E3699400";"CRS3035RES1000mN2781000E3699000";"CRS3035RES1000mN2781000E3699000";1;0;"45203";16;6,4;0,2;1,2;0,5;4,4;0,7;414801,3;674,9;0;6,4;0,7;0,3;1,2;3,9;0,3;1,2;2,9;0,4;1;0,5;0,2;7,1;1,5;0,7;1,7;0
"1467640";"45";"CRS3035RES200mN2781800E3700800";"CRS3035RES1000mN2781000E3700000";"CRS3035RES2000mN2780000E3700000";1;1;"45203";12;4,3;0,3;0,6;0,3;3,7;0,3;311638,5;475,8;0;4,3;1;1,1;1,7;0,5;0;0,1;0,5;0,2;0,8;1,3;1;1,7;2,5;1;2,6;0,4
"1467641";"45";"CRS3035RES200mN2781800E3701000";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";30;16;2;6;0;14;1;844496,4;1800;0;16;0;1;14;1;0;0;0;0;0;2;0;1;6;4;11;6
"1467642";"45";"CRS3035RES200mN2781800E3701200";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";27;12;0;3;0;11;0;811569,5;1596;0;12;6;0;0;6;0;0;1;1;1;1;1;4;5;4;8;1
"1467643";"45";"CRS3035RES200mN2781800E3701400";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";64,5;27;3;10;2;9;2;1473535,5;2332;3;24;0;0;23;4;0;15;8;0;4,5;4;3;22;14;4;3;2
"1467644";"45";"CRS3035RES200mN2781800E3701600";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";130;62;2;20;1;54;9;3072702,8;5431;7;55;0;0;54;8;0;7;4;3;3;11;7;24;23;11;39;5
"1467645";"45";"CRS3035RES200mN2781800E3701800";"CRS3035RES1000mN2781000E3701000";"CRS3035RES2000mN2780000E3700000";0;0;"45203";157;65;3;11;1;59;8;4036992;6501;0;65;0;0;64;1;0;1;8,5;2;8,5;13;14;29;29;24;20;9
"1467646";"45";"CRS3035RES200mN2781800E3702000";"CRS3035RES1000mN2781000E3702000";"CRS3035RES2000mN2780000E3702000";1;1;"4520345196";25;10,9;0;1,8;0;10;0,9;804145,7;1426,4;0;10,9;1,8;0;9,1;0;0;0;0;0;0,5;1,8;0;1,8;6,4;3,6;8,2;2,7
"1468251";"45";"CRS3035RES200mN2782000E3700800";"CRS3035RES1000mN2782000E3700000";"CRS3035RES1000mN2782000E3700000";0;0;"45203";24;17;2;12;0;9;2;539772,5;1120;14;3;14;0;2;1;0;0;0,5;0;0,5;0;2;9;5;4;2;1
"1468252";"45";"CRS3035RES200mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";1;0;"45203";5;2,1;0,2;0,7;0,2;1,6;0,3;113901,9;216,6;0,1;2;0,3;0;1,3;0,5;0;0;0,1;0,1;0,1;0,9;0,4;0,8;1,6;0;0,9;0,1
"1468253";"45";"CRS3035RES200mN2782000E3701200";"CRS3035RES1000mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";0;0;"45203";33;18;1;8;0;11;1;858661,2;2161;5;13;13;2;0;3;0;0;0;0;0,5;2,5;3;3;11;8;3;2
"1468254";"45";"CRS3035RES200mN2782000E3701400";"CRS3035RES1000mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";1;0;"45203";14;5,9;0,6;1,9;0,6;4,4;0,9;318925,3;606,4;0,3;5,6;0,9;0;3,7;1,3;0;0;0,3;0,3;0,3;2,5;1,2;2,2;4,4;0;2,5;0,3
"1468255";"45";"CRS3035RES200mN2782000E3701600";"CRS3035RES1000mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";1;0;"45203";12;5,1;0,5;1,6;0,5;3,7;0,8;273364,6;519,7;0,3;4,8;0,8;0;3,2;1,1;0;0;0,3;0,3;0,3;2,1;1;1,9;3,7;0;2,1;0,3
"1468256";"45";"CRS3035RES200mN2782000E3701800";"CRS3035RES1000mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";0;0;"45203";96;35;2;4;2;32;4;2286985,2;3381;0;35;0;1;17;17;0;0;3;1;6;9;4;15;17;19;16;6
"1468257";"45";"CRS3035RES200mN2782000E3702000";"CRS3035RES1000mN2782000E3702000";"CRS3035RES2000mN2782000E3702000";0;1;"45203";32,5;12;0;0;0;11;2;865018,4;1201;0;12;0;0;12;0;0;0;0;0,5;3;0;3;4;10;6;6;0
"1468258";"45";"CRS3035RES200mN2782000E3702200";"CRS3035RES1000mN2782000E3702000";"CRS3035RES2000mN2782000E3702000";1;1;"4520345196";6;3,1;0;1,4;0;2,3;0;198866,3;559,7;0;3,1;2;0,8;0;0,3;0;0;0;0;0,3;0;0,3;0,3;1,4;1,4;1,4;0,9
"1468899";"45";"CRS3035RES200mN2782200E3701000";"CRS3035RES1000mN2782000E3701000";"CRS3035RES1000mN2782000E3701000";1;0;"45203";3;1,3;0,1;0,4;0,1;0,9;0,2;68341,1;129,9;0,1;1,2;0,2;0;0,8;0,3;0;0;0,1;0,1;0,1;0,5;0,2;0,5;0,9;0;0,5;0,1
