"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1396528";"89";"CRS3035RES200mN2756800E3840600";"CRS3035RES1000mN2756000E3840000";"CRS3035RES1000mN2756000E3840000";1;0;"890248915589077";4;1,4;0,2;0,1;0,2;1,3;0,1;99109,3;149,9;0;1,4;0,1;0;0,5;0,8;0;0;0,2;0,1;0,5;0,3;0,1;0,8;0,6;0,6;0,8;0
"1397613";"89";"CRS3035RES200mN2757200E3839200";"CRS3035RES1000mN2757000E3839000";"CRS3035RES4000mN2756000E3836000";1;1;"89024891558942789212";2;0,9;0,1;0,3;0;0,8;0,1;46247,4;83,5;0,1;0,8;0,1;0,3;0,4;0,1;0;0;0,1;0;0;0,1;0,3;0,1;0,5;0,1;0,6;0,2
"1398139";"89";"CRS3035RES200mN2757400E3840000";"CRS3035RES1000mN2757000E3840000";"CRS3035RES1000mN2757000E3840000";1;0;"89024";1;0,4;0,1;0,1;0;0,3;0;23720;38,3;0;0,4;0;0,1;0,1;0,2;0;0;0;0;0,1;0,1;0,1;0,2;0,2;0,1;0,1;0,1
"1400427";"89";"CRS3035RES200mN2758200E3840400";"CRS3035RES1000mN2758000E3840000";"CRS3035RES2000mN2758000E3840000";1;0;"89024";5;2,4;0,1;0,6;0;2,2;0,2;151298,8;273,9;0,1;2,3;0,6;0,2;1,2;0,4;0;0;0,2;0;0,1;0,4;0;0,4;1,1;0,6;1,9;0,3
"1401010";"89";"CRS3035RES200mN2758400E3840600";"CRS3035RES1000mN2758000E3840000";"CRS3035RES2000mN2758000E3840000";1;0;"8902489077";15,5;7,5;0,4;1,9;0;6,7;0,7;469026,2;849;0,4;7,1;1,9;0,8;3,7;1,1;0;0;0,7;0;0,4;1,3;0;1,1;3,4;1,9;6;0,7
"1401624";"89";"CRS3035RES200mN2758600E3839400";"CRS3035RES1000mN2758000E3839000";"CRS3035RES4000mN2756000E3836000";1;1;"89024";2;0,9;0,1;0,3;0;0,8;0,1;46247,4;83,5;0,1;0,8;0,1;0,3;0,4;0,1;0;0;0,1;0;0;0,1;0,3;0,1;0,5;0,1;0,6;0,2
"1401625";"89";"CRS3035RES200mN2758600E3839600";"CRS3035RES1000mN2758000E3839000";"CRS3035RES4000mN2756000E3836000";1;1;"89024";1;0,5;0,1;0,1;0;0,4;0;23123,7;41,8;0,1;0,4;0,1;0,1;0,2;0,1;0;0;0,1;0;0;0;0,1;0;0,3;0,1;0,3;0,1
"1401626";"89";"CRS3035RES200mN2758600E3840200";"CRS3035RES1000mN2758000E3840000";"CRS3035RES2000mN2758000E3840000";1;0;"89024";4;1,9;0,1;0,5;0;1,7;0,2;121039;219,1;0,1;1,8;0,5;0,2;0,9;0,3;0;0;0,2;0;0,1;0,3;0;0,3;0,9;0,5;1,5;0,2
"1401627";"89";"CRS3035RES200mN2758600E3840400";"CRS3035RES1000mN2758000E3840000";"CRS3035RES2000mN2758000E3840000";0;0;"89024";30,5;15;1;4;0;13;0;706006,6;1161;0;15;0;9;5;1;0;0;2;0;0;2,5;0;7;3;3;8;5
"1401628";"89";"CRS3035RES200mN2758600E3840600";"CRS3035RES1000mN2758000E3840000";"CRS3035RES2000mN2758000E3840000";0;0;"89024";46;24;2;9;0;17;4;1128061,4;2202;2;22;14;3;4;3;0;0;2;0;1;1;5;7;3;9;12;6
