"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"2194953";"76";"CRS3035RES200mN3015600E3681600";"CRS3035RES1000mN3015000E3681000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";53;22;3;5;1;20;3;1131724;1936;0;22;2;0;15;5;0;1;1;1;5;5;3;6;10;8;13;1
"2194954";"76";"CRS3035RES200mN3015600E3682000";"CRS3035RES1000mN3015000E3682000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";297;85;24;7;23;4;14;4768755,2;7398;0;85;0;0;50;35;0;79;14;14;29,5;50;27,5;46;58;38;18;2
"2195205";"76";"CRS3035RES200mN3015800E3681600";"CRS3035RES1000mN3015000E3681000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";46;20;0;4;1;18;1;1252299,3;2109;1;19;4;0;3;13;0;0;0;1;3;3;1;5;10;8;14;1
"2195206";"76";"CRS3035RES200mN3015800E3681800";"CRS3035RES1000mN3015000E3681000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";160;64;29;22;6;1;10;2232353,3;4533;64;0;0;0;64;0;0;63;16;3;21;10;12;38;23;15;16;6
"2195207";"76";"CRS3035RES200mN3015800E3682000";"CRS3035RES1000mN3015000E3682000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";689,5;317;152;142;26;2;65;9292184,6;21500;317;0;0;0;317;0;0;315;41;28;68,5;75;57;132;114;86;74;11
"2195208";"76";"CRS3035RES200mN3015800E3682200";"CRS3035RES1000mN3015000E3682000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";338;150;36;53;12;0;24;5199288,7;11628;134;16;0;0;123;27;0;150;32;11,5;21;27,5;26;81;52;42;38;7
"2195209";"76";"CRS3035RES200mN3015800E3682400";"CRS3035RES1000mN3015000E3682000";"CRS3035RES32000mN3008000E3680000";1;0;"7621776545";17;6,8;0,5;1,5;0,5;5,9;0,7;389589,8;661,2;0;6,8;2;1,2;2,9;0,5;0,2;0;0,5;0;1,3;1,2;1,2;1,2;4,9;2;4,2;0,5
"2195456";"76";"CRS3035RES200mN3016000E3681400";"CRS3035RES1000mN3016000E3681000";"CRS3035RES32000mN3008000E3680000";1;0;"7621776565";2;1;0,2;0,3;0;0,9;0,2;38803,7;78,8;0;1;0,9;0,1;0;0;0;0;0;0;0;0,1;0,1;0,2;0,4;0,7;0,4;0,1
"2195457";"76";"CRS3035RES200mN3016000E3681800";"CRS3035RES1000mN3016000E3681000";"CRS3035RES32000mN3008000E3680000";0;0;"76217";40;17;0;4;0;17;0;1081977,3;1838;0;17;0;0;17;0;0;0;1;1;1;4;2;3;7;9;10;2
"2195458";"76";"CRS3035RES200mN3016000E3682000";"CRS3035RES1000mN3016000E3682000";"CRS3035RES32000mN3008000E3680000";1;0;"76217";7;3,9;0,4;1,8;0;2,1;0,3;153182,8;343,3;0,6;3,3;1,4;0,3;1,6;0,6;0;0;0;0;0,2;0,6;0,6;0,2;2,2;1,6;1,3;0,3
