"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"47398";"13";"CRS3035RES200mN2248600E3956200";"CRS3035RES1000mN2248000E3956000";"CRS3035RES2000mN2248000E3956000";0;1;"1300513209";142;34;0;0;13;0;2;2842916,9;2978;16;18;0;0;16;18;0;34;16;10;26;20;5;35;27;3;0;0
"47591";"13";"CRS3035RES200mN2248800E3958400";"CRS3035RES1000mN2248000E3958000";"CRS3035RES1000mN2248000E3958000";1;0;"1300513119";17,5;8,4;0,8;2,4;0,4;6,8;1,6;514619,6;930,5;1,2;7,2;0;0,4;7,2;0;0,8;0;0,4;0,8;1,2;0,6;0,8;0,8;3,6;3,2;5,3;0,8
"48443";"13";"CRS3035RES200mN2249600E3956400";"CRS3035RES1000mN2249000E3956000";"CRS3035RES2000mN2248000E3956000";1;1;"13005";5;1,2;0;0;0,4;0;0;113462,7;107,7;0,7;0,5;0,1;0;0;1,1;0;1,1;0,5;0,2;1,2;0,7;0;1,4;1;0;0;0
"48444";"13";"CRS3035RES200mN2249600E3959400";"CRS3035RES1000mN2249000E3959000";"CRS3035RES1000mN2249000E3959000";1;0;"1300513119";6;2,6;0;0,6;0,2;2,3;0,2;184181,1;354,6;0,2;2,4;0;0,8;0,2;1,4;0,2;0;0,1;0,2;0,2;0,6;0,2;1,3;0,6;1,3;1,3;0,2
"48658";"13";"CRS3035RES200mN2249800E3958200";"CRS3035RES1000mN2249000E3958000";"CRS3035RES1000mN2249000E3958000";1;0;"13005";2;1;0,1;0,2;0;0,9;0,1;59532,1;115,8;0;1;0,1;0;0,9;0;0;0;0;0;0,1;0;0,1;0;0,3;0,4;1;0,1
"48886";"13";"CRS3035RES200mN2250000E3957800";"CRS3035RES1000mN2250000E3957000";"CRS3035RES2000mN2250000E3956000";1;1;"13005";4;1,5;0;0,2;0,2;1,3;0,3;122828,7;153,6;0,5;1;0,6;0,4;0;0,5;0;0;0,1;0,2;0,2;0,4;0,4;0,5;1;0,4;0,5;0,3
"49339";"13";"CRS3035RES200mN2250400E3960200";"CRS3035RES1000mN2250000E3960000";"CRS3035RES4000mN2248000E3960000";1;0;"1300513119";2;0,7;0;0;0,1;0,6;0;67919,2;75,2;0,1;0,6;0;0;0,4;0,3;0;0;0;0;0,1;0,2;0,3;0,2;0,5;0,4;0,3;0
"49340";"13";"CRS3035RES200mN2250400E3960400";"CRS3035RES1000mN2250000E3960000";"CRS3035RES4000mN2248000E3960000";1;0;"1300513119";17;5,5;0,2;0;0,9;5,2;0;577313,3;639;0,3;5,2;0;0;3,2;2,3;0;0;0,2;0,2;0,4;1,3;2,5;1,8;4,5;3,4;2,3;0,4
"50167";"13";"CRS3035RES200mN2251000E3958600";"CRS3035RES1000mN2251000E3958000";"CRS3035RES1000mN2251000E3958000";1;0;"13005";5;1,7;0,1;0,2;0,3;1,6;0;150446,3;237,6;0,1;1,6;0,2;0,1;1,1;0,3;0;0;0;0,4;0,3;0,7;0,2;0,6;0,8;0,9;1;0,1
"50168";"13";"CRS3035RES200mN2251000E3958800";"CRS3035RES1000mN2251000E3958000";"CRS3035RES1000mN2251000E3958000";1;0;"13005";13;4,5;0,4;0,5;0,7;4,2;0;391160,3;617,9;0,2;4,3;0,5;0,2;2,9;0,9;0;0;0;1,1;0,7;1,9;0,6;1,4;2;2,4;2,5;0,4
