"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"955449";"74";"CRS3035RES200mN2570000E4030200";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";1;0;"7401274298";2;0,9;0,1;0,2;0,1;0,7;0,1;76661;76,5;0,1;0,8;0;0,6;0,2;0,1;0;0;0;0;0,1;0,2;0,2;0,2;0,4;0,3;0,3;0,3
"956056";"74";"CRS3035RES200mN2570200E4030200";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";226,5;121;15;66;5;65;12;7014570,6;8053;113;8;7;29;0;85;0;30;17;9;12,5;14;7;57;45;30;24;10
"956057";"74";"CRS3035RES200mN2570200E4030400";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"7401274298";215;87;18;24;10;26;8;5501399,6;6373;62;25;2;52;12;21;0;53;15;6;21,5;17,5;6;47;36;23;33;9
"956682";"74";"CRS3035RES200mN2570400E4030000";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"7401274118";60,5;31;3;10;1;16;6;2403772,4;2250;28;3;1;3;2;25;0;4;2;1;5,5;4;1;17;15;10;4;1
"956683";"74";"CRS3035RES200mN2570400E4030200";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";181;85;14;37;7;41;9;5452810,3;5774;71;14;7;40;37;1;0;0;10;3;11;11;14;43;36;20;22;11
"956684";"74";"CRS3035RES200mN2570400E4030400";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";519,5;235;54;106;19;29;30;11714281,2;13771;205;30;1;20;12;202;0;102;47;17,5;42;54;27;169;89;30;34;10
"956685";"74";"CRS3035RES200mN2570400E4030600";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"7401274298";318;189;24;107;4;122;14;11021986,5;14272;171;18;0;2;114;73;0;0;12;7,5;12,5;15;14;82;57;46;51;21
"957294";"74";"CRS3035RES200mN2570600E4029800";"CRS3035RES1000mN2570000E4029000";"CRS3035RES1000mN2570000E4029000";1;0;"7401274118";11;3,6;0,9;0,6;0,3;2,7;0,5;353823,6;369,1;0,8;2,8;0,9;1;0,9;0,7;0,1;0;0,7;0,3;0,7;1,4;0,5;1,6;2,1;1,3;1,9;0,5
"957295";"74";"CRS3035RES200mN2570600E4030000";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";368,5;182;19;80;8;92;25;12580779,9;11399;168;14;4;13;33;132;0;28;39;8;20,5;29;16;122;66;35;26;7
"957296";"74";"CRS3035RES200mN2570600E4030200";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";310;134;29;55;15;52;19;7802774,7;9710;114;20;23;22;33;56;0;51;18;12;28;28;20,5;73,5;66;34;15;14
"957297";"74";"CRS3035RES200mN2570600E4030400";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";423;150;49;42;23;12;32;8191904,5;10730;144;6;0;10;139;1;0;137;24;15,5;39,5;50;30;76;86;45;39;16
"957298";"74";"CRS3035RES200mN2570600E4030600";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"7401274298";586;212;80;57;36;53;36;10565950,6;16084;212;0;0;0;212;0;0;140;27;27;63;65,5;42,5;100;110;57;74;20
"957299";"74";"CRS3035RES200mN2570600E4030800";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"7401274298";772,5;287;95;98;53;35;38;13598082,3;21361;287;0;0;0;287;0;0;244;34;29;75,5;96;49;129;169;87;85;18
"957931";"74";"CRS3035RES200mN2570800E4029400";"CRS3035RES1000mN2570000E4029000";"CRS3035RES1000mN2570000E4029000";1;0;"7401274118";20;6,6;1,6;1,1;0,6;4,8;0,9;643315,6;671,1;1,4;5,2;1,7;1,9;1,6;1,2;0,2;0;1,3;0,5;1,3;2,5;0,9;3;3,9;2,3;3,4;0,9
"957932";"74";"CRS3035RES200mN2570800E4029600";"CRS3035RES1000mN2570000E4029000";"CRS3035RES1000mN2570000E4029000";0;0;"7401274118";39;20;5;10;1;6;3;830410,8;1285;17;3;2;13;0;4;1;0;5;3;0;0;4;18;4;2;2;1
"957933";"74";"CRS3035RES200mN2570800E4029800";"CRS3035RES1000mN2570000E4029000";"CRS3035RES1000mN2570000E4029000";1;0;"74012";29;9,5;2,3;1,6;0,9;7;1,4;932807,6;973,1;2;7,5;2,5;2,7;2,3;1,8;0,2;0;1,8;0,7;1,8;3,6;1,3;4,3;5,7;3,4;5;1,4
"957934";"74";"CRS3035RES200mN2570800E4030000";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";279;124;31;52;13;31;17;6178357,7;8375;112;12;13;9;72;30;0;72;11;10;29;20;24;66;47;27;25;13
"957935";"74";"CRS3035RES200mN2570800E4030200";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";356,5;150;28;54;16;50;18;9157032;10111;145;5;9;13;4;124;0;39;38;13;26;27,5;26;99;68;29;25;3
"957936";"74";"CRS3035RES200mN2570800E4030400";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";307;124;35;43;15;0;34;5167235,4;8333;124;0;0;5;119;0;0;119;14,5;9;30;46,5;20;46;63;32;36;10
"957937";"74";"CRS3035RES200mN2570800E4030600";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";245;105;19;43;11;84;12;5232515,3;7693;105;0;0;0;55;50;0;0;10;5;12;32;17;42;54;17;34;22
"957938";"74";"CRS3035RES200mN2570800E4030800";"CRS3035RES1000mN2570000E4030000";"CRS3035RES1000mN2570000E4030000";0;0;"74012";330;157;40;89;18;63;10;6827156,9;9761;157;0;0;0;156;1;0;76;9;10;26;46;13;43;56;30;39;58
"957939";"74";"CRS3035RES200mN2570800E4031000";"CRS3035RES1000mN2570000E4031000";"CRS3035RES1000mN2570000E4031000";0;0;"7401274298";419,5;147;50;38;26;0;31;7276602;10562;147;0;0;0;56;91;0;147;29;14,5;47;59;29;88;79;39;30;5
"958641";"74";"CRS3035RES200mN2571000E4029200";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";1;0;"7401274133";21;6,6;2,2;0,9;1,8;4,4;0;677186,7;556,9;3,5;3,1;3,5;2,2;0,4;0,5;0;0;1,3;1,7;2,2;1,3;0,9;2,2;4,8;1,8;4,4;0,4
"958642";"74";"CRS3035RES200mN2571000E4029400";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";1;0;"74012";3;0,9;0,3;0,1;0,2;0,6;0;96741;79,6;0,5;0,4;0,5;0,3;0;0,1;0;0;0,2;0,2;0,3;0,2;0,1;0,3;0,7;0,3;0,6;0,1
"958643";"74";"CRS3035RES200mN2571000E4029600";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";0;0;"74012";144;62;8;27;8;38;5;3653480,4;4397;59;3;4;6;52;0;0;0;12;4;11;14;7;40;27;10;16;3
"958644";"74";"CRS3035RES200mN2571000E4029800";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";0;0;"74012";51;22;4;8;0;12;2;1812588,3;1634;19;3;10;4;5;2;1;0;4;0;4;5;4;13;10;8;2;1
"958645";"74";"CRS3035RES200mN2571000E4030000";"CRS3035RES1000mN2571000E4030000";"CRS3035RES200mN2571000E4030000";0;0;"74012";510;214;30;73;19;62;32;12671142,9;14268;200;14;27;17;30;140;0;109;45;17,5;46;50;19,5;138;101;41;35;17
"958646";"74";"CRS3035RES200mN2571000E4030200";"CRS3035RES1000mN2571000E4030000";"CRS3035RES200mN2571000E4030200";0;0;"74012";466;211;50;93;19;110;28;11831292,5;14091;207;4;11;102;31;66;1;31;28;18;35;42,5;33,5;123;77;34;55;18
"958647";"74";"CRS3035RES200mN2571000E4030400";"CRS3035RES1000mN2571000E4030000";"CRS3035RES200mN2571000E4030400";0;0;"74012";532,5;284;41;151;14;171;20;14838396,8;17650;283;1;0;68;216;0;0;0;37;9;33;28,5;31;100;94;56;99;45
"958648";"74";"CRS3035RES200mN2571000E4030600";"CRS3035RES1000mN2571000E4030000";"CRS3035RES200mN2571000E4030600";0;0;"74012";267;144;29;80;9;62;9;5985725,4;8171;144;0;0;0;70;73;1;73;10;8;11,5;11,5;41;45;38;38;53;11
"958649";"74";"CRS3035RES200mN2571000E4030800";"CRS3035RES1000mN2571000E4030000";"CRS3035RES200mN2571000E4030800";0;0;"74012";674,5;267;88;85;36;68;41;12760368,4;19648;267;0;0;0;267;0;0;184;34;19;72,5;67,5;36,5;102;131;66;115;28
"958650";"74";"CRS3035RES200mN2571000E4031000";"CRS3035RES1000mN2571000E4031000";"CRS3035RES1000mN2571000E4031000";0;0;"74012";723;281;95;86;37;58;33;13561283,2;19812;271;10;0;85;195;1;0;196;37;18,5;54;67,5;66;137;146;80;94;23
"958651";"74";"CRS3035RES200mN2571000E4031200";"CRS3035RES1000mN2571000E4031000";"CRS3035RES1000mN2571000E4031000";0;0;"7401274298";725;320;82;137;35;130;46;16061692,4;21478;317;3;0;197;123;0;0;129;43,5;18,5;59;73,5;34,5;140;132;75;112;35
"959325";"74";"CRS3035RES200mN2571200E4028800";"CRS3035RES1000mN2571000E4028000";"CRS3035RES200mN2571200E4028800";0;0;"740127413374008";409;151;34;41;21;33;27;9672590,2;10990;137;14;2;11;1;137;0;99;20;11;42;70;26;85;89;36;24;6
"959326";"74";"CRS3035RES200mN2571200E4029000";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";0;0;"7401274133";115,5;53;9;17;2;33;11;3907088,9;3800;52;1;3;1;0;49;0;12;11;4;10;8;0;47,5;20;7;7;0
"959327";"74";"CRS3035RES200mN2571200E4029400";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";1;0;"74012";11;3,4;1,1;0,5;0,9;2,3;0;354716,9;291,7;1,8;1,6;1,8;1,2;0,2;0,2;0;0;0,7;0,9;1,1;0,7;0,5;1,2;2,5;0,9;2,3;0,2
"959328";"74";"CRS3035RES200mN2571200E4029800";"CRS3035RES1000mN2571000E4029000";"CRS3035RES1000mN2571000E4029000";1;0;"74012";13;4,1;1,4;0,5;1,1;2,7;0;419210,8;344,8;2,2;1,9;2,2;1,3;0,3;0,3;0;0;0,8;1,1;1,3;0,8;0,5;1,4;3;1,1;2,7;0,3
"959329";"74";"CRS3035RES200mN2571200E4030000";"CRS3035RES1000mN2571000E4030000";"CRS3035RES200mN2571200E4030000";0;0;"74012";124;71;14;37;1;31;4;3401445,7;4228;70;1;1;26;43;0;1;0;3;3;4;11;3;33;22;10;22;13
