"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"2249176";"59";"CRS3035RES200mN3074800E3823600";"CRS3035RES1000mN3074000E3823000";"CRS3035RES2000mN3074000E3822000";1;1;"59553593165965359266";4;2;0,5;0,9;0,1;1,2;0,1;77339,5;161,7;0;2;1,2;0,4;0,3;0,1;0;0;0;0,1;0,3;0,3;0,2;0,9;0,9;0,6;0,4;0,3
"2249658";"59";"CRS3035RES200mN3075400E3823000";"CRS3035RES1000mN3075000E3823000";"CRS3035RES2000mN3074000E3822000";1;1;"5955359653";1;0,5;0,1;0,2;0;0,3;0;19334,9;40,4;0;0,5;0,3;0,1;0,1;0;0;0;0;0;0,1;0,1;0;0,2;0,2;0,2;0,1;0,1
"2250190";"59";"CRS3035RES200mN3076000E3823200";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"59553";4;1,8;0,2;0,4;0;1,8;0,4;90190,8;214,9;0;1,8;0,9;0,5;0,3;0,1;0;0;0,2;0,1;0,2;0,3;0,1;0,6;1,2;0,5;0,4;0,4
"2250369";"59";"CRS3035RES200mN3076200E3823200";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"59553";1;0,4;0;0,1;0;0,4;0,1;22547,7;53,7;0;0,4;0,2;0,1;0,1;0;0;0;0;0;0,1;0,1;0;0,2;0,3;0,1;0,1;0,1
"2250370";"59";"CRS3035RES200mN3076200E3823600";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";35,5;13;0;1;1;13;1;898523,5;1202;0;13;9;4;0;0;0;0;0;1,5;3;3;4;4;10;6;3;1
"2250371";"59";"CRS3035RES200mN3076200E3823800";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";86;39;4;12;0;39;3;2431996,6;4343;0;39;10;12;9;8;0;0;3;2;2;7;4;15;15;12;16;10
"2250372";"59";"CRS3035RES200mN3076200E3824000";"CRS3035RES1000mN3076000E3824000";"CRS3035RES1000mN3076000E3824000";1;0;"59553";50;15,5;1,4;2;2,7;12,2;2;1292363,2;1688,5;0;15,5;1,3;0,7;3,4;10,1;0;3,4;0,7;0,7;2,7;8,8;8,8;3,4;9,4;10,1;4,7;0,7
"2250548";"59";"CRS3035RES200mN3076400E3823000";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"5955359653";4;1,8;0,2;0,4;0;1,8;0,4;90190,8;214,9;0;1,8;0,9;0,5;0,3;0,1;0;0;0,2;0,1;0,2;0,3;0,1;0,6;1,2;0,5;0,4;0,4
"2250549";"59";"CRS3035RES200mN3076400E3823400";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"59553";8;3,6;0,4;0,7;0;3,6;0,7;180381,7;429,9;0;3,6;1,8;1,1;0,5;0,2;0;0;0,3;0,2;0,4;0,7;0,2;1,2;2,3;1,1;0,9;0,7
"2250550";"59";"CRS3035RES200mN3076400E3823600";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";157;55;5;10;8;45;8;3509856,9;4988;0;55;42;1;1;11;0;6;18;5;13,5;15,5;5;41;23;9;22;5
"2250551";"59";"CRS3035RES200mN3076400E3823800";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";182,5;70;6;18;4;50;9;4061694,2;6307;10;60;46;5;9;10;0;0;11;5;13,5;25;9;36;47;16;15;5
"2250552";"59";"CRS3035RES200mN3076400E3824000";"CRS3035RES1000mN3076000E3824000";"CRS3035RES1000mN3076000E3824000";0;0;"59553";39;16;2;3;1;14;1;1083323,7;1826;0;16;10;0;6;0;0;0;2;0;1;1;3;12;6;12;2;0
"2250750";"59";"CRS3035RES200mN3076600E3822800";"CRS3035RES1000mN3076000E3822000";"CRS3035RES1000mN3076000E3822000";1;0;"5955359653";13;4,4;0,6;0,6;0,6;2,7;0,9;277490,7;425,8;0,6;3,8;2,3;0,3;0,6;0,6;0,6;0;0,6;0,3;0,9;1,7;1,5;1,5;3,8;0,9;1,5;0,3
"2250751";"59";"CRS3035RES200mN3076600E3823200";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"59553";9;4;0,4;0,8;0;4;0,8;202929,4;483,6;0;4;2;1,2;0,6;0,2;0;0;0,4;0,2;0,4;0,8;0,2;1,4;2,6;1,2;1;0,8
"2250752";"59";"CRS3035RES200mN3076600E3823400";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";40,5;16;1;3;1;13;1;1199100,1;1572;0;16;3;0;13;0;0;0;1;1;2;2,5;1;7;6;7;8;5
"2250753";"59";"CRS3035RES200mN3076600E3823600";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";64;32;1;10;0;31;5;1783725,2;2890;0;32;27;5;0;0;0;0;1;2;5,5;3,5;0;13;13;11;12;3
"2250754";"59";"CRS3035RES200mN3076600E3823800";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";155,5;50;2;7;9;47;6;3759001,9;5168;0;50;7;7;19;17;0;0;2;7;11,5;18,5;19,5;25;43;15;10;4
"2250755";"59";"CRS3035RES200mN3076600E3824000";"CRS3035RES1000mN3076000E3824000";"CRS3035RES1000mN3076000E3824000";1;0;"59553";24;7,5;0,6;1;1,3;5,8;1;620334,4;810,5;0;7,5;0,7;0,3;1,6;4,9;0;1,6;0,3;0,3;1,3;4,2;4,2;1,6;4,6;4,9;2,3;0,3
"2250929";"59";"CRS3035RES200mN3076800E3822600";"CRS3035RES1000mN3076000E3822000";"CRS3035RES1000mN3076000E3822000";0;0;"59553";22,5;15;0;9;0;3;0;532621,6;992;8;7;4;0;0;9;2;0;0;0;1,5;0;3;8;4;4;2;0
"2250930";"59";"CRS3035RES200mN3076800E3822800";"CRS3035RES1000mN3076000E3822000";"CRS3035RES1000mN3076000E3822000";1;0;"59553";27;9,2;1,2;1,2;1,2;5,5;1,8;576326,8;884,2;1,2;8;4,9;0,6;1,2;1,2;1,3;0;1,2;0,6;1,8;3,7;3,1;3,1;8;1,8;3,1;0,6
"2250931";"59";"CRS3035RES200mN3076800E3823200";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"59553";3;1,3;0,1;0,3;0;1,3;0,3;67643,1;161,2;0;1,3;0,6;0,4;0,2;0,1;0;0;0,1;0,1;0,1;0,2;0,1;0,5;0,9;0,4;0,3;0,3
"2250932";"59";"CRS3035RES200mN3076800E3823400";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";145;62;4;17;3;57;4;3643272;6069;0;62;17;8;35;2;0;0;2;6;4;18;7;18;29;22;28;11
"2250933";"59";"CRS3035RES200mN3076800E3823600";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";0;0;"59553";172;76;7;21;0;60;9;3978971,1;7327;7;69;43;8;16;7;2;0;6;6;11;14;14;37;40;16;22;6
"2250934";"59";"CRS3035RES200mN3076800E3823800";"CRS3035RES1000mN3076000E3823000";"CRS3035RES1000mN3076000E3823000";1;0;"59553";16;7,1;0,7;1,4;0;7,1;1,4;360763,4;859,7;0;7,1;3,6;2,1;1,1;0,3;0;0;0,7;0,4;0,7;1,4;0,4;2,5;4,6;2,1;1,8;1,4
"2251095";"59";"CRS3035RES200mN3077000E3822400";"CRS3035RES1000mN3077000E3822000";"CRS3035RES1000mN3077000E3822000";1;0;"5955359653";14;5,4;0,7;1,2;0;4,2;0,2;341651,5;596,1;0,2;5,2;2,7;0,5;0,5;1,5;0,2;0;0,5;0;0,2;2,2;0,2;2,5;3,7;2,2;2;0,5
"2251096";"59";"CRS3035RES200mN3077000E3822600";"CRS3035RES1000mN3077000E3822000";"CRS3035RES1000mN3077000E3822000";1;0;"59553";4;1,5;0,2;0,4;0;1,2;0,1;97614,7;170,3;0;1,5;0,8;0,1;0,1;0,4;0,1;0;0,1;0;0,1;0,6;0,1;0,7;1,1;0,6;0,6;0,1
