"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1319134";"85";"CRS3035RES200mN2730000E3395400";"CRS3035RES1000mN2730000E3395000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";2;1,3;0,1;0,7;0;1,1;0;51068,9;131,3;0;1,3;0;0,1;0,6;0,6;0;0;0;0;0;0;0,1;0,1;0,2;0,5;0,7;0,4
"1319713";"85";"CRS3035RES200mN2730200E3393400";"CRS3035RES1000mN2730000E3393000";"CRS3035RES4000mN2728000E3392000";1;0;"8516385083";13;7,6;0;3,1;0;4,5;0,9;330208,7;711;0,4;7,2;2,2;0;4,5;0,9;0;0;0,9;0;0,5;0;0;1,8;1,3;1,3;5,8;1,4
"1319714";"85";"CRS3035RES200mN2730200E3395200";"CRS3035RES1000mN2730000E3395000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";4;2,6;0,3;1,4;0;2,3;0;102137,8;262,6;0;2,6;0;0,2;1,1;1,3;0;0;0;0;0;0;0,1;0,3;0,3;1;1,4;0,9
"1320295";"85";"CRS3035RES200mN2730400E3393400";"CRS3035RES1000mN2730000E3393000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";10;5,9;0;2,4;0;3,4;0,7;254006,7;546,9;0,4;5,5;1,7;0;3,5;0,7;0;0;0,7;0;0,4;0;0;1,4;1;1;4,5;1
"1320296";"85";"CRS3035RES200mN2730400E3394800";"CRS3035RES1000mN2730000E3394000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";5;2,6;0,2;0,9;0;2,4;0,1;140951,2;304,1;0;2,6;0,5;0,1;0,8;1,1;0,1;0;0;0;0,1;0,4;0,1;0,1;0,6;0,9;2,6;0,2
"1320297";"85";"CRS3035RES200mN2730400E3395000";"CRS3035RES1000mN2730000E3395000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";9;5,8;0,6;3,2;0;5,1;0;229810,1;590,8;0;5,8;0;0,3;2,6;2,9;0;0;0;0;0;0;0,3;0,6;0,7;2,3;3,2;1,9
"1320298";"85";"CRS3035RES200mN2730400E3395200";"CRS3035RES1000mN2730000E3395000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";1;0,6;0,1;0,4;0;0,6;0;25534,5;65,6;0;0,6;0;0;0,3;0,3;0;0;0;0;0;0;0;0,1;0,1;0,2;0,4;0,2
"1320890";"85";"CRS3035RES200mN2730600E3389200";"CRS3035RES1000mN2730000E3389000";"CRS3035RES4000mN2728000E3388000";1;1;"85163";1;0,5;0;0,2;0;0,5;0;22344,2;50,9;0;0,5;0;0,1;0,2;0,2;0;0;0;0;0;0,1;0;0,1;0,2;0,3;0,2;0,1
"1320891";"85";"CRS3035RES200mN2730600E3393800";"CRS3035RES1000mN2730000E3393000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";4;2,3;0;1;0;1,4;0,3;101602,7;218,8;0,1;2,2;0,7;0;1,4;0,2;0;0;0,3;0;0,1;0;0;0,6;0,4;0,4;1,8;0,4
"1320892";"85";"CRS3035RES200mN2730600E3394000";"CRS3035RES1000mN2730000E3394000";"CRS3035RES4000mN2728000E3392000";0;0;"85163";24;13;2;6;0;13;2;634858,7;1566;0;13;8;3;2;0;0;0;1;0;0;2;2;2;1;4;6;6
"1320893";"85";"CRS3035RES200mN2730600E3394200";"CRS3035RES1000mN2730000E3394000";"CRS3035RES4000mN2728000E3392000";1;0;"85163";9;4,6;0,4;1,6;0;4,4;0,1;253712,2;547,4;0;4,6;0,9;0,1;1,5;2;0,1;0;0;0;0,1;0,7;0,1;0,3;1,2;1,6;4,7;0,3
