"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"140317";"06";"CRS3035RES200mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";1;0;"06088";4;1,7;0,1;0,5;0,1;0,2;0,3;104554,8;133,3;1,5;0,2;0;0,3;0;1,4;0;0;0,1;0,1;0,3;0,4;0,3;0,7;1,6;0,2;0,3;0
"140914";"06";"CRS3035RES200mN2288200E4095200";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";1;0;"06088";34;14,4;0,6;3,9;0,6;1,7;2,2;888715,8;1133,3;12,7;1,7;0;2,2;0;12,2;0;0;0,5;0,5;2,8;3,6;2,8;6,1;13,8;1,7;2,2;0
"141502";"06";"CRS3035RES200mN2288400E4094800";"CRS3035RES1000mN2288000E4094000";"CRS3035RES1000mN2288000E4094000";1;0;"06088";7;3,1;1,3;1,3;0,2;0;0,9;107003,2;245,7;3,1;0;0;0,2;0;2,6;0,3;2,5;0,6;0,1;0,7;0,9;0,1;1,3;1,2;1;0,4;0,7
"141503";"06";"CRS3035RES200mN2288400E4095400";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";0;0;"06088";44,5;19;0;6;0;0;1;1347578,2;1525;19;0;0;0;19;0;0;0;2;0;1,5;5;6;4;21;5;0;0
"141504";"06";"CRS3035RES200mN2288400E4095600";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";1;0;"06088";17;7,2;0,3;1,9;0,3;0,8;1,1;444357,9;566,7;6,4;0,8;0;1,1;0;6,1;0;0;0,3;0,3;1,4;1,8;1,4;3;6,9;0,8;1,1;0
"142079";"06";"CRS3035RES200mN2288600E4095200";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";0;0;"06088";375;241;160;119;0;0;2;4453183;1720;241;0;0;0;241;0;0;241;0;0;0;11;2;3;28;88;213;30
"142080";"06";"CRS3035RES200mN2288600E4095400";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";0;0;"06088";332;172;50;88;9;0;35;5265683,1;9576;172;0;0;172;0;0;0;172;12;6,5;14;34,5;15;65;56;39;51;37
"142081";"06";"CRS3035RES200mN2288600E4095600";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";1;0;"06088";2;0,8;0;0,2;0;0,1;0,1;52277,4;66,7;0,7;0,1;0;0,1;0;0,7;0;0;0;0;0,2;0,2;0,2;0,4;0,8;0,1;0,1;0
"142082";"06";"CRS3035RES200mN2288600E4095800";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";1;0;"06088";4,5;1,9;0,1;0,5;0,1;0,2;0,3;117624,2;150;1,7;0,2;0;0,3;0;1,6;0;0;0,1;0,1;0,3;0,5;0,4;0,8;1,8;0,2;0,3;0
"142083";"06";"CRS3035RES200mN2288600E4096000";"CRS3035RES1000mN2288000E4096000";"CRS3035RES200mN2288600E4096000";0;0;"06088";169;67;18;23;8;23;8;3121283,2;3988;67;0;7;45;0;15;0;4;9,5;4,5;7;20;10;39;38;16;21;4
"142084";"06";"CRS3035RES200mN2288600E4096200";"CRS3035RES1000mN2288000E4096000";"CRS3035RES200mN2288600E4096200";0;0;"06088";157,5;90;26;46;3;19;16;3100036,5;4892;90;0;0;73;0;17;0;61;6;2,5;8;7;6;21;34;31;29;13
"142085";"06";"CRS3035RES200mN2288600E4096400";"CRS3035RES1000mN2288000E4096000";"CRS3035RES200mN2288600E4096400";0;0;"06088";46,5;24;7;12;2;8;2;709602,9;996;23;1;17;0;0;7;0;0;1;1;1;4,5;4;8;10;6;8;3
"142660";"06";"CRS3035RES200mN2288800E4095200";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";0;0;"06088";764;327;70;127;31;229;25;14165718,4;20030;327;0;0;8;256;63;0;0;45;27;38;57,5;43,5;157;130;96;112;50
"142661";"06";"CRS3035RES200mN2288800E4095400";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";0;0;"06088";502,5;152;60;26;37;78;21;7245836,1;8131;152;0;0;138;13;1;0;0;43,5;28,5;46,5;57;28;102;92;50;39;16
"142662";"06";"CRS3035RES200mN2288800E4095600";"CRS3035RES1000mN2288000E4095000";"CRS3035RES1000mN2288000E4095000";0;0;"06088";210,5;97;16;39;11;75;6;4650924,5;6256;90;7;17;2;71;7;0;0;13;3;11,5;10;17;28;38;40;42;8
