"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1732013";"91";"CRS3035RES200mN2859200E3749200";"CRS3035RES1000mN2859000E3749000";"CRS3035RES2000mN2858000E3748000";0;0;"910219104191207";65;20;2;3;3;20;0;1578690;1872;0;20;2;2;8;8;0;0;5;2;2;15;1;12;21;2;4;1
"1733531";"91";"CRS3035RES200mN2859600E3749400";"CRS3035RES1000mN2859000E3749000";"CRS3035RES2000mN2858000E3748000";0;0;"910219120791457";308,5;113;24;29;17;31;19;5880537,3;8248;82;31;4;9;86;14;0;76;19,5;9;21;42;27;51;71;27;32;9
"1733532";"91";"CRS3035RES200mN2859600E3749600";"CRS3035RES1000mN2859000E3749000";"CRS3035RES2000mN2858000E3748000";0;0;"9102191457";51;19;1;6;3;10;2;1341135,2;2165;8;11;0;5;9;5;0;0;0;2;8;7;4;4;17;8;1;0
"1734272";"91";"CRS3035RES200mN2859800E3749400";"CRS3035RES1000mN2859000E3749000";"CRS3035RES2000mN2858000E3748000";0;0;"9102191207";810;307;61;89;40;40;52;15168770,1;18968;299;8;1;98;60;148;0;211;68;38,5;58,5;78;59;229;142;67;61;9
"1734273";"91";"CRS3035RES200mN2859800E3749600";"CRS3035RES1000mN2859000E3749000";"CRS3035RES2000mN2858000E3748000";0;0;"91021";103;42;3;9;3;32;6;2718959,2;3390;10;32;10;15;10;5;2;0;6;3;5;9,5;7,5;19;25;14;10;4
"1734274";"91";"CRS3035RES200mN2859800E3749800";"CRS3035RES1000mN2859000E3749000";"CRS3035RES2000mN2858000E3748000";0;0;"91021";764;309;146;152;50;52;54;11739885,9;203333;253;56;3;15;250;41;0;249;47,5;18,5;72,5;122,5;44;104;143;91;56;19
"1735018";"91";"CRS3035RES200mN2860000E3749400";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"91021";188;79;15;31;9;13;10;3535661;5053;74;5;0;3;5;71;0;35;25,5;8;12;4,5;17;66;27;11;7;1
"1735019";"91";"CRS3035RES200mN2860000E3749600";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"91021";372,5;165;13;66;15;62;18;8371783,2;10025;141;24;18;4;3;139;1;28;31;13;22,5;20;38;128;57;18;31;14
"1735020";"91";"CRS3035RES200mN2860000E3749800";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"91021";172;66;2;15;5;53;10;4846686,5;5193;5;61;37;21;6;2;0;8;8;7,5;11,5;10,5;10,5;31;40;18;28;7
"1735021";"91";"CRS3035RES200mN2860000E3750000";"CRS3035RES1000mN2860000E3750000";"CRS3035RES1000mN2860000E3750000";0;0;"9102191457";262,5;104;11;31;8;45;19;6122421;8601;64;40;9;11;57;27;0;48;14;10;26,5;27,5;20,5;55;60;15;17;16
"1735767";"91";"CRS3035RES200mN2860200E3749200";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"9102191207";69,5;33;2;9;0;30;4;1953366,6;3078;0;33;4;8;11;10;0;0;2;1;2,5;2;4;12;11;13;19;3
"1735768";"91";"CRS3035RES200mN2860200E3749400";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"91021";637,5;247;48;76;31;27;39;11973480;14673;243;4;4;22;0;221;0;111;64,5;34,5;66;62,5;43;207;110;24;22;4
"1735769";"91";"CRS3035RES200mN2860200E3749600";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"91021";235,5;106;30;47;8;5;19;4145421,4;6132;101;5;4;66;1;34;1;66;9;3,5;18;29;21;51;48;22;23;9
"1735770";"91";"CRS3035RES200mN2860200E3749800";"CRS3035RES1000mN2860000E3749000";"CRS3035RES1000mN2860000E3749000";0;0;"91021";192;83;9;28;2;50;13;4473095,3;6260;66;17;26;46;3;7;1;0;14;11;14;13;13;49;30;13;23;12
