"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1826648";"78";"CRS3035RES200mN2882800E3742400";"CRS3035RES1000mN2882000E3742000";"CRS3035RES1000mN2882000E3742000";1;0;"7864678117";7;1,8;0;0,3;0,5;0,6;0,1;244453,9;250,1;0,4;1,4;0,1;0;1,6;0,1;0;0;0,2;0,1;1,1;1,2;0,9;0,2;1,7;0,7;0,2;0,5
"1826649";"78";"CRS3035RES200mN2882800E3742600";"CRS3035RES1000mN2882000E3742000";"CRS3035RES1000mN2882000E3742000";1;0;"7864678117";4;1;0;0,2;0,3;0,3;0,1;139687,9;142,9;0,2;0,8;0;0;0,9;0,1;0;0;0,1;0,1;0,6;0,7;0,5;0,1;1;0,4;0,1;0,3
"1827475";"78";"CRS3035RES200mN2883000E3743000";"CRS3035RES1000mN2883000E3743000";"CRS3035RES1000mN2883000E3743000";0;0;"78646";2111,5;761;2;174;73;0;33;59752709,8;60556;759;2;0;92;523;146;0;0;189,5;80;174,5;203,5;208;762;443;47;2;0
"1828325";"78";"CRS3035RES200mN2883200E3742600";"CRS3035RES1000mN2883000E3742000";"CRS3035RES1000mN2883000E3742000";1;0;"78646";613,5;179,7;13;17;45,9;1;48,9;13087359,7;14584,2;178,7;1;1;0;178,7;0;0;178,7;46,9;28,4;86,4;83,9;62,4;136,8;131,8;32,9;3;1
"1828326";"78";"CRS3035RES200mN2883200E3743000";"CRS3035RES1000mN2883000E3743000";"CRS3035RES1000mN2883000E3743000";1;0;"78646";17,5;7;0,2;2,1;1,1;4,4;1,3;587048,9;528,8;6,1;0,9;0,2;5,5;1,3;0;0;0;0,8;0,4;2,1;1,5;2,1;3,2;4;1,3;1,7;0,4
"1828327";"78";"CRS3035RES200mN2883200E3743600";"CRS3035RES1000mN2883000E3743000";"CRS3035RES1000mN2883000E3743000";1;0;"7864678117";63,5;25,2;0,8;7,7;3,8;16,1;4,6;2130148,9;1918,8;22,2;3;0,7;19,9;4,6;0;0;0;3,1;1,5;7,6;5,4;7,7;11,5;14,5;4,6;6,1;1,5
"1828330";"78";"CRS3035RES200mN2883200E3746400";"CRS3035RES1000mN2883000E3746000";"CRS3035RES1000mN2883000E3746000";0;0;"786467864078686";49;19;2;4;3;16;1;1686632,5;2086;2;17;8;6;0;5;0;0;4;1;2;3;5;9;8;5;6;6
"1829154";"78";"CRS3035RES200mN2883400E3742400";"CRS3035RES1000mN2883000E3742000";"CRS3035RES1000mN2883000E3742000";0;0;"78646";831,5;437;9;234;23;0;13;22181543,1;26823;434;3;144;55;92;141;5;0;50,5;20;48,5;54;136,5;379;122;20;1;0
"1829155";"78";"CRS3035RES200mN2883400E3743000";"CRS3035RES1000mN2883000E3743000";"CRS3035RES1000mN2883000E3743000";1;0;"78646";2;0,8;0;0,2;0,1;0,5;0,1;67091,3;60,4;0,7;0,1;0;0,6;0,2;0;0;0;0,1;0;0,2;0,2;0,2;0,4;0,5;0,1;0,2;0,1
"1829156";"78";"CRS3035RES200mN2883400E3743800";"CRS3035RES1000mN2883000E3743000";"CRS3035RES1000mN2883000E3743000";0;0;"7864678117";342,5;169;7;71;4;65;10;11034038,4;9095;166;3;4;2;1;162;0;16;32,5;8;14,5;6,5;18;156;55;24;20;1
"1829158";"78";"CRS3035RES200mN2883400E3745200";"CRS3035RES1000mN2883000E3745000";"CRS3035RES2000mN2882000E3744000";0;0;"7864678322";334,5;126;8;36;16;41;26;8809557;8990;122;4;3;123;0;0;0;76;17;8;30;33,5;35;49;59;43;40;20
"1829159";"78";"CRS3035RES200mN2883400E3745400";"CRS3035RES1000mN2883000E3745000";"CRS3035RES2000mN2882000E3744000";0;0;"78646";173;69;4;18;7;2;14;3904224,8;4547;0;69;1;1;67;0;0;67;6;5;18;11;17;24;30;35;22;5
"1829966";"78";"CRS3035RES200mN2883600E3744000";"CRS3035RES1000mN2883000E3744000";"CRS3035RES2000mN2882000E3744000";0;0;"7864678117";44;23;6;11;2;9;3;1167155;1154;19;4;17;0;0;6;0;0;4;0;2;3;4;12;9;5;5;0
"1829967";"78";"CRS3035RES200mN2883600E3745000";"CRS3035RES1000mN2883000E3745000";"CRS3035RES2000mN2882000E3744000";0;0;"7864678117";259;93;3;22;13;15;17;7125740;6540;78;15;9;84;0;0;0;69;11;6;22;33,5;25,5;36;57;35;23;10
"1829968";"78";"CRS3035RES200mN2883600E3745200";"CRS3035RES1000mN2883000E3745000";"CRS3035RES2000mN2882000E3744000";0;0;"78646";624,5;268;14;93;15;191;35;17859015,3;16379;268;0;0;268;0;0;0;0;46,5;20;42,5;45,5;41;156;129;53;53;38
"1829969";"78";"CRS3035RES200mN2883600E3745400";"CRS3035RES1000mN2883000E3745000";"CRS3035RES2000mN2882000E3744000";0;0;"78646";233;84;5;23;14;48;9;7862874,9;7202;6;78;29;11;32;12;0;27;11;5;18,5;26,5;23;28;42;28;29;19
"1829970";"78";"CRS3035RES200mN2883600E3745600";"CRS3035RES1000mN2883000E3745000";"CRS3035RES2000mN2882000E3744000";1;0;"78646";65;21,1;0,9;3,5;2,6;14,1;2,6;2273895,3;1899,1;10,5;10,6;11,4;0,9;5,3;3,5;0;0;2,6;0;2,6;10,5;10,6;7;13,2;11,4;4,4;1,8
"1830745";"78";"CRS3035RES200mN2883800E3741600";"CRS3035RES1000mN2883000E3741000";"CRS3035RES2000mN2882000E3740000";1;1;"78646";47;11,1;0,9;0,9;3,4;0;0;1239872,9;1098,9;3,4;7,7;2,6;3,4;0;5,1;0;0;6;0,9;7,7;5,1;4,3;8,5;10,2;3,4;0,9;0
