"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1841227";"77";"CRS3035RES200mN2886200E3779000";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";270;100;7;16;10;96;5;8356973,6;10963;0;100;0;1;95;4;0;0;8;8;22,5;19,5;14;37;45;31;77;8
"1842159";"77";"CRS3035RES200mN2886400E3777200";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"7708393051";251;104;16;31;6;60;7;5598338,2;7268;104;0;0;0;104;0;0;20;15;7;17;10,5;14,5;81;45;33;25;2
"1842160";"77";"CRS3035RES200mN2886400E3777400";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";553;243;67;108;25;75;37;11216407,8;14817;243;0;0;0;73;170;0;110;32,5;20;49;54,5;54;148;92;54;39;10
"1842161";"77";"CRS3035RES200mN2886400E3777600";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";403;166;17;57;14;96;16;10080405,8;12437;166;0;0;0;146;20;0;0;27;11;34;32;33;128;76;32;27;3
"1842162";"77";"CRS3035RES200mN2886400E3777800";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";131,5;60;4;22;2;48;6;3489649,3;4679;60;0;0;0;32;28;0;0;5,5;5,5;5;11,5;7;31;23;12;27;4
"1842163";"77";"CRS3035RES200mN2886400E3778600";"CRS3035RES1000mN2886000E3778000";"CRS3035RES1000mN2886000E3778000";1;0;"77083";11;3,3;0,4;0,5;0,6;2,7;0,1;308698,6;354,2;0,5;2,8;1,3;0,4;0,7;0,9;0;0,1;0,5;0,3;0,8;1,8;0,8;1,9;2,2;1;1,3;0,4
"1842164";"77";"CRS3035RES200mN2886400E3778800";"CRS3035RES1000mN2886000E3778000";"CRS3035RES1000mN2886000E3778000";0;0;"77083";126;38;2;3;8;33;5;4383300,7;5388;0;38;3;4;7;24;0;0;4;1;10;20;17;10;29;22;10;3
"1842165";"77";"CRS3035RES200mN2886400E3779000";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";1;0;"77083";28;10,8;0,5;2,7;1,1;8,6;0,5;883332,1;1383,8;2,2;8,6;0;0;6,5;4,3;0;0;0,5;0,5;0,8;3;3,8;3,8;4,8;5,4;5,4;0
"1842166";"77";"CRS3035RES200mN2886400E3779200";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";380,5;147;5;22;11;138;13;11786543,2;15935;0;147;0;0;147;0;0;0;12;9;26;24,5;29;57;69;52;86;16
"1842167";"77";"CRS3035RES200mN2886400E3779400";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"7708377337";200;92;8;37;3;68;13;5614714,8;6708;70;22;0;0;25;67;0;0;16,5;2;7,5;11;19;52;38;27;25;2
"1843114";"77";"CRS3035RES200mN2886600E3777200";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"7708393051";131,5;55;9;19;5;1;16;2522902,1;3990;55;0;0;0;55;0;0;51;11;3;5;12,5;13;22;33;26;4;1
"1843115";"77";"CRS3035RES200mN2886600E3777400";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";785;331;33;103;24;241;43;20572184,3;27280;331;0;0;0;23;308;0;23;51,5;17;48,5;68,5;40,5;169;153;82;128;24
"1843116";"77";"CRS3035RES200mN2886600E3777600";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";330;148;14;55;12;119;15;8615351;11593;148;0;0;0;0;148;0;0;20;6;20;13;24;72;58;54;52;11
"1843117";"77";"CRS3035RES200mN2886600E3777800";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";991,5;372;55;108;44;137;80;21294300,4;27672;370;2;0;0;189;183;0;91;72,5;28,5;90,5;98;73;230;172;116;96;15
"1843118";"77";"CRS3035RES200mN2886600E3778600";"CRS3035RES1000mN2886000E3778000";"CRS3035RES1000mN2886000E3778000";0;0;"77083";256,5;79;11;11;13;20;19;5411961;6375;43;36;0;1;0;78;0;59;15;11;34;30,5;20;62;48;31;4;0
"1843119";"77";"CRS3035RES200mN2886600E3778800";"CRS3035RES1000mN2886000E3778000";"CRS3035RES1000mN2886000E3778000";1;0;"77083";74;22,4;2,6;3,4;4,3;18,1;0,9;2076699,9;2382,6;3,5;18,9;8,6;2,6;5,2;6;0;0,9;3,4;2,1;5,2;12,5;5,2;12,9;14,6;6,9;8,6;2,6
"1843120";"77";"CRS3035RES200mN2886600E3779000";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";1;0;"77083";12;4,6;0,2;1,2;0,5;3,7;0,2;378570,9;593,1;0,9;3,7;0;0;2,8;1,8;0;0;0,2;0,2;0,4;1,3;1,6;1,6;2,1;2,3;2,3;0
"1843121";"77";"CRS3035RES200mN2886600E3779200";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";122;36;6;4;11;26;2;3254711,1;3640;0;36;0;0;0;36;0;9;7;1;9;14;13;15;30;24;6;1
"1843122";"77";"CRS3035RES200mN2886600E3779400";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";67;26;0;3;3;23;0;2259637,3;2990;2;24;0;0;13;13;0;0;0;0;4;3;4;4;9;18;21;4
"1843123";"77";"CRS3035RES200mN2886600E3779600";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"7708377337";319;122;6;19;7;110;13;9100394,1;10754;119;3;0;0;3;119;0;0;25;11,5;23,5;22;10;82;48;40;52;5
"1844055";"77";"CRS3035RES200mN2886800E3777200";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";167;68;6;18;7;51;9;4431821,8;4521;68;0;0;0;0;68;0;0;7;8;9;12;12;53;29;23;14;0
"1844056";"77";"CRS3035RES200mN2886800E3777400";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";180;72;9;21;7;27;18;4072340,2;4414;64;8;0;0;9;63;0;22;14;7,5;21;14,5;7;52;38;11;12;3
"1844057";"77";"CRS3035RES200mN2886800E3777600";"CRS3035RES1000mN2886000E3777000";"CRS3035RES1000mN2886000E3777000";0;0;"77083";755,5;248;56;50;48;7;67;13384395,5;17389;242;6;0;0;226;22;0;241;39,5;39;71,5;94,5;69;148;162;70;55;7
"1844058";"77";"CRS3035RES200mN2886800E3778600";"CRS3035RES1000mN2886000E3778000";"CRS3035RES1000mN2886000E3778000";0;0;"77083";242;83;8;11;4;48;17;6596454,8;7673;23;60;3;2;20;57;1;30;16;10;9;22;25;52;43;43;20;2
"1844059";"77";"CRS3035RES200mN2886800E3778800";"CRS3035RES1000mN2886000E3778000";"CRS3035RES1000mN2886000E3778000";0;0;"77083";235,5;108;19;41;6;57;15;6051449,4;8186;51;57;54;7;15;32;0;0;11,5;8;7,5;17,5;28;59;50;25;18;11
"1844060";"77";"CRS3035RES200mN2886800E3779000";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";64;23;0;5;2;22;1;2066082,1;2439;0;23;0;9;7;7;0;0;3;1;1;11;5;12;10;12;5;4
"1844061";"77";"CRS3035RES200mN2886800E3779200";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";299;93;4;9;16;72;8;8495827,9;9685;3;90;1;3;6;83;0;17;12;7,5;19;28;41,5;48;58;60;21;4
"1844062";"77";"CRS3035RES200mN2886800E3779400";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"77083";80;31;1;8;3;28;1;2273119,2;3568;0;31;1;1;23;6;0;0;6;2;4;4;7;14;8;13;20;2
"1844063";"77";"CRS3035RES200mN2886800E3779600";"CRS3035RES1000mN2886000E3779000";"CRS3035RES1000mN2886000E3779000";0;0;"7708377337";514;163;57;38;41;10;34;8744872,5;12396;152;11;0;0;163;0;0;152;37;22,5;68;51;24,5;118;85;51;49;8
"1844970";"77";"CRS3035RES200mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"7708393051";214,5;100;6;39;4;74;12;5568040,3;6553;94;6;0;0;88;12;0;0;12;4;8;14,5;15;55;40;26;38;2
"1844971";"77";"CRS3035RES200mN2887000E3777200";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";169,5;82;6;37;1;55;6;4057132,6;5460;82;0;0;0;41;41;0;0;11;3;11;11,5;10;60;31;9;16;7
"1844972";"77";"CRS3035RES200mN2887000E3777400";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";644,5;234;55;57;36;0;68;11403777,3;15774;234;0;0;0;234;0;0;234;40;34;57;81;50,5;122;131;74;46;8
"1844973";"77";"CRS3035RES200mN2887000E3777600";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";532,5;193;37;60;31;5;45;9883795,2;14016;187;6;0;5;1;187;0;187;26;24,5;31,5;59;57,5;91;113;75;50;5
"1844974";"77";"CRS3035RES200mN2887000E3777800";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";1;0;"77083";11;4,7;0,2;0,9;0;2,8;0,6;341473,4;433,3;1,3;3,4;0;1,5;1,9;1,3;0;0;0,4;0,4;0,4;0,4;0,7;2;2,4;2,2;1,5;0,6
"1844975";"77";"CRS3035RES200mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";1;0;"77083";15,5;4,5;0;0,2;0,7;4;0,2;511465,5;483;0,2;4,3;0,7;2,4;0,9;0,5;0;0;1,2;0,2;1,7;1,8;0,9;2,8;3,5;1,7;1,7;0
"1844976";"77";"CRS3035RES200mN2887000E3778200";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";81;34;3;10;2;25;4;2514228,5;3167;4;30;3;5;5;21;0;0;8;5;4;5;3;21;14;10;9;2
"1844977";"77";"CRS3035RES200mN2887000E3778400";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";237,5;102;10;42;12;14;14;4919452,4;7741;87;15;2;3;91;6;0;86;13;10,5;14;23;13;40;44;29;35;16
"1844978";"77";"CRS3035RES200mN2887000E3778600";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";156;58;9;15;6;30;10;3744133,7;4365;34;24;19;8;6;25;0;17;6;5;15;18;18;20;38;19;13;4
"1844979";"77";"CRS3035RES200mN2887000E3778800";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";718;300;35;94;20;151;51;17678336,2;18809;226;74;97;2;5;196;0;35;77,5;35;66,5;40;47;252;128;37;28;7
"1844980";"77";"CRS3035RES200mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";0;0;"77083";96,5;49;14;19;2;17;11;2023361,9;2752;38;11;30;0;5;14;0;0;6;1;6;6;10,5;32;12;15;7;1
"1844981";"77";"CRS3035RES200mN2887000E3779200";"CRS3035RES1000mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";0;0;"77083";236,5;119;12;59;3;47;18;5503189,7;7751;99;20;16;12;6;83;2;40;22;5,5;11,5;13,5;16;51;52;27;32;6
"1844982";"77";"CRS3035RES200mN2887000E3779400";"CRS3035RES1000mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";0;0;"77083";143;93;22;60;4;12;5;2750637,1;4760;25;68;22;33;0;38;0;80;4;1;3;6;3;16;26;16;47;21
"1844983";"77";"CRS3035RES200mN2887000E3779600";"CRS3035RES1000mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";0;0;"7708377337";173;70;8;18;5;51;11;4472209,4;5095;55;15;0;0;4;66;0;0;7;2;11,5;17;14,5;37;43;22;17;2
"1845909";"77";"CRS3035RES200mN2887200E3777000";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";1;0;"7708393051";14;5,9;0,2;1,2;0;3,6;0,7;434602,5;551,5;1,6;4,3;0;1,9;2,4;1,6;0;0;0,5;0,5;0,5;0,5;0,9;2,6;3,1;2,8;1,9;0,7
"1845910";"77";"CRS3035RES200mN2887200E3777200";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";683;269;45;77;35;64;66;13249875,8;19003;269;0;0;0;225;44;0;1;42;17,5;63,5;71;53;138;142;63;86;7
"1845911";"77";"CRS3035RES200mN2887200E3777400";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";781,5;293;45;79;45;122;55;15729094;20904;293;0;0;0;100;193;0;126;36,5;31;62;87,5;62,5;168;157;92;74;10
"1845912";"77";"CRS3035RES200mN2887200E3777600";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";1;0;"77083";14;5,9;0,2;1,2;0;3,6;0,7;434602,5;551,5;1,6;4,3;0;1,9;2,4;1,6;0;0;0,5;0,5;0,5;0,5;0,9;2,6;3,1;2,8;1,9;0,7
"1845913";"77";"CRS3035RES200mN2887200E3777800";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";385;134;23;26;21;5;35;7277039;9844;129;5;0;1;133;0;0;128;19;16,5;41;49;28,5;58;91;40;34;5
"1845914";"77";"CRS3035RES200mN2887200E3778400";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";1;0;"77083";4;1,2;0;0,1;0,2;1;0,1;131991,1;124,6;0,1;1,1;0,2;0,6;0,3;0,1;0;0;0,3;0,1;0,4;0,5;0,3;0,7;0,9;0,4;0,4;0
"1845915";"77";"CRS3035RES200mN2887200E3778600";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";132,5;44;2;9;8;39;7;3873107,8;4648;3;41;8;1;13;22;0;0;5;7,5;14;22;6;21;36;8;12;1
"1845916";"77";"CRS3035RES200mN2887200E3778800";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";433,5;181;16;62;16;76;27;10461029,7;11635;121;60;47;4;11;119;0;0;30;24;37,5;35;27;116;83;45;28;8
"1845917";"77";"CRS3035RES200mN2887200E3779000";"CRS3035RES1000mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";1;0;"77083";24;12,7;2;7,3;0;0,7;1,3;455521,6;614;11,3;1,4;11,3;0;0;1,4;0;0;0,7;2;0;2;3,3;2;7,3;6;0;0,7
"1846853";"77";"CRS3035RES200mN2887400E3777000";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"7708393033";119;45;2;10;4;44;5;3439996,5;4195;5;40;4;13;23;5;0;0;4;1;10;13;9;10;30;17;22;3
"1846854";"77";"CRS3035RES200mN2887400E3777200";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"7708393033";667,5;243;42;60;36;100;47;13213775,9;17489;216;27;0;10;17;216;0;119;41;21;66,5;73;51;113;133;85;69;13
"1846855";"77";"CRS3035RES200mN2887400E3777400";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";1;0;"77083";20;8,5;0,3;1,7;0;5,1;1;620860,7;787,8;2,4;6,1;0;2,7;3,4;2,4;0;0;0,7;0,7;0,7;0,7;1,3;3,7;4,4;4,1;2,7;1
"1846856";"77";"CRS3035RES200mN2887400E3777600";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";382;184;11;60;5;155;17;12217197,7;16163;183;1;0;0;175;9;0;0;14;3;14;24,5;24,5;71;69;56;88;18
"1846857";"77";"CRS3035RES200mN2887400E3777800";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";118,5;40;0;6;3;39;3;3875327,5;4793;0;40;0;0;40;0;0;0;6;5,5;6,5;9,5;15;22;24;18;10;2
"1846858";"77";"CRS3035RES200mN2887400E3778000";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";1;0;"77083";6;1,7;0;0,1;0,3;1,6;0,1;197986,6;187;0,1;1,6;0,3;0,9;0,3;0,2;0;0;0,5;0,1;0,6;0,7;0,4;1,1;1,4;0,6;0,6;0
"1846859";"77";"CRS3035RES200mN2887400E3778200";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";1;0;"77083";40;11,6;0;0,6;1,8;10,4;0,6;1319911;1246,4;0,6;11;1,8;6,1;2,5;1,2;0;0;3;0,6;4,3;4,6;2,4;7,3;9,2;4,3;4,3;0
"1846860";"77";"CRS3035RES200mN2887400E3778400";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";159,5;50;4;8;7;29;10;3824327,1;4170;1;49;5;7;3;35;0;15;3,5;3;11,5;28,5;16;23;43;16;13;2
"1846861";"77";"CRS3035RES200mN2887400E3778600";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";100,5;33;1;3;3;31;2;3008677,1;4134;1;32;5;1;4;23;0;0;3,5;1;8;8;12;10;19;15;16;8
"1847716";"77";"CRS3035RES200mN2887600E3777600";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"7708393033";200;77;3;15;7;63;5;5678042,1;6793;8;69;24;29;16;8;0;0;10;7;8;16;13;34;39;24;42;7
"1847717";"77";"CRS3035RES200mN2887600E3777800";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";181;62;3;9;6;56;7;4690134,5;6085;0;62;16;17;11;18;0;0;8;3;8;19;25;23;41;22;21;11
"1847718";"77";"CRS3035RES200mN2887600E3778000";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";191,5;73;2;23;6;53;8;5787305,6;5972;27;46;10;12;19;31;1;0;9,5;6;15,5;16;17,5;36;45;16;22;8
"1847719";"77";"CRS3035RES200mN2887600E3778200";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";193;78;0;26;8;73;4;5661352,6;7316;4;74;3;61;6;8;0;0;4;4;7;17;19;22;44;30;25;21
"1847720";"77";"CRS3035RES200mN2887600E3778400";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";333,5;131;20;35;14;41;30;7500528;9720;85;46;3;109;11;8;0;82;9;4;33;38,5;30;47;73;47;38;13
"1847721";"77";"CRS3035RES200mN2887600E3778600";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";88;27;0;1;3;26;2;3342206,8;3883;0;27;0;1;2;24;0;0;5;0;5;4;13;12;20;17;8;4
"1847722";"77";"CRS3035RES200mN2887600E3779000";"CRS3035RES1000mN2887000E3779000";"CRS3035RES1000mN2887000E3779000";1;0;"77083";12;6,3;1;3,7;0;0,3;0,7;227760,8;307;5,6;0,7;5,6;0;0;0,7;0;0;0,3;1;0;1;1,7;1;3,7;3;0;0,3
"1848593";"77";"CRS3035RES200mN2887800E3777600";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"7708393033";212,5;83;8;21;7;61;4;5944014,4;6680;18;65;27;17;13;26;0;0;14;7;14,5;13;12;49;31;24;33;15
"1848594";"77";"CRS3035RES200mN2887800E3777800";"CRS3035RES1000mN2887000E3777000";"CRS3035RES1000mN2887000E3777000";0;0;"77083";199,5;74;2;13;6;71;5;6751799,5;7337;5;69;22;29;16;7;0;0;6;3;8;17;16,5;19;45;40;37;8
"1848595";"77";"CRS3035RES200mN2887800E3778000";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";186;72;3;17;4;66;3;5845905,8;6933;0;72;35;13;15;9;0;0;5;1;16,5;22,5;6;23;47;31;26;8
"1848596";"77";"CRS3035RES200mN2887800E3778200";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";189;80;4;21;1;66;5;5909420,3;7261;5;75;28;26;19;7;0;0;11;6;5,5;12,5;16;33;33;33;27;12
"1848597";"77";"CRS3035RES200mN2887800E3778400";"CRS3035RES1000mN2887000E3778000";"CRS3035RES1000mN2887000E3778000";0;0;"77083";243,5;94;2;24;6;87;11;7394957,5;8347;1;93;5;9;74;6;0;0;17;6,5;23,5;22,5;12;34;57;17;49;5
