"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1568287";"10";"CRS3035RES200mN2813600E3881600";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";0;0;"10387";96,5;40;8;9;2;33;8;2322538,4;4013;11;29;22;15;1;2;0;0;7;3;7;9,5;7;15;20;11;11;6
"1568288";"10";"CRS3035RES200mN2813600E3881800";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";0;0;"10387";133;63;4;19;3;55;8;3212719,4;5512;2;61;30;20;7;6;0;1;5;2;5;9;13;18;26;16;31;8
"1568289";"10";"CRS3035RES200mN2813600E3882000";"CRS3035RES1000mN2813000E3882000";"CRS3035RES1000mN2813000E3882000";0;0;"1038710343";109;54;11;27;5;13;4;2156692,3;3892;42;12;14;10;0;30;0;23;7;4;3;9;14;38;10;13;9;2
"1568290";"10";"CRS3035RES200mN2813600E3882200";"CRS3035RES1000mN2813000E3882000";"CRS3035RES1000mN2813000E3882000";0;0;"1038710343";30;15;0;5;0;11;1;769700,6;1373;6;9;12;1;1;1;0;0;0;0,5;0,5;1;3;5;5;3;7;5
"1568980";"10";"CRS3035RES200mN2813800E3881000";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";0;0;"1038710333";80,5;54;13;39;2;20;8;1408669,8;3171;49;5;5;3;46;0;0;0;5,5;2;6;4;6;21;6;5;19;6
"1568981";"10";"CRS3035RES200mN2813800E3881200";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";1;0;"10387";4;2,3;0,7;1,2;0,1;0,3;0,3;78947,5;137,1;2;0,3;0,2;2;0;0,1;0;1;0;0;0,3;0,1;0,6;0,8;1,3;0,7;0,1;0,1
"1568982";"10";"CRS3035RES200mN2813800E3881400";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";0;0;"10387";126,5;79;10;46;1;44;4;3180135,7;5734;44;35;17;10;39;13;0;0;1;3;2,5;3;12;26;15;18;34;12
"1568983";"10";"CRS3035RES200mN2813800E3881600";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";0;0;"10387";163;92;3;47;2;55;6;4123467,3;6962;55;37;30;5;1;56;0;0;6;0;2;9;13;26;31;30;30;16
"1568984";"10";"CRS3035RES200mN2813800E3881800";"CRS3035RES1000mN2813000E3881000";"CRS3035RES1000mN2813000E3881000";0;0;"10387";110;61;1;29;1;48;2;2876876,4;4819;11;50;49;4;4;4;0;0;4;2;2;2;10;18;28;12;26;6
"1568985";"10";"CRS3035RES200mN2813800E3882000";"CRS3035RES1000mN2813000E3882000";"CRS3035RES1000mN2813000E3882000";0;0;"10387";190;109;19;60;4;20;18;3772837,1;6801;98;11;10;1;0;98;0;68;5;5;12;11,5;34,5;55;25;18;17;7
"1568986";"10";"CRS3035RES200mN2813800E3882200";"CRS3035RES1000mN2813000E3882000";"CRS3035RES1000mN2813000E3882000";0;0;"10387";94;48;5;24;2;34;1;2586384,4;4192;11;37;37;8;0;3;0;0;2;2;4;5;7;18;22;12;15;7
"1568987";"10";"CRS3035RES200mN2813800E3882400";"CRS3035RES1000mN2813000E3882000";"CRS3035RES1000mN2813000E3882000";0;0;"1038710343";67;32;1;16;3;24;0;1541148,4;2702;12;20;16;14;2;0;0;0;1;1;3;8;1;11;10;15;10;7
"1569669";"10";"CRS3035RES200mN2814000E3881200";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"1038710333";321;204;41;122;2;114;41;5705811,5;12349;199;5;4;123;0;77;0;18;20;5;23;7,5;31,5;74;42;40;52;26
"1569670";"10";"CRS3035RES200mN2814000E3881400";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";152;78;8;34;3;47;9;3480502,2;5745;42;36;31;5;30;12;0;1;4;2;8;10;13;19;30;30;24;12
"1569671";"10";"CRS3035RES200mN2814000E3881600";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";209,5;134;14;83;1;74;9;5137840,8;10041;86;48;43;79;2;10;0;6;4;0;4;9;14,5;36;43;36;43;20
"1569672";"10";"CRS3035RES200mN2814000E3881800";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";131;91;18;63;2;28;5;2565533,5;5471;71;20;29;24;0;38;0;38;1,5;0;1,5;6,5;16,5;39;23;13;23;7
"1569673";"10";"CRS3035RES200mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";143;67;14;27;7;27;12;3109103,2;5111;37;30;26;8;3;30;0;28;10;3;9;7;18;27;11;30;23;5
"1569674";"10";"CRS3035RES200mN2814000E3882200";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";91,5;46;0;16;1;31;7;2286796,6;4067;7;39;27;6;1;12;0;0;4;2,5;2,5;7,5;6;11;24;10;20;4
"1569675";"10";"CRS3035RES200mN2814000E3882400";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";108,5;61;6;29;0;40;5;2639293,5;4931;28;33;23;15;3;20;0;1;3;3;4,5;4;9;16;17;16;23;12
"1569676";"10";"CRS3035RES200mN2814000E3882600";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"1038710343";138,5;63;8;23;5;41;2;3658245,8;5604;19;44;36;6;2;19;0;0;1;3;2,5;12;11;25;32;21;21;10
"1570352";"10";"CRS3035RES200mN2814200E3881200";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"1038710333";257,5;182;33;128;1;82;16;5341479,6;10488;157;25;18;45;87;32;0;25;2;3,5;6,5;14,5;31;57;40;38;41;24
"1570353";"10";"CRS3035RES200mN2814200E3881400";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";62,5;38;7;22;0;18;3;1446169,3;2631;20;18;16;4;3;15;0;0;2;1;0;1,5;12;13;8;11;10;4
"1570354";"10";"CRS3035RES200mN2814200E3881600";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";61,5;33;5;13;1;21;8;1432477;2645;11;22;27;3;1;2;0;0;1;0;2,5;4;5;9;10;10;11;9
"1570355";"10";"CRS3035RES200mN2814200E3881800";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";89;59;8;36;0;25;3;2038281,8;3724;42;17;23;1;30;5;0;6;1;0;2;5;5;23;12;9;23;8
"1570356";"10";"CRS3035RES200mN2814200E3882000";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";57,5;29;3;11;1;22;5;1449117;2573;10;19;19;5;1;4;0;1;1;0;5,5;3;7;5;12;9;12;3
"1570357";"10";"CRS3035RES200mN2814200E3882200";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";114,5;67;3;38;2;25;5;2483731,7;4687;48;19;29;26;5;7;0;14;2;0;8,5;6;7;14;26;15;26;10
"1570358";"10";"CRS3035RES200mN2814200E3882400";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";156;72;7;29;9;30;11;3253039,6;5235;28;44;31;4;12;25;0;22;7;5;11;14;13;42;24;16;20;4
"1570359";"10";"CRS3035RES200mN2814200E3882600";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";41;11;1;1;2;11;1;909545;1164;0;11;3;0;0;8;0;0;2;1;9;6;3;8;8;4;0;0
"1570360";"10";"CRS3035RES200mN2814200E3882800";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";65;30;6;10;1;26;3;1306639;2628;6;24;11;5;4;10;0;0;1;2;2;7;4;11;12;8;15;3
"1570361";"10";"CRS3035RES200mN2814200E3883000";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";1;0;"1038710343";14;6,3;1,1;1,8;0,4;3,7;0,7;251160,3;452,1;2,2;4,1;2,2;0,7;3;0,4;0;0;0;0;0,4;2,6;1,5;1,1;4,4;1,8;1,1;1,1
"1570362";"10";"CRS3035RES200mN2814200E3883200";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"1038710343";64,5;25;1;4;4;19;6;1503140,4;2395;1;24;5;5;10;5;0;0;1;0;7;7,5;3;16;14;4;10;2
"1571015";"10";"CRS3035RES200mN2814400E3881200";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"1038710333";266;151;18;81;4;99;26;5842576,1;11771;114;37;30;3;89;29;0;0;5;3;17;23;21;45;57;31;44;20
"1571016";"10";"CRS3035RES200mN2814400E3881400";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";96;62;15;38;1;10;13;1740689,2;3873;52;10;13;0;0;49;0;49;6;2;8;1;7;29;12;15;11;5
"1571017";"10";"CRS3035RES200mN2814400E3881600";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";131;88;15;59;2;23;7;2578271;5282;78;10;43;34;3;8;0;17;7;2;2;4;18;34;12;20;22;10
"1571018";"10";"CRS3035RES200mN2814400E3881800";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";127;90;11;64;1;35;3;2787239,9;5918;64;26;38;4;10;38;0;0;0;1;4,5;5,5;6;37;15;15;27;16
"1571019";"10";"CRS3035RES200mN2814400E3882000";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";67;42;11;30;3;18;2;1284992,1;2412;20;22;26;3;0;13;0;0;0;1;2;4;15;12;11;8;13;1
"1571020";"10";"CRS3035RES200mN2814400E3882200";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";381,5;257;149;183;8;25;40;5053910,1;12614;225;32;247;5;0;5;0;213;15,5;7;19;29;24;79;90;53;48;17
"1571021";"10";"CRS3035RES200mN2814400E3882400";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";193;128;37;86;4;26;12;3611327,8;8032;101;27;28;72;3;25;0;73;6;2,5;7;11;16,5;47;23;25;32;23
"1571022";"10";"CRS3035RES200mN2814400E3882600";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";1;0;"10387";19;9,3;1,4;5,1;0,9;6;1,4;440580,1;785,5;4,2;5,1;5,1;0,9;0,5;2,8;0;0;0,5;0,5;2,8;1,4;1,8;2,8;3,2;1,4;1,4;3,2
"1571023";"10";"CRS3035RES200mN2814400E3882800";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";20,5;13;0;7;0;9;0;501415,7;688;12;1;0;1;0;12;0;0;1,5;0;0;0;0;16;0;0;1;2
"1571024";"10";"CRS3035RES200mN2814400E3883000";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";40;19;2;5;0;12;1;990007,1;1717;0;19;1;5;8;5;0;0;0;2;0;1;3;8;6;8;12;0
"1571025";"10";"CRS3035RES200mN2814400E3883200";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";98;43;5;14;3;22;7;2048907,8;3549;0;43;6;18;11;8;0;5;6;2;5,5;11;6,5;16;16;11;10;14
"1571026";"10";"CRS3035RES200mN2814400E3883400";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";96;43;2;12;2;36;5;2454105,5;4075;2;41;14;18;5;6;0;1;2;3;3;8;4;16;16;19;14;11
"1571027";"10";"CRS3035RES200mN2814400E3883600";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"1038710343";71;26;3;3;2;26;3;1786624,8;2670;0;26;11;4;2;8;1;0;2;0;3;10;7;3;23;11;6;6
"1571028";"10";"CRS3035RES200mN2814400E3883800";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"1038710343";75;34;0;10;2;32;4;2070394,1;3354;0;34;18;8;6;2;0;0;2;0;4,5;4,5;8;7;20;11;16;2
"1571029";"10";"CRS3035RES200mN2814400E3884000";"CRS3035RES1000mN2814000E3884000";"CRS3035RES1000mN2814000E3884000";0;0;"1038710343";59,5;27;1;7;0;21;4;1579811,5;2796;3;24;5;3;10;9;0;0;0,5;1;4,5;4,5;1;12;13;9;12;2
"1571712";"10";"CRS3035RES200mN2814600E3881400";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";372;262;38;183;3;122;19;8441398,3;19265;250;12;17;221;1;23;0;0;3,5;5;12;17,5;22;62;47;39;92;70
"1571713";"10";"CRS3035RES200mN2814600E3881600";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";198;122;34;74;4;39;11;4265657,9;7783;103;19;72;3;18;29;0;1;8;3;8;11;27;49;38;18;29;6
"1571714";"10";"CRS3035RES200mN2814600E3881800";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";105,5;59;8;30;1;31;5;2135158,3;4305;43;16;21;33;0;5;0;0;8;3;2;2,5;13;30;11;9;22;5
"1571715";"10";"CRS3035RES200mN2814600E3882000";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";229;129;25;67;4;63;22;4752271,5;9817;107;22;27;101;1;0;0;27;9;2;15;13;20;33;42;22;38;35
"1571716";"10";"CRS3035RES200mN2814600E3882200";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";118,5;74;10;46;2;38;6;2827782,6;5756;56;18;17;11;42;4;0;5;4;2,5;5;5;9;19;16;18;26;14
"1571717";"10";"CRS3035RES200mN2814600E3882800";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";1;0;"10387";13;6,3;1;3,5;0,6;4,1;1;301449,5;537,4;2,8;3,5;3,5;0,6;0,3;1,9;0;0;0,3;0,3;1,9;0,9;1,3;1,9;2,2;1;1;2,2
"1571718";"10";"CRS3035RES200mN2814600E3883000";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";132;54;6;12;3;34;5;3051192,4;4645;0;54;8;4;34;8;0;18;3,5;3;11,5;11;8;20;27;23;20;5
"1571719";"10";"CRS3035RES200mN2814600E3883200";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";77;29;5;10;3;21;5;1707142,2;2847;1;28;15;1;5;8;0;0;1;3;6;11;4;11;15;12;9;4
"1571720";"10";"CRS3035RES200mN2814600E3883400";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";45;17;1;5;1;15;0;1191463,5;1719;0;17;4;1;12;0;0;1;1;0;4;7;3;6;12;4;7;1
"1571721";"10";"CRS3035RES200mN2814600E3883600";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";66,5;28;6;10;3;21;1;1594917,6;2653;1;27;13;8;3;4;0;0;1;1;5;10,5;3;3;17;14;8;4
"1571722";"10";"CRS3035RES200mN2814600E3883800";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";33;17;1;6;1;12;0;807135,3;1677;2;15;3;3;5;6;0;0;2;0;1;2;0;1;5;7;7;8
"1571723";"10";"CRS3035RES200mN2814600E3884000";"CRS3035RES1000mN2814000E3884000";"CRS3035RES1000mN2814000E3884000";0;0;"1038710357";33;11;1;2;3;8;0;1089104,4;1810;0;11;0;2;3;6;0;0;1;1;1;4;6;2;7;3;5;3
"1572379";"10";"CRS3035RES200mN2814800E3881200";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";1;0;"1038710333";6;2,8;0,4;1,4;0,3;1,1;0,3;138429,2;216,3;1,7;1,1;1,4;0,9;0,4;0,1;0;0,8;0,2;0;0,2;0,6;1,2;1;1,4;0,6;0,5;0,3
"1572380";"10";"CRS3035RES200mN2814800E3881400";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";186;105;7;52;1;77;10;5036018,1;10279;85;20;28;69;1;7;0;0;3,5;0,5;10;9;11;30;35;24;35;28
"1572381";"10";"CRS3035RES200mN2814800E3881600";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";298;206;38;136;0;59;21;6237719,9;12277;195;11;39;100;1;66;0;19;5,5;4;9,5;10;50;77;38;33;45;26
"1572382";"10";"CRS3035RES200mN2814800E3881800";"CRS3035RES1000mN2814000E3881000";"CRS3035RES1000mN2814000E3881000";0;0;"10387";416,5;241;56;150;11;77;32;7601648,7;14941;230;11;40;97;64;39;1;70;17,5;12,5;20,5;29;44;81;77;48;55;25
"1572383";"10";"CRS3035RES200mN2814800E3882000";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";431,5;197;106;99;15;11;46;5710886,7;10938;184;13;15;181;0;1;0;182;21,5;15;43,5;50,5;37;87;66;39;46;16
"1572384";"10";"CRS3035RES200mN2814800E3882200";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";1;0;"10387";3;1,5;0,2;0,8;0,1;1;0,2;69565,3;124;0,7;0,8;0,8;0,2;0,1;0,4;0;0;0,1;0,1;0,4;0,2;0,3;0,5;0,5;0,2;0,2;0,5
"1572385";"10";"CRS3035RES200mN2814800E3882400";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";1;0;"10387";1;0,5;0,1;0,3;0;0,3;0,1;23188,4;41,3;0,2;0,3;0,3;0,1;0;0,1;0;0;0;0;0,1;0,1;0,1;0,1;0,2;0,1;0,1;0,2
"1572386";"10";"CRS3035RES200mN2814800E3882600";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";1;0;"10387";5;2,4;0,4;1,3;0,2;1,6;0,4;115942,1;206,7;1,1;1,3;1,3;0,3;0,1;0,7;0;0;0,1;0,1;0,7;0,4;0,5;0,7;0,8;0,4;0,4;0,9
"1572387";"10";"CRS3035RES200mN2814800E3882800";"CRS3035RES1000mN2814000E3882000";"CRS3035RES1000mN2814000E3882000";0;0;"10387";45;26;2;15;1;13;2;1076157,6;1703;17;9;8;1;0;17;0;0;2;0;3;3;4;17;6;3;5;2
"1572388";"10";"CRS3035RES200mN2814800E3883000";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";172,5;73;19;22;6;12;15;3178957,5;5420;33;40;5;25;1;42;0;53;12,5;5;11,5;15,5;17;25;34;17;29;6
"1572389";"10";"CRS3035RES200mN2814800E3883200";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";86,5;49;8;23;1;26;5;2079009,2;3787;19;30;13;8;3;25;0;4;3;1;1;4,5;10;27;10;14;8;8
"1572390";"10";"CRS3035RES200mN2814800E3883400";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";149;78;10;38;4;43;9;3189883,7;6085;50;28;5;6;40;27;0;22;1;4;12;10;8;27;31;28;21;6
"1572391";"10";"CRS3035RES200mN2814800E3883600";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";65;29;1;5;0;24;3;1741430,3;3265;0;29;9;4;10;6;0;0;0;0;4;1;6;4;14;15;18;3
"1572392";"10";"CRS3035RES200mN2814800E3883800";"CRS3035RES1000mN2814000E3883000";"CRS3035RES1000mN2814000E3883000";0;0;"10387";87;41;0;13;2;28;3;1995275,9;3503;0;41;13;5;20;3;0;10;2;3;3;8;2;14;12;14;17;12
"1572393";"10";"CRS3035RES200mN2814800E3884000";"CRS3035RES1000mN2814000E3884000";"CRS3035RES1000mN2814000E3884000";1;0;"1038710357";22;8,8;0,5;2;1;8,3;2,4;543367,9;901,5;0;8,8;2,4;0,5;3,9;2;0;0;0,5;0,5;2,2;1,7;1;4,9;3,4;4,4;2,4;1
"1573104";"10";"CRS3035RES200mN2815000E3880800";"CRS3035RES1000mN2815000E3880000";"CRS3035RES1000mN2815000E3880000";0;0;"103871033310362";110;70;8;39;0;28;8;2648414,1;4746;47;23;31;0;1;38;0;3;0;0;3,5;4;12,5;22;28;16;22;2
