"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"1957651";"29";"CRS3035RES200mN2913400E3265800";"CRS3035RES1000mN2913000E3265000";"CRS3035RES1000mN2913000E3265000";1;0;"29075";4;1,9;0;0,5;0,1;1,9;0,2;134891,4;266,2;0;1,9;0,3;0,1;1,3;0,2;0;0;0,1;0;0,3;0,1;0,2;0,4;0,5;0,6;1,5;0,3
"1958417";"29";"CRS3035RES200mN2913600E3259400";"CRS3035RES1000mN2913000E3259000";"CRS3035RES1000mN2913000E3259000";1;0;"29075";24,5;9,5;0,9;2,4;1,2;7,6;0,5;761651,3;1254,1;1;8,5;1,7;2,1;2,6;3,1;0;0;0,2;0,2;2,5;1,9;2,1;3,1;5,7;4;2,9;1,9
"1958418";"29";"CRS3035RES200mN2913600E3259600";"CRS3035RES1000mN2913000E3259000";"CRS3035RES1000mN2913000E3259000";0;0;"29075";34;16;0;5;1;12;3;1048356;1637;11;5;3;0;12;1;0;0;1;0;1;3;5;2;6;7;7;2
"1958432";"29";"CRS3035RES200mN2913600E3263800";"CRS3035RES1000mN2913000E3263000";"CRS3035RES1000mN2913000E3263000";0;0;"29075";48,5;16;0;3;2;0;2;1156498,8;1751;2;14;0;0;4;12;0;0;7;5;6,5;1;1;22;5;1;0;0
"1958433";"29";"CRS3035RES200mN2913600E3264200";"CRS3035RES1000mN2913000E3264000";"CRS3035RES1000mN2913000E3264000";1;0;"29075";2;1,1;0;0,4;0;1;0,1;45635,9;141,7;0,2;0,9;0,6;0;0,5;0;0;0;0,1;0;0,1;0;0;0,1;0,3;0,3;0,7;0,4
"1958434";"29";"CRS3035RES200mN2913600E3264400";"CRS3035RES1000mN2913000E3264000";"CRS3035RES1000mN2913000E3264000";1;0;"29075";6;3,4;0;1,3;0;2,9;0,3;136907,6;425;0,5;2,9;1,8;0;1,6;0;0;0;0,3;0;0,4;0,1;0;0,3;0,8;1;2,1;1
"1958435";"29";"CRS3035RES200mN2913600E3265200";"CRS3035RES1000mN2913000E3265000";"CRS3035RES1000mN2913000E3265000";1;0;"29075";5;2,3;0;0,6;0,1;2,3;0,2;168614,2;332,8;0;2,3;0,3;0,2;1,6;0,2;0;0;0,1;0;0,3;0,1;0,3;0,5;0,7;0,8;1,9;0,3
"1958436";"29";"CRS3035RES200mN2913600E3265400";"CRS3035RES1000mN2913000E3265000";"CRS3035RES1000mN2913000E3265000";1;0;"29075";10;4,7;0;1,2;0,2;4,7;0,5;337228,4;665,5;0;4,7;0,7;0,3;3,3;0,4;0;0;0,2;0;0,7;0,2;0,5;1;1,3;1,6;3,8;0,7
"1958437";"29";"CRS3035RES200mN2913600E3265600";"CRS3035RES1000mN2913000E3265000";"CRS3035RES1000mN2913000E3265000";1;0;"29075";4;1,9;0;0,5;0,1;1,9;0,2;134891,4;266,2;0;1,9;0,3;0,1;1,3;0,2;0;0;0,1;0;0,3;0,1;0,2;0,4;0,5;0,6;1,5;0,3
"1958438";"29";"CRS3035RES200mN2913600E3265800";"CRS3035RES1000mN2913000E3265000";"CRS3035RES1000mN2913000E3265000";0;0;"29075";31;14;0;4;1;14;1;1036694,8;1925;0;14;0;2;10;2;0;0;1;1;2;0;2;4;1;7;10;3
"1958439";"29";"CRS3035RES200mN2913600E3266000";"CRS3035RES1000mN2913000E3266000";"CRS3035RES2000mN2912000E3266000";1;1;"29075";11;3,9;0;0,3;0,3;3,9;0,3;336895,3;581,3;0;3,9;0;0,6;1,8;1,5;0;0;1,2;0,9;0,9;0,5;0;2,7;0,9;1,8;1,5;0,6
