"";"dpt";"idcar_200m";"idcar_1km";"idcar_nat";"i_est_200";"i_est_1km";"lcog_geo";"ind";"men";"men_pauv";"men_1ind";"men_5ind";"men_prop";"men_fmp";"ind_snv";"men_surf";"men_coll";"men_mais";"log_av45";"log_45_70";"log_70_90";"log_ap90";"log_inc";"log_soc";"ind_0_3";"ind_4_5";"ind_6_10";"ind_11_17";"ind_18_24";"ind_25_39";"ind_40_54";"ind_55_64";"ind_65_79";"ind_80p"
"790217";"73";"CRS3035RES200mN2514600E4001800";"CRS3035RES1000mN2514000E4001000";"CRS3035RES1000mN2514000E4001000";1;0;"73008";23;10;0,3;2,9;0,5;7,5;0,8;770922,5;1208,1;3,1;6,9;1,9;1,5;2,9;3,7;0;0;0,8;0,2;0,5;1,9;1,6;4,5;3,9;4,7;3,4;1,5
"790218";"73";"CRS3035RES200mN2514600E4002000";"CRS3035RES1000mN2514000E4002000";"CRS3035RES1000mN2514000E4002000";0;0;"7300873103";52,5;17;1;0;1;14;3;1538289,5;1749;0;17;3;4;6;4;0;0;2;0;1;10,5;5;5;13;2;9;5
"790219";"73";"CRS3035RES200mN2514600E4002200";"CRS3035RES1000mN2514000E4002000";"CRS3035RES1000mN2514000E4002000";1;0;"7300873103";21;9,4;0,5;1,9;0,5;6,5;1;657987;1107,4;0,7;8,7;0,5;1,2;4,6;3,1;0;0;0,2;0,7;1;1,5;1;1,5;4,6;4,3;4,3;1,9
"790796";"73";"CRS3035RES200mN2514800E4001800";"CRS3035RES1000mN2514000E4001000";"CRS3035RES1000mN2514000E4001000";0;0;"73008";36;15;0;2;1;12;1;1049844,1;1262;4;11;0;13;2;0;0;0;0;0;1;3;0;6;5;4;6;11
"790797";"73";"CRS3035RES200mN2514800E4002000";"CRS3035RES1000mN2514000E4002000";"CRS3035RES1000mN2514000E4002000";0;0;"73008";67;28;0;7;1;23;2;1779093,7;2738;8;20;2;3;4;19;0;0;2;1;2;2;9;10;13;12;13;3
"790798";"73";"CRS3035RES200mN2514800E4002200";"CRS3035RES1000mN2514000E4002000";"CRS3035RES1000mN2514000E4002000";1;0;"7300873103";19;8,5;0,4;1,7;0,4;5,9;0,9;595321,6;1002;0,6;7,9;0,4;1,1;4,2;2,8;0;0;0,2;0,7;0,9;1,3;0,9;1,3;4,2;3,9;3,9;1,7
"791354";"73";"CRS3035RES200mN2515000E4001800";"CRS3035RES1000mN2515000E4001000";"CRS3035RES1000mN2515000E4001000";0;0;"73008";40,5;19;1;8;0;12;1;1063565,9;1331;12;7;0;15;4;0;0;0;3;1;0,5;2;2;9;8;2;8;5
"791355";"73";"CRS3035RES200mN2515000E4002000";"CRS3035RES1000mN2515000E4002000";"CRS3035RES1000mN2515000E4002000";0;0;"73008";190;88;5;30;5;64;10;5253882,5;7311;49;39;2;59;20;7;0;0;4;2;8,5;24,5;13;23;42;18;33;22
"791356";"73";"CRS3035RES200mN2515000E4002200";"CRS3035RES1000mN2515000E4002000";"CRS3035RES1000mN2515000E4002000";0;0;"73008";57;22;1;5;1;12;1;1834776;2887;6;16;0;2;6;14;0;0;2;3;5;4;2;12;15;5;6;3
"791357";"73";"CRS3035RES200mN2515000E4002400";"CRS3035RES1000mN2515000E4002000";"CRS3035RES1000mN2515000E4002000";0;0;"7300873103";50;23;0;6;0;21;1;1681081,1;3182;0;23;0;0;2;21;0;0;0;0;2;3;4;4;8;13;13;3
