"","Nom.2024.Commune","Agrégat","Montant.en...par.habitant"
"442","Villemomble","Produit des cessions d'immobilisations","8.170217605033754"
"443","Villepinte","Produit des cessions d'immobilisations","64.82856770967575"
"444","Villetaneuse","Produit des cessions d'immobilisations","36.41389585947302"
"445","Le Raincy","Recettes de fonctionnement","1371.0374691358027"
"446","Aubervilliers","Recettes de fonctionnement","1773.3969136595797"
"447","Aulnay-sous-Bois","Recettes de fonctionnement","1983.4526519266776"
"448","Bagnolet","Recettes de fonctionnement","2047.7813544172386"
"449","Le Blanc-Mesnil","Recettes de fonctionnement","1861.0536011028153"
"450","Bobigny","Recettes de fonctionnement","2373.338565708177"
"451","Bondy","Recettes de fonctionnement","1827.9716334068253"
"452","Le Bourget","Recettes de fonctionnement","1773.696904505716"
"453","Clichy-sous-Bois","Recettes de fonctionnement","2041.1625676038382"
"454","Coubron","Recettes de fonctionnement","1372.8219248090857"
"455","La Courneuve","Recettes de fonctionnement","1787.3157937363867"
"456","Drancy","Recettes de fonctionnement","1722.0054017788577"
"457","Dugny","Recettes de fonctionnement","2304.005314919071"
"458","Épinay-sur-Seine","Recettes de fonctionnement","1614.2938178869065"
"459","Gagny","Recettes de fonctionnement","1358.348114672999"
"460","Gournay-sur-Marne","Recettes de fonctionnement","1709.8574539170506"
"461","L'Île-Saint-Denis","Recettes de fonctionnement","1763.3023689968907"
"462","Les Lilas","Recettes de fonctionnement","1775.171014031964"
"463","Livry-Gargan","Recettes de fonctionnement","1604.059435284954"
"464","Montfermeil","Recettes de fonctionnement","1734.5200021352314"
"465","Montreuil","Recettes de fonctionnement","1905.4278375748704"
"466","Neuilly-Plaisance","Recettes de fonctionnement","1540.5286405422974"
"467","Neuilly-sur-Marne","Recettes de fonctionnement","1588.2496580674301"
"468","Noisy-le-Grand","Recettes de fonctionnement","1850.3547463757877"
"469","Noisy-le-Sec","Recettes de fonctionnement","1651.8188355793982"
"470","Pantin","Recettes de fonctionnement","2204.274540920947"
"471","Les Pavillons-sous-Bois","Recettes de fonctionnement","1563.0412790506016"
"472","Pierrefitte-sur-Seine","Recettes de fonctionnement","1516.77036267193"
"473","Le Pré-Saint-Gervais","Recettes de fonctionnement","1682.3359250280848"
"474","Romainville","Recettes de fonctionnement","2050.2220957922204"
"475","Rosny-sous-Bois","Recettes de fonctionnement","1869.6796161981813"
"476","Saint-Denis","Recettes de fonctionnement","1799.6060587897057"
"477","Saint-Ouen-sur-Seine","Recettes de fonctionnement","2269.3396597899473"
"478","Sevran","Recettes de fonctionnement","1880.8595471328026"
"479","Stains","Recettes de fonctionnement","1688.3141787206685"
"480","Tremblay-en-France","Recettes de fonctionnement","3083.353841554559"
"481","Vaujours","Recettes de fonctionnement","1819.4329566830045"
"482","Villemomble","Recettes de fonctionnement","1399.8838339778463"
"483","Villepinte","Recettes de fonctionnement","1805.9629181916594"
"484","Villetaneuse","Recettes de fonctionnement","1801.2644840025093"
"485","Le Raincy","Recettes d'investissement hors emprunts","72.13695141377937"
"486","Aubervilliers","Recettes d'investissement hors emprunts","305.55998448908144"
"487","Aulnay-sous-Bois","Recettes d'investissement hors emprunts","231.27071577171125"
"488","Bagnolet","Recettes d'investissement hors emprunts","212.32535613906262"
"489","Le Blanc-Mesnil","Recettes d'investissement hors emprunts","223.93149993150215"
"490","Bobigny","Recettes d'investissement hors emprunts","520.1417727528038"
"491","Bondy","Recettes d'investissement hors emprunts","141.50415418244862"
"492","Le Bourget","Recettes d'investissement hors emprunts","553.0050067249496"
"493","Clichy-sous-Bois","Recettes d'investissement hors emprunts","119.12669630275784"
"494","Coubron","Recettes d'investissement hors emprunts","129.1286743685138"
"495","La Courneuve","Recettes d'investissement hors emprunts","320.8535648882404"
"496","Drancy","Recettes d'investissement hors emprunts","237.37937698096877"
"497","Dugny","Recettes d'investissement hors emprunts","134.81392505277972"
"498","Épinay-sur-Seine","Recettes d'investissement hors emprunts","153.34296381229376"
"499","Gagny","Recettes d'investissement hors emprunts","98.59079944592857"
"500","Gournay-sur-Marne","Recettes d'investissement hors emprunts","277.42987615207375"
"501","L'Île-Saint-Denis","Recettes d'investissement hors emprunts","405.8354428193021"
"502","Les Lilas","Recettes d'investissement hors emprunts","225.04070922887786"
"503","Livry-Gargan","Recettes d'investissement hors emprunts","107.65096953567874"
"504","Montfermeil","Recettes d'investissement hors emprunts","103.89661672597866"
"505","Montreuil","Recettes d'investissement hors emprunts","111.33903746418274"
"506","Neuilly-Plaisance","Recettes d'investissement hors emprunts","124.06289395487046"
"507","Neuilly-sur-Marne","Recettes d'investissement hors emprunts","107.9903839103058"
"508","Noisy-le-Grand","Recettes d'investissement hors emprunts","190.10298132082403"
"509","Noisy-le-Sec","Recettes d'investissement hors emprunts","150.83427458954336"
"510","Pantin","Recettes d'investissement hors emprunts","192.56981052838793"
"511","Les Pavillons-sous-Bois","Recettes d'investissement hors emprunts","119.70114018460524"
"512","Pierrefitte-sur-Seine","Recettes d'investissement hors emprunts","191.43370042558442"
"513","Le Pré-Saint-Gervais","Recettes d'investissement hors emprunts","152.0196801277124"
"514","Romainville","Recettes d'investissement hors emprunts","116.2523282248148"
"515","Rosny-sous-Bois","Recettes d'investissement hors emprunts","265.24888806507187"
"516","Saint-Denis","Recettes d'investissement hors emprunts","147.91993579132617"
"517","Saint-Ouen-sur-Seine","Recettes d'investissement hors emprunts","309.60754726181545"
"518","Sevran","Recettes d'investissement hors emprunts","128.12505076727817"
"519","Stains","Recettes d'investissement hors emprunts","62.03518532255273"
"520","Tremblay-en-France","Recettes d'investissement hors emprunts","208.34793561819345"
"521","Vaujours","Recettes d'investissement hors emprunts","56.744175387468545"
"522","Villemomble","Recettes d'investissement hors emprunts","125.20924297043979"
"523","Villepinte","Recettes d'investissement hors emprunts","169.72165523996082"
"524","Villetaneuse","Recettes d'investissement hors emprunts","669.0331540150564"
"525","Aubervilliers","Subventions aux personnes de droit privé","57.14893805603873"
"526","Aulnay-sous-Bois","Subventions aux personnes de droit privé","86.55056240031436"
"527","Bagnolet","Subventions aux personnes de droit privé","33.69118577975844"
"528","Le Blanc-Mesnil","Subventions aux personnes de droit privé","24.226522364545517"
"529","Bobigny","Subventions aux personnes de droit privé","52.41539381420884"
"530","Bondy","Subventions aux personnes de droit privé","19.493282077373888"
"531","Le Bourget","Subventions aux personnes de droit privé","42.07220174848689"
"532","Clichy-sous-Bois","Subventions aux personnes de droit privé","68.66251727840032"
"533","Coubron","Subventions aux personnes de droit privé","7.6267867632661055"
"534","La Courneuve","Subventions aux personnes de droit privé","20.8163632134323"
"535","Drancy","Subventions aux personnes de droit privé","23.89368212345886"
"536","Dugny","Subventions aux personnes de droit privé","19.6204257565095"
"537","Épinay-sur-Seine","Subventions aux personnes de droit privé","40.934249305516715"
"538","Gagny","Subventions aux personnes de droit privé","28.098779064015037"
"539","Gournay-sur-Marne","Subventions aux personnes de droit privé","18.289686059907833"
"540","L'Île-Saint-Denis","Subventions aux personnes de droit privé","49.76208453299551"
"541","Les Lilas","Subventions aux personnes de droit privé","32.04141718597651"
"542","Livry-Gargan","Subventions aux personnes de droit privé","24.115004976416117"
"543","Montfermeil","Subventions aux personnes de droit privé","12.702744483985764"
"544","Montreuil","Subventions aux personnes de droit privé","43.85153632606425"
"545","Neuilly-Plaisance","Subventions aux personnes de droit privé","19.28034172160832"
"546","Neuilly-sur-Marne","Subventions aux personnes de droit privé","25.48043146736098"
"547","Noisy-le-Grand","Subventions aux personnes de droit privé","26.53850312261565"
"548","Noisy-le-Sec","Subventions aux personnes de droit privé","22.0811395444418"
"549","Pantin","Subventions aux personnes de droit privé","33.556275529454226"
"550","Les Pavillons-sous-Bois","Subventions aux personnes de droit privé","60.23720866985331"
"551","Pierrefitte-sur-Seine","Subventions aux personnes de droit privé","32.70989946339357"
"552","Le Pré-Saint-Gervais","Subventions aux personnes de droit privé","25.261035889552417"
"553","Le Raincy","Subventions aux personnes de droit privé","3.0241603610779237"
"554","Romainville","Subventions aux personnes de droit privé","11.562246948384969"
"555","Rosny-sous-Bois","Subventions aux personnes de droit privé","42.94690014610637"
"556","Saint-Denis","Subventions aux personnes de droit privé","51.57945043647959"
"557","Saint-Ouen-sur-Seine","Subventions aux personnes de droit privé","72.7048730307577"
"558","Sevran","Subventions aux personnes de droit privé","38.925254990192684"
"559","Stains","Subventions aux personnes de droit privé","26.380285587122614"
"560","Tremblay-en-France","Subventions aux personnes de droit privé","275.11083520179375"
"561","Vaujours","Subventions aux personnes de droit privé","14.582796396873759"
"562","Villemomble","Subventions aux personnes de droit privé","53.27741331847677"
"563","Villepinte","Subventions aux personnes de droit privé","33.77928759214392"
"564","Villetaneuse","Subventions aux personnes de droit privé","16.35900250941029"
"565","Le Raincy","Subventions d'équipement versées","0.0"
"566","Aubervilliers","Subventions d'équipement versées","61.29590556066431"
"567","Aulnay-sous-Bois","Subventions d'équipement versées","13.87061695291371"
"568","Bagnolet","Subventions d'équipement versées","0.5064188590383106"
"569","Le Blanc-Mesnil","Subventions d'équipement versées","15.806113946160695"
"570","Bobigny","Subventions d'équipement versées","21.50896450508235"
"571","Bondy","Subventions d'équipement versées","3.95640529896169"
"572","Le Bourget","Subventions d'équipement versées","0.0"
"573","Clichy-sous-Bois","Subventions d'équipement versées","21.164765483459707"
"574","Coubron","Subventions d'équipement versées","0.0"
"575","La Courneuve","Subventions d'équipement versées","14.347945611030049"
"576","Drancy","Subventions d'équipement versées","4.703434284198328"
"577","Dugny","Subventions d'équipement versées","47.501759324419425"
"578","Épinay-sur-Seine","Subventions d'équipement versées","26.816350280589894"
"579","Gagny","Subventions d'équipement versées","3.035881319877313"
"580","Gournay-sur-Marne","Subventions d'équipement versées","0.0"
"581","L'Île-Saint-Denis","Subventions d'équipement versées","0.027363814349879074"
"582","Les Lilas","Subventions d'équipement versées","3.6815549620585863"
"583","Livry-Gargan","Subventions d'équipement versées","4.472583841793241"
"584","Montfermeil","Subventions d'équipement versées","0.0"
"585","Montreuil","Subventions d'équipement versées","5.504967552465031"
"586","Neuilly-Plaisance","Subventions d'équipement versées","9.173277927384158"
"587","Neuilly-sur-Marne","Subventions d'équipement versées","22.083369908871116"
"588","Noisy-le-Grand","Subventions d'équipement versées","0.0"
"589","Noisy-le-Sec","Subventions d'équipement versées","19.223914642324083"
"590","Pantin","Subventions d'équipement versées","1.8998835282731017"
"591","Les Pavillons-sous-Bois","Subventions d'équipement versées","0.0"
"592","Pierrefitte-sur-Seine","Subventions d'équipement versées","0.0"
"593","Le Pré-Saint-Gervais","Subventions d'équipement versées","39.68391178383492"
"594","Romainville","Subventions d'équipement versées","26.648358875925982"
"595","Rosny-sous-Bois","Subventions d'équipement versées","6.888708157969339"
"596","Saint-Denis","Subventions d'équipement versées","3.4848669652036035"
"597","Saint-Ouen-sur-Seine","Subventions d'équipement versées","3.508184171042761"
"598","Sevran","Subventions d'équipement versées","3.6571654936348605"
"599","Stains","Subventions d'équipement versées","0.0"
"600","Tremblay-en-France","Subventions d'équipement versées","17.616912235746316"
"601","Vaujours","Subventions d'équipement versées","0.0"
"602","Villemomble","Subventions d'équipement versées","16.21593924100413"
"603","Villepinte","Subventions d'équipement versées","6.915993092427445"
"604","Villetaneuse","Subventions d'équipement versées","0.0"
"605","Aubervilliers","Epargne de gestion","303.26435723861334"
"606","Aulnay-sous-Bois","Epargne de gestion","190.88937761494188"
"607","Bagnolet","Epargne de gestion","437.87182766566224"
"608","Le Blanc-Mesnil","Epargne de gestion","398.9767633057059"
"609","Bobigny","Epargne de gestion","486.08100505517206"
"610","Bondy","Epargne de gestion","351.9766638400513"
"611","Le Bourget","Epargne de gestion","56.008618695359786"
"612","Clichy-sous-Bois","Epargne de gestion","156.7498577467624"
"613","Coubron","Epargne de gestion","217.28508321911102"
"614","La Courneuve","Epargne de gestion","217.9071638224534"
"615","Drancy","Epargne de gestion","233.90814085647665"
"616","Dugny","Epargne de gestion","378.3995566502463"
"617","Épinay-sur-Seine","Epargne de gestion","245.73498163581112"
"618","Gagny","Epargne de gestion","199.23330958741468"
"619","Gournay-sur-Marne","Epargne de gestion","279.04158986175116"
"620","L'Île-Saint-Denis","Epargne de gestion","130.08747437521595"
"621","Les Lilas","Epargne de gestion","210.49675102802155"
"622","Livry-Gargan","Epargne de gestion","218.67464927084686"
"623","Montfermeil","Epargne de gestion","381.51924982206407"
"624","Montreuil","Epargne de gestion","260.84823881742795"
"625","Neuilly-Plaisance","Epargne de gestion","242.35503714365308"
"626","Neuilly-sur-Marne","Epargne de gestion","199.76991551316453"
"627","Noisy-le-Grand","Epargne de gestion","238.63217254924123"
"628","Noisy-le-Sec","Epargne de gestion","282.00277509788225"
"629","Pantin","Epargne de gestion","453.2642466247806"
"630","Les Pavillons-sous-Bois","Epargne de gestion","201.1012934728861"
"631","Pierrefitte-sur-Seine","Epargne de gestion","187.27289705791648"
"632","Le Pré-Saint-Gervais","Epargne de gestion","237.27195411813398"
"633","Le Raincy","Epargne de gestion","71.4572992167795"
"634","Romainville","Epargne de gestion","362.4983675734037"
"635","Rosny-sous-Bois","Epargne de gestion","249.77103277580304"
"636","Saint-Denis","Epargne de gestion","225.90060863201546"
"637","Saint-Ouen-sur-Seine","Epargne de gestion","321.57942535633913"
"638","Sevran","Epargne de gestion","268.85743548325064"
"639","Stains","Epargne de gestion","142.58776524985757"
"640","Tremblay-en-France","Epargne de gestion","299.66175421738205"
"641","Vaujours","Epargne de gestion","121.04248244800623"
"642","Villemomble","Epargne de gestion","83.06487841646458"
"643","Villepinte","Epargne de gestion","269.74445409557194"
"644","Villetaneuse","Epargne de gestion","130.4093075595985"
"645","Bagnolet","Taxe d'enlévement des ordures ménagères","0.04258754716025625"
"646","Bagnolet","TVA","1.9410781657508926"
"647","Aubervilliers","Concours de l'Etat","462.6684264173102"
"648","Aulnay-sous-Bois","Concours de l'Etat","336.0733262060516"
"649","Bagnolet","Concours de l'Etat","177.56080824449901"
"650","Le Blanc-Mesnil","Concours de l'Etat","348.7828191999452"
"651","Bobigny","Concours de l'Etat","465.64195158630935"
"652","Bondy","Concours de l'Etat","499.0208046431869"
"653","Le Bourget","Concours de l'Etat","122.11984599865502"
"654","Clichy-sous-Bois","Concours de l'Etat","972.3623981748641"
"655","Coubron","Concours de l'Etat","98.2549441942432"
"656","La Courneuve","Concours de l'Etat","555.8983270950961"
"657","Drancy","Concours de l'Etat","331.34576913947416"
"658","Dugny","Concours de l'Etat","561.0975527797326"
"659","Épinay-sur-Seine","Concours de l'Etat","512.3539646139792"
"660","Gagny","Concours de l'Etat","255.92019516176907"
"661","Gournay-sur-Marne","Concours de l'Etat","99.07839573732718"
"662","L'Île-Saint-Denis","Concours de l'Etat","308.32431187377637"
"663","Les Lilas","Concours de l'Etat","144.35580016109205"
"664","Livry-Gargan","Concours de l'Etat","167.79424877753257"
"665","Montfermeil","Concours de l'Etat","365.12401565836296"
"666","Montreuil","Concours de l'Etat","157.9617039642229"
"667","Neuilly-Plaisance","Concours de l'Etat","145.51167007150153"
"668","Neuilly-sur-Marne","Concours de l'Etat","317.02826855123675"
"669","Noisy-le-Grand","Concours de l'Etat","131.78395201627717"
"670","Noisy-le-Sec","Concours de l'Etat","355.91506024357005"
"671","Pantin","Concours de l'Etat","131.16767171377484"
"672","Les Pavillons-sous-Bois","Concours de l'Etat","113.59817908356683"
"673","Pierrefitte-sur-Seine","Concours de l'Etat","445.5178523407143"
"674","Le Pré-Saint-Gervais","Concours de l'Etat","314.667971974221"
"675","Romainville","Concours de l'Etat","223.8931094982455"
"676","Rosny-sous-Bois","Concours de l'Etat","165.03920710033364"
"677","Saint-Denis","Concours de l'Etat","308.8630452509976"
"678","Saint-Ouen-sur-Seine","Concours de l'Etat","181.27491429107278"
"679","Sevran","Concours de l'Etat","557.6414807122803"
"680","Stains","Concours de l'Etat","609.0451870533838"
"681","Tremblay-en-France","Concours de l'Etat","376.41397234678624"
"682","Vaujours","Concours de l'Etat","298.82898397138695"
"683","Villemomble","Concours de l'Etat","242.00536212885888"
"684","Villepinte","Concours de l'Etat","162.92836615289448"
"685","Villetaneuse","Concours de l'Etat","550.8000901819322"
"686","Aubervilliers","Crédits de trésorerie","0.0"
"687","Aulnay-sous-Bois","Crédits de trésorerie","0.0"
"688","Bagnolet","Crédits de trésorerie","0.0"
"689","Le Blanc-Mesnil","Crédits de trésorerie","0.0"
"690","Bobigny","Crédits de trésorerie","0.0"
"691","Bondy","Crédits de trésorerie","0.0"
"692","Le Bourget","Crédits de trésorerie","0.0"
"693","Clichy-sous-Bois","Crédits de trésorerie","25.162718915654565"
"694","Coubron","Crédits de trésorerie","0.0"
"695","La Courneuve","Crédits de trésorerie","0.0"
"696","Drancy","Crédits de trésorerie","181.8651475167204"
"697","Dugny","Crédits de trésorerie","0.0"
"698","Épinay-sur-Seine","Crédits de trésorerie","0.0"
"699","Gagny","Crédits de trésorerie","0.0"
"700","Gournay-sur-Marne","Crédits de trésorerie","0.0"
"701","L'Île-Saint-Denis","Crédits de trésorerie","0.0"
"702","Les Lilas","Crédits de trésorerie","0.0"
"703","Livry-Gargan","Crédits de trésorerie","0.0"
"704","Montfermeil","Crédits de trésorerie","0.0"
"705","Montreuil","Crédits de trésorerie","0.0"
"706","Neuilly-Plaisance","Crédits de trésorerie","0.0"
"707","Neuilly-sur-Marne","Crédits de trésorerie","0.0"
"708","Noisy-le-Grand","Crédits de trésorerie","0.0"
"709","Noisy-le-Sec","Crédits de trésorerie","0.0"
"710","Pantin","Crédits de trésorerie","0.0"
"711","Les Pavillons-sous-Bois","Crédits de trésorerie","0.0"
"712","Pierrefitte-sur-Seine","Crédits de trésorerie","123.35779929686055"
"713","Le Pré-Saint-Gervais","Crédits de trésorerie","0.0"
"714","Le Raincy","Crédits de trésorerie","0.0"
"715","Romainville","Crédits de trésorerie","0.0"
"716","Rosny-sous-Bois","Crédits de trésorerie","0.0"
"717","Saint-Denis","Crédits de trésorerie","152.68944608039587"
"718","Saint-Ouen-sur-Seine","Crédits de trésorerie","0.0"
"719","Sevran","Crédits de trésorerie","28.84504442136841"
"720","Stains","Crédits de trésorerie","49.45231560467819"
"721","Tremblay-en-France","Crédits de trésorerie","0.0"
"722","Vaujours","Crédits de trésorerie","0.0"
"723","Villemomble","Crédits de trésorerie","0.0"
"724","Villepinte","Crédits de trésorerie","0.0"
"725","Villetaneuse","Crédits de trésorerie","0.0"
"726","Le Raincy","Dépenses de fonctionnement","1310.1391550511087"
"727","Aubervilliers","Dépenses de fonctionnement","1504.2740128962207"
"728","Aulnay-sous-Bois","Dépenses de fonctionnement","1848.690121125263"
"729","Bagnolet","Dépenses de fonctionnement","1726.2217063783453"
"730","Le Blanc-Mesnil","Dépenses de fonctionnement","1495.9631209329405"
"731","Bobigny","Dépenses de fonctionnement","1966.54076806001"
"732","Bondy","Dépenses de fonctionnement","1542.6053929937625"
"733","Le Bourget","Dépenses de fonctionnement","1755.2314579690653"
"734","Clichy-sous-Bois","Dépenses de fonctionnement","1910.6005646514125"
"735","Coubron","Dépenses de fonctionnement","1163.767607205796"
"736","La Courneuve","Dépenses de fonctionnement","1619.2829116707903"
"737","Drancy","Dépenses de fonctionnement","1526.3962292129183"
"738","Dugny","Dépenses de fonctionnement","1940.580884940183"
"739","Épinay-sur-Seine","Dépenses de fonctionnement","1381.661624065477"
"740","Gagny","Dépenses de fonctionnement","1164.6865944394974"
"741","Gournay-sur-Marne","Dépenses de fonctionnement","1455.702057891705"
"742","L'Île-Saint-Denis","Dépenses de fonctionnement","1661.809737417943"
"743","Les Lilas","Dépenses de fonctionnement","1568.2457984653865"
"744","Livry-Gargan","Dépenses de fonctionnement","1401.530651910511"
"745","Montfermeil","Dépenses de fonctionnement","1373.9034508896796"
"746","Montreuil","Dépenses de fonctionnement","1691.3900012496986"
"747","Neuilly-Plaisance","Dépenses de fonctionnement","1313.1415929984214"
"748","Neuilly-sur-Marne","Dépenses de fonctionnement","1401.3694800605754"
"749","Noisy-le-Grand","Dépenses de fonctionnement","1635.9682113488004"
"750","Noisy-le-Sec","Dépenses de fonctionnement","1418.5257879253281"
"751","Pantin","Dépenses de fonctionnement","1786.2624221197852"
"752","Les Pavillons-sous-Bois","Dépenses de fonctionnement","1366.7391494972803"
"753","Pierrefitte-sur-Seine","Dépenses de fonctionnement","1367.4830231912663"
"754","Le Pré-Saint-Gervais","Dépenses de fonctionnement","1459.1467941819901"
"755","Romainville","Dépenses de fonctionnement","1721.314814503794"
"756","Rosny-sous-Bois","Dépenses de fonctionnement","1668.618223390104"
"757","Saint-Denis","Dépenses de fonctionnement","1604.2107823526337"
"758","Saint-Ouen-sur-Seine","Dépenses de fonctionnement","2019.4115774568643"
"759","Sevran","Dépenses de fonctionnement","1656.2733498711586"
"760","Stains","Dépenses de fonctionnement","1578.5563486882772"
"761","Tremblay-en-France","Dépenses de fonctionnement","2786.333139814222"
"762","Vaujours","Dépenses de fonctionnement","1717.9623791230626"
"763","Villemomble","Dépenses de fonctionnement","1315.9973032050862"
"764","Villepinte","Dépenses de fonctionnement","1556.430771431517"
"765","Villetaneuse","Dépenses de fonctionnement","1698.976693067754"
"766","Le Raincy","Dépenses d'équipement","711.1698904818797"
"767","Aubervilliers","Dépenses d'équipement","317.8120061157336"
"768","Aulnay-sous-Bois","Dépenses d'équipement","245.20806257368065"
"769","Bagnolet","Dépenses d'équipement","452.2312007191147"
"770","Le Blanc-Mesnil","Dépenses d'équipement","535.5931961093225"
"771","Bobigny","Dépenses d'équipement","859.2105468282872"
"772","Bondy","Dépenses d'équipement","215.25128460248365"
"773","Le Bourget","Dépenses d'équipement","345.5993604572966"
"774","Clichy-sous-Bois","Dépenses d'équipement","464.1268613701939"
"775","Coubron","Dépenses d'équipement","188.0620246720188"
"776","La Courneuve","Dépenses d'équipement","520.4930808433251"
"777","Drancy","Dépenses d'équipement","640.2498304919086"
"778","Dugny","Dépenses d'équipement","553.1950351864884"
"779","Épinay-sur-Seine","Dépenses d'équipement","420.7513557805246"
"780","Gagny","Dépenses d'équipement","465.27721974868905"
"781","Gournay-sur-Marne","Dépenses d'équipement","633.1697148617511"
"782","L'Île-Saint-Denis","Dépenses d'équipement","522.7639663710698"
"783","Les Lilas","Dépenses d'équipement","421.1245063376998"
"784","Livry-Gargan","Dépenses d'équipement","364.8667339564672"
"785","Montfermeil","Dépenses d'équipement","446.8314192170819"
"786","Montreuil","Dépenses d'équipement","329.8673917894793"
"787","Neuilly-Plaisance","Dépenses d'équipement","312.78335407187296"
"788","Neuilly-sur-Marne","Dépenses d'équipement","363.8033420122745"
"789","Noisy-le-Grand","Dépenses d'équipement","524.7793087857123"
"790","Noisy-le-Sec","Dépenses d'équipement","275.5339871076597"
"791","Pantin","Dépenses d'équipement","1161.2449406978462"
"792","Les Pavillons-sous-Bois","Dépenses d'équipement","271.7600597494643"
"793","Pierrefitte-sur-Seine","Dépenses d'équipement","446.20277555048415"
"794","Le Pré-Saint-Gervais","Dépenses d'équipement","602.1241210902856"
"795","Romainville","Dépenses d'équipement","373.47637855022043"
"796","Rosny-sous-Bois","Dépenses d'équipement","437.3132642780819"
"797","Saint-Denis","Dépenses d'équipement","350.003579045495"
"798","Saint-Ouen-sur-Seine","Dépenses d'équipement","226.61053900975242"
"799","Sevran","Dépenses d'équipement","470.1995748240452"
"800","Stains","Dépenses d'équipement","130.57102613554878"
"801","Tremblay-en-France","Dépenses d'équipement","508.405672378817"
"802","Vaujours","Dépenses d'équipement","994.8003629619818"
"803","Villemomble","Dépenses d'équipement","284.4933528871993"
"804","Villepinte","Dépenses d'équipement","271.1203567194185"
"805","Villetaneuse","Dépenses d'équipement","1065.0638935069007"
"806","Le Blanc-Mesnil","Dépenses d'intervention","108.33978029317076"
"807","Les Lilas","Dépenses d'intervention","135.28127093136632"
"808","Neuilly-sur-Marne","Dépenses d'intervention","97.78936714577965"
"809","Noisy-le-Grand","Dépenses d'intervention","100.03991366886144"
"810","Le Raincy","Dépenses d'intervention","52.78862339041551"
"811","Saint-Ouen-sur-Seine","Dépenses d'intervention","136.18764628657163"
"812","Sevran","Dépenses d'intervention","97.91954578670051"
"813","Aubervilliers","Dépenses d'intervention","142.15732680397522"
"814","Aulnay-sous-Bois","Dépenses d'intervention","152.87300513164283"
"815","Bagnolet","Dépenses d'intervention","106.2671263261844"
"816","Bobigny","Dépenses d'intervention","148.96827816129442"
"817","Bondy","Dépenses d'intervention","102.26011061488308"
"818","Le Bourget","Dépenses d'intervention","132.89614525891056"
"819","Clichy-sous-Bois","Dépenses d'intervention","162.1177655505603"
"820","Coubron","Dépenses d'intervention","33.914223614646566"
"821","La Courneuve","Dépenses d'intervention","136.38311933007677"
"822","Drancy","Dépenses d'intervention","81.58078652312933"
"823","Dugny","Dépenses d'intervention","85.02446604503871"
"824","Épinay-sur-Seine","Dépenses d'intervention","352.9011499524582"
"825","Gagny","Dépenses d'intervention","100.84603047392896"
"826","Gournay-sur-Marne","Dépenses d'intervention","52.214249711981566"
"827","L'Île-Saint-Denis","Dépenses d'intervention","129.6617655188299"
"828","Livry-Gargan","Dépenses d'intervention","101.08175883854776"
"829","Montfermeil","Dépenses d'intervention","60.55530355871886"
"830","Montreuil","Dépenses d'intervention","103.57845751470627"
"831","Neuilly-Plaisance","Dépenses d'intervention","60.435696907790884"
"832","Noisy-le-Sec","Dépenses d'intervention","116.91655086633932"
"833","Pantin","Dépenses d'intervention","145.97193343066652"
"834","Les Pavillons-sous-Bois","Dépenses d'intervention","134.69709205538157"
"835","Pierrefitte-sur-Seine","Dépenses d'intervention","151.55623697033246"
"836","Le Pré-Saint-Gervais","Dépenses d'intervention","120.64093892272216"
"837","Romainville","Dépenses d'intervention","358.8623699127253"
"838","Rosny-sous-Bois","Dépenses d'intervention","139.89291427699152"
"839","Saint-Denis","Dépenses d'intervention","132.68550600268335"
"840","Stains","Dépenses d'intervention","176.59992161807978"
"841","Tremblay-en-France","Dépenses d'intervention","396.2025515161222"
"842","Vaujours","Dépenses d'intervention","90.69509471453173"
"843","Villemomble","Dépenses d'intervention","128.50993707806253"
"844","Villepinte","Dépenses d'intervention","86.1855038919532"
"845","Villetaneuse","Dépenses d'intervention","118.0886723651192"
"846","Le Raincy","Dépenses d'investissement hors remb","711.1698904818797"
"847","Aubervilliers","Dépenses d'investissement hors remb","392.6316912440865"
"848","Aulnay-sous-Bois","Dépenses d'investissement hors remb","269.58127320219137"
"849","Bagnolet","Dépenses d'investissement hors remb","497.0190512242676"
"850","Le Blanc-Mesnil","Dépenses d'investissement hors remb","554.521796698404"
"851","Bobigny","Dépenses d'investissement hors remb","881.1724837382906"
"852","Bondy","Dépenses d'investissement hors remb","219.50596397007556"
"853","Le Bourget","Dépenses d'investissement hors remb","374.1803960995293"
"854","Clichy-sous-Bois","Dépenses d'investissement hors remb","498.71509863785815"
"855","Coubron","Dépenses d'investissement hors remb","189.99486195418055"
"856","La Courneuve","Dépenses d'investissement hors remb","575.9107889784094"
"857","Drancy","Dépenses d'investissement hors remb","660.9572887083037"
"858","Dugny","Dépenses d'investissement hors remb","600.705591133005"
"859","Épinay-sur-Seine","Dépenses d'investissement hors remb","447.60201073885565"
"860","Gagny","Dépenses d'investissement hors remb","475.06240427426536"
"861","Gournay-sur-Marne","Dépenses d'investissement hors remb","647.858654953917"
"862","L'Île-Saint-Denis","Dépenses d'investissement hors remb","522.7913301854198"
"863","Les Lilas","Dépenses d'investissement hors remb","433.41993047606934"
"864","Livry-Gargan","Dépenses d'investissement hors remb","371.35960837768835"
"865","Montfermeil","Dépenses d'investissement hors remb","453.9735914590747"
"866","Montreuil","Dépenses d'investissement hors remb","336.96631276388723"
"867","Neuilly-Plaisance","Dépenses d'investissement hors remb","322.01513325285543"
