"dpt","commune","personnel","emprunt","equipement","etat","pop"
"45","Charsonville",0.09129994,0,0.0171591,0.13571852,629
"45","Château-Renard",1.05926876,0.7512389,1.11212035,0.47304605,2134
"45","Châteauneuf-sur-Loire",5.25536454,1.50104,6.18884392,2.05837968,8534
"45","Châtenoy",0.08664363,0.00046238,0.0119021,0.09795356,437
"45","Châtillon-Coligny",0.87691329,0.00085,1.27476513,0.53487191,1886
"45","Châtillon-le-Roi",0.02330807,3.446e-05,0.01173817,0.04285023,280
"45","Châtillon-sur-Loire",1.7762125,0,1.52173093,1.16498265,3179
"45","Chaussy",0.04267304,0,0.03169792,0.03689941,290
"45","Chécy",6.26371148,0.0036,4.09901311,1.65173667,8983
"45","Chevannes",0.07162214,0,0.05509292,0.0487588,329
"45","Chevillon-sur-Huillard",0.47848156,5e-04,0.14565907,0.23613778,1530
"45","Chevilly",1.15642936,0,0.7483153,0.6470149,2683
"45","Chevry-sous-le-Bignon",0.0164224,0,0.02977063,0.03025249,228
"45","Chilleurs-aux-Bois",0.75971143,0,0.53225549,0.62061842,2150
"45","Chuelles",0.29224317,5e-04,0.30146319,0.17352466,1242
"45","Cléry-Saint-André",1.37439158,0.01616682,1.46544133,0.99431892,3590
"45","Coinces",0.0907369,0,0.01885048,0.07735786,503
"45","Combleux",0.22889574,0,0.20315398,0.00882,521
"45","Combreux",0.02597796,0,0.02515368,0.04689308,279
"45","Conflans-sur-Loing",0.08611904,0,0.02518511,0.01829097,367
"45","Corbeilles",0.73189547,0.001065,0.60896298,0.316302,1579
"45","Corquilleroy",1.05582641,0.3,0.77511849,0.42762463,2890
"45","Cortrat",-0.000147,0,0,0.0285687,82
"45","Coudroy",0.08870831,0.055,0.00360821,0.07024483,313
"45","Coullons",0.94420285,0.0015,2.62841107,0.33039628,2307
"45","Coulmiers",0.08701615,0,0.26253733,0.10744406,564
"45","Courcelles-le-Roi",0.06982783,0,0.03569023,0.04430639,324
"45","Courcy-aux-Loges",0.05457532,0,0.05581314,0.06095769,464
"45","Courtemaux",0.06617536,0,0.01254251,0.03794841,268
"45","Courtempierre",0.03094693,0,0.00321503,0.03070961,231
"45","Courtenay",2.38193783,0.00023,0.3116175,0.92766102,3889
"45","Cravant",0.28981943,0,0.032451,0.14646049,974
"45","Crottes-en-Pithiverais",0.04186725,0,0.05662608,0.03599859,329
"45","Dadonville",0.53898889,0,0.24463673,0.30133171,2436
"45","Dammarie-en-Puisaye",0.04502438,0,0.0080112,0.05452761,172
"45","Dammarie-sur-Loing",0.10099871,0.163,0.09880295,0.08489192,477
"45","Dampierre-en-Burly",1.08271069,0.00159468,4.20871616,4.80623153,1466
"45","Darvoy",0.79942267,0,0.08318579,0.23866666,1914
"45","Desmonts",0.02908005,0,0.0015216,0.03480239,176
"45","Dimancheville",0.01508852,0,0.06153914,0.01862146,111
"45","Donnery",1.37781024,0,0.57749685,0.72513185,2907
"45","Dordives",1.70158045,0,0.8406912,0.75228305,3298
"45","Douchy-Montcorbon",0.45536278,0.0012135,0.23115844,0.35974044,1373
"45","Dry",0.45595826,0.00148,0.5576951,0.35018013,1440
"45","Échilleuses",0.05107827,0,0.02982168,0.05432747,396
"45","Égry",0.07479819,0,0.01262326,0.07383094,359
"45","Engenville",0.10364114,0,0.0326811,0.090906,566
"45","Épieds-en-Beauce",0.24700225,0,0.22151236,0.38807349,1457
"45","Erceville",0.0570371,0,0.03497459,0.04911711,309
"45","Ervauville",0.13085292,0.000377,0.18338096,0.10611142,562
"45","Escrennes",0.10868631,0,0.17941289,0.36034872,741
"45","Escrignelles",0.02196949,0,0.0261018,0.019048,50
"45","Estouy",0.08000131,0,0.03495722,0.06213452,514
"45","Faverelles",0.03719889,0,0.00274824,0.04768,167
"45","Fay-aux-Loges",1.8510695,0,0.79938951,1.18788185,3878
"45","Feins-en-Gâtinais",0.00976176,0,0.00310942,0.02167,34
"45","Férolles",0.2877331,0.1,0.70854005,0.23657554,1228
"45","Ferrières-en-Gâtinais",2.24119048,1e-04,1.67155004,0.86734712,3823
"45","Fleury-les-Aubrais",23.87024358,4.2,6.87468594,4.57444072,21680
"45","Fontenay-sur-Loing",0.38444161,0,0.39831662,0.11375985,1735
"45","Foucherolles",0.02509701,0.00038,0.06902552,0.03971962,292
"45","Fréville-du-Gâtinais",0.05005512,0,0.03687776,0.04723395,180
"45","Gaubertin",0.06732057,0,0.10005358,0.04563711,254
"45","Gémigny",0.01597804,0,0.07483386,0.03228111,218
"45","Germigny-des-Prés",0.0959101,0,0.13689758,0.07108716,717
"45","Gidy",1.24727724,0.00366,0.94962779,1.06328213,2065
"45","Gien",9.17564102,0.03065,2.46264894,3.41892996,13785
"45","Girolles",0.20961074,0.00086,0.02613004,0.10506787,608
"45","Givraines",0.08135867,0,0.05752584,0.0856153,422
"45","Gondreville",0.10855236,0.000726,0.07740822,0.05178935,328
"45","Grangermont",0.05646772,0.00015,0.06632135,0.03160829,190
"45","Greneville-en-Beauce",0.10565557,0.00063,0.03585465,0.1001418,701
"45","Griselles",0.21111358,0,0.4617854,0.10735669,831
"45","Guigneville",0.10479485,0,0.05444936,0.06830359,541
"45","Guilly",0.10644974,0,0.03494636,0.07498995,676
"45","Gy-les-Nonains",0.19876137,0,0.08293274,0.13100809,614
"45","Huêtre",0.04317474,0,0.08509508,0.03540785,290
"45","Huisseau-sur-Mauves",0.64009813,0.1812,0.40109358,0.24260485,1771
"45","Ingrannes",0.09316563,0,0.12623197,0.1214125,551
"45","Ingré",8.92350089,0,2.08971532,0.48868392,9993
"45","Intville-la-Guétard",0,0,0.00228,0.02514208,173
"45","Isdes",0.13625315,0.001,0.11955014,0.0918609,554
"45","Jargeau",2.59709897,5e-04,1.78619113,1.20264089,4736
"45","Jouy-en-Pithiverais",0.06242222,0,0.31749578,0.03044613,266
"45","Jouy-le-Potier",0.57865088,0,0.35073782,0.41024017,1592
"45","Juranville",0.08737107,0.00035,0.03911779,0.044486,425
"45","La Bussière",0.24255371,0.63,0.10378375,0.10879,788
"45","La Chapelle-Onzerain",0.01461052,0,0.0013344,0.02157746,116
"45","La Chapelle-Saint-Mesmin",8.12055811,0,3.70199896,0.58395965,10414
"45","La Chapelle-Saint-Sépulcre",0.04723265,0,0.10160152,0.03278647,233
"45","La Chapelle-sur-Aveyron",0.08801043,0.00033674,0.0268008,0.15323855,630
"45","La Cour-Marigny",0.08786576,0,0.03531303,0.08780504,359
"45","La Ferté-Saint-Aubin",5.95431478,0.00060655,3.40582886,2.05494155,7475
"45","La Neuville-sur-Essonne",0.06002279,0,0.25651873,0.0467693,363
"45","La Selle-en-Hermoy",0.16564854,0,0.04366015,0.12911331,786
"45","La Selle-sur-le-Bied",0.21260435,0.00115,0.42026257,0.27429424,1131
"45","Laas",0.04533672,0,0.04388036,0.03758257,248
"45","Ladon",0.59970726,0,0.04565023,0.43027941,1410
"45","Lailly-en-Val",1.21748736,0,0.36449139,0.88316694,3150
"45","Langesse",0.03525861,0,0.05133117,0.013584,82
"45","Le Bardon",0.38510903,0,0.07970119,0.11410779,994
"45","Le Bignon-Mirabeau",0.05135994,5e-04,0.04984184,0.0413042,312
"45","Le Charme",0.04073162,0,0.03365792,0.04006497,158
"45","Le Malesherbois",3.9230441,0.00252574,2.06966457,2.69059401,8170
"45","Le Moulinet-sur-Solin",0.05516783,0,0.0338105,0.022065,121
"45","Léouville",0.00936629,0,0.0094615,0.01671928,93
"45","Les Bordes",0.38567715,0,0.71275213,0.29960597,1911
"45","Les Choux",0.13819671,0,0.43446461,0.04863876,536
"45","Ligny-le-Ribault",0.49656404,0.04,0.10234315,0.27727112,1270
"45","Lion-en-Beauce",0.01288795,0,0.00532432,0.02921442,132
"45","Lion-en-Sullias",0.15280871,0,0.06334727,0.06234396,394
"45","Lombreuil",0.10037275,0,0.0479966,0.01968124,305
"45","Lorcy",0.06520003,0,0.09639599,0.10652006,602
"45","Lorris",2.28051953,3.47553845,0.97072408,0.77396995,3058
"45","Loury",0.84635628,0,0.4628368,0.62828107,2617
"45","Louzouer",0.044495,0,0.04176555,0.03502138,251
"45","Marcilly-en-Villette",0.7918107,0.0085,0.76143078,0.59987829,2218
"45","Mardié",1.49166816,0,0.61823864,0.41971272,3062
"45","Mareau-aux-Bois",0.10022163,0,0.33185477,0.08266667,570
"45","Mareau-aux-Prés",0.70882255,0.6,1.01788429,0.42724981,1661
"45","Marigny-les-Usages",1.05190004,0,0.22232939,0.18456856,1856
"45","Marsainvilliers",0.02864409,0,0.03487094,0.04494987,315
"45","Melleroy",0.16463942,0.13,0.11666089,0.09624253,502
"45","Ménestreau-en-Villette",0.38716972,0.00101988,0.23418815,0.35391838,1426
"45","Mérinville",0.0389228,0,0.0144341,0.04354926,177
"45","Messas",0.26415923,0,0.18771015,0.17221927,1028
"45","Meung-sur-Loire",5.01260923,0,2.65223389,2.22859818,6666
"45","Mézières-en-Gâtinais",0.09299837,0,0.00550632,0.03281637,263
"45","Mézières-lez-Cléry",0.37288469,0,0.12943146,0.12421552,874
"45","Mignères",0.06965683,0,0.00937902,0.042699,323
"45","Mignerette",0.07047661,0,0.11237277,0.06344003,381
"45","Montargis",12.9661238,0.59,2.3429596,8.13383161,15500
"45","Montbarrois",0.08613286,0,0.03629122,0.04372641,304
"45","Montbouy",0.16685957,0,0.11717913,0.15264418,750
"45","Montcresson",0.599342,0,0.35981605,0.27164921,1279
"45","Montereau",0.16337608,0,0.09310022,0.1399194,650
"45","Montigny",0.03578017,0,0.02942549,0.04155186,242
"45","Montliard",0.0720303,0,0.03733705,0.05361812,238
"45","Mormant-sur-Vernisson",0.05194486,0,0.11598497,0.00125844,130
"45","Morville-en-Beauce",0.000254,0,0.01414818,0.02069362,169
"45","Moulon",0.07335711,0,0.07341366,0.04718905,192
"45","Nancray-sur-Rimarde",0.09617067,0,0.10246249,0.07381941,589
"45","Nargis",0.34550017,0,0.07653502,0.23800222,1485
"45","Nesploy",0.11939309,0,0.04330727,0.08274491,370
"45","Neuville-aux-Bois",2.33764925,0,1.56591311,1.12215796,5047
"45","Neuvy-en-Sullias",0.5064595,0,0.27950264,0.17826233,1390
"45","Nevoy",0.45512099,0,0.09584051,0.15574232,1177
"45","Nibelle",0.23784622,0,0.0809564,0.21970189,1210
"45","Nogent-sur-Vernisson",0.9781777,0.00025,0.45010292,0.52144374,2605
"45","Noyers",0.14433624,0,0.05568331,0.1380017,736
"45","Oison",0.02826708,0,0.01043148,0.02493506,130
"45","Olivet",16.35628614,0.26,16.68184189,1.68578035,23370
"45","Ondreville-sur-Essonne",0.07499075,0,0.03791102,0.0973877,397
"45","Orléans",92.25078597,20.0004,29.30323898,30.72465504,119065
"45","Ormes",4.58174944,0,1.98676517,0.90263433,4419
"45","Orville",0.03610738,0,0,0.023982,127
"45","Ousson-sur-Loire",0.27193982,0,0.009519,0.11275844,699
"45","Oussoy-en-Gâtinais",0.06799153,0,0.05964513,0.09100969,424
"45","Outarville",0.3184836,6e-04,0.19162359,0.25072589,1355
"45","Ouvrouer-les-Champs",0.13454286,0.0014,0.09877132,0.12400885,555
"45","Ouzouer-des-Champs",0.03925806,0,0.02067745,0.05047407,282
"45","Ouzouer-sous-Bellegarde",0.08797918,0,0.12133364,0.0867686,320
"45","Ouzouer-sur-Loire",1.46881221,0.00156887,0.56317689,0.49825716,2652
"45","Ouzouer-sur-Trézée",0.56303139,0,0.11464753,0.21750821,1142
"45","Pannecières",0,0,0.02544,0.02059413,127
"45","Pannes",1.53971754,0.00140424,2.8317185,1.148176,3777
"45","Patay",0.97133611,0,0.23617873,0.65195689,2346
"45","Paucourt",0.39789311,0.2175,0.13070242,0.09231185,939
"45","Pers-en-Gâtinais",0.02514884,0,0.11858541,0.05231708,248
"45","Pierrefitte-ès-Bois",0.12899557,0.000225,0.05465828,0.08143964,299
"45","Pithiviers",8.38832792,0,3.25642791,3.3600029,9238
"45","Pithiviers-le-Vieil",0.81616782,0,0.33932554,0.48077957,1769
"45","Poilly-lez-Gien",0.95001716,1e-04,0.13494259,0.19052405,2487
"45","Préfontaines",0.12811969,0,0.05367297,0.05441542,437
"45","Presnoy",0.03993394,0,0.0325447,0.06198729,259
"45","Pressigny-les-Pins",0.20892893,0,0.09344225,0.06876024,527
"45","Puiseaux",1.23738718,0.16,0.65813631,1.0522721,3425
"45","Quiers-sur-Bezonde",0.29392103,0.0017,0.2544955,0.3812428,1162
"45","Ramoulu",0.05166766,0,0.02546598,0.0305919,254
"45","Rebréchien",0.58020324,0.00108,0.33330789,0.26362605,1383
"45","Rouvray-Sainte-Croix",0.01945863,0,0.00178471,0.02574958,140
"45","Rouvres-Saint-Jean",0.0147604,0,0.05409043,0.03654279,303
"45","Rozières-en-Beauce",0.02042067,0,0.02188408,0.02783912,183
"45","Rozoy-le-Vieil",0.06621526,0,0.01375474,0.04292724,406
"45","Ruan",0.02295837,0.00035,0.05049548,0.07928288,201
"45","Saint-Aignan-le-Jaillard",0.17515565,0.0012,0.05504491,0.06573799,620
"45","Saint-Ay",2.23552722,0,0.15534562,0.82110984,3734
"45","Saint-Benoît-sur-Loire",0.67740382,0,1.00173049,0.32701597,2057
"45","Saint-Brisson-sur-Loire",0.18015031,0.0015,0.1204442,0.12217301,983
"45","Saint-Cyr-en-Val",3.14853461,0.00286092,0.72096832,0.8064583,3467
"45","Saint-Denis-de-l'Hôtel",2.73175131,0.00050341,1.75050079,1.070041,3088
"45","Saint-Denis-en-Val",4.36108069,0,0.47409077,1.40227818,7842
"45","Saint-Firmin-des-Bois",0.12985191,0,0.0337497,0.10305369,487
"45","Saint-Firmin-sur-Loire",0.14414723,0,0.10976789,0.12397912,513
"45","Saint-Florent",0.0991524,3e-04,0.11771606,0.08497557,457
"45","Saint-Germain-des-Prés",0.56643633,6e-04,0.34723921,0.55197742,1918
"45","Saint-Gondon",0.28371303,0,0.45665062,0.1005298,1080
"45","Saint-Hilaire-les-Andrésis",0.30408517,0,0.06271237,0.25113726,964
"45","Saint-Hilaire-Saint-Mesmin",1.30139104,0.001042,0.60287043,0.48576378,3204
"45","Saint-Hilaire-sur-Puiseaux",0.04273908,0,0.01272283,0.02247792,164
"45","Saint-Jean-de-Braye",18.40532828,0.00051,5.85427556,2.86659913,22312
"45","Saint-Jean-de-la-Ruelle",14.92398694,2.5,8.97330038,2.54149081,16840
"45","Saint-Jean-le-Blanc",4.90651364,7e-04,2.19027414,1.25237788,9518
"45","Saint-Loup-des-Vignes",0.08882724,0,0.25560017,0.05978076,399
"45","Saint-Lyé-la-Forêt",0.28333325,0,0.55630117,0.238865,1250
"45","Saint-Martin-d'Abbat",0.60120703,0,0.99952021,0.30017464,1819
"45","Saint-Martin-sur-Ocre",0.19364491,0.076575,0.52382976,0.11728436,1272
"45","Saint-Maurice-sur-Aveyron",0.33739197,0,0.08651503,0.24177208,859
"45","Saint-Maurice-sur-Fessard",0.49883795,0.00043,0.50779886,0.1690219,1172
"45","Saint-Michel",0.03030067,0,0.00234636,0.0317952,144
"45","Saint-Péravy-la-Colombe",0.11752776,0.000225,0.14660447,0.11149885,774
"45","Saint-Père-sur-Loire",0.38901919,0,0.13035583,0.05650067,1050
"45","Saint-Pryvé-Saint-Mesmin",3.60326702,0,4.51687219,0.96358493,6290
"45","Saint-Sigismond",0.0225406,0,0.0073692,0.03428286,268
"45","Sainte-Geneviève-des-Bois",0.46602414,0.00122,0.32589557,0.18829163,1126
"45","Sandillon",2.23096707,0,2.9993188,0.83582406,4312
"45","Santeau",0.05110047,0,0.0075165,0.06535203,396
"45","Saran",20.35236185,0.26394854,7.22556576,3.011252,16888
"45","Sceaux-du-Gâtinais",0.15900888,0,0.0986679,0.10394812,637
"45","Seichebrières",0.03292573,0.00112,0.01876316,0.04660502,222
"45","Semoy",2.88578081,0.95008,1.28049082,0.72241662,3287
"45","Sennely",0.22622887,0,0.04737198,0.14995161,705
"45","Sermaises",0.31968855,0.0002066,0.59046494,0.28305844,1719
"45","Sigloy",0.09768181,0.00346,0.06962224,0.12733149,680
"45","Solterre",0.14047294,0.15,0.38775279,0.04808806,482
"45","Sougy",0.23345536,0,0.0856853,0.11168463,829
"45","Sully-la-Chapelle",0.09018183,0,0.04888689,0.09247303,457
"45","Sully-sur-Loire",2.75516947,4.00081916,1.10308077,1.88052191,5220
"45","Sury-aux-Bois",0.2100491,0.06022251,0.22120418,0.13292406,805
"45","Tavers",0.6699269,0.03526041,0.28899933,0.07317603,1375
"45","Thignonville",0.037245,0,0.06694014,0.07655592,414
"45","Thimory",0.13244742,0,0.05006153,0.18705803,711
"45","Thorailles",0.00746872,0,0.0074286,0.02877045,202
"45","Thou",0.04611865,0,0.03574876,0.03624422,219
"45","Tigy",1.1437347,0,0.68955034,0.60461287,2472
"45","Tivernon",0.04403547,0,0.01140158,0.04738287,300
"45","Tournoisis",0.04631603,0,0.16376556,0.05909489,395
"45","Traînou",1.39357156,4e-04,2.79171313,1.17311215,3516
"45","Treilles-en-Gâtinais",0.06695962,0,0.0011436,0.0368178,297
"45","Triguères",0.43139024,0.00237,0.509136,0.36418919,1314
"45","Trinay",0.03776135,0,0.0549925,0.02323265,213
"45","Vannes-sur-Cosson",0.1474594,0,0.02380532,0.1035708,623
"45","Varennes-Changy",0.59076793,0.001276,0.2418672,0.35861251,1507
"45","Vennecy",0.69587997,0.00025,0.2912343,0.43140819,2084
"45","Vieilles-Maisons-sur-Joudry",0.10649063,0,0.33250533,0.17274173,636
"45","Vienne-en-Val",0.74172937,0,0.36105694,0.45586536,2003
"45","Viglain",0.36173997,0,0.10343164,0.12331719,882
"45","Villamblain",0.03993818,0,0.06214321,0.04721477,283
"45","Villemandeur",4.00914718,0.0008552,0.874034,0.85914567,7213
"45","Villemoutiers",0.11502106,0,0.08089361,0.15865474,486
"45","Villemurlin",0.18120274,0,0.08700868,0.09871394,561
"45","Villeneuve-sur-Conie",0.04250571,0,0.01291039,0.034078,201
"45","Villereau",0.10984542,0,0.06693024,0.0595931,400
"45","Villevoques",0.0361562,0.00048,0.10941845,0.02663588,206
"45","Villorceau",0.42178709,0.00024314,0.01545469,0.17279344,1094
"45","Vimory",0.41318232,0,0.14672717,0.18924845,1144
"45","Vitry-aux-Loges",0.87001731,0,1.37461514,0.46463944,2275
"45","Vrigny",0.09945818,2e-04,0.00878969,0.12161243,824
"45","Yèvre-la-Ville",0.13793536,0.07,0.55984111,0.08944111,693
"58","Achun",0.03862972,0.000306,0,0.03984887,159
"58","Alligny-Cosne",0.29228745,0,0.03603746,0.21278369,929
"58","Alligny-en-Morvan",0.21559927,0.00154878,0.16222546,0.37533796,607
"58","Alluy",0.05906792,0,0.17554283,0.1053146,378
"58","Amazy",0.0252755,0,0.05896612,0.06347547,223
"58","Anlezy",0.05650494,0,0.01336986,0.07574553,245
"58","Annay",0.13348535,0,0.05849035,0.07360186,352
"58","Anthien",0.02299098,5.617e-05,0.00200509,0.052773,171
"58","Arbourse",0.0214828,0,0.00274807,0.04654,126
"58","Arleuf",0.21736214,0.00114,0.70849933,0.33950683,656
"58","Armes",0.05785597,0.00055,0.05281944,0.07156213,284
"58","Arquian",0.20750318,0.000341,0.43093931,0.24245726,574
"58","Arthel",0.01047937,0,0.08072558,0.041448,94
"58","Arzembouy",0.00457058,0,0,0.027323,68
"58","Asnan",0.01393123,0,0.0036,0.03946029,121
"58","Asnois",0.02268755,0,0.02023304,0.05973245,145
"58","Aunay-en-Bazois",0.07985523,4e-04,0.04988823,0.048422,231
"58","Authiou",0.00733321,0.00025,0.01347041,0.02376464,42
"58","Avrée",0.00926752,0,0.01849002,0.052073,86
"58","Avril-sur-Loire",0.0750352,0.00052,0.02669644,0.04602104,249
"58","Azy-le-Vif",0.07988781,0,0.0056863,0.04597441,206
"58","Bazoches",0.06553824,0.1003519,0.20177466,0.04847127,174
"58","Bazolles",0.08465572,0.05,0.03613421,0.099156,290
"58","Béard",0.02697282,0.06,0.23533307,0.029613,168
"58","Beaulieu",0.03614402,0,0.05007128,0.05298299,150
"58","Beaumont-la-Ferrière",0.04059243,0,0.03734719,0.05186952,126
"58","Beaumont-Sardolles",0.01833321,0,0.00294,0.04749,120
"58","Beuvron",0.00799153,0,0.00879658,0.029747,84
"58","Biches",0.09275325,0.02571638,0.08259051,0.078878,276
"58","Billy-Chevannes",0.06708608,0.0399,0.0494205,0.08555572,310
"58","Billy-sur-Oisy",0.10029526,0.0004324,0.02450144,0.08218398,360
"58","Bitry",0.08262133,0,0.14139784,0.11140204,315
"58","Blismes",0.03728045,0.00062,0.05794414,0.073033,191
"58","Bona",0.07353464,0,0.07102707,0.083764,299
"58","Bouhy",0.14665646,0,0.11140715,0.15931749,453
"58","Brassy",0.19195391,0.00072745,0.0702619,0.34977681,629
"58","Breugnon",0.04104527,0,0.01105362,0.03868967,156
"58","Brèves",0.0711362,0,0.03277676,0.04833253,242
"58","Brinay",0.04546412,0.02545343,0.02829718,0.042073,148
"58","Brinon-sur-Beuvron",0.07171148,0.09,0.31368393,0.07222667,170
"58","Bulcy",0.04949001,0,0.02484928,0.03365649,144
"58","Bussy-la-Pesle",0.00605488,0,0.0090578,0.02653874,53
"58","Cercy-la-Tour",0.72446473,0,0.36653612,0.35605595,1709
"58","Cervon",0.22186828,0.7255,0.54735398,0.18815681,630
"58","Cessy-les-Bois",0.03427726,0,0.01407174,0.03841738,122
"58","Chalaux",0.01359458,0,0.05212913,0.04136821,85
"58","Challement",0.01992268,0,0.04900294,0.015676,46
"58","Challuy",0.55805931,0,0.30459002,0.15619777,1650
"58","Champallement",0.00710911,3e-04,0.003456,0.01955161,53
"58","Champlemy",0.1013195,0,0.0296491,0.063384,333
"58","Champlin",0.00707942,0,0.0730591,0.02030015,42
"58","Champvert",0.22216255,0.177,0.07419493,0.098909,757
"58","Champvoux",0.11785499,0,0.03058965,0.077987,294
"58","Chantenay-Saint-Imbert",0.51949648,0,0.19636455,0.47797725,1125
"58","Charrin",0.19226049,0.00075253,0.01004471,0.17980837,622
"58","Chasnay",0.03688129,0,0.07809677,0.04370299,126
"58","Château-Chinon (Campagne)",0.17658661,0.0011074,0.15618889,0.167989,560
"58","Château-Chinon (Ville)",1.0209363,1.40278417,1.86421002,0.84358961,2314
"58","Châteauneuf-Val-de-Bargis",0.22632842,0,0.11201061,0.08566327,498
"58","Châtillon-en-Bazois",0.49011783,0.08,0.24696311,0.3954688,890
"58","Châtin",0.01901853,0.00031,0.00509557,0.05457883,83
"58","Chaulgnes",0.57761213,0.2,0.67912135,0.34156959,1534
"58","Chaumard",0.09873741,0.15194,0.62878652,0.1238746,201
"58","Chaumot",0.0100615,0,0.00207359,0.04751256,166
"58","Chazeuil",0.01491885,0,0.010536,0.02500676,60
"58","Chevannes-Changy",0.05116433,0,0.03578662,0.05089174,144
"58","Chevenon",0.28830395,0.24,0.14209034,0.08276672,634
"58","Chevroches",0.02483828,0,0.04018426,0.03825236,124
"58","Chiddes",0.15146331,0.00646278,0.04969394,0.13297309,360
"58","Chitry-les-Mines",0.02973435,0,0.15831383,0.06727394,225
"58","Chougny",0.01259258,0,0.00186158,0.03485012,82
"58","Ciez",0.18084117,5e-05,0.16946911,0.06962938,382
"58","Cizely",0.01166001,0.01372443,0.003951,0.024545,53
"58","Clamecy",3.95627288,0.1705708,1.97365893,1.90265673,3778
"58","Colméry",0.07908515,0,0.08241569,0.067572,273
"58","Corancy",0.11446804,0,0.04498796,0.14197198,285
"58","Corbigny",1.106503,0.02628168,0.12834664,0.38298778,1461
"58","Corvol-d'Embernard",0.00910094,0,0.00282,0.02884246,110
"58","Corvol-l'Orgueilleux",0.29404817,0.00104021,0.23388304,0.2833841,732
"58","Cosne-Cours-sur-Loire",6.51771975,0.0005492,1.08618856,2.55337063,9665
"58","Cossaye",0.22106507,0.00074,0.06666983,0.26563506,686
"58","Coulanges-lès-Nevers",1.98621579,0.000245,4.29968221,0.49120315,3763
"58","Couloutre",0.11045005,0,0.06124773,0.063606,231
"58","Courcelles",0.08124382,0,0.05775775,0.07860116,226
"58","Crux-la-Ville",0.1234391,0.0654,0.19547279,0.13681965,408
"58","Cuncy-lès-Varzy",0.04167651,0.070595,0.0034044,0.03805219,125
"58","Dampierre-sous-Bouhy",0.13319829,0.0004054,0.0944066,0.20498845,451
"58","Decize",3.21111024,0.740649,1.23809694,1.37354529,5332
"58","Devay",0.11451013,0.02,0.10260296,0.11261427,500
"58","Diennes-Aubigny",0.01665228,0,0.06877626,0.02434613,91
"58","Dirol",0.00938695,0.04149,0.04157823,0.031277,113
"58","Dommartin",0.02929442,0,0.01666825,0.067162,161
"58","Dompierre-sur-Nièvre",0.01514924,0.00031,0.05073669,0.054982,192
"58","Donzy",0.68976714,0.00051,0.10169342,0.45895921,1575
"58","Dornecy",0.18673868,0.00051052,0.05920332,0.13909605,478
"58","Dornes",0.43074976,0,0.29872792,0.47172529,1504
"58","Druy-Parigny",0.07728828,0,0.04128433,0.06437471,309
"58","Dun-les-Places",0.14279832,0.00092,0.06390413,0.16099306,363
"58","Dun-sur-Grandry",0.03645049,5e-04,0.08158496,0.06989574,147
"58","Empury",0.00924677,0,0.00778784,0.0341309,81
"58","Entrains-sur-Nohain",0.3498538,0.00316585,0.27095348,0.30614486,740
"58","Epiry",0.10728147,0.18170994,0.21420452,0.06291929,235
"58","Fâchin",0.02304274,0,0.01407652,0.07210208,105
"58","Fertrève",0.03211512,6e-04,0.14418273,0.02878512,95
"58","Fléty",0.03283336,0,0.04021126,0.06559437,94
"58","Fleury-sur-Loire",0.10437545,0,0.01286794,0.037983,232
"58","Flez-Cuzy",0.00997454,0.00048,0.02176733,0.03804524,135
"58","Fourchambault",2.03206234,4e-04,1.60512552,1.04159642,4092
"58","Fours",0.25945324,0.00073,0.08621191,0.2596169,628
"58","Frasnay-Reugny",0.0122145,0,0.0096816,0.025724,81
"58","Gâcogne",0.06805945,0.045,0.0344743,0.10227716,214
"58","Garchizy",1.70350177,0.4,0.57390575,1.21839925,3726
"58","Garchy",0.10323257,0.00030299,0.00990278,0.06805353,437
"58","Germenay",0.0152171,0,0.15155479,0.033683,129
"58","Germigny-sur-Loire",0.28850546,0,0,0.165399,771
"58","Gien-sur-Cure",0.01820349,0,0.01176979,0.06251737,92
"58","Gimouille",0.23766164,0,0.08988559,0.061786,438
"58","Giry",0.05805508,0,0,0.07297071,191
"58","Glux-en-Glenne",0.07646494,3e-04,0.00809518,0.062354,89
"58","Gouloux",0.03942293,0.00065,0.04554885,0.08043334,169
"58","Grenois",0.04068404,0,0.00920633,0.04605101,96
"58","Guérigny",1.49791478,0.00521,1.01796899,0.84808432,2574
"58","Guipy",0.0509388,4e-04,0.11298054,0.05978328,237
"58","Héry",0.00606801,0,0.05219604,0.02647306,75
"58","Imphy",2.32829373,0.108985,1.21917302,0.93878997,3218
"58","Isenay",0.01732476,0,0.01150248,0.0308317,100
"58","Jailly",0.00733256,0,0.01534705,0.033652,69
"58","La Celle-sur-Loire",0.29724896,0,0.01686794,0.12919912,805
"58","La Celle-sur-Nièvre",0.06471538,0,0.06405014,0.08192532,159
"58","La Chapelle-Saint-André",0.08496325,0.38068,0.20864554,0.12453577,302
"58","La Charité-sur-Loire",3.06091791,1.057848,2.25809556,1.7079066,4725
"58","La Collancelle",0.03091155,0,0.01931143,0.05477,165
"58","La Fermeté",0.30049579,0,0.39026072,0.189098,635
"58","La Machine",1.59699358,3e-04,0.55906035,1.11061272,3272
"58","La Maison-Dieu",0.02570104,0.00325564,0.004344,0.04557566,115
"58","La Marche",0.22414197,0,0.01132412,0.13732045,555
"58","La Nocle-Maulaix",0.09797245,0.00224,0.05341924,0.08573048,274
"58","Lamenay-sur-Loire",0.01362637,0,0.00676628,0.031216,72
"58","Langeron",0.08523263,0.00145,0.03689332,0.05901253,361
