"dpt","commune","personnel","emprunt","equipement","etat","pop"
"17","Pouillac",0.06217858,0,0.0048785,0.08438762,279
"17","Poursay-Garnaud",0.07485582,0,0.01410111,0.06038474,321
"17","Préguillac",0.17970418,0,0.15043075,0.04981733,449
"17","Prignac",0.07668395,0,0.00354713,0.04453837,297
"17","Puilboreau",3.39646302,0.31234442,1.96098431,0.47907953,6760
"17","Puy-du-Lac",0.07561735,0,0.04924732,0.101119,522
"17","Puyravault",0.21990613,0,0.09142036,0.07945453,718
"17","Puyrolland",0.06849379,0.0196,0.14285729,0.05111993,193
"17","Réaux sur Trèfle",0.18994878,0.001329,0.18632666,0.17353477,800
"17","Rétaud",0.33213739,0,0.03879207,0.19921012,1073
"17","Rioux",0.18827952,0.35216,0.69259154,0.18866637,1017
"17","Rivedoux-Plage",1.51208418,0.51,1.32084766,0.69749695,2428
"17","Rochefort",16.82953248,2.9,11.64932965,6.65211581,23726
"17","Romazières",0.02933978,0,0.00244316,0.021788,78
"17","Romegoux",0.16537518,0,0.18736123,0.14808671,615
"17","Rouffiac",0.09499537,0,0.19834869,0.060397,503
"17","Rouffignac",0.10022473,0,0.05215509,0.11540513,422
"17","Royan",19.92488437,5.9054,15.1060442,4.33650614,19568
"17","Sablonceaux",0.30050242,0.2,0.5520677,0.29494012,1435
"17","Saint-Agnant",1.06846605,0,0.0858119,0.6075475,2835
"17","Saint-Aigulin",0.92049966,0,1.26286723,0.66344744,1930
"17","Saint-André-de-Lidon",0.35736097,0.00313,0.0966801,0.19803805,1185
"17","Saint-Augustin",0.5882167,0.00059,0.59412545,0.27123099,1480
"17","Saint-Bonnet-sur-Gironde",0.27183555,0.00125,0.50195394,0.24630239,836
"17","Saint-Bris-des-Bois",0.11954352,0.00105,0.10215,0.05767099,399
"17","Saint-Césaire",0.13423615,0.0024993,0.25201685,0.14190242,912
"17","Saint-Christophe",0.39138827,0,0.1640995,0.13318909,1418
"17","Saint-Ciers-Champagne",0.09762839,0,0.07223257,0.09147152,398
"17","Saint-Ciers-du-Taillon",0.17834968,0.00235,0.12887789,0.1092949,579
"17","Saint-Clément-des-Baleines",0.68252684,0.872,0.79056757,0.270433,711
"17","Saint-Coutant-le-Grand",0.09523053,0.00013,0.13422724,0.04850658,416
"17","Saint-Crépin",0.15988004,0,0.04546837,0.05776683,358
"17","Saint-Cyr-du-Doret",0.13698401,5e-04,0.12551634,0.10189226,691
"17","Saint-Denis-d'Oléron",1.62421203,0.0012,0.59198145,0.54001757,1339
"17","Saint-Dizant-du-Bois",0.03076157,0,0.0161947,0.04688263,113
"17","Saint-Dizant-du-Gua",0.20388237,0.00121,0.13563357,0.11755455,520
"17","Saint-Eugène",0.04965336,0.00108,0.11548172,0.09846655,288
"17","Saint-Félix",0.09602917,0,0.05070297,0.06865718,322
"17","Saint-Fort-sur-Gironde",0.27398119,0.00092,0.79851724,0.21724817,915
"17","Saint-Froult",0.1112875,0,0.01726922,0.05668851,384
"17","Saint-Genis-de-Saintonge",0.68189273,0.00205,0.76375048,0.40038716,1284
"17","Saint-Georges-Antignac",0.08137847,0.000743,0.11398585,0.08906431,402
"17","Saint-Georges-d'Oléron",3.12736643,1.0006,4.78397081,1.65913843,4003
"17","Saint-Georges-de-Didonne",5.12280411,2e-04,4.47050672,1.41350668,5273
