1,2145,,,,,
2,4201,,,,,
3,6351,,,,,
4,8549,,,,,
5,10724,,,,,
6,12840,,,,,
7,14949,,1,100000,46,Err :508
8,17106,,100001,200000,54,Err :508
9,19276,,200001,300000,56,Err :508
10,21330,,300001,400000,65,Err :508
11,23534,,400001,500000,,Err :508
12,25704,,,,,
13,27893,,,,,
14,30106,,,,,
15,32209,,,,,
16,34267,,,,,
17,36279,,,,,
18,38473,,,,,
19,40654,,,,,
20,42895,,,,,
21,45218,,,,,
22,47507,,,,,
23,49594,,,,,
24,51708,,,,,
25,53823,,,,,
26,55966,,,,,
27,58101,,,,,
28,60311,,,,,
29,62557,,,,,
30,64703,,,,,
31,66741,,,,,
32,69027,,,,,
33,71075,,,,,
34,73203,,,,,
35,75310,,,,,
36,77438,,,,,
37,79479,,,,,
38,81461,,,,,
39,83588,,,,,
40,85660,,,,,
41,87746,,,,,
42,89785,,,,,
43,91918,,,,,
44,93937,,,,,
45,95914,,,,,
46,97973,,,,,
47,100089,,,,,
48,102144,,,,,
49,104239,,,,,
50,106373,,,,,
51,108339,,,,,
52,110337,,,,,
53,112262,,,,,
54,114334,,,,,
55,116335,,,,,
56,118264,,,,,
57,120182,,,,,
58,122079,,,,,
59,123977,,,,,
60,123977,,,,,
61,125897,,,,,
62,127962,,,,,
63,129835,,,,,
64,131714,,,,,
65,133562,,,,,
66,135456,,,,,
67,137226,,,,,
68,139128,,,,,
69,141056,,,,,
70,142976,,,,,
71,144815,,,,,
72,146718,,,,,
73,148597,,,,,
74,150339,,,,,
75,152263,,,,,
76,154165,,,,,
77,156079,,,,,
78,157995,,,,,
79,159943,,,,,
80,161809,,,,,
81,163609,,,,,
82,165449,,,,,
83,167385,,,,,
84,169320,,,,,
85,171267,,,,,
86,173154,,,,,
87,175004,,,,,
88,176710,,,,,
89,178641,,,,,
90,180606,,,,,
91,182621,,,,,
92,184581,,,,,
93,186523,,,,,
94,188386,,,,,
95,190225,,,,,
96,192039,,,,,
97,193949,,,,,
98,195805,,,,,
99,197692,,,,,
100,199695,,,,,
101,201633,,,,,
102,203515,,,,,
103,205339,,,,,
104,207199,,,,,
105,209149,,,,,
106,211018,,,,,
107,213075,,,,,
108,214966,,,,,
109,216876,,,,,
110,218852,,,,,
111,220814,,,,,
112,222765,,,,,
113,224676,,,,,
114,226614,,,,,
115,228535,,,,,
116,230387,,,,,
117,232331,,,,,
118,234321,,,,,
119,236251,,,,,
120,238074,,,,,
121,239966,,,,,
122,241666,,,,,
123,243399,,,,,
124,245237,,,,,
125,247052,,,,,
126,248850,,,,,
127,250729,,,,,
128,252578,,,,,
129,254325,,,,,
130,256167,,,,,
131,257970,,,,,
132,259740,,,,,
133,261449,,,,,
134,263087,,,,,
135,264787,,,,,
136,266364,,,,,
137,267946,,,,,
138,269589,,,,,
139,271267,,,,,
140,272945,,,,,
141,274632,,,,,
142,276253,,,,,
143,277850,,,,,
144,279452,,,,,
145,281082,,,,,
146,282723,,,,,
147,284321,,,,,
148,285935,,,,,
149,287567,,,,,
150,289241,,,,,
151,290809,,,,,
152,292501,,,,,
153,294159,,,,,
154,295816,,,,,
155,297388,,,,,
156,299032,,,,,
157,300509,,,,,
158,301937,,,,,
159,303528,,,,,
160,305090,,,,,
161,306667,,,,,
162,308263,,,,,
163,309809,,,,,
164,311402,,,,,
165,312929,,,,,
166,314497,,,,,
167,316140,,,,,
168,317806,,,,,
169,319475,,,,,
170,321094,,,,,
171,322651,,,,,
172,324060,,,,,
173,325528,,,,,
174,326958,,,,,
175,328431,,,,,
176,329815,,,,,
177,331304,,,,,
178,332753,,,,,
179,334190,,,,,
180,335660,,,,,
181,337165,,,,,
182,338605,,,,,
183,340089,,,,,
184,341592,,,,,
185,343143,,,,,
186,344607,,,,,
187,346201,,,,,
188,347750,,,,,
189,349197,,,,,
190,350682,,,,,
191,352270,,,,,
192,353836,,,,,
193,355405,,,,,
194,356913,,,,,
195,358439,,,,,
196,359822,,,,,
197,361323,,,,,
198,362886,,,,,
199,364394,,,,,
200,365978,,,,,
201,367683,,,,,
202,369459,,,,,
203,371139,,,,,
204,372805,,,,,
205,374568,,,,,
206,376221,,,,,
207,377749,,,,,
208,379367,,,,,
209,380895,,,,,
210,382419,,,,,
211,383932,,,,,
212,385533,,,,,
213,387102,,,,,
214,388675,,,,,
215,390176,,,,,
216,391742,,,,,
217,393246,,,,,
218,394825,,,,,
219,396513,,,,,
220,398101,,,,,
221,399629,,,,,
222,401245,,,,,
223,402950,,,,,
224,404581,,,,,
225,406357,,,,,
226,408149,,,,,
227,409921,,,,,
228,411624,,,,,
229,413299,,,,,
230,414967,,,,,
231,416689,,,,,
232,418291,,,,,
233,420035,,,,,
234,421687,,,,,
235,423325,,,,,
236,424950,,,,,
237,426587,,,,,
238,428199,,,,,
239,429844,,,,,
240,431459,,,,,
241,433050,,,,,
242,434574,,,,,
243,436193,,,,,
244,437761,,,,,
245,439357,,,,,
246,440968,,,,,
247,442523,,,,,
248,444120,,,,,
249,445679,,,,,
250,447257,,,,,
