Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Sélection : Île-de-France; ; ; ; ; 
Code;Libellé;Nombre d'autres hébergements collectifs de tourisme 2025;Médiane du niveau de vie 2021;Unités légales dans construction (en nombre) 2023;Nb de pers. non scolarisées de 15 ans ou + 2022
78262;Galluis;0;30840;19;910
78263;Gambais;0;32660;25;1853
78264;Gambaiseuil;0;N/A - secret statistique;0;54
78265;Garancières;0;31350;39;1912
78267;Gargenville;0;25030;79;5638
78269;Gazeran;0;33010;21;1009
78276;Gommecourt;0;26090;9;482
78278;Goupillières;0;32630;10;401
78281;Goussonville;0;28640;9;467
78283;Grandchamp;0;27740;5;224
78285;Gressey;0;31200;8;417
78289;Grosrouvre;0;37690;9;663
78290;Guernes;0;25840;14;785
78291;Guerville;0;28050;22;1512
78296;Guitrancourt;0;28720;13;477
78297;Guyancourt;1;24720;146;19459
78299;Hardricourt;0;25430;56;1786
78300;Hargeville;0;30610;5;302
78302;La Hauteville;0;29790;1;127
78305;Herbeville;0;34160;1;186
78307;Hermeray;0;31520;8;736
78310;Houdan;0;24540;46;2791
78311;Houilles;0;30390;220;23776
78314;Issou;0;25020;26;2762
78317;Jambville;0;29650;13;538
78320;Notre-Dame-de-la-Mer;0;25900;9;542
78321;Jouars-Pontchartrain;0;32860;52;4230
78322;Jouy-en-Josas;0;35740;32;5218
78324;Jouy-Mauvoisin;0;26820;4;425
78325;Jumeauville;0;29270;8;447
78327;Juziers;0;26040;47;2897
78329;Lainville-en-Vexin;0;28260;17;559
78334;Lévis-Saint-Nom;0;35190;11;1222
78335;Limay;0;20170;144;11713
78337;Limetz-Villez;0;25330;32;1473
78343;Les Loges-en-Josas;0;40940;9;1107
78344;Lommoye;0;28180;5;461
78346;Longnes;0;28230;22;1130
78349;Longvilliers;0;34010;8;373
78350;Louveciennes;0;36060;41;5423
78354;Magnanville;0;24580;63;4516
78356;Magny-les-Hameaux;1;28610;54;6325
78358;Maisons-Laffitte;1;36990;94;16468
78361;Mantes-la-Jolie;0;17310;225;29793
78362;Mantes-la-Ville;0;20040;157;14434
78364;Marcq;0;32540;11;583
78366;Mareil-le-Guyon;0;35100;3;312
78367;Mareil-Marly;0;40010;26;2687
78368;Mareil-sur-Mauldre;0;34440;16;1285
78372;Marly-le-Roi;1;31270;73;12038
78380;Maule;0;29730;53;4323
78381;Maulette;0;28930;14;729
78382;Maurecourt;0;29740;19;3055
78383;Maurepas;0;26870;119;14091
78384;Médan;0;37290;16;932
78385;Ménerville;0;28090;3;162
78389;Méré;0;35020;32;1258
78391;Méricourt;0;25780;6;295
78396;Le Mesnil-le-Roi;0;36120;37;4467
78397;Le Mesnil-Saint-Denis;0;32940;34;5040
78398;Les Mesnuls;0;35290;4;689
78401;Meulan-en-Yvelines;0;21470;44;6301
78402;Mézières-sur-Seine;0;27410;43;2716
78403;Mézy-sur-Seine;0;28830;27;1672
78404;Millemont;0;28430;2;200
78406;Milon-la-Chapelle;0;42810;1;235
78407;Mittainville;0;29300;6;473
78410;Moisson;0;28240;17;684
78413;Mondreville;0;26850;2;284
78415;Montainville;0;33410;11;403
78416;Montalet-le-Bois;0;30300;3;225
78417;Montchauvet;0;31950;3;211
78418;Montesson;0;32980;119;10292
78420;Montfort-l'Amaury;0;34200;19;2205
78423;Montigny-le-Bretonneux;0;30360;114;22241
78431;Morainvilliers;0;36400;18;2124
78437;Mousseaux-sur-Seine;0;29020;6;508
78439;Mulcent;0;N/A - secret statistique;0;84
78440;Les Mureaux;0;18240;209;22106
78442;Neauphle-le-Château;0;31940;32;2371
78443;Neauphle-le-Vieux;0;33460;6;658
78444;Neauphlette;0;28120;8;624
78451;Nézel;0;27320;11;780
78455;Noisy-le-Roi;0;37660;34;5515
78460;Oinville-sur-Montcient;0;29830;14;837
78464;Orcemont;0;29850;8;688
78465;Orgerus;0;29300;34;1867
78466;Orgeval;0;37140;87;4758
78470;Orphin;0;30860;11;640
78472;Orsonville;0;27230;7;236
78474;Orvilliers;0;27610;6;635
78475;Osmoy;0;29120;1;281
78478;Paray-Douaville;0;28950;5;154
78481;Le Pecq;0;30800;85;11201
78484;Perdreauville;0;28160;8;495
78486;Le Perray-en-Yvelines;0;29640;93;4891
78490;Plaisir;0;25690;174;22300
78497;Poigny-la-Forêt;0;35520;3;717
78498;Poissy;0;23910;187;28521
78499;Ponthévrard;0;30540;4;479
78501;Porcheville;0;24860;36;2207
78502;Le Port-Marly;0;26620;32;3917
78505;Prunay-le-Temple;0;29990;5;303
78506;Prunay-en-Yvelines;0;29420;7;612
78513;La Queue-les-Yvelines;0;29530;24;1840
78516;Raizeux;0;31640;6;708
78517;Rambouillet;1;27990;155;20014
78518;Rennemoulin;0;39140;1;78
78520;Richebourg;0;31290;20;1180
78522;Rochefort-en-Yvelines;0;34410;3;675
78528;Rolleboise;0;23360;7;278
78530;Rosay;0;27080;6;302
78531;Rosny-sur-Seine;0;22430;80;4773
78536;Sailly;0;28840;3;265
78537;Saint-Arnoult-en-Yvelines;0;29630;58;4402
78545;Saint-Cyr-l'École;1;26750;90;13805
78548;Saint-Forget;0;37880;1;349
78550;Saint-Germain-de-la-Grange;0;34630;28;1339
78551;Saint-Germain-en-Laye;1;33250;329;31605
78557;Saint-Hilarion;0;28930;10;719
78558;Saint-Illiers-la-Ville;0;25370;6;259
78559;Saint-Illiers-le-Bois;0;30600;7;325
78561;Saint-Lambert;0;39000;5;318
78562;Saint-Léger-en-Yvelines;0;31060;6;1051
78564;Saint-Martin-de-Bréthencourt;0;28920;5;482
78565;Saint-Martin-des-Champs;0;32700;4;229
78567;Saint-Martin-la-Garenne;0;28680;8;695
78569;Sainte-Mesme;0;29320;4;709
78571;Saint-Nom-la-Bretèche;0;44020;24;3460
78575;Saint-Rémy-lès-Chevreuse;0;34800;23;5719
78576;Saint-Rémy-l'Honoré;0;34420;21;1221
78586;Sartrouville;0;25680;453;36744
78588;Saulx-Marchais;0;30520;14;677
78590;Senlisse;0;34460;2;398
78591;Septeuil;0;27600;19;1632
78597;Soindres;0;28530;15;520
78601;Sonchamp;0;30050;12;1248
78605;Tacoignières;0;29550;9;833
78606;Le Tartre-Gaudran;0;N/A - secret statistique;0;31
78608;Le Tertre-Saint-Denis;0;26740;4;85
78609;Tessancourt-sur-Aubette;0;29900;11;718
78615;Thiverval-Grignon;0;29850;10;644
78616;Thoiry;1;29640;17;985
78618;Tilly;0;28480;4;387
78620;Toussus-le-Noble;0;35870;9;755
78621;Trappes;1;18320;202;21741
78623;Le Tremblay-sur-Mauldre;0;32060;10;612
78624;Triel-sur-Seine;0;29350;99;8555
78638;Vaux-sur-Seine;0;29160;53;3599
78640;Vélizy-Villacoublay;2;28610;231;16406
78642;Verneuil-sur-Seine;0;28180;79;11242
78643;Vernouillet;0;28980;60;6698
78644;La Verrière;0;19450;24;3980
78646;Versailles;0;33780;387;57783
78647;Vert;0;29750;10;618
78650;Le Vésinet;0;42870;120;11052
78653;Vicq;0;33430;3;284
78655;Vieille-Église-en-Yvelines;0;32800;8;496
78668;La Villeneuve-en-Chevrie;0;26970;9;471
78672;Villennes-sur-Seine;0;38200;30;4123
78674;Villepreux;0;29190;57;7977
78677;Villette;0;30750;4;400
78681;Villiers-le-Mahieu;0;31130;6;608
78683;Villiers-Saint-Frédéric;0;31450;36;2205
78686;Viroflay;0;36100;72;11780
78688;Voisins-le-Bretonneux;0;35470;67;7618
91001;Abbéville-la-Rivière;0;26590;6;237
91016;Angerville;0;22130;53;3063
91017;Angervilliers;0;29150;26;1225
91021;Arpajon;0;21980;84;8486
91022;Arrancourt;0;27670;4;94
91027;Athis-Mons;0;22380;278;24754
91035;Authon-la-Plaine;0;25970;6;264
91037;Auvernaux;0;28310;5;247
91038;Auvers-Saint-Georges;0;30200;11;952
91041;Avrainville;0;30610;21;716
91044;Ballainvilliers;0;29750;52;3330
91045;Ballancourt-sur-Essonne;0;25500;62;5749
91047;Baulne;0;26580;12;1115
91064;Bièvres;0;34800;46;3331
91067;Blandy;0;24240;3;94
91069;Boigneville;0;26430;5;305
91075;Bois-Herpin;0;N/A - secret statistique;1;56
91079;Boissy-la-Rivière;0;30180;4;397
91080;Boissy-le-Cutté;0;26650;13;957
91081;Boissy-le-Sec;0;26730;10;497
91085;Boissy-sous-Saint-Yon;0;27770;32;2746
91086;Bondoufle;0;26390;121;7599
91093;Boullay-les-Troux;0;38250;4;467
91095;Bouray-sur-Juine;0;28910;15;1570
91097;Boussy-Saint-Antoine;0;24320;42;5474
91098;Boutervilliers;0;28010;1;312
91099;Boutigny-sur-Essonne;0;27040;26;2294
91100;Bouville;0;29310;11;503
91103;Brétigny-sur-Orge;1;23680;202;18223
91105;Breuillet;0;26570;68;6382
91106;Breux-Jouy;0;27460;17;964
91109;Brières-les-Scellés;0;27170;27;862
91111;Briis-sous-Forges;0;30610;33;2454
91112;Brouy;0;30870;1;99
91114;Brunoy;0;27460;172;18159
91115;Bruyères-le-Châtel;0;27530;33;2743
91121;Buno-Bonnevaux;0;27070;6;391
91122;Bures-sur-Yvette;1;33510;42;6742
91129;Cerny;0;27350;46;2517
91130;Chalo-Saint-Mars;0;27810;11;779
91131;Chalou-Moulineux;0;26570;8;297
91132;Chamarande;0;29130;10;830
91135;Champcueil;0;27870;18;2145
91136;Champlan;0;25020;70;1872
91137;Champmotteux;0;26290;3;260
91145;Chatignonville;0;N/A - secret statistique;0;51
91148;Chauffour-lès-Étréchy;0;30570;1;97
91156;Cheptainville;0;28720;20;1520
91159;Chevannes;0;28780;13;1114
91161;Chilly-Mazarin;0;23140;168;13840
91174;Corbeil-Essonnes;1;18970;448;36434
91175;Corbreuse;0;27530;15;1251
91179;Le Coudray-Montceaux;0;26830;32;3309
91180;Courances;0;33100;8;264
91184;Courdimanche-sur-Essonne;0;29730;3;216
91186;Courson-Monteloup;0;32560;5;431
91191;Crosne;0;26280;95;6670
91195;Dannemois;0;28770;7;650
91198;D'Huison-Longueville;0;27620;16;1125
91200;Dourdan;2;23670;65;7836
91201;Draveil;0;26090;254;21043
91204;Écharcon;0;29820;4;560
91207;Égly;0;23770;70;4776
91215;Épinay-sous-Sénart;0;18880;93;7637
91216;Épinay-sur-Orge;0;28730;78;7997
91223;Étampes;1;20480;195;18173
91225;Étiolles;0;33550;10;2257
91226;Étréchy;0;27380;75;5129
91228;Évry-Courcouronnes;1;19160;542;42751
91232;La Ferté-Alais;0;26470;41;2677
91235;Fleury-Mérogis;0;19420;63;10507
91240;Fontaine-la-Rivière;0;29390;2;134
91243;Fontenay-lès-Briis;0;29050;30;1611
91244;Fontenay-le-Vicomte;0;27290;17;1102
91247;La Forêt-le-Roi;0;26860;4;357
91248;La Forêt-Sainte-Croix;0;24890;3;110
91249;Forges-les-Bains;0;30150;55;2940
91272;Gif-sur-Yvette;0;34730;55;14667
91273;Gironville-sur-Essonne;0;26180;4;536
91274;Gometz-la-Ville;0;34030;11;1086
91275;Gometz-le-Châtel;0;30690;28;1833
91284;Les Granges-le-Roi;0;27850;11;823
91286;Grigny;0;14790;217;16424
91292;Guibeville;0;28690;20;624
91293;Guigneville-sur-Essonne;0;28550;8;658
91294;Guillerval;0;28330;17;603
91312;Igny;0;31760;84;7574
91315;Itteville;0;28000;75;4798
91318;Janville-sur-Juine;0;30320;19;1454
91319;Janvry;0;32110;7;476
91326;Juvisy-sur-Orge;0;23520;173;13299
91330;Lardy;0;28860;34;4104
91332;Leudeville;0;30370;12;1173
91333;Leuville-sur-Orge;0;27910;57;3155
91338;Limours;0;30560;59;4706
91339;Linas;0;26350;117;5213
91340;Lisses;0;26150;154;5114
91345;Longjumeau;0;23320;125;14376
91347;Longpont-sur-Orge;0;28330;95;4589
91359;Maisse;0;25060;24;2114
91363;Marcoussis;0;28880;103;6122
91374;Marolles-en-Beauce;0;28080;4;181
91376;Marolles-en-Hurepoix;0;28330;44;4038
91377;Massy;3;24560;267;34873
91378;Mauchamps;0;30720;2;271
91386;Mennecy;0;27390;104;11214
91390;Le Mérévillois;0;24880;31;2533
91393;Mérobert;0;25480;9;441
91399;Mespuits;0;24360;2;139
91405;Milly-la-Forêt;0;28370;58;3570
91408;Moigny-sur-École;0;30040;18;1031
91411;Les Molières;0;35340;12;1422
91412;Mondeville;0;28360;9;537
91414;Monnerville;0;24820;2;292
91421;Montgeron;0;25500;225;16902
91425;Montlhéry;0;26310;148;6577
91432;Morangis;0;26260;176;9914
91433;Morigny-Champigny;0;28170;30;3352
91434;Morsang-sur-Orge;0;24900;197;14524
91435;Morsang-sur-Seine;0;36150;14;446
91441;Nainville-les-Roches;0;29150;9;387
91457;La Norville;0;28720;23;3092
91458;Nozay;0;30540;49;3141
91461;Ollainville;0;26790;58;3639
91463;Oncy-sur-École;0;28290;11;794
91468;Ormoy;1;25400;25;1830
91469;Ormoy-la-Rivière;0;27670;9;715
91471;Orsay;0;33200;66;10771
91473;Orveau;0;29890;2;110
91477;Palaiseau;3;28570;199;23471
91479;Paray-Vieille-Poste;0;25300;129;5911
91482;Pecqueuse;0;29530;6;422
91494;Le Plessis-Pâté;0;28860;25;2915
91495;Plessis-Saint-Benoist;0;26380;6;234
91507;Prunay-sur-Essonne;0;28730;3;232
91508;Puiselet-le-Marais;0;29310;3;198
91511;Pussay;0;22820;20;1641
91514;Quincy-sous-Sénart;1;23930;117;6790
91519;Richarville;0;28860;3;290
91521;Ris-Orangis;0;20090;432;19909
91525;Roinville;0;30400;16;978
91526;Roinvilliers;0;32540;3;78
91533;Saclas;0;26060;11;1413
91534;Saclay;0;34070;26;2935
91538;Saint-Aubin;0;39060;2;482
91540;Saint-Chéron;0;26980;29;3678
91544;Saint-Cyr-la-Rivière;0;28770;7;362
91546;Saint-Cyr-sous-Dourdan;0;30850;17;743
91547;Saint-Escobille;0;27050;1;351
91549;Sainte-Geneviève-des-Bois;0;24370;305;25668
91552;Saint-Germain-lès-Arpajon;1;24340;131;7592
91553;Saint-Germain-lès-Corbeil;0;29890;34;5314
91556;Saint-Hilaire;0;28180;1;294
91560;Saint-Jean-de-Beauregard;0;28890;5;331
91568;Saint-Maurice-Montcouronne;0;32930;15;1138
91570;Saint-Michel-sur-Orge;1;23160;170;14683
91573;Saint-Pierre-du-Perray;0;26200;126;7916
91577;Saintry-sur-Seine;0;27730;51;4163
91578;Saint-Sulpice-de-Favières;0;34040;4;220
91579;Saint-Vrain;0;29300;16;2308
91581;Saint-Yon;0;31620;3;687
91587;Saulx-les-Chartreux;1;27220;64;4670
91589;Savigny-sur-Orge;0;25590;376;26714
91593;Sermaise;0;28860;21;1211
91599;Soisy-sur-École;0;29020;22;900
91600;Soisy-sur-Seine;0;30670;44;5426
91602;Souzy-la-Briche;0;30190;1;296
91613;Congerville-Thionville;0;25570;1;157
91617;Tigery;0;27420;35;2862
91619;Torfou;0;30310;6;223
91629;Valpuiseaux;0;28100;13;471
91630;Le Val-Saint-Germain;0;31820;20;1134
91631;Varennes-Jarcy;0;33490;61;1699
91634;Vaugrigneuse;0;28420;28;1054
91635;Vauhallan;0;37410;11;1425
91639;Vayres-sur-Essonne;0;26270;11;694
91645;Verrières-le-Buisson;0;36270;101;10724
91648;Vert-le-Grand;0;28960;18;1706
91649;Vert-le-Petit;0;27040;19;1896
91654;Videlles;0;29070;7;472
91657;Vigneux-sur-Seine;0;21390;272;20871
91659;Villabé;0;25350;47;3832
91661;Villebon-sur-Yvette;0;29190;128;7607
91662;Villeconin;0;30030;10;559
91665;La Ville-du-Bois;1;27390;75;5806
91666;Villejust;1;29140;56;1722
91667;Villemoisson-sur-Orge;0;30300;54;5175
91671;Villeneuve-sur-Auvers;0;29220;9;465
91679;Villiers-le-Bâcle;0;34170;5;746
91685;Villiers-sur-Orge;0;28900;43;3239
91687;Viry-Châtillon;0;21860;319;21588
91689;Wissous;0;29510;93;5096
91691;Yerres;0;28170;224;20194
91692;Les Ulis;0;19950;118;17217
92002;Antony;0;32000;281;44975
92004;Asnières-sur-Seine;4;28370;547;63377
92007;Bagneux;1;21040;222;29349
92009;Bois-Colombes;2;32650;133;20765
92012;Boulogne-Billancourt;5;35040;1260;87581
92014;Bourg-la-Reine;0;33700;121;14671
92019;Châtenay-Malabry;0;27140;98;24802
92020;Châtillon;0;30550;152;26286
92022;Chaville;0;32290;71;14491
92023;Clamart;2;29920;356;40396
92024;Clichy;3;22410;527;45774
92025;Colombes;2;25100;512;61860
92026;Courbevoie;12;32080;711;58979
92032;Fontenay-aux-Roses;0;26990;96;16655
92033;Garches;0;36150;100;12745
92035;La Garenne-Colombes;0;33090;162;21622
92036;Gennevilliers;0;18380;342;33623
92040;Issy-les-Moulineaux;3;33650;717;48496
92044;Levallois-Perret;3;34500;457;48717
92046;Malakoff;2;25810;185;21757
92047;Marnes-la-Coquette;0;41740;5;1200
92048;Meudon;0;30680;203;33148
92049;Montrouge;2;30500;227;33965
92050;Nanterre;3;21620;985;67112
92051;Neuilly-sur-Seine;0;48010;473;42604
92060;Le Plessis-Robinson;0;31000;117;20696
92062;Puteaux;3;30980;285;32542
92063;Rueil-Malmaison;1;32980;418;56726
92064;Saint-Cloud;0;39760;109;20685
92071;Sceaux;0;36010;57;13927
92072;Sèvres;0;33680;132;16350
92073;Suresnes;1;31810;303;34504
92075;Vanves;3;30770;124;20345
92076;Vaucresson;0;41320;43;6041
92077;Ville-d'Avray;0;38490;25;7484
92078;Villeneuve-la-Garenne;0;18570;158;16839
93001;Aubervilliers;0;15330;793;59526
93005;Aulnay-sous-Bois;0;18710;1080;57348
93006;Bagnolet;1;19060;313;28648
93007;Le Blanc-Mesnil;1;17460;696;39873
93008;Bobigny;0;16330;666;35201
93010;Bondy;0;17210;513;34366
93013;Le Bourget;0;17230;201;10399
93014;Clichy-sous-Bois;0;15260;309;18098
93015;Coubron;0;27100;57;3648
93027;La Courneuve;0;15150;384;30998
93029;Drancy;1;18660;1277;48853
93030;Dugny;0;17070;43;7405
93031;Épinay-sur-Seine;0;17880;479;35163
93032;Gagny;0;23090;451;27856
93033;Gournay-sur-Marne;0;29930;61;5025
93039;L'Île-Saint-Denis;0;17740;63;6096
93045;Les Lilas;1;25490;182;16769
93046;Livry-Gargan;0;21750;575;31832
93047;Montfermeil;0;20870;584;18967
93048;Montreuil;1;21150;1151;78203
93049;Neuilly-Plaisance;1;26590;224;15494
93050;Neuilly-sur-Marne;0;21000;276;26032
93051;Noisy-le-Grand;1;23490;632;48917
93053;Noisy-le-Sec;1;18450;527;30628
93055;Pantin;1;19740;784;42172
93057;Les Pavillons-sous-Bois;0;21890;474;16993
93061;Le Pré-Saint-Gervais;0;21600;97;12409
93062;Le Raincy;0;28820;236;10390
93063;Romainville;0;21110;272;24177
93064;Rosny-sous-Bois;0;21820;504;32004
93066;Saint-Denis;1;16470;1262;97422
93070;Saint-Ouen-sur-Seine;1;20440;451;36785
93071;Sevran;0;17300;408;34369
93072;Stains;0;16130;355;25569
93073;Tremblay-en-France;0;21420;334;25931
93074;Vaujours;0;23430;76;5167
93077;Villemomble;0;23920;338;21170
93078;Villepinte;0;19060;366;25745
93079;Villetaneuse;0;16640;69;7762
94001;Ablon-sur-Seine;0;24000;56;4109
94002;Alfortville;0;22360;472;32753
94003;Arcueil;1;23560;118;14984
94004;Boissy-Saint-Léger;0;21400;182;11868
94011;Bonneuil-sur-Marne;0;19530;144;12161
94015;Bry-sur-Marne;0;31250;122;12703
94016;Cachan;0;25800;147;19754
94017;Champigny-sur-Marne;0;21260;912;53895
94018;Charenton-le-Pont;1;30250;163;20641
94019;Chennevières-sur-Marne;0;23910;237;13140
94021;Chevilly-Larue;1;22100;191;13741
94022;Choisy-le-Roi;1;20840;375;31469
94028;Créteil;1;21270;518;62841
94033;Fontenay-sous-Bois;0;25750;385;36848
94034;Fresnes;0;23940;152;20913
94037;Gentilly;2;22390;90;12908
94038;L'Haÿ-les-Roses;0;24990;152;21903
94041;Ivry-sur-Seine;7;19680;476;43294
94042;Joinville-le-Pont;0;29100;106;14775
94043;Le Kremlin-Bicêtre;3;23910;128;16639
94044;Limeil-Brévannes;1;22550;244;18562
94046;Maisons-Alfort;1;28010;334;40751
94047;Mandres-les-Roses;0;28200;62;3485
94048;Marolles-en-Brie;0;32140;30;3328
94052;Nogent-sur-Marne;1;33240;159;23880
94053;Noiseau;0;28950;61;3347
94054;Orly;1;19610;166;16291
94055;Ormesson-sur-Marne;0;29610;165;7728
94056;Périgny;0;29480;28;1904
94058;Le Perreux-sur-Marne;0;31180;244;25170
94059;Le Plessis-Trévise;0;26100;230;14694
94060;La Queue-en-Brie;0;25520;112;8211
94065;Rungis;1;29770;45;4164
94067;Saint-Mandé;0;36180;171;15457
94068;Saint-Maur-des-Fossés;0;32730;805;55734
94069;Saint-Maurice;0;28510;105;10322
94070;Santeny;0;30540;48;2834
94071;Sucy-en-Brie;0;28120;241;19575
94073;Thiais;0;24670;224;22890
94074;Valenton;0;17690;152;9294
94075;Villecresnes;0;27830;131;8209
94076;Villejuif;2;21950;300;39629
94077;Villeneuve-le-Roi;0;22380;279;14418
94078;Villeneuve-Saint-Georges;0;16960;442;23418
94079;Villiers-sur-Marne;0;24020;230;22756
94080;Vincennes;3;34880;311;35618
94081;Vitry-sur-Seine;2;19490;724;65022
95002;Ableiges;0;29290;7;781
95008;Aincourt;0;27280;8;693
95011;Ambleville;0;28290;5;302
95012;Amenucourt;0;25400;3;149
95014;Andilly;1;30190;32;1895
95018;Argenteuil;0;19350;1199;73415
95019;Arnouville;0;20790;196;10117
95023;Arronville;0;30040;4;466
95024;Arthies;0;28670;1;195
95026;Asnières-sur-Oise;0;28210;24;2250
95028;Attainville;0;28920;12;1267
95039;Auvers-sur-Oise;0;28940;69;5054
95040;Avernes;0;30070;4;622
95042;Baillet-en-France;0;29910;26;1445
95046;Banthelu;0;26650;3;99
95051;Beauchamp;0;28510;92;6795
95052;Beaumont-sur-Oise;0;22220;90;6932
95054;Le Bellay-en-Vexin;0;28510;0;158
95055;Bellefontaine;0;26970;5;368
95056;Belloy-en-France;0;27690;42;1568
95058;Bernes-sur-Oise;0;24210;19;1740
95059;Berville;0;28810;9;256
95060;Bessancourt;0;26780;69;5972
95061;Béthemont-la-Forêt;0;33250;5;311
95063;Bezons;0;21450;314;23446
95074;Boisemont;0;32540;13;616
95078;Boissy-l'Aillerie;0;28660;30;1469
95088;Bonneuil-en-France;0;22380;35;789
95091;Bouffémont;0;26000;43;4453
95094;Bouqueval;0;21500;4;230
95101;Bray-et-Lû;0;24700;8;669
95102;Bréançon;0;31790;2;311
95110;Brignancourt;0;27320;3;175
95116;Bruyères-sur-Oise;0;23430;28;3196
95119;Buhy;0;25850;2;231
95120;Butry-sur-Oise;0;28700;23;1550
95127;Cergy;1;20270;336;42057
95134;Champagne-sur-Oise;0;27340;47;3431
95139;La Chapelle-en-Vexin;0;26710;3;225
95141;Charmont;0;N/A - secret statistique;0;24
95142;Chars;0;25320;17;1442
95144;Châtenay-en-France;0;N/A - secret statistique;2;55
95149;Chaumontel;0;28940;36;2473
95150;Chaussy;0;26450;5;467
95151;Chauvry;0;30050;5;214
95154;Chennevières-lès-Louvres;0;25890;6;214
95157;Chérence;0;28350;0;110
95166;Cléry-en-Vexin;0;29140;6;332
95169;Commeny;0;28020;5;446
95170;Condécourt;0;28300;8;404
95176;Cormeilles-en-Parisis;0;28650;218;18726
95177;Cormeilles-en-Vexin;0;27390;17;864
95181;Courcelles-sur-Viosne;0;29680;1;222
95183;Courdimanche;0;26460;23;4674
95197;Deuil-la-Barre;0;25000;183;16044
95199;Domont;0;25810;214;11143
95203;Eaubonne;0;26900;184;18223
95205;Écouen;0;25760;67;4991
95210;Enghien-les-Bains;0;31400;111;8421
95211;Ennery;1;29520;62;1631
95212;Épiais-lès-Louvres;0;23550;2;94
95213;Épiais-Rhus;0;30610;6;467
95214;Épinay-Champlâtreux;0;N/A - secret statistique;1;41
95218;Éragny;0;24320;124;12593
95219;Ermont;0;24940;144;20452
95229;Ézanville;0;25510;66;6878
95241;Fontenay-en-Parisis;0;25530;28;1484
95250;Fosses;0;23310;64;6806
95252;Franconville;0;24120;276;26661
95253;Frémainville;0;31060;4;370
95254;Frémécourt;0;30330;7;393
95256;Frépillon;0;28370;47;2263
95257;La Frette-sur-Seine;0;31130;46;3293
95258;Frouville;0;31000;7;277
95268;Garges-lès-Gonesse;0;15750;389;27048
95270;Genainville;0;27700;8;392
95271;Génicourt;0;29250;10;380
95277;Gonesse;0;19140;357;18234
95280;Goussainville;0;18160;410;20113
95287;Grisy-les-Plâtres;0;31090;10;529
95288;Groslay;0;26430;93;5872
95295;Guiry-en-Vexin;0;29600;1;110
95298;Haravilliers;0;30750;9;412
95301;Haute-Isle;0;26340;4;222
95303;Le Heaulme;0;28140;2;148
95304;Hédouville;0;33710;5;218
95306;Herblay-sur-Seine;0;27080;323;21448
95308;Hérouville-en-Vexin;0;29670;3;429
95309;Hodent;0;27430;0;167
95313;L'Isle-Adam;0;28610;136;9471
95316;Jagny-sous-Bois;0;30470;3;200
95323;Jouy-le-Moutier;0;24800;101;11447
95328;Labbeville;0;27790;10;452
95331;Lassy;0;24820;3;143
95341;Livilliers;0;33270;4;285
95348;Longuesse;0;30550;2;387
95351;Louvres;0;22430;77;8379
95352;Luzarches;0;28090;33;3490
95353;Maffliers;0;28980;15;1252
95355;Magny-en-Vexin;0;23850;61;4154
95365;Mareil-en-France;0;28300;9;512
95369;Margency;0;31670;14;2069
95370;Marines;0;26990;41;2461
95371;Marly-la-Ville;0;26550;31;4078
95379;Maudétour-en-Vexin;0;29620;1;152
95387;Menouville;0;N/A - secret statistique;0;49
95388;Menucourt;0;25830;15;4186
95392;Mériel;0;27430;43;3788
95394;Méry-sur-Oise;0;26220;124;6776
95395;Le Mesnil-Aubry;0;27520;13;643
95409;Moisselles;0;28790;16;945
95422;Montgeroult;0;30260;2;272
95424;Montigny-lès-Cormeilles;0;21970;187;14738
95426;Montlignon;0;34100;20;2088
95427;Montmagny;0;21400;128;9705
95428;Montmorency;0;28430;121;15401
95429;Montreuil-sur-Epte;0;27590;5;286
95430;Montsoult;0;28560;33;2986
95436;Mours;0;28640;12;1161
95438;Moussy;0;27330;1;77
95445;Nerville-la-Forêt;0;28750;8;564
95446;Nesles-la-Vallée;0;31280;12;1389
95447;Neuilly-en-Vexin;0;26820;5;175
95450;Neuville-sur-Oise;0;31300;18;1413
95452;Nointel;0;28910;6;636
95456;Noisy-sur-Oise;0;27640;8;441
95459;Nucourt;0;28030;6;532
95462;Omerville;0;27310;1;253
95476;Osny;0;26100;123;12529
95480;Parmain;0;28950;35;4034
95483;Le Perchay;0;30570;5;363
95487;Persan;0;19590;113;9508
95488;Pierrelaye;0;23380;143;6941
95489;Piscop;0;27800;12;492
95491;Le Plessis-Bouchard;0;28550;72;5955
95492;Le Plessis-Gassot;0;N/A - secret statistique;1;71
95493;Le Plessis-Luzarches;0;28460;2;111
95500;Pontoise;0;22340;241;21260
95504;Presles;0;29450;30;2926
95509;Puiseux-en-France;0;25860;21;2627
95510;Puiseux-Pontoise;0;27320;17;421
95523;La Roche-Guyon;0;25480;4;334
95527;Roissy-en-France;7;25320;48;1937
95529;Ronquerolles;0;29160;9;654
95535;Sagy;0;29810;7;827
95539;Saint-Brice-sous-Forêt;0;25120;112;10101
95541;Saint-Clair-sur-Epte;0;23280;8;713
95543;Saint-Cyr-en-Arthies;0;28810;3;176
95554;Saint-Gervais;0;28780;11;664
95555;Saint-Gratien;0;23910;126;14898
95563;Saint-Leu-la-Forêt;0;28960;151;11426
95566;Saint-Martin-du-Tertre;0;25890;21;1808
95572;Saint-Ouen-l'Aumône;0;21350;280;17441
95574;Saint-Prix;0;31490;59;5420
95580;Saint-Witz;0;34910;29;1763
