LIBCOM,nb,zone,Code
Oherville,2,reg28,76483
Oiry,23,reg44,51413
Oisemont,50,reg32,80606
Oisly,4,reg24,41166
Oisseau,7,reg52,53170
Oisseau-le-Petit,24,reg52,72225
Oissel,2017,reg28,76484
Oissery,53,IDF_DEP_77,77344
Oizé,16,reg52,72226
Oizon,51,reg24,18170
Oletta,30,reg94,2B185
Olivet,1273,reg24,45232
Olivet,2,reg52,53169
Olliergues,14,reg84,63258
Olmeta-di-Tuda,19,reg94,2B188
Olmeto,24,reg94,2A189
Olmi-Cappella,20,reg94,2B190
Oloron-Sainte-Marie,538,reg75,64422
Ombrée d'Anjou,495,reg52,49248
Omécourt,1,reg32,60476
Omey,16,reg44,51415
Omps,3,reg84,15144
Ondes,29,reg76,31403
Ondres,230,reg75,40209
Ondreville-sur-Essonne,2,reg24,45233
Onesse-Laharie,12,reg75,40210
Oneux,8,reg32,80609
Ons-en-Bray,62,reg32,60477
Opio,8,reg93,06089
Oppède,9,reg93,84086
Oraison,215,reg93,04143
Orange,2678,reg93,84087
Orbais-l'Abbaye,10,reg44,51416
Orbec,171,reg28,14478
Orbeil,6,reg84,63261
Orbigny,27,reg24,37177
Orçay,6,reg24,41168
Orcemont,9,IDF_DEP_78,78464
Orcenais,22,reg24,18171
Orcet,78,reg84,63262
Orchamps,62,reg27,39396
Orcines,10,reg84,63263
Orconte,6,reg44,51417
Orée d'Anjou,411,reg52,49069
Orègue,5,reg75,64425
Orgelet,76,reg27,39397
Orgères,358,reg53,35208
Orgères,2,reg28,61317
Orgerus,11,IDF_DEP_78,78465
Orgeval,194,IDF_DEP_78,78466
Orgnac-sur-Vézère,3,reg75,19154
Origné,3,reg52,53172
Origny-le-Sec,31,reg44,10271
Orival,18,reg28,76486
Orléans,15410,reg24,45234
Orléat,9,reg84,63265
Orliac-de-Bar,11,reg75,19155
Orliénas,41,reg84,69148
Orlu,5,reg76,09220
Orly,5105,IDF_DEP_94,94054
Ormes,4,reg27,71332
Ormes,213,reg24,45235
Ormesson-sur-Marne,77,IDF_DEP_94,94055
Ormoy,1,reg27,70399
Ormoy,1,reg27,89282
Ornaisons,13,reg76,11267
Orry-la-Ville,48,reg32,60482
Orsans,1,reg76,11268
Orthez,667,reg75,64430
Orval,251,reg24,18172
Orvault,2182,reg52,44114
Orvillers-Sorel,1,reg32,60483
Orvilliers-Saint-Julien,6,reg44,10274
Oslon,18,reg27,71333
Osmanville,55,reg28,14480
Osmery,6,reg24,18173
Osny,1242,IDF_DEP_95,95476
Osse-en-Aspe,5,reg75,64433
Ossey-les-Trois-Maisons,50,reg44,10275
Othis,316,IDF_DEP_77,77349
Ouainville,47,reg28,76488
Ouanne,15,reg27,89283
Ouches,10,reg84,42162
Oucques La Nouvelle,60,reg24,41171
Oudeuil,1,reg32,60484
Oudon,29,reg52,44115
Ouessant,18,reg53,29155
Ouilly-le-Vicomte,39,reg28,14487
Ouistreham,748,reg28,14488
Oullins,2204,reg84,69149
Ounans,5,reg27,39399
Ourouer-les-Bourdelins,10,reg24,18175
Ouroux-sur-Saône,57,reg27,71336
Oursel-Maison,14,reg32,60485
Ourville-en-Caux,50,reg28,76490
Ousse,24,reg75,64439
Ousson-sur-Loire,22,reg24,45238
Oussoy-en-Gâtinais,5,reg24,45239
Oust-Marest,24,reg32,80613
Outarville,53,reg24,45240
Ouveillan,77,reg76,11269
Ouville-l'Abbaye,2,reg28,76491
Ouvrouer-les-Champs,5,reg24,45241
Ouzouer-sous-Bellegarde,10,reg24,45243
Ouzouer-sur-Loire,51,reg24,45244
Ouzouer-sur-Trézée,116,reg24,45245
Ozillac,7,reg75,17270
Ozoir-la-Ferrière,1094,IDF_DEP_77,77350
Ozolles,3,reg27,71339
Pabu,30,reg53,22161
Pacé,564,reg53,35210
Pacé,29,reg28,61321
Pacy-sur-Armançon,1,reg27,89284
Pacy-sur-Eure,293,reg28,27448
Pagnoz,8,reg27,39403
Paillart,15,reg32,60486
Paillet,11,reg75,33311
Paimpol,576,reg53,22162
Paimpont,12,reg53,35211
Palaja,30,reg76,11272
Palinges,65,reg27,71340
Palisse,3,reg75,19157
Palladuc,7,reg84,63267
Palleville,4,reg76,81200
Palluau,35,reg52,85169
Paluel,13,reg28,76493
Pamiers,1116,reg76,09225
Pamplie,2,reg75,79200
Pamproux,42,reg75,79201
Pancé,20,reg53,35212
Panissières,40,reg84,42165
Pannecé,14,reg52,44118
Pannes,146,reg24,45247
Pannessières,5,reg27,39404
Panzoult,20,reg24,37178
Paray-le-Frésil,8,reg84,03203
Paray-le-Monial,1010,reg27,71342
Paray-sous-Briailles,10,reg84,03204
Parçay-Meslay,122,reg24,37179
Parçay-sur-Vienne,17,reg24,37180
Parcé,30,reg53,35214
Parcé-sur-Sarthe,62,reg52,72228
Pardies-Piétat,1,reg75,64444
Parempuyre,630,reg75,33312
Parennes,3,reg52,72229
Parent,9,reg84,63269
Parentis-en-Born,93,reg75,40217
Pargny-sur-Saulx,223,reg44,51423
Pargues,1,reg44,10278
Parigné,39,reg53,35215
Parigné-l'Évêque,165,reg52,72231
Parigné-le-Pôlin,13,reg52,72230
Parigné-sur-Braye,7,reg52,53174
Parigny,4,reg84,42166
Paris 10e Arrondissement,6846,IDF_DEP_75,75110
Paris 11e Arrondissement,10155,IDF_DEP_75,75111
Paris 12e Arrondissement,16800,IDF_DEP_75,75112
Paris 13e Arrondissement,33988,IDF_DEP_75,75113
Paris 14e Arrondissement,19047,IDF_DEP_75,75114
Paris 15e Arrondissement,22492,IDF_DEP_75,75115
Paris 16e Arrondissement,5366,IDF_DEP_75,75116
Paris 17e Arrondissement,14659,IDF_DEP_75,75117
Paris 18e Arrondissement,21421,IDF_DEP_75,75118
Paris 19e Arrondissement,34379,IDF_DEP_75,75119
Paris 1er Arrondissement,1000,IDF_DEP_75,75101
Paris 20e Arrondissement,34451,IDF_DEP_75,75120
Paris 2e Arrondissement,676,IDF_DEP_75,75102
Paris 3e Arrondissement,1497,IDF_DEP_75,75103
Paris 4e Arrondissement,2286,IDF_DEP_75,75104
Paris 5e Arrondissement,2786,IDF_DEP_75,75105
Paris 6e Arrondissement,651,IDF_DEP_75,75106
Paris 7e Arrondissement,386,IDF_DEP_75,75107
Paris 8e Arrondissement,581,IDF_DEP_75,75108
Paris 9e Arrondissement,2002,IDF_DEP_75,75109
Parisot,10,reg76,81202
Parisot,10,reg76,82137
Parlan,12,reg84,15147
Parmain,113,IDF_DEP_95,95480
Parnay,2,reg52,49235
Parné-sur-Roc,15,reg52,53175
Paron,636,reg27,89287
Pars-lès-Romilly,21,reg44,10280
Parsac-Rimondeix,13,reg75,23149
Parthenay,589,reg75,79202
Parthenay-de-Bretagne,62,reg53,35216
Pasilly,1,reg27,89290
Passais Villages,35,reg28,61324
Passenans,6,reg27,39407
Patay,147,reg24,45248
Pau,8463,reg75,64445
Paucourt,4,reg24,45249
Pauillac,280,reg75,33314
Paule,17,reg53,22163
Paulhac,8,reg84,43147
Paulhac,8,reg84,15148
Paulhac,7,reg76,31407
Pavilly,1084,reg28,76495
Payrin-Augmontel,9,reg76,81204
Pays de Belvès,45,reg75,24035
Payzac,20,reg75,24320
Paziols,24,reg76,11276
Péaule,31,reg53,56153
Péault,9,reg52,85171
Péchabou,108,reg76,31409
Pechbonnieu,190,reg76,31410
Pechbusque,20,reg76,31411
Pédernec,30,reg53,22164
Pégomas,172,reg93,06090
Péguilhan,10,reg76,31412
Peillac,39,reg53,56154
Peille,93,reg93,06091
Peillon,24,reg93,06092
Peipin,57,reg93,04145
Pellegrue,14,reg75,33316
Pélussin,179,reg84,42168
Pencran,37,reg53,29156
Pendé,24,reg32,80618
Pénestin,61,reg53,56155
Penmarch,160,reg53,29158
Pennautier,34,reg76,11279
Penne-d'Agenais,57,reg75,47203
Penta-di-Casinca,95,reg94,2B207
Penvénan,78,reg53,22166
Péone,17,reg93,06094
Pépieux,3,reg76,11280
Perche en Nocé,85,reg28,61309
Périers-sur-le-Dan,9,reg28,14495
Pérignat-lès-Sarliève,105,reg84,63272
Pérignat-sur-Allier,10,reg84,63273
Périgné,9,reg75,79204
Périgneux,6,reg84,42169
Périgny,5,reg84,03205
Périgny,536,reg75,17274
Périgny,75,IDF_DEP_94,94056
Périgny-la-Rose,4,reg44,10284
Périgueux,3348,reg75,24322
Périssac,1,reg75,33317
Pernay,53,reg24,37182
Pernes-les-Fontaines,197,reg93,84088
Péronne,16,reg27,71345
Péronne,1100,reg32,80620
Pérouse,1,reg27,90076
Péroy-les-Gombries,24,reg32,60489
Perpezac-le-Noir,25,reg75,19162
Perpignan,2232,reg76,66136
Perquie,1,reg75,40221
Perrecy-les-Forges,54,reg27,71346
Perreux,13,reg84,42170
Perrier,8,reg84,63275
Perrières,5,reg28,14497
Perriers-sur-Andelle,94,reg28,27453
Perrigny,71,reg27,89295
Perrigny,71,reg27,39411
Perrigny-sur-Loire,4,reg27,71348
Perros-Guirec,314,reg53,22168
Perrou,25,reg28,61326
Perrusson,132,reg24,37183
Persan,2036,IDF_DEP_95,95487
Persquen,5,reg53,56156
Perthes,28,IDF_DEP_77,77359
Perthes-lès-Brienne,4,reg44,10285
Pertuis,932,reg93,84089
Pervenchères,20,reg28,61327
Peschadoires,59,reg84,63276
Peseux,3,reg27,39412
Pessac,7012,reg75,33318
Pessat-Villeneuve,8,reg84,63278
Petit-Auverné,12,reg52,44121
Petit-Caux,303,reg28,76618
Petit-Couronne,1607,reg28,76497
Petit-Croix,3,reg27,90077
Petit-Mars,35,reg52,44122
Petit-Mesnil,2,reg44,10286
Petit-Noir,7,reg27,39415
Petit-Palais-et-Cornemps,1,reg75,33320
Petite-Forêt,65,reg32,59459
Petiville,13,reg28,14499
Petiville,13,reg28,76499
Petosse,11,reg52,85174
Peujard,83,reg75,33321
Peumerit,18,reg53,29159
Pexiora,28,reg76,11281
Peymeinade,270,reg93,06095
Peyrehorade,168,reg75,40224
Peyrelevade,14,reg75,19164
Peyrens,21,reg76,11284
Peyrestortes,24,reg76,66138
Peyriac-de-Mer,10,reg76,11285
Peyriac-Minervois,14,reg76,11286
Peyrignac,17,reg75,24324
Peyrins,13,reg84,26231
Peyroules,4,reg93,04148
Peyruis,94,reg93,04149
Pezens,28,reg76,11288
Pézilla-la-Rivière,110,reg76,66140
Pezou,14,reg24,41175
Phaffans,3,reg27,90080
Phalempin,193,reg32,59462
Pia,479,reg76,66141
Pianottoli-Caldarello,35,reg94,2A215
Pibrac,278,reg76,31417
Picquigny,35,reg32,80622
Piégut,4,reg93,04150
Piégut-Pluviers,47,reg75,24328
Pierre-Bénite,1028,reg84,69152
Pierre-de-Bresse,39,reg27,71351
Pierre-Perthuis,4,reg27,89297
Pierreclos,2,reg27,71350
Pierrefeu,2,reg93,06097
Pierrefiques,1,reg28,76501
Pierrefitte,1,reg75,19166
Pierrefitte,1,reg75,23152
Pierrefitte,1,reg75,79209
Pierrefitte-ès-Bois,7,reg24,45251
Pierrefitte-sur-Loire,16,reg84,03207
Pierrefitte-sur-Sauldre,37,reg24,41176
Pierrefonds,56,reg32,60491
Pierrefort,19,reg84,15152
Pierrelatte,1262,reg84,26235
Pierrelaye,854,IDF_DEP_95,95488
Pierrelongue,1,reg84,26236
Pierrevert,48,reg93,04152
Pierric,18,reg52,44123
Pierry,22,reg44,51431
Piffonds,15,reg27,89298
Pigny,5,reg24,18179
Pimprez,3,reg32,60492
Pin-Balma,5,reg76,31418
Pinay,3,reg84,42171
Pineuilh,173,reg75,33324
Piney,149,reg44,10287
Pins-Justaret,218,reg76,31421
Pinsaguel,103,reg76,31420
Piolenc,8,reg93,84091
Pionnat,14,reg75,23154
Pionsat,82,reg84,63281
Pipriac,84,reg53,35219
Piriac-sur-Mer,64,reg52,44125
Pisany,9,reg75,17278
Piscop,8,IDF_DEP_95,95489
Piseux,1,reg28,27457
Pissos,78,reg75,40227
Pissotte,14,reg52,85176
Pissy-Pôville,43,reg28,76503
Pitgam,13,reg32,59463
Pithiviers,1575,reg24,45252
Pithiviers-le-Vieil,103,reg24,45253
Pîtres,228,reg28,27458
Plabennec,239,reg53,29160
Plachy-Buyon,3,reg32,80627
Plailly,30,reg32,60494
Plaimpied-Givaudins,62,reg24,18180
Plaine-Haute,14,reg53,22170
Plaines-Saint-Lange,4,reg44,10288
Plaintel,55,reg53,22171
Plainval,8,reg32,60495
Plaisance-du-Touch,1277,reg76,31424
Plaisir,3145,IDF_DEP_78,78490
Plancoët,150,reg53,22172
Plancy-l'Abbaye,107,reg44,10289
Planfoy,8,reg84,42172
Plasnes,1,reg28,27463
Plassac,2,reg75,17279
Plassac,2,reg75,33325
Plaudren,16,reg53,56157
Plauzat,9,reg84,63282
Plazac,11,reg75,24330
Pleaux,26,reg84,15153
Pléchâtel,35,reg53,35221
Plédéliac,29,reg53,22175
Plédran,271,reg53,22176
Pléguien,32,reg53,22177
Pléhédel,6,reg53,22178
Pleine-Fougères,114,reg53,35222
Pleine-Sève,3,reg28,76504
Plélan-le-Grand,94,reg53,35223
Plélan-le-Petit,27,reg53,22180
Plélauff,3,reg53,22181
Plélo,22,reg53,22182
Plémet,57,reg53,22183
Plémy,6,reg53,22184
Plénée-Jugon,51,reg53,22185
Pléneuf-Val-André,109,reg53,22186
Plerguer,39,reg53,35224
Plérin,715,reg53,22187
Plerneuf,5,reg53,22188
Plescop,346,reg53,56158
Plesder,24,reg53,35225
Plésidy,5,reg53,22189
Pleslin-Trigavou,123,reg53,22190
Plessé,73,reg52,44128
Plestan,12,reg53,22193
Plestin-les-Grèves,69,reg53,22194
Pleubian,43,reg53,22195
Pleucadeuc,51,reg53,56159
Pleudaniel,9,reg53,22196
Pleudihen-sur-Rance,109,reg53,22197
Pleugriffet,26,reg53,56160
Pleugueneuc,72,reg53,35226
Pleumeleuc,107,reg53,35227
Pleumeur-Bodou,145,reg53,22198
Pleumeur-Gautier,12,reg53,22199
Pleure,6,reg27,39429
Pleurs,116,reg44,51432
Pleurtuit,317,reg53,35228
Pleuven,84,reg53,29161
Pléven,7,reg53,22200
Plévin,28,reg53,22202
Pleyben,113,reg53,29162
Pleyber-Christ,128,reg53,29163
Plivot,24,reg44,51434
Plobannalec-Lesconil,106,reg53,29165
Ploemel,32,reg53,56161
Ploemeur,743,reg53,56162
Ploërdut,16,reg53,56163
Ploeren,310,reg53,56164
Ploërmel,324,reg53,56165
Ploéven,14,reg53,29166
Ploëzal,26,reg53,22204
Plogastel-Saint-Germain,50,reg53,29167
Plogoff,15,reg53,29168
Plogonnec,117,reg53,29169
Plomelin,192,reg53,29170
Plomeur,70,reg53,29171
Plomodiern,75,reg53,29172
Plonéis,137,reg53,29173
Plonéour-Lanvern,176,reg53,29174
Plonévez-du-Faou,39,reg53,29175
Plonévez-Porzay,52,reg53,29176
Plorec-sur-Arguenon,3,reg53,22205
Plottes,64,reg27,71353
Plouaret,59,reg53,22207
Plouarzel,85,reg53,29177
Plouasne,41,reg53,22208
Plouay,86,reg53,56166
Ploubazlanec,121,reg53,22210
Ploubezre,75,reg53,22211
Ploudalmézeau,103,reg53,29178
Ploudaniel,43,reg53,29179
Ploudiry,21,reg53,29180
Plouëc-du-Trieux,37,reg53,22212
Plouédern,45,reg53,29181
Plouégat-Guérand,25,reg53,29182
Plouégat-Moysan,13,reg53,29183
Plouénan,84,reg53,29184
Plouër-sur-Rance,86,reg53,22213
Plouescat,91,reg53,29185
Plouézec,69,reg53,22214
Plouezoc'h,33,reg53,29186
Ploufragan,923,reg53,22215
Plougar,14,reg53,29187
Plougasnou,71,reg53,29188
Plougastel-Daoulas,548,reg53,29189
Plougonvelin,68,reg53,29190
Plougonven,104,reg53,29191
Plougonver,7,reg53,22216
Plougoulm,31,reg53,29192
Plougoumelen,28,reg53,56167
Plougourvest,24,reg53,29193
Plougras,3,reg53,22217
Plougrescant,50,reg53,22218
Plouguerneau,108,reg53,29195
Plouguernével,66,reg53,22220
Plouguiel,46,reg53,22221
Plouguin,41,reg53,29196
Plouha,64,reg53,22222
Plouharnel,14,reg53,56168
Plouhinec,298,reg53,29197
Plouhinec,298,reg53,56169
Plouider,18,reg53,29198
Plouigneau,170,reg53,29199
Plouisy,56,reg53,22223
Ploulec'h,34,reg53,22224
Ploumagoar,94,reg53,22225
Ploumilliau,13,reg53,22226
Ploumoguer,78,reg53,29201
Plounéour-Brignogan-plages,40,reg53,29021
Plounéour-Ménez,16,reg53,29202
Plounérin,2,reg53,22227
Plounéventer,15,reg53,29204
Plounévez-Lochrist,38,reg53,29206
Plounévez-Moëdec,22,reg53,22228
Plounévez-Quintin,12,reg53,22229
Plounévézel,35,reg53,29205
Plourac'h,2,reg53,22231
Plouray,28,reg53,56170
Plourhan,36,reg53,22232
Plourin,19,reg53,29208
Plourin-lès-Morlaix,280,reg53,29207
Plourivo,19,reg53,22233
Plouvara,13,reg53,22234
Plouvien,54,reg53,29209
Plouvorn,87,reg53,29210
Plouyé,16,reg53,29211
Plouzané,605,reg53,29212
Plouzélambre,3,reg53,22235
Plouzévédé,55,reg53,29213
Plovan,18,reg53,29214
Plozévet,82,reg53,29215
Pludual,9,reg53,22236
Pluduno,22,reg53,22237
Plufur,11,reg53,22238
Pluguffan,215,reg53,29216
Pluherlin,28,reg53,56171
Plumaudan,32,reg53,22239
Plumaugat,15,reg53,22240
Plumelec,55,reg53,56172
Plumelin,29,reg53,56174
Plumergat,46,reg53,56175
Plumieux,16,reg53,22241
Pluneret,187,reg53,56176
Plurien,29,reg53,22242
Plusquellec,6,reg53,22243
Plussulien,6,reg53,22244
Pluvigner,70,reg53,56177
Pluzunet,18,reg53,22245
Pocé-les-Bois,18,reg53,35229
Pocé-sur-Cisse,135,reg24,37185
Podensac,74,reg75,33327
Poids-de-Fiole,8,reg27,39431
Poigny,22,IDF_DEP_77,77368
Poigny-la-Forêt,5,IDF_DEP_78,78497
Poillé-sur-Vègre,6,reg52,72239
Poilley,4,reg53,35230
Poilly-lez-Gien,22,reg24,45254
Poilly-sur-Serein,1,reg27,89303
Pointis-Inard,12,reg76,31427
Poiroux,5,reg52,85179
Poisson,8,reg27,71354
Poissy,5798,IDF_DEP_78,78498
Poivres,1,reg44,10293
Poix-de-Picardie,246,reg32,80630
Poix-du-Nord,92,reg32,59464
Poix-Terron,30,reg44,08341
Poleymieux-au-Mont-d'Or,22,reg84,69153
Poligny,228,reg27,39434
Poligny,4,reg44,10294
Polisot,10,reg44,10295
Pollestres,325,reg76,66144
Pollionnay,52,reg84,69154
Polminhac,16,reg84,15154
Pomacle,2,reg44,51439
Pomas,5,reg76,11293
Pomerol,30,reg75,33328
Pommeret,19,reg53,22246
Pommereuil,7,reg32,59465
Pommerieux,10,reg52,53180
Pommerit-le-Vicomte,15,reg53,22248
Pommeuse,57,IDF_DEP_77,77371
Pommiers,62,reg84,69156
Pommiers,62,reg84,42173
Pompaire,49,reg75,79213
Pompertuzat,28,reg76,31429
Pompignac,28,reg75,33330
Pomponne,478,IDF_DEP_77,77372
Pomport,15,reg75,24331
Pomps,4,reg75,64450
Pons,143,reg75,17283
Ponsas,4,reg84,26247
Pont-à-Marcq,175,reg32,59466
Pont-Audemer,2034,reg28,27467
Pont-Authou,51,reg28,27468
Pont-Aven,135,reg53,29217
Pont-Croix,85,reg53,29218
Pont-d'Ouilly,62,reg28,14764
Pont-de-Barret,3,reg84,26249
Pont-de-Buis-lès-Quimerch,149,reg53,29302
Pont-de-l'Arche,365,reg28,27469
Pont-de-l'Isère,124,reg84,26250
Pont-de-Larn,72,reg76,81209
Pont-de-Metz,128,reg32,80632
Pont-de-Poitte,6,reg27,39435
Pont-de-Ruan,20,reg24,37186
Pont-du-Casse,235,reg75,47209
Pont-du-Château,831,reg84,63284
Pont-du-Navoy,3,reg27,39437
Pont-l'Abbé,392,reg53,29220
Pont-l'Évêque,617,reg28,14514
Pont-l'Évêque,72,reg32,60506
Pont-Péan,284,reg53,35363
Pont-Remy,90,reg32,80635
Pont-Saint-Martin,135,reg52,44130
Pont-Saint-Pierre,62,reg28,27470
Pont-Sainte-Marie,952,reg44,10297
Pont-Sainte-Maxence,1952,reg32,60509
Pont-Scorff,156,reg53,56179
Pont-sur-Sambre,165,reg32,59467
Pont-sur-Seine,114,reg44,10298
Pont-sur-Yonne,276,reg27,89309
Pontacq,60,reg75,64453
Pontarion,4,reg75,23155
Pontault-Combault,2848,IDF_DEP_77,77373
Pontaumur,34,reg84,63283
Pontcarré,31,IDF_DEP_77,77374
Pontchardon,26,reg28,61333
Pontchâteau,274,reg52,44129
Ponteilla,52,reg76,66145
Pontenx-les-Forges,22,reg75,40229
Pontfaverger-Moronvilliers,143,reg44,51440
Pontgibaud,30,reg84,63285
Pontigny,20,reg27,89307
Pontivy,847,reg53,56178
Pontlevoy,58,reg24,41180
Pontmain,27,reg52,53181
Pontoise,4908,IDF_DEP_95,95500
Pontonx-sur-l'Adour,120,reg75,40230
Pontpoint,72,reg32,60508
Pontrieux,85,reg53,22250
Ponts sur Seulles,8,reg28,14355
Pontvallain,51,reg52,72243
Porcaro,14,reg53,56180
Porcheux,19,reg32,60510
Porcheville,144,IDF_DEP_78,78501
Pordic,198,reg53,22251
Pornic,331,reg52,44131
Pornichet,480,reg52,44132
Porquéricourt,8,reg32,60511
Porspoder,22,reg53,29221
Port-Brillet,72,reg52,53182
Port-d'Envaux,10,reg75,17285
Port-de-Lanne,5,reg75,40231
Port-des-Barques,46,reg75,17484
Port-en-Bessin-Huppain,174,reg28,14515
Port-Jérôme-sur-Seine,1112,reg28,76476
Port-la-Nouvelle,493,reg76,11266
Port-Launay,23,reg53,29222
Port-Lesney,39,reg27,39439
Port-Louis,158,reg53,56181
Port-Saint-Père,11,reg52,44133
Port-Sainte-Foy-et-Ponchapt,72,reg75,24335
Port-Sainte-Marie,15,reg75,47210
Port-Vendres,558,reg76,66148
Porta,14,reg76,66146
Porté-Puymorens,11,reg76,66147
Porte des Pierres Dorées,35,reg84,69159
Portel-des-Corbières,15,reg76,11295
Portes-en-Valdaine,2,reg84,26251
Portes-lès-Valence,1116,reg84,26252
Portet-de-Luchon,4,reg76,31432
Portet-sur-Garonne,705,reg76,31433
Porto-Vecchio,657,reg94,2A247
Ports,5,reg24,37187
Possesse,9,reg44,51442
Potigny,101,reg28,14516
Poudenas,2,reg75,47211
Poudenx,4,reg75,40232
Poudis,14,reg76,81210
Pouillé,12,reg52,85181
Pouillé,11,reg24,41181
Pouillé-les-Côteaux,8,reg52,44134
Pouillon,20,reg75,40233
Pouilloux,18,reg27,71356
Pouilly,2,reg32,60512
Pouilly-lès-Feurs,18,reg84,42175
Pouilly-les-Nonains,28,reg84,42176
Pouilly-sous-Charlieu,124,reg84,42177
Pouldergat,39,reg53,29224
Pouldreuzic,53,reg53,29225
Poule-les-Écharmeaux,15,reg84,69160
Poullan-sur-Mer,55,reg53,29226
Poullaouen,21,reg53,29227
Pourrain,6,reg27,89311
Pouru-Saint-Remy,10,reg44,08343
Poussignac,3,reg75,47212
Pouy-de-Touges,5,reg76,31436
Pouydesseaux,10,reg75,40234
Pouzauges,226,reg52,85182
Pouzay,58,reg24,37188
Pouzol,2,reg84,63286
Poyanne,13,reg75,40235
Prades,271,reg76,81212
Prades,271,reg76,09232
Prades,271,reg76,66149
Pradines,6,reg84,42178
Pralognan-la-Vanoise,3,reg84,73206
Pralong,18,reg84,42179
Prat,21,reg53,22254
Prats-de-Mollo-la-Preste,2,reg76,66150
Prayssas,12,reg75,47213
Pré-en-Pail-Saint-Samson,87,reg52,53185
Préaux,2,reg28,76509
Préaux,3,reg84,07185
Préchac,6,reg75,33336
Préchacq-Josbaig,2,reg75,64458
Préchacq-les-Bains,47,reg75,40237
Préchacq-Navarrenx,1,reg75,64459
Précieux,7,reg84,42180
Précigné,128,reg52,72244
Précy-le-Sec,16,reg27,89312
Précy-sur-Oise,136,reg32,60513
Prée-d'Anjou,23,reg52,53124
Préfailles,58,reg52,44136
Préhy,1,reg27,89315
Preixan,5,reg76,11299
Prémanon,18,reg27,39441
Prémesques,50,reg32,59470
Prémierfait,3,reg44,10305
Prémilhat,90,reg84,03211
Préseau,54,reg32,59471
Presles,4,IDF_DEP_95,95504
Presles-en-Brie,8,IDF_DEP_77,77377
Presly,4,reg24,18185
Presnoy,5,reg24,45256
Pressigny-les-Pins,11,reg24,45257
Preuilly,5,reg24,18186
Preuilly-sur-Claise,44,reg24,37189
Preux-au-Bois,2,reg32,59472
Préval,15,reg52,72245
Préveranges,17,reg24,18187
Prévessin-Moëns,5,reg84,01313
Prey,27,reg28,27478
Prignac-et-Marcamps,10,reg75,33339
Prigonrieux,157,reg75,24340
Primelin,9,reg53,29228
Princé,16,reg53,35232
Pringy,121,IDF_DEP_77,77378
Pringy,6,reg44,51446
Prinquiau,14,reg52,44137
Prisches,17,reg32,59474
Prissé,92,reg27,71360
Privas,1167,reg84,07186
Prix-lès-Mézières,32,reg44,08346
Priziac,7,reg53,56182
Prompsat,4,reg84,63288
Propiac,2,reg84,26256
Propières,15,reg84,69161
Propriano,189,reg94,2A249
Prouvy,201,reg32,59475
Proville,197,reg32,59476
Provin,358,reg32,59477
Provins,1883,IDF_DEP_77,77379
Proyart,15,reg32,80644
Prugny,18,reg44,10307
Pruillé-l'Éguillé,27,reg52,72248
Pruillé-le-Chétif,21,reg52,72247
Prunay,30,reg44,51449
Prunay-Belleville,7,reg44,10308
Prunay-Cassereau,6,reg24,41184
Prunay-le-Temple,1,IDF_DEP_78,78505
Prunelli-di-Fiumorbo,143,reg94,2B251
Prunet,8,reg84,15156
Prunet,8,reg84,07187
Pruniers-en-Sologne,35,reg24,41185
Publier,7,reg84,74218
Puceul,18,reg52,44138
Puchay,2,reg28,27480
Puchevillers,4,reg32,80645
Puget-Rostang,7,reg93,06098
Puget-Théniers,95,reg93,06099
Pugnac,9,reg75,33341
Puichéric,42,reg76,11301
Puilaurens,4,reg76,11302
Puilboreau,352,reg75,17291
Puimoisson,2,reg93,04157
Puiseaux,206,reg24,45258
Puiseux-en-Bray,16,reg32,60516
Puiseux-en-France,7,IDF_DEP_95,95509
Puiseux-le-Hauberger,5,reg32,60517
Puiseux-Pontoise,12,IDF_DEP_95,95510
Puisieulx,5,reg44,51450
Puits-la-Vallée,8,reg32,60518
Pujo-le-Plan,1,reg75,40238
Pujols,37,reg75,47215
Pujols,37,reg75,33344
Pulvérières,7,reg84,63290
Pusignan,66,reg84,69285
Putanges-le-Lac,79,reg28,61339
Puteaux,6535,IDF_DEP_92,92062
Puy-de-Serre,5,reg52,85184
Puy-Guillaume,221,reg84,63291
Puy-Saint-Martin,17,reg84,26258
Puycasquier,10,reg76,32335
Puycelsi,2,reg76,81217
Puydaniel,4,reg76,31442
Puygiron,6,reg84,26257
Puygouzon,51,reg76,81218
Puygros,14,reg84,73210
Puylaurens,95,reg76,81219
Puymiclan,5,reg75,47216
Puymirol,9,reg75,47217
Puymoyen,3,reg75,16271
Puyoô,26,reg75,64461
Puyravault,4,reg75,17293
Puyravault,12,reg52,85185
Puyvalador,14,reg76,66154
Quantilly,1,reg24,18189
Quarouble,114,reg32,59479
Quarré-les-Tombes,2,reg27,89318
Québriac,54,reg53,35233
Quédillac,5,reg53,35234
Queige,20,reg84,73211
Quelaines-Saint-Gault,63,reg52,53186
Quéménéven,24,reg53,29229
Quemper-Guézennec,20,reg53,22256
Quemperven,6,reg53,22257
Quend,14,reg32,80649
Quérénaing,2,reg32,59480
Quérigut,4,reg76,09239
Querrien,44,reg53,29230
Quesmy,4,reg32,60519
Quesnoy-sur-Deûle,448,reg32,59482
Quessoy,58,reg53,22258
Questembert,167,reg53,56184
Queuille,15,reg84,63294
Quevauvillers,5,reg32,80656
Quéven,370,reg53,56185
Quévert,76,reg53,22259
