"","x"
"1","zone"
"2","NBPIECE"
"3","FINAN"
"4","ETAGE"
"5","TYPECONST"
"6","SURFHAB"
"7","CONSTRUCT"
"8","LOCAT"
"9","PATRIMOINE"
"10","ORIGINE"
"11","FINANAUTRE"
"12","DPEDATE"
"13","DPEENERGIE"
"14","DPESERRE"
"15","FINANcode"
"16","taille"
