Exercice;Outre-mer;Code Insee 2024 Région;Nom 2024 Région;Code Insee 2024 Département;Nom 2024 Département;Code Siren 2024 EPCI;Nom 2024 EPCI;Strate population 2024;Commune rurale;Commune de montagne;Commune touristique;Tranche revenu par habitant;Présence QPV;Code Insee 2024 Commune;Nom 2024 Commune;Catégorie;Code Siren Collectivité;Code Insee Collectivité;Libellé Budget;Agrégat;Montant BP;Montant BA;Montant flux BP-BA;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2024 Disponible;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;Population totale du dernier exercice
68;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;3;Oui;Non;Non;1;Non;45069;Chambon-la-Forêt;Commune;214500696;45069;CHAMBON-LA-FORET;Epargne nette;175818.69;99116.68;0.0;274935.37;0.27493537;980;280.5462959183673;1;;;;;;;;;2;;2024;980
69;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;0;Oui;Non;Non;1;Non;45070;Champoulet;Commune;214500704;45070;CHAMPOULET;Epargne nette;26336.78;0.0;0.0;26336.78;0.026336779999999997;59;446.3861016949152;1;;;;;;;;;2;;2024;59
70;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;3;Oui;Non;Non;2;Non;45072;Chanteau;Commune;214500720;45072;CHANTEAU;Epargne nette;96590.6199999996;0.0;0.0;96590.6199999996;0.0965906199999996;1658;58.25731001206248;1;;;;;;;;;2;;2024;1658
71;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;3;Oui;Non;Non;1;Non;45073;Chantecoq;Commune;214500738;45073;CHANTECOQ;Epargne nette;-5505.10000000009;7680.32999999999;0.0;2175.2299999999;0.0021752299999999;510;4.2651568627449015;1;;;;;;;;;2;;2024;510
72;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;1;Oui;Non;Non;2;Non;45074;La Chapelle-Onzerain;Commune;214500746;45074;CHAPELLE ONZERAIN LA;Epargne nette;-31403.77;0.0;0.0;-31403.77;-0.03140377;116;-270.7221551724138;1;;;;;;;;;2;;2024;116
73;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;7;Non;Non;Non;2;Non;45075;La Chapelle-Saint-Mesmin;Commune;214500753;45075;CHAPELLE-SAINT-MESMIN LA;Epargne nette;1315817.07;0.0;0.0;1315817.07;1.31581707;10414;126.35078452083734;1;;;;;;;;;2;;2024;10414
74;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;2;Oui;Non;Non;3;Non;45076;La Chapelle-Saint-Sépulcre;Commune;214500761;45076;CHAPELLE-SAINT-SEPULCRE LA;Epargne nette;42192.45;0.0;0.0;42192.45;0.04219245;233;181.08347639484978;1;;;;;;;;;2;;2024;233
75;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Oui;Non;Non;1;Non;45077;La Chapelle-sur-Aveyron;Commune;214500779;45077;CHAPELLE-SUR-AVEYRON LA;Epargne nette;49003.16;20132.44;0.0;69135.6;0.0691356;630;109.73904761904762;1;;;;;;;;;2;;2024;630
76;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;2;Non;45078;Chapelon;Commune;214500787;45078;CHAPELON;Epargne nette;-149129.77;1003.0;0.0;-148126.77;-0.14812677;261;-567.5355172413792;1;;;;;;;;;2;;2024;261
77;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;1;Oui;Non;Non;1;Non;45079;Le Charme;Commune;214500795;45079;CHARME LE;Epargne nette;9384.15000000002;0.0;0.0;9384.15000000002;0.00938415000000002;158;59.39335443037987;1;;;;;;;;;2;;2024;158
78;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;2;Oui;Non;Non;2;Non;45080;Charmont-en-Beauce;Commune;214500803;45080;CHARMONT-EN-BEAUCE;Epargne nette;2129.41;0.0;0.0;2129.41;0.00212941;352;6.049460227272727;1;;;;;;;;;2;;2024;352
79;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45081;Charsonville;Commune;214500811;45081;CHARSONVILLE;Epargne nette;95845.47;20020.96;0.0;115866.43;0.11586642999999999;629;184.20736089030206;1;;;;;;;;;2;;2024;629
80;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;6;Non;Non;Non;2;Non;45082;Châteauneuf-sur-Loire;Commune;214500829;45082;CHATEAUNEUF-SUR-LOIRE;Epargne nette;1108364.64;330266.07;0.0;1438630.71;1.43863071;8534;168.57636629950784;1;;;;;;;;;2;;2024;8534
81;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;4;Oui;Non;Non;1;Non;45083;Château-Renard;Commune;214500837;45083;CHATEAU-RENARD;Epargne nette;496998.21;-77795.09;0.0;419203.12;0.41920312;2134;196.44007497656983;1;;;;;;;;;2;;2024;2134
82;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;2;Non;45084;Châtenoy;Commune;214500845;45084;CHATENOY;Epargne nette;63937.68;-518.130000000001;0.0;63419.55;0.06341955;437;145.12482837528606;1;;;;;;;;;2;;2024;437
83;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Non;Non;Non;1;Non;45085;Châtillon-Coligny;Commune;214500852;45085;CHATILLON-COLIGNY;Epargne nette;234827.54;0.0;0.0;234827.54;0.23482754;1886;124.51089077412513;1;;;;;;;;;2;;2024;1886
84;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;2;Oui;Non;Non;1;Non;45086;Châtillon-le-Roi;Commune;214500860;45086;CHATILLON-LE-ROI;Epargne nette;8493.09;0.0;0.0;8493.09;0.00849309;280;30.332464285714288;1;;;;;;;;;2;;2024;280
85;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;4;Non;Non;Non;1;Non;45087;Châtillon-sur-Loire;Commune;214500878;45087;CHATILLON-SUR-LOIRE;Epargne nette;582578.45;-24216.49;0.0;558361.96;0.5583619599999999;3179;175.64075495438817;1;;;;;;;;;2;;2024;3179
86;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;2;Oui;Non;Non;2;Non;45088;Chaussy;Commune;214500886;45088;CHAUSSY;Epargne nette;14966.82;0.0;0.0;14966.82;0.01496682;290;51.60972413793103;1;;;;;;;;;2;;2024;290
87;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;6;Non;Non;Non;2;Non;45089;Chécy;Commune;214500894;45089;CHECY;Epargne nette;2489180.31;10669.85;0.0;2499850.16;2.4998501600000003;8983;278.28678169876434;1;;;;;;;;;2;;2024;8983
88;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;2;Oui;Non;Non;1;Non;45091;Chevannes;Commune;214500910;45091;CHEVANNES;Epargne nette;80303.91;0.0;0.0;80303.91;0.08030391;329;244.08483282674774;1;;;;;;;;;2;;2024;329
89;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);3;Oui;Non;Non;2;Non;45092;Chevillon-sur-Huillard;Commune;214500928;45092;CHEVILLON-SUR-HUILLARD;Epargne nette;119281.88;0.0;0.0;119281.88;0.11928188;1530;77.96201307189543;1;;;;;;;;;2;;2024;1530
90;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;4;Non;Non;Non;2;Non;45093;Chevilly;Commune;214500936;45093;CHEVILLY;Epargne nette;-308335.71;2479.27;0.0;-305856.44;-0.30585644;2683;-113.9979276928811;1;;;;;;;;;2;;2024;2683
91;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;2;Oui;Non;Non;2;Non;45094;Chevry-sous-le-Bignon;Commune;214500944;45094;CHEVRY-SOUS-LE-BIGNON;Epargne nette;65704.87;0.0;0.0;65704.87;0.06570487;228;288.1792543859649;1;;;;;;;;;2;;2024;228
92;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;4;Oui;Non;Non;1;Non;45095;Chilleurs-aux-Bois;Commune;214500951;45095;CHILLEURS-AUX-BOIS;Epargne nette;29985.5799999998;-484.469999999998;0.0;29501.1099999998;0.0295011099999998;2150;13.721446511627814;1;;;;;;;;;2;;2024;2150
93;Non;24;Centre-Val de Loire;45;Loiret;244500211;Communauté de communes Giennoises;3;Oui;Non;Non;2;Non;45096;Les Choux;Commune;214500969;45096;CHOUX  LES;Epargne nette;50825.17;0.0;0.0;50825.17;0.050825169999999996;536;94.82307835820895;1;;;;;;;;;2;;2024;536
94;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;3;Oui;Non;Non;1;Non;45097;Chuelles;Commune;214500977;45097;CHUELLES;Epargne nette;172238.33;38349.91;0.0;210588.24;0.21058823999999998;1242;169.55574879227052;1;;;;;;;;;2;;2024;1242
95;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;5;Non;Non;Non;2;Non;45098;Cléry-Saint-André;Commune;214500985;45098;CLERY-SAINT-ANDRE;Epargne nette;723317.080000001;-52852.15;0.0;670464.930000001;0.670464930000001;3590;186.75903342618412;1;;;;;;;;;2;;2024;3590
96;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;3;Oui;Non;Non;2;Non;45099;Coinces;Commune;214500993;45099;COINCES;Epargne nette;-9240.77000000002;0.0;0.0;-9240.77000000002;-0.00924077000000002;503;-18.37131212723662;1;;;;;;;;;2;;2024;503
97;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;3;Non;Non;Non;5;Non;45100;Combleux;Commune;214501009;45100;COMBLEUX;Epargne nette;82873.7;0.0;0.0;82873.7;0.0828737;521;159.06660268714012;1;;;;;;;;;2;;2024;521
98;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;2;Oui;Non;Non;2;Non;45101;Combreux;Commune;214501017;45101;COMBREUX;Epargne nette;18344.85;10804.16;0.0;29149.01;0.02914901;279;104.47673835125447;1;;;;;;;;;2;;2024;279
99;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);2;Non;Non;Non;3;Non;45102;Conflans-sur-Loing;Commune;214501025;45102;CONFLANS-SUR-LOING;Epargne nette;18817.84;0.0;0.0;18817.84;0.01881784;367;51.274768392370575;1;;;;;;;;;2;;2024;367
100;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;3;Oui;Non;Non;1;Non;45103;Corbeilles;Commune;214501033;45103;CORBEILLES-EN-GATINAIS;Epargne nette;140636.04;66050.06;0.0;206686.1;0.2066861;1579;130.89683343888538;1;;;;;;;;;2;;2024;1579
101;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);4;Non;Non;Non;1;Non;45104;Corquilleroy;Commune;214501041;45104;CORQUILLEROY;Epargne nette;388682.69;0.0;0.0;388682.69;0.38868269;2890;134.49228027681662;1;;;;;;;;;2;;2024;2890
102;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;0;Oui;Non;Non;2;Non;45105;Cortrat;Commune;214501058;45105;CORTRAT;Epargne nette;28226.8;0.0;0.0;28226.8;0.0282268;82;344.22926829268295;1;;;;;;;;;2;;2024;82
103;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;1;Non;45107;Coudroy;Commune;214501074;45107;COUDROY;Epargne nette;-1647.19;0.0;0.0;-1647.19;-0.00164719;313;-5.2625878594249205;1;;;;;;;;;2;;2024;313
104;Non;24;Centre-Val de Loire;45;Loiret;244500211;Communauté de communes Giennoises;4;Oui;Non;Non;2;Non;45108;Coullons;Commune;214501082;45108;COULLONS;Epargne nette;51495.52;109462.32;0.0;160957.84;0.16095784;2307;69.76932813177287;1;;;;;;;;;2;;2024;2307
105;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45109;Coulmiers;Commune;214501090;45109;COULMIERS;Epargne nette;82634.8;0.0;0.0;82634.8;0.08263480000000001;564;146.51560283687942;1;;;;;;;;;2;;2024;564
106;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45110;Courcelles-le-Roi;Commune;214501108;45110;COURCELLES-LE-ROI;Epargne nette;12523.42;13960.75;0.0;26484.17;0.026484169999999998;324;81.74126543209876;1;;;;;;;;;2;;2024;324
107;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;2;Oui;Non;Non;2;Non;45111;Courcy-aux-Loges;Commune;214501116;45111;COURCY-AUX-LOGES;Epargne nette;30026.95;0.0;0.0;30026.95;0.03002695;464;64.71325431034482;1;;;;;;;;;2;;2024;464
108;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;2;Non;45112;La Cour-Marigny;Commune;214501124;45112;LA COUR-MARIGNY;Epargne nette;5338.55000000005;7788.01;0.0;13126.56;0.013126559999999999;359;36.564233983286904;1;;;;;;;;;2;;2024;359
109;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;2;Oui;Non;Non;2;Non;45113;Courtemaux;Commune;214501132;45113;COURTEMAUX;Epargne nette;-57687.64;3845.13;0.0;-53842.51;-0.05384251;268;-200.9048880597015;1;;;;;;;;;2;;2024;268
110;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;2;Oui;Non;Non;2;Non;45114;Courtempierre;Commune;214501140;45114;COURTEMPIERRE;Epargne nette;-8711.92000000001;0.0;0.0;-8711.92000000001;-0.008711920000000008;231;-37.713939393939434;1;;;;;;;;;2;;2024;231
111;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;5;Non;Non;Non;1;Non;45115;Courtenay;Commune;214501157;45115;COURTENAY;Epargne nette;244533.310000001;73028.27;0.0;317561.580000001;0.317561580000001;3889;81.6563589611728;1;;;;;;;;;2;;2024;3889
112;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45116;Cravant;Commune;214501165;45116;CRAVANT;Epargne nette;11278.3200000001;59827.38;0.0;71105.7000000001;0.0711057000000001;974;73.00379876796725;1;;;;;;;;;2;;2024;974
113;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;2;Oui;Non;Non;1;Non;45118;Crottes-en-Pithiverais;Commune;214501181;45118;CROTTES-EN-PITHIVERAIS;Epargne nette;-78873.34;0.0;0.0;-78873.34;-0.07887334;329;-239.73659574468084;1;;;;;;;;;2;;2024;329
114;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;4;Oui;Non;Non;2;Non;45119;Dadonville;Commune;214501199;45119;DADONVILLE;Epargne nette;82142.1799999999;7297.0;0.0;89439.1799999999;0.08943917999999991;2436;36.715591133004885;1;;;;;;;;;2;;2024;2436
115;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;1;Oui;Non;Non;1;Non;45120;Dammarie-en-Puisaye;Commune;214501207;45120;DAMMARIE-EN-PUISAYE;Epargne nette;39626.5;0.0;0.0;39626.5;0.0396265;172;230.38662790697674;1;;;;;;;;;2;;2024;172
116;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;1;Non;45121;Dammarie-sur-Loing;Commune;214501215;45121;DAMMARIE-SUR-LOING;Epargne nette;19647.0600000001;28387.49;0.0;48034.5500000001;0.0480345500000001;477;100.70136268343836;1;;;;;;;;;2;;2024;477
117;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;3;Oui;Non;Non;2;Non;45122;Dampierre-en-Burly;Commune;214501223;45122;DAMPIERRE-EN-BURLY;Epargne nette;2073477.36;91887.84;-143006.0;2308371.2;2.3083712000000003;1466;1574.605184174625;1;;;;;;;;;2;;2024;1466
118;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;3;Non;Non;Non;2;Non;45123;Darvoy;Commune;214501231;45123;DARVOY;Epargne nette;83469.1800000004;109798.18;0.0;193267.36;0.19326736;1914;100.97563218390803;1;;;;;;;;;2;;2024;1914
119;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;1;Oui;Non;Non;2;Non;45124;Desmonts;Commune;214501249;45124;DESMONTS;Epargne nette;21260.61;18713.39;0.0;39974.0;0.039974;176;227.125;1;;;;;;;;;2;;2024;176
120;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;1;Oui;Non;Non;2;Non;45125;Dimancheville;Commune;214501256;45125;DIMANCHEVILLE;Epargne nette;45656.86;0.0;0.0;45656.86;0.04565686;111;411.32306306306305;1;;;;;;;;;2;;2024;111
121;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;4;Non;Non;Non;2;Non;45126;Donnery;Commune;214501264;45126;DONNERY;Epargne nette;232471.43;-18243.82;0.0;214227.61;0.21422760999999998;2907;73.69370829033367;1;;;;;;;;;2;;2024;2907
122;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;4;Non;Non;Non;1;Non;45127;Dordives;Commune;214501272;45127;DORDIVES;Epargne nette;558031.58;9556.20000000007;0.0;567587.78;0.56758778;3298;172.1006003638569;1;;;;;;;;;2;;2024;3298
123;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45130;Dry;Commune;214501306;45130;DRY;Epargne nette;142302.41;0.0;0.0;142302.41;0.14230241;1440;98.82111805555556;1;;;;;;;;;2;;2024;1440
124;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45131;Échilleuses;Commune;214501314;45131;ECHILLEUSES;Epargne nette;51253.68;19441.35;0.0;70695.03;0.07069502999999999;396;178.52280303030304;1;;;;;;;;;2;;2024;396
125;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;1;Non;45132;Égry;Commune;214501322;45132;EGRY;Epargne nette;11951.14;44813.97;0.0;56765.11;0.05676511;359;158.12008356545962;1;;;;;;;;;2;;2024;359
126;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;3;Oui;Non;Non;2;Non;45133;Engenville;Commune;214501330;45133;ENGENVILLE;Epargne nette;-43934.85;0.0;0.0;-43934.85;-0.04393485;566;-77.62340989399293;1;;;;;;;;;2;;2024;566
127;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45134;Épieds-en-Beauce;Commune;214501348;45134;EPIEDS-EN-BEAUCE;Epargne nette;335008.66;-26451.97;0.0;308556.69;0.30855669;1457;211.77535346602608;1;;;;;;;;;2;;2024;1457
128;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;2;Oui;Non;Non;2;Non;45135;Erceville;Commune;214501355;45135;ERCEVILLE;Epargne nette;-21209.71;0.0;0.0;-21209.71;-0.02120971;309;-68.63983818770227;1;;;;;;;;;2;;2024;309
129;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;3;Oui;Non;Non;1;Non;45136;Ervauville;Commune;214501363;45136;ERVAUVILLE;Epargne nette;34652.97;10956.93;0.0;45609.9;0.0456099;562;81.15640569395018;1;;;;;;;;;2;;2024;562
130;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;3;Oui;Non;Non;2;Non;45137;Escrennes;Commune;214501371;45137;ESCRENNES;Epargne nette;301267.62;0.0;0.0;301267.62;0.30126762;741;406.568987854251;1;;;;;;;;;2;;2024;741
131;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;0;Oui;Non;Non;3;Non;45138;Escrignelles;Commune;214501389;45138;ESCRIGNELLES;Epargne nette;6822.84000000001;0.0;0.0;6822.84000000001;0.0068228400000000106;50;136.45680000000021;1;;;;;;;;;2;;2024;50
132;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;3;Oui;Non;Non;2;Non;45139;Estouy;Commune;214501397;45139;ESTOUY;Epargne nette;-29453.59;0.0;0.0;-29453.59;-0.02945359;514;-57.302704280155645;1;;;;;;;;;2;;2024;514
133;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;1;Oui;Non;Non;1;Non;45141;Faverelles;Commune;214501413;45141;FAVERELLES;Epargne nette;-9799.41;0.0;0.0;-9799.41;-0.00979941;167;-58.67910179640718;1;;;;;;;;;2;;2024;167
134;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;5;Non;Non;Non;2;Non;45142;Fay-aux-Loges;Commune;214501421;45142;FAY-AUX-LOGES;Epargne nette;404061.77;244578.66;0.0;648640.43;0.64864043;3878;167.26158586900465;1;;;;;;;;;2;;2024;3878
135;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;0;Oui;Non;Non;2;Non;45143;Feins-en-Gâtinais;Commune;214501439;45143;FEINS-EN-GATINAIS;Epargne nette;13116.21;0.0;0.0;13116.21;0.01311621;34;385.77088235294116;1;;;;;;;;;2;;2024;34
136;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;3;Oui;Non;Non;2;Non;45144;Férolles;Commune;214501447;45144;FEROLLES;Epargne nette;13036.9900000001;69290.72;0.0;82327.7100000001;0.0823277100000001;1228;67.04210912052125;1;;;;;;;;;2;;2024;1228
137;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;5;Non;Non;Non;2;Non;45145;Ferrières-en-Gâtinais;Commune;214501454;45145;FERRIERES-EN-GATINAIS;Epargne nette;1022444.64;77246.93;0.0;1099691.57;1.09969157;3823;287.6514700496992;1;;;;;;;;;2;;2024;3823
138;Non;24;Centre-Val de Loire;45;Loiret;200005932;Communauté de communes des Portes de Sologne;6;Non;Non;Oui;2;Non;45146;La Ferté-Saint-Aubin;Commune;214501462;45146;FERTE SAINT AUBIN LA;Epargne nette;1554912.14;338505.53;0.0;1893417.67;1.8934176699999998;7475;253.3000227424749;1;;;;;;;;;2;;2024;7475
139;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;8;Non;Non;Non;1;Oui;45147;Fleury-les-Aubrais;Commune;214501470;45147;FLEURY-LES-AUBRAIS;Epargne nette;1077527.63;-34096.15;0.0;1043431.48;1.04343148;21680;48.12875830258302;1;;;;;;;;;2;;2024;21680
140;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;3;Non;Non;Non;1;Non;45148;Fontenay-sur-Loing;Commune;214501488;45148;FONTENAY-SUR-LOING;Epargne nette;332760.3;12523.76;0.0;345284.06;0.34528406;1735;199.0109855907781;1;;;;;;;;;2;;2024;1735
141;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;2;Oui;Non;Non;1;Non;45149;Foucherolles;Commune;214501496;45149;FOUCHEROLLES;Epargne nette;21889.01;0.0;0.0;21889.01;0.021889009999999997;292;74.96236301369862;1;;;;;;;;;2;;2024;292
142;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;1;Oui;Non;Non;1;Non;45150;Fréville-du-Gâtinais;Commune;214501504;45150;FREVILLE-DU-GATINAIS;Epargne nette;21844.74;0.0;0.0;21844.74;0.02184474;180;121.35966666666667;1;;;;;;;;;2;;2024;180
143;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45151;Gaubertin;Commune;214501512;45151;GAUBERTIN;Epargne nette;32555.95;-10686.33;0.0;21869.62;0.02186962;254;86.10086614173228;1;;;;;;;;;2;;2024;254
144;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;2;Oui;Non;Non;1;Non;45152;Gémigny;Commune;214501520;45152;GEMIGNY;Epargne nette;10409.07;0.0;0.0;10409.07;0.01040907;218;47.74802752293578;1;;;;;;;;;2;;2024;218
145;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;3;Oui;Non;Non;2;Non;45153;Germigny-des-Prés;Commune;214501538;45153;GERMIGNY-DES-PRES;Epargne nette;-112135.81;0.0;0.0;-112135.81;-0.11213581;717;-156.39582984658298;1;;;;;;;;;2;;2024;717
146;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;4;Oui;Non;Non;2;Non;45154;Gidy;Commune;214501546;45154;GIDY;Epargne nette;715144.540000001;-463771.89;0.0;251372.65;0.25137265;2065;121.73009685230024;1;;;;;;;;;2;;2024;2065
147;Non;24;Centre-Val de Loire;45;Loiret;244500211;Communauté de communes Giennoises;7;Non;Non;Non;1;Oui;45155;Gien;Commune;214501553;45155;GIEN;Epargne nette;105462.27;113712.68;0.0;219174.95;0.21917495;13785;15.899524845846935;1;;;;;;;;;2;;2024;13785
148;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;3;Oui;Non;Non;2;Non;45156;Girolles;Commune;214501561;45156;GIROLLES;Epargne nette;-30920.71;-231872.84;0.0;-262793.55;-0.26279355;608;-432.2262335526316;1;;;;;;;;;2;;2024;608
149;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;2;Oui;Non;Non;2;Non;45157;Givraines;Commune;214501579;45157;GIVRAINES;Epargne nette;-117355.11;0.0;0.0;-117355.11;-0.11735511;422;-278.0926777251185;1;;;;;;;;;2;;2024;422
150;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;2;Oui;Non;Non;2;Non;45158;Gondreville;Commune;214501587;45158;GONDREVILLE;Epargne nette;35012.3100000001;-75646.51;0.0;-40634.2;-0.040634199999999995;328;-123.88475609756097;1;;;;;;;;;2;;2024;328
