Exercice;Outre-mer;Code Insee 2024 Région;Nom 2024 Région;Code Insee 2024 Département;Nom 2024 Département;Code Siren 2024 EPCI;Nom 2024 EPCI;Strate population 2024;Commune rurale;Commune de montagne;Commune touristique;Tranche revenu par habitant;Présence QPV;Code Insee 2024 Commune;Nom 2024 Commune;Catégorie;Code Siren Collectivité;Code Insee Collectivité;Libellé Budget;Agrégat;Montant BP;Montant BA;Montant flux BP-BA;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2024 Disponible;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;Population totale du dernier exercice
151;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;1;Oui;Non;Non;2;Non;45159;Grangermont;Commune;214501595;45159;GRANGERMONT;Epargne nette;-1887.03999999998;29512.45;0.0;27625.41;0.02762541;190;145.3968947368421;1;;;;;;;;;2;;2024;190
152;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;3;Oui;Non;Non;1;Non;45160;Greneville-en-Beauce;Commune;214501603;45160;GRENEVILLE-EN-BEAUCE;Epargne nette;-40666.48;0.0;0.0;-40666.48;-0.040666480000000005;701;-58.0120970042796;1;;;;;;;;;2;;2024;701
153;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;3;Oui;Non;Non;2;Non;45161;Griselles;Commune;214501611;45161;GRISELLES;Epargne nette;182117.43;0.0;0.0;182117.43;0.18211743;831;219.1545487364621;1;;;;;;;;;2;;2024;831
154;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;3;Oui;Non;Non;2;Non;45162;Guigneville;Commune;214501629;45162;GUIGNEVILLE;Epargne nette;-26092.73;0.0;0.0;-26092.73;-0.026092729999999998;541;-48.23055452865064;1;;;;;;;;;2;;2024;541
155;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;3;Oui;Non;Non;2;Non;45164;Guilly;Commune;214501645;45164;GUILLY;Epargne nette;64919.67;9004.28;0.0;73923.95;0.07392395;676;109.35495562130177;1;;;;;;;;;2;;2024;676
156;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;3;Oui;Non;Non;2;Non;45165;Gy-les-Nonains;Commune;214501652;45165;GY-LES-NONAINS;Epargne nette;73248.48;0.0;0.0;73248.48;0.07324847999999999;614;119.2971986970684;1;;;;;;;;;2;;2024;614
157;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;2;Oui;Non;Non;2;Non;45166;Huêtre;Commune;214501660;45166;HUETRE;Epargne nette;35093.82;0.0;0.0;35093.82;0.03509382;290;121.0131724137931;1;;;;;;;;;2;;2024;290
158;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45167;Huisseau-sur-Mauves;Commune;214501678;45167;HUISSEAU-SUR-MAUVES;Epargne nette;56933.4499999997;0.0;0.0;56933.4499999997;0.0569334499999997;1771;32.147628458497856;1;;;;;;;;;2;;2024;1771
159;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;3;Oui;Non;Non;2;Non;45168;Ingrannes;Commune;214501686;45168;INGRANNES;Epargne nette;14926.89;-2355.87;0.0;12571.02;0.01257102;551;22.81491833030853;1;;;;;;;;;2;;2024;551
160;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;6;Non;Non;Non;2;Non;45169;Ingré;Commune;214501694;45169;INGRE;Epargne nette;1829924.42;0.0;0.0;1829924.42;1.82992442;9993;183.12062643850695;1;;;;;;;;;2;;2024;9993
161;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;1;Oui;Non;Non;2;Non;45170;Intville-la-Guétard;Commune;214501702;45170;INTVILLE-LA-GUETARD;Epargne nette;40578.58;0.0;0.0;40578.58;0.04057858;173;234.55826589595378;1;;;;;;;;;2;;2024;173
162;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;3;Oui;Non;Non;1;Non;45171;Isdes;Commune;214501710;45171;ISDES;Epargne nette;62428.2;-387.140000000003;0.0;62041.06;0.062041059999999995;554;111.98747292418773;1;;;;;;;;;2;;2024;554
163;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;5;Non;Non;Oui;2;Non;45173;Jargeau;Commune;214501736;45173;JARGEAU;Epargne nette;1010556.89;604554.97;0.0;1615111.86;1.61511186;4736;341.0286866554054;1;;;;;;;;;2;;2024;4736
164;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;2;Oui;Non;Non;2;Non;45174;Jouy-en-Pithiverais;Commune;214501744;45174;JOUY-EN-PITHIVERAIS;Epargne nette;69138.67;0.0;0.0;69138.67;0.06913867;266;259.9198120300752;1;;;;;;;;;2;;2024;266
165;Non;24;Centre-Val de Loire;45;Loiret;200005932;Communauté de communes des Portes de Sologne;3;Oui;Non;Non;3;Non;45175;Jouy-le-Potier;Commune;214501751;45175;JOUY-LE-POTIER;Epargne nette;501626.17;-498372.19;-70000.0;73253.9799999999;0.0732539799999999;1592;46.01380653266325;1;;;;;;;;;2;;2024;1592
166;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45176;Juranville;Commune;214501769;45176;JURANVILLE;Epargne nette;82314.23;35574.5;0.0;117888.73;0.11788873;425;277.3852470588235;1;;;;;;;;;2;;2024;425
167;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;2;Oui;Non;Non;1;Non;45177;Laas;Commune;214501777;45177;LAAS;Epargne nette;898.100000000006;0.0;0.0;898.100000000006;0.0008981000000000061;248;3.6213709677419597;1;;;;;;;;;2;;2024;248
168;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Oui;Non;Non;1;Non;45178;Ladon;Commune;214501785;45178;LADON;Epargne nette;90511.0699999998;24321.45;0.0;114832.52;0.11483252000000001;1410;81.4415035460993;1;;;;;;;;;2;;2024;1410
169;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;4;Non;Non;Non;2;Non;45179;Lailly-en-Val;Commune;214501793;45179;LAILLY-EN-VAL;Epargne nette;504182.65;-4448.96;0.0;499733.69;0.49973369;3150;158.64561587301588;1;;;;;;;;;2;;2024;3150
170;Non;24;Centre-Val de Loire;45;Loiret;244500211;Communauté de communes Giennoises;0;Oui;Non;Non;3;Non;45180;Langesse;Commune;214501801;45180;LANGESSE;Epargne nette;19857.57;0.0;0.0;19857.57;0.019857569999999998;82;242.16548780487804;1;;;;;;;;;2;;2024;82
171;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;0;Oui;Non;Non;1;Non;45181;Léouville;Commune;214501819;45181;LEOUVILLE;Epargne nette;30255.78;0.0;0.0;30255.78;0.03025578;93;325.33096774193547;1;;;;;;;;;2;;2024;93
172;Non;24;Centre-Val de Loire;45;Loiret;200005932;Communauté de communes des Portes de Sologne;3;Oui;Non;Non;2;Non;45182;Ligny-le-Ribault;Commune;214501827;45182;LIGNY-LE-RIBAULT;Epargne nette;59292.15;35494.77;0.0;94786.92;0.09478692;1270;74.63537007874015;1;;;;;;;;;2;;2024;1270
173;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;1;Oui;Non;Non;1;Non;45183;Lion-en-Beauce;Commune;214501835;45183;LION-EN-BEAUCE;Epargne nette;69290.1;0.0;0.0;69290.1;0.06929010000000001;132;524.9250000000001;1;;;;;;;;;2;;2024;132
174;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;2;Oui;Non;Non;2;Non;45184;Lion-en-Sullias;Commune;214501843;45184;LION-EN-SULLIAS;Epargne nette;11950.91;18851.57;0.0;30802.48;0.03080248;394;78.17888324873097;1;;;;;;;;;2;;2024;394
175;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);2;Oui;Non;Non;2;Non;45185;Lombreuil;Commune;214501850;45185;LOMBREUIL;Epargne nette;45678.11;-6467.0;0.0;39211.11;0.03921111;305;128.56101639344263;1;;;;;;;;;2;;2024;305
176;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;3;Oui;Non;Non;1;Non;45186;Lorcy;Commune;214501868;45186;LORCY;Epargne nette;86248.0000000001;21920.38;0.0;108168.38;0.10816838000000001;602;179.68169435215947;1;;;;;;;;;2;;2024;602
177;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;4;Non;Non;Non;1;Non;45187;Lorris;Commune;214501876;45187;LORRIS;Epargne nette;-17224.8499999996;103660.59;0.0;86435.7400000004;0.0864357400000004;3058;28.265448005232308;1;;;;;;;;;2;;2024;3058
178;Non;24;Centre-Val de Loire;45;Loiret;244500484;Communauté de communes de la Forêt;4;Non;Non;Non;2;Non;45188;Loury;Commune;214501884;45188;LOURY;Epargne nette;364961.49;0.0;0.0;364961.49;0.36496149;2617;139.45796331677494;1;;;;;;;;;2;;2024;2617
179;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;2;Oui;Non;Non;2;Non;45189;Louzouer;Commune;214501892;45189;LOUZOUER;Epargne nette;99574.12;0.0;0.0;99574.12;0.09957412;251;396.70964143426295;1;;;;;;;;;2;;2024;251
180;Non;24;Centre-Val de Loire;45;Loiret;200005932;Communauté de communes des Portes de Sologne;4;Oui;Non;Non;2;Non;45193;Marcilly-en-Villette;Commune;214501934;45193;MARCILLY-EN-VILLETTE;Epargne nette;201198.49;134196.59;0.0;335395.08;0.33539508;2218;151.2150946798918;1;;;;;;;;;2;;2024;2218
181;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;4;Non;Non;Non;2;Non;45194;Mardié;Commune;214501942;45194;MARDIE;Epargne nette;563043.11;0.0;0.0;563043.11;0.56304311;3062;183.88083278902678;1;;;;;;;;;2;;2024;3062
182;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;3;Oui;Non;Non;2;Non;45195;Mareau-aux-Bois;Commune;214501959;45195;MAREAU-AUX-BOIS;Epargne nette;-27389.94;0.0;0.0;-27389.94;-0.027389939999999998;570;-48.05252631578947;1;;;;;;;;;2;;2024;570
183;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;2;Non;45196;Mareau-aux-Prés;Commune;214501967;45196;MAREAU-AUX-PRES;Epargne nette;164187.17;0.0;0.0;164187.17;0.16418717000000002;1661;98.84838651414812;1;;;;;;;;;2;;2024;1661
184;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;3;Oui;Non;Non;2;Non;45197;Marigny-les-Usages;Commune;214501975;45197;MARIGNY-LES-USAGES;Epargne nette;47168.1000000001;0.0;0.0;47168.1000000001;0.0471681000000001;1856;25.413846982758674;1;;;;;;;;;2;;2024;1856
185;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;2;Oui;Non;Non;2;Non;45198;Marsainvilliers;Commune;214501983;45198;MARSAINVILLIERS;Epargne nette;-59802.9;0.0;0.0;-59802.9;-0.0598029;315;-189.8504761904762;1;;;;;;;;;2;;2024;315
186;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;3;Oui;Non;Non;2;Non;45199;Melleroy;Commune;214501991;45199;MELLEROY;Epargne nette;34605.06;4643.3;0.0;39248.36;0.03924836;502;78.18398406374502;1;;;;;;;;;2;;2024;502
187;Non;24;Centre-Val de Loire;45;Loiret;200005932;Communauté de communes des Portes de Sologne;3;Oui;Non;Non;3;Non;45200;Ménestreau-en-Villette;Commune;214502007;45200;MENESTREAU-EN-VILLETTE;Epargne nette;381173.72;81262.34;0.0;462436.06;0.46243606;1426;324.2889621318373;1;;;;;;;;;2;;2024;1426
188;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;1;Oui;Non;Non;2;Non;45201;Mérinville;Commune;214502015;45201;MERINVILLE;Epargne nette;-7407.05999999998;3135.47;0.0;-4271.58999999998;-0.0042715899999999805;177;-24.13327683615808;1;;;;;;;;;2;;2024;177
189;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Non;Non;Non;2;Non;45202;Messas;Commune;214502023;45202;MESSAS;Epargne nette;240905.66;0.0;0.0;240905.66;0.24090566;1028;234.34402723735408;1;;;;;;;;;2;;2024;1028
190;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;6;Non;Non;Non;2;Non;45203;Meung-sur-Loire;Commune;214502031;45203;MEUNG-SUR-LOIRE;Epargne nette;1144431.74;-547388.77;0.0;597042.97;0.59704297;6666;89.56540204020402;1;;;;;;;;;2;;2024;6666
191;Non;24;Centre-Val de Loire;45;Loiret;200070183;Communauté de communes des Terres du Val de Loire;3;Oui;Non;Non;3;Non;45204;Mézières-lez-Cléry;Commune;214502049;45204;MEZIERES-LEZ-CLERY;Epargne nette;116365.72;0.0;0.0;116365.72;0.11636572;874;133.14155606407323;1;;;;;;;;;2;;2024;874
192;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;2;Non;45205;Mézières-en-Gâtinais;Commune;214502056;45205;MEZIERES-EN-GATINAIS;Epargne nette;19151.09;9284.09999999999;0.0;28435.19;0.02843519;263;108.11859315589354;1;;;;;;;;;2;;2024;263
193;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;2;Oui;Non;Non;1;Non;45206;Mignères;Commune;214502064;45206;MIGNERES;Epargne nette;48491.64;0.0;0.0;48491.64;0.04849164;323;150.12891640866872;1;;;;;;;;;2;;2024;323
194;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;2;Oui;Non;Non;1;Non;45207;Mignerette;Commune;214502072;45207;MIGNERETTE;Epargne nette;17259.5;0.0;0.0;17259.5;0.0172595;381;45.300524934383205;1;;;;;;;;;2;;2024;381
195;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);7;Non;Non;Non;1;Oui;45208;Montargis;Commune;214502080;45208;MONTARGIS;Epargne nette;260875.41;0.0;0.0;260875.41;0.26087541000000003;15500;16.830671612903227;1;;;;;;;;;2;;2024;15500
196;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45209;Montbarrois;Commune;214502098;45209;MONTBARROIS;Epargne nette;53300.95;0.0;0.0;53300.95;0.05330095;304;175.33207236842105;1;;;;;;;;;2;;2024;304
197;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Oui;Non;Non;2;Non;45210;Montbouy;Commune;214502106;45210;MONTBOUY;Epargne nette;91712.34;20897.12;0.0;112609.46;0.11260946000000001;750;150.14594666666667;1;;;;;;;;;2;;2024;750
198;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Oui;Non;Non;2;Non;45212;Montcresson;Commune;214502122;45212;MONTCRESSON;Epargne nette;129591.97;93184.77;0.0;222776.74;0.22277674;1279;174.18040656763097;1;;;;;;;;;2;;2024;1279
199;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Oui;Non;Non;2;Non;45213;Montereau;Commune;214502130;45213;MONTEREAU;Epargne nette;25191.17;2883.55;0.0;28074.72;0.02807472;650;43.191876923076926;1;;;;;;;;;2;;2024;650
200;Non;24;Centre-Val de Loire;45;Loiret;244500484;Communauté de communes de la Forêt;2;Oui;Non;Non;2;Non;45214;Montigny;Commune;214502148;45214;MONTIGNY;Epargne nette;-5975.35000000001;0.0;0.0;-5975.35000000001;-0.00597535000000001;242;-24.691528925619878;1;;;;;;;;;2;;2024;242
201;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;1;Non;45215;Montliard;Commune;214502155;45215;MONTLIARD;Epargne nette;33621.25;0.0;0.0;33621.25;0.03362125;238;141.265756302521;1;;;;;;;;;2;;2024;238
202;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);1;Oui;Non;Non;2;Non;45216;Mormant-sur-Vernisson;Commune;214502163;45216;MORMANT-SUR-VERNISSON;Epargne nette;-2608.08000000002;0.0;0.0;-2608.08000000002;-0.00260808000000002;130;-20.062153846154;1;;;;;;;;;2;;2024;130
203;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;1;Oui;Non;Non;2;Non;45217;Morville-en-Beauce;Commune;214502171;45217;MORVILLE-EN-BEAUCE;Epargne nette;22448.81;0.0;0.0;22448.81;0.02244881;169;132.83319526627218;1;;;;;;;;;2;;2024;169
204;Non;24;Centre-Val de Loire;45;Loiret;244500211;Communauté de communes Giennoises;1;Oui;Non;Non;2;Non;45218;Le Moulinet-sur-Solin;Commune;214502189;45218;MOULINET SUR SOLIN LE;Epargne nette;14597.17;0.0;0.0;14597.17;0.01459717;121;120.63776859504132;1;;;;;;;;;2;;2024;121
205;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;1;Oui;Non;Non;2;Non;45219;Moulon;Commune;214502197;45219;MOULON;Epargne nette;65874.87;0.0;0.0;65874.87;0.06587487;192;343.09828124999996;1;;;;;;;;;2;;2024;192
206;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;3;Oui;Non;Non;2;Non;45220;Nancray-sur-Rimarde;Commune;214502205;45220;NANCRAY-SUR-RIMARDE;Epargne nette;-6375.70000000001;34361.44;0.0;27985.74;0.027985740000000002;589;47.51398981324279;1;;;;;;;;;2;;2024;589
207;Non;24;Centre-Val de Loire;45;Loiret;244500419;Communauté de communes des Quatre Vallées;3;Oui;Non;Non;2;Non;45222;Nargis;Commune;214502221;45222;NARGIS;Epargne nette;391776.11;23577.03;0.0;415353.14;0.41535314;1485;279.6990841750842;1;;;;;;;;;2;;2024;1485
208;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;1;Non;45223;Nesploy;Commune;214502239;45223;NESPLOY;Epargne nette;59493.1200000001;0.0;0.0;59493.1200000001;0.0594931200000001;370;160.79221621621647;1;;;;;;;;;2;;2024;370
209;Non;24;Centre-Val de Loire;45;Loiret;244500484;Communauté de communes de la Forêt;6;Non;Non;Non;2;Non;45224;Neuville-aux-Bois;Commune;214502247;45224;NEUVILLE-AUX-BOIS;Epargne nette;452101.09;0.0;0.0;452101.09;0.45210109000000004;5047;89.57818307905687;1;;;;;;;;;2;;2024;5047
210;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45225;La Neuville-sur-Essonne;Commune;214502254;45225;NEUVILLE-SUR-ESSONNE LA;Epargne nette;48003.57;0.0;0.0;48003.57;0.04800357;363;132.24123966942147;1;;;;;;;;;2;;2024;363
211;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;3;Oui;Non;Non;2;Non;45226;Neuvy-en-Sullias;Commune;214502262;45226;NEUVY-EN-SULLIAS;Epargne nette;55723.11;1974.33;0.0;57697.44;0.05769744;1390;41.508949640287774;1;;;;;;;;;2;;2024;1390
212;Non;24;Centre-Val de Loire;45;Loiret;244500211;Communauté de communes Giennoises;3;Non;Non;Non;2;Non;45227;Nevoy;Commune;214502270;45227;NEVOY;Epargne nette;68524.76;17809.87;0.0;86334.63;0.08633463000000001;1177;73.35142735768905;1;;;;;;;;;2;;2024;1177
213;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;3;Oui;Non;Non;2;Non;45228;Nibelle;Commune;214502288;45228;NIBELLE;Epargne nette;82904.27;0.0;0.0;82904.27;0.08290427;1210;68.51592561983472;1;;;;;;;;;2;;2024;1210
214;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;4;Oui;Non;Non;1;Non;45229;Nogent-sur-Vernisson;Commune;214502296;45229;NOGENT-SUR-VERNISSON;Epargne nette;273697.1;45904.67;0.0;319601.77;0.31960177;2605;122.68781957773513;1;;;;;;;;;2;;2024;2605
215;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;3;Oui;Non;Non;2;Non;45230;Noyers;Commune;214502304;45230;NOYERS;Epargne nette;-45957.96;9674.68000000001;0.0;-36283.28;-0.03628328;736;-49.29793478260869;1;;;;;;;;;2;;2024;736
216;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;1;Oui;Non;Non;2;Non;45231;Oison;Commune;214502312;45231;OISON;Epargne nette;-23235.63;0.0;0.0;-23235.63;-0.02323563;130;-178.7356153846154;1;;;;;;;;;2;;2024;130
217;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;8;Non;Non;Non;2;Non;45232;Olivet;Commune;214502320;45232;OLIVET;Epargne nette;7964738.15;27369.1;0.0;7992107.25;7.99210725;23370;341.98148267008986;1;;;;;;;;;2;;2024;23370
218;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;2;Oui;Non;Non;2;Non;45233;Ondreville-sur-Essonne;Commune;214502338;45233;ONDREVILLE-SUR-ESSONNE;Epargne nette;-19382.09;0.0;0.0;-19382.09;-0.01938209;397;-48.82138539042821;1;;;;;;;;;2;;2024;397
219;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;10;Non;Non;Non;2;Oui;45234;Orléans;Commune;214502346;45234;ORLEANS;Epargne nette;17634939.07;185199.78;0.0;17820138.85;17.820138850000003;119065;149.66731491202285;1;;;;;;;;;2;;2024;119065
220;Non;24;Centre-Val de Loire;45;Loiret;244500468;Orléans Métropole;5;Non;Non;Non;2;Non;45235;Ormes;Commune;214502353;45235;ORMES;Epargne nette;1390490.48;-338770.9;0.0;1051719.58;1.05171958;4419;237.99945236478843;1;;;;;;;;;2;;2024;4419
221;Non;24;Centre-Val de Loire;45;Loiret;200071850;Communauté de communes du Pithiverais-Gâtinais;1;Oui;Non;Non;2;Non;45237;Orville;Commune;214502379;45237;ORVILLE;Epargne nette;26939.91;0.0;0.0;26939.91;0.02693991;127;212.12527559055118;1;;;;;;;;;2;;2024;127
222;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;3;Oui;Non;Non;2;Non;45238;Ousson-sur-Loire;Commune;214502387;45238;OUSSON-SUR-LOIRE;Epargne nette;-18389.4500000001;0.0;0.0;-18389.4500000001;-0.0183894500000001;699;-26.308226037196135;1;;;;;;;;;2;;2024;699
223;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;2;Non;45239;Oussoy-en-Gâtinais;Commune;214502395;45239;OUSSOY-EN-GATINAIS;Epargne nette;62031.33;3439.73;0.0;65471.06;0.06547106;424;154.41287735849056;1;;;;;;;;;2;;2024;424
224;Non;24;Centre-Val de Loire;45;Loiret;244500542;Communauté de communes de la Plaine du Nord Loiret;3;Oui;Non;Non;2;Non;45240;Outarville;Commune;214502403;45240;OUTARVILLE;Epargne nette;-398151.03;0.0;0.0;-398151.03;-0.39815103;1355;-293.83839852398523;1;;;;;;;;;2;;2024;1355
225;Non;24;Centre-Val de Loire;45;Loiret;244500427;Communauté de communes des Loges;3;Oui;Non;Non;2;Non;45241;Ouvrouer-les-Champs;Commune;214502411;45241;OUVROUER-LES-CHAMPS;Epargne nette;-400.760000000009;841.369999999999;0.0;440.60999999999;0.00044060999999999;555;0.7938918918918739;1;;;;;;;;;2;;2024;555
226;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Oui;Non;Non;2;Non;45242;Ouzouer-des-Champs;Commune;214502429;45242;OUZOUER-DES-CHAMPS;Epargne nette;18813.63;11367.14;0.0;30180.77;0.03018077;282;107.02400709219859;1;;;;;;;;;2;;2024;282
227;Non;24;Centre-Val de Loire;45;Loiret;200067676;Communauté de communes Canaux et Forêts en Gâtinais;2;Non;Non;Non;2;Non;45243;Ouzouer-sous-Bellegarde;Commune;214502437;45243;OUZOUER-SOUS-BELLEGARDE;Epargne nette;56714.68;-84874.08;0.0;-28159.4;-0.0281594;320;-87.998125;1;;;;;;;;;2;;2024;320
228;Non;24;Centre-Val de Loire;45;Loiret;200070100;Communauté de communes du Val de Sully;4;Non;Non;Non;2;Non;45244;Ouzouer-sur-Loire;Commune;214502445;45244;OUZOUER-SUR-LOIRE;Epargne nette;393487.4;-23176.06;0.0;370311.34;0.37031134000000004;2652;139.6347435897436;1;;;;;;;;;2;;2024;2652
229;Non;24;Centre-Val de Loire;45;Loiret;200068278;Communauté de communes Berry Loire Puisaye;3;Oui;Non;Non;1;Non;45245;Ouzouer-sur-Trézée;Commune;214502452;45245;OUZOUER-SUR-TREZEE;Epargne nette;134085.12;16296.81;0.0;150381.93;0.15038193;1142;131.68295096322242;1;;;;;;;;;2;;2024;1142
230;Non;24;Centre-Val de Loire;45;Loiret;200066280;Communauté de communes du Pithiverais;1;Oui;Non;Non;2;Non;45246;Pannecières;Commune;214502460;45246;PANNECIERES;Epargne nette;17731.1;0.0;0.0;17731.1;0.0177311;127;139.61496062992126;1;;;;;;;;;2;;2024;127
231;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);5;Non;Non;Non;1;Non;45247;Pannes;Commune;214502478;45247;PANNES;Epargne nette;1273710.83;-76480.55;0.0;1197230.28;1.19723028;3777;316.97915806195397;1;;;;;;;;;2;;2024;3777
232;Non;24;Centre-Val de Loire;45;Loiret;200035764;Communauté de communes de la Beauce Loirétaine;4;Non;Non;Non;1;Non;45248;Patay;Commune;214502486;45248;PATAY;Epargne nette;271566.21;20302.25;-12500.0;304368.46;0.30436846;2346;129.739326513214;1;;;;;;;;;2;;2024;2346
233;Non;24;Centre-Val de Loire;45;Loiret;244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);3;Oui;Non;Non;3;Non;45249;Paucourt;Commune;214502494;45249;PAUCOURT;Epargne nette;21040.1699999999;0.0;0.0;21040.1699999999;0.0210401699999999;939;22.406996805111714;1;;;;;;;;;2;;2024;939
234;Non;24;Centre-Val de Loire;45;Loiret;200067668;Communauté de communes de la Cléry,du Betz et de l'Ouanne;2;Oui;Non;Non;2;Non;45250;Pers-en-Gâtinais;Commune;214502502;45250;PERS-EN-GATINAIS;Epargne nette;62802.84;0.0;0.0;62802.84;0.06280284;248;253.2372580645161;1;;;;;;;;;2;;2024;248
