Exercice;Outre-mer;Code Insee 2024 Région;Nom 2024 Région;Code Insee 2024 Département;Nom 2024 Département;Code Siren 2024 EPCI;Nom 2024 EPCI;Strate population 2024;Commune rurale;Commune de montagne;Commune touristique;Tranche revenu par habitant;Présence QPV;Code Insee 2024 Commune;Nom 2024 Commune;Catégorie;Code Siren Collectivité;Code Insee Collectivité;Siret Budget;Libellé Budget;Type de budget;Nomenclature;Agrégat;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2024 Disponible;code_type_budget;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;Population totale du dernier exercice
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;7;Non;Non;Non;4;Non;93062;Le Raincy;Commune;219300621;93062;21930062100014;RAINCY (LE );Budget principal;M14;Dépenses d'équipement;10714485.57;10.71448557;15066;711.1698904818797;1;1;;;;;;;;2;;;2024;15066
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;9;Non;Non;Non;0;Oui;93001;Aubervilliers;Commune;219300019;93001;21930001900011;AUBERVILLIERS;Budget principal;M57;Dépenses d'équipement;28685393.86;28.685393859999998;90259;317.8120061157336;1;1;;;;;;;;2;;;2024;90259
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93005;Aulnay-sous-Bois;Commune;219300050;93005;21930005000016;AULNAY-SOUS-BOIS;Budget principal;M57;Dépenses d'équipement;21215891.99;21.21589199;86522;245.20806257368065;1;1;;;;;;;;2;;;2024;86522
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93006;Bagnolet;Commune;219300068;93006;21930006800018;BAGNOLET;Budget principal;M57;Dépenses d'équipement;17859966.81;17.85996681;39493;452.2312007191147;1;1;;;;;;;;2;;;2024;39493
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93007;Le Blanc-Mesnil;Commune;219300076;93007;21930007600011;LE BLANC-MESNIL;Budget principal;M57;Dépenses d'équipement;31276500.28;31.27650028;58396;535.5931961093225;1;1;;;;;;;;2;;;2024;58396
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;0;Oui;93008;Bobigny;Commune;219300084;93008;21930008400015;BOBIGNY;Budget principal;M57;Dépenses d'équipement;47420689.29;47.42068929;55191;859.2105468282872;1;1;;;;;;;;2;;;2024;55191
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;1;Oui;93010;Bondy;Commune;219300100;93010;21930010000019;BONDY;Budget principal;M57;Dépenses d'équipement;11422739.92;11.42273992;53067;215.25128460248365;1;1;;;;;;;;2;;;2024;53067
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;7;Non;Non;Non;1;Oui;93013;Le Bourget;Commune;219300134;93013;21930013400018;LE BOURGET;Budget principal;M57;Dépenses d'équipement;5139062.49;5.139062490000001;14870;345.5993604572966;1;1;;;;;;;;2;;;2024;14870
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;0;Oui;93014;Clichy-sous-Bois;Commune;219300142;93014;21930014200011;CLICHY-SOUS-BOIS;Budget principal;M57;Dépenses d'équipement;13833765.23;13.833765230000001;29806;464.1268613701939;1;1;;;;;;;;2;;;2024;29806
2024;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;6;Non;Non;Non;2;Non;93015;Coubron;Commune;219300159;93015;21930015900015;COUBRON;Budget principal;M57;Dépenses d'équipement;960432.76;0.96043276;5107;188.0620246720188;1;1;;;;;;;;2;;;2024;5107
