"","LIBCOM","nb","zone"
"1","Paris 10e Arrondissement",6846,"IDF_DEP_75"
"2","Paris 11e Arrondissement",10155,"IDF_DEP_75"
"3","Paris 12e Arrondissement",16800,"IDF_DEP_75"
"4","Paris 13e Arrondissement",33988,"IDF_DEP_75"
"5","Paris 14e Arrondissement",19047,"IDF_DEP_75"
"6","Paris 15e Arrondissement",22492,"IDF_DEP_75"
"7","Paris 16e Arrondissement",5366,"IDF_DEP_75"
"8","Paris 17e Arrondissement",14659,"IDF_DEP_75"
"9","Paris 18e Arrondissement",21421,"IDF_DEP_75"
"10","Paris 19e Arrondissement",34379,"IDF_DEP_75"
"11","Paris 1er Arrondissement",1000,"IDF_DEP_75"
"12","Paris 20e Arrondissement",34451,"IDF_DEP_75"
"13","Paris 2e Arrondissement",676,"IDF_DEP_75"
"14","Paris 3e Arrondissement",1497,"IDF_DEP_75"
"15","Paris 4e Arrondissement",2286,"IDF_DEP_75"
"16","Paris 5e Arrondissement",2786,"IDF_DEP_75"
"17","Paris 6e Arrondissement",651,"IDF_DEP_75"
"18","Paris 7e Arrondissement",386,"IDF_DEP_75"
"19","Paris 8e Arrondissement",581,"IDF_DEP_75"
"20","Paris 9e Arrondissement",2002,"IDF_DEP_75"
"22","Avon",841,"IDF_DEP_77"
"23","Bagneaux-sur-Loing",319,"IDF_DEP_77"
"24","Bailly-Romainvilliers",393,"IDF_DEP_77"
"29","Boissise-le-Roi",239,"IDF_DEP_77"
"33","Bray-sur-Seine",234,"IDF_DEP_77"
"34","Brie-Comte-Robert",1498,"IDF_DEP_77"
"35","Brou-sur-Chantereine",621,"IDF_DEP_77"
"36","Bussy-Saint-Georges",1881,"IDF_DEP_77"
"39","Cesson",558,"IDF_DEP_77"
"42","Champagne-sur-Seine",1229,"IDF_DEP_77"
"46","Champs-sur-Marne",3815,"IDF_DEP_77"
"48","Chanteloup-en-Brie",207,"IDF_DEP_77"
"51","Chauconin-Neufmontiers",98,"IDF_DEP_77"
"53","Chelles",4888,"IDF_DEP_77"
"55","Chessy",394,"IDF_DEP_77"
"56","Chevry-Cossigny",121,"IDF_DEP_77"
"58","Claye-Souilly",622,"IDF_DEP_77"
"60","Collégien",293,"IDF_DEP_77"
"61","Combs-la-Ville",1725,"IDF_DEP_77"
"65","Coulommiers",2273,"IDF_DEP_77"
"67","Courtry",279,"IDF_DEP_77"
"68","Crécy-la-Chapelle",92,"IDF_DEP_77"
"69","Crégy-lès-Meaux",468,"IDF_DEP_77"
"71","Dammarie-les-Lys",3403,"IDF_DEP_77"
"72","Dammartin-en-Goële",334,"IDF_DEP_77"
"73","Dampmart",134,"IDF_DEP_77"
"75","Donnemarie-Dontilly",99,"IDF_DEP_77"
"77","Émerainville",575,"IDF_DEP_77"
"78","Esbly",126,"IDF_DEP_77"
"81","Ferrières-en-Brie",118,"IDF_DEP_77"
"83","Fontainebleau",1655,"IDF_DEP_77"
"84","Fontenay-Trésigny",443,"IDF_DEP_77"
"88","Gretz-Armainvilliers",766,"IDF_DEP_77"
"92","Guignes",261,"IDF_DEP_77"
"96","Jouarre",109,"IDF_DEP_77"
"102","La Chapelle-la-Reine",189,"IDF_DEP_77"
"103","La Ferté-Gaucher",539,"IDF_DEP_77"
"104","La Ferté-sous-Jouarre",642,"IDF_DEP_77"
"106","La Rochette",361,"IDF_DEP_77"
"107","Lagny-sur-Marne",1809,"IDF_DEP_77"
"108","Le Châtelet-en-Brie",133,"IDF_DEP_77"
"109","Le Mée-sur-Seine",3654,"IDF_DEP_77"
"110","Le Mesnil-Amelot",96,"IDF_DEP_77"
"113","Lésigny",248,"IDF_DEP_77"
"114","Lieusaint",1598,"IDF_DEP_77"
"116","Lizy-sur-Ourcq",613,"IDF_DEP_77"
"117","Lognes",1760,"IDF_DEP_77"
"118","Longperrier",99,"IDF_DEP_77"
"119","Longueville",191,"IDF_DEP_77"
"120","Lorrez-le-Bocage-Préaux",89,"IDF_DEP_77"
"122","Magny-le-Hongre",329,"IDF_DEP_77"
"125","Mareuil-lès-Meaux",156,"IDF_DEP_77"
"128","Meaux",9213,"IDF_DEP_77"
"129","Melun",6869,"IDF_DEP_77"
"131","Mitry-Mory",1928,"IDF_DEP_77"
"132","Moissy-Cramayel",1961,"IDF_DEP_77"
"134","Montereau-Fault-Yonne",3693,"IDF_DEP_77"
"135","Montévrain",714,"IDF_DEP_77"
"140","Moret-Loing-et-Orvanne",402,"IDF_DEP_77"
"141","Mormant",354,"IDF_DEP_77"
"144","Moussy-le-Neuf",90,"IDF_DEP_77"
"146","Nandy",712,"IDF_DEP_77"
"147","Nangis",1211,"IDF_DEP_77"
"148","Nanteuil-lès-Meaux",191,"IDF_DEP_77"
"149","Nemours",2095,"IDF_DEP_77"
"150","Noisiel",2811,"IDF_DEP_77"
"153","Othis",316,"IDF_DEP_77"
"154","Ozoir-la-Ferrière",1094,"IDF_DEP_77"
"158","Pomponne",478,"IDF_DEP_77"
"159","Pontault-Combault",2848,"IDF_DEP_77"
"162","Pringy",121,"IDF_DEP_77"
"163","Provins",1883,"IDF_DEP_77"
"164","Quincy-Voisins",157,"IDF_DEP_77"
"166","Rebais",177,"IDF_DEP_77"
"167","Roissy-en-Brie",1570,"IDF_DEP_77"
"168","Rozay-en-Brie",91,"IDF_DEP_77"
"169","Rubelles",220,"IDF_DEP_77"
"172","Saint-Fargeau-Ponthierry",1252,"IDF_DEP_77"
"173","Saint-Germain-Laval",223,"IDF_DEP_77"
"182","Saint-Pierre-lès-Nemours",160,"IDF_DEP_77"
"183","Saint-Soupplets",155,"IDF_DEP_77"
"184","Saint-Thibault-des-Vignes",418,"IDF_DEP_77"
"186","Samoreau",137,"IDF_DEP_77"
"187","Savigny-le-Temple",3093,"IDF_DEP_77"
"190","Serris",612,"IDF_DEP_77"
"191","Servon",140,"IDF_DEP_77"
"193","Souppes-sur-Loing",505,"IDF_DEP_77"
"196","Thorigny-sur-Marne",1036,"IDF_DEP_77"
"197","Torcy",3346,"IDF_DEP_77"
"198","Tournan-en-Brie",634,"IDF_DEP_77"
"199","Trilport",174,"IDF_DEP_77"
"200","Vaires-sur-Marne",1312,"IDF_DEP_77"
"202","Varennes-sur-Seine",380,"IDF_DEP_77"
"204","Vaux-le-Pénil",728,"IDF_DEP_77"
"207","Verneuil-l'Étang",275,"IDF_DEP_77"
"209","Vert-Saint-Denis",618,"IDF_DEP_77"
"214","Villenoy",430,"IDF_DEP_77"
"215","Villeparisis",1851,"IDF_DEP_77"
"220","Ablis",92,"IDF_DEP_78"
"221","Achères",4074,"IDF_DEP_78"
"223","Andrésy",753,"IDF_DEP_78"
"224","Aubergenville",1650,"IDF_DEP_78"
"226","Bailly",129,"IDF_DEP_78"
"228","Beynes",246,"IDF_DEP_78"
"229","Bois-d'Arcy",924,"IDF_DEP_78"
"232","Bonnières-sur-Seine",772,"IDF_DEP_78"
"234","Bougival",608,"IDF_DEP_78"
"235","Buc",334,"IDF_DEP_78"
"236","Buchelay",293,"IDF_DEP_78"
"238","Carrières-sous-Poissy",2292,"IDF_DEP_78"
"239","Carrières-sur-Seine",1081,"IDF_DEP_78"
"240","Chambourcy",455,"IDF_DEP_78"
"241","Chanteloup-les-Vignes",1637,"IDF_DEP_78"
"243","Chatou",1529,"IDF_DEP_78"
"244","Chevreuse",294,"IDF_DEP_78"
"245","Coignières",378,"IDF_DEP_78"
"246","Conflans-Sainte-Honorine",2979,"IDF_DEP_78"
"247","Croissy-sur-Seine",738,"IDF_DEP_78"
"251","Ecquevilly",318,"IDF_DEP_78"
"252","Élancourt",2479,"IDF_DEP_78"
"253","Épône",427,"IDF_DEP_78"
"256","Follainville-Dennemont",186,"IDF_DEP_78"
"257","Fontenay-le-Fleury",1232,"IDF_DEP_78"
"260","Fourqueux",186,"IDF_DEP_78"
"261","Freneuse",372,"IDF_DEP_78"
"262","Gargenville",404,"IDF_DEP_78"
"265","Guyancourt",6141,"IDF_DEP_78"
"266","Hardricourt",235,"IDF_DEP_78"
"268","Houdan",257,"IDF_DEP_78"
"269","Houilles",1926,"IDF_DEP_78"
"270","Issou",121,"IDF_DEP_78"
"271","Jouars-Pontchartrain",123,"IDF_DEP_78"
"272","Jouy-en-Josas",1063,"IDF_DEP_78"
"273","Juziers",145,"IDF_DEP_78"
"276","La Celle-Saint-Cloud",1139,"IDF_DEP_78"
"278","La Verrière",1478,"IDF_DEP_78"
"279","Le Chesnay",1758,"IDF_DEP_78"
"280","Le Mesnil-le-Roi",519,"IDF_DEP_78"
"281","Le Mesnil-Saint-Denis",214,"IDF_DEP_78"
"282","Le Pecq",1485,"IDF_DEP_78"
"283","Le Perray-en-Yvelines",128,"IDF_DEP_78"
"284","Le Port-Marly",799,"IDF_DEP_78"
"285","Le Vésinet",726,"IDF_DEP_78"
"286","Les Clayes-sous-Bois",1708,"IDF_DEP_78"
"287","Les Essarts-le-Roi",477,"IDF_DEP_78"
"289","Les Mureaux",4781,"IDF_DEP_78"
"290","Limay",2351,"IDF_DEP_78"
"291","Louveciennes",449,"IDF_DEP_78"
"292","Magnanville",501,"IDF_DEP_78"
"293","Magny-les-Hameaux",1134,"IDF_DEP_78"
"294","Maisons-Laffitte",1164,"IDF_DEP_78"
"295","Mantes-la-Jolie",7086,"IDF_DEP_78"
"296","Mantes-la-Ville",3210,"IDF_DEP_78"
"300","Marly-le-Roi",819,"IDF_DEP_78"
"301","Maule",244,"IDF_DEP_78"
"302","Maurecourt",342,"IDF_DEP_78"
"303","Maurepas",1204,"IDF_DEP_78"
"305","Meulan-en-Yvelines",1119,"IDF_DEP_78"
"306","Mézières-sur-Seine",118,"IDF_DEP_78"
"309","Montesson",835,"IDF_DEP_78"
"311","Montigny-le-Bretonneux",3624,"IDF_DEP_78"
"312","Morainvilliers",108,"IDF_DEP_78"
"313","Neauphle-le-Château",98,"IDF_DEP_78"
"315","Noisy-le-Roi",311,"IDF_DEP_78"
"318","Orgeval",194,"IDF_DEP_78"
"319","Plaisir",3145,"IDF_DEP_78"
"321","Poissy",5798,"IDF_DEP_78"
"322","Porcheville",144,"IDF_DEP_78"
"325","Rambouillet",2266,"IDF_DEP_78"
"326","Rocquencourt",257,"IDF_DEP_78"
"328","Rosny-sur-Seine",534,"IDF_DEP_78"
"330","Saint-Arnoult-en-Yvelines",123,"IDF_DEP_78"
"331","Saint-Cyr-l'École",2604,"IDF_DEP_78"
"332","Saint-Germain-en-Laye",3455,"IDF_DEP_78"
"338","Saint-Rémy-lès-Chevreuse",298,"IDF_DEP_78"
"340","Sartrouville",5418,"IDF_DEP_78"
"343","Thiverval-Grignon",332,"IDF_DEP_78"
"346","Trappes",6845,"IDF_DEP_78"
"347","Triel-sur-Seine",513,"IDF_DEP_78"
"348","Vaux-sur-Seine",239,"IDF_DEP_78"
"349","Vélizy-Villacoublay",1834,"IDF_DEP_78"
"350","Verneuil-sur-Seine",1876,"IDF_DEP_78"
"351","Vernouillet",948,"IDF_DEP_78"
"352","Versailles",7292,"IDF_DEP_78"
"354","Villennes-sur-Seine",211,"IDF_DEP_78"
"355","Villepreux",628,"IDF_DEP_78"
"357","Villiers-Saint-Frédéric",110,"IDF_DEP_78"
"358","Viroflay",764,"IDF_DEP_78"
"359","Voisins-le-Bretonneux",575,"IDF_DEP_78"
"363","Angerville",172,"IDF_DEP_91"
"364","Arpajon",1234,"IDF_DEP_91"
"365","Athis-Mons",4189,"IDF_DEP_91"
"369","Ballainvilliers",259,"IDF_DEP_91"
"370","Ballancourt-sur-Essonne",592,"IDF_DEP_91"
"371","Bièvres",273,"IDF_DEP_91"
"375","Boissy-sous-Saint-Yon",139,"IDF_DEP_91"
"376","Bondoufle",637,"IDF_DEP_91"
"378","Boussy-Saint-Antoine",633,"IDF_DEP_91"
"380","Brétigny-sur-Orge",3250,"IDF_DEP_91"
"381","Breuillet",609,"IDF_DEP_91"
"384","Brunoy",1998,"IDF_DEP_91"
"385","Bruyères-le-Châtel",138,"IDF_DEP_91"
"386","Bures-sur-Yvette",646,"IDF_DEP_91"
"390","Champcueil",108,"IDF_DEP_91"
"393","Chevannes",157,"IDF_DEP_91"
"394","Chilly-Mazarin",1354,"IDF_DEP_91"
"395","Corbeil-Essonnes",6257,"IDF_DEP_91"
"397","Courcouronnes",1850,"IDF_DEP_91"
"398","Crosne",544,"IDF_DEP_91"
"399","Dourdan",1345,"IDF_DEP_91"
"400","Draveil",3210,"IDF_DEP_91"
"401","Égly",623,"IDF_DEP_91"
"402","Épinay-sous-Sénart",1846,"IDF_DEP_91"
"403","Épinay-sur-Orge",404,"IDF_DEP_91"
"404","Étampes",2396,"IDF_DEP_91"
"405","Étiolles",176,"IDF_DEP_91"
"406","Étréchy",139,"IDF_DEP_91"
"407","Évry",9799,"IDF_DEP_91"
"408","Fleury-Mérogis",1951,"IDF_DEP_91"
"409","Fontenay-le-Vicomte",123,"IDF_DEP_91"
"412","Gif-sur-Yvette",2051,"IDF_DEP_91"
"414","Gometz-le-Châtel",152,"IDF_DEP_91"
"415","Grigny",3992,"IDF_DEP_91"
"417","Igny",828,"IDF_DEP_91"
"418","Itteville",178,"IDF_DEP_91"
"420","Juvisy-sur-Orge",1895,"IDF_DEP_91"
"421","La Ferté-Alais",210,"IDF_DEP_91"
"422","Lardy",125,"IDF_DEP_91"
"423","Le Coudray-Montceaux",344,"IDF_DEP_91"
"426","Leuville-sur-Orge",178,"IDF_DEP_91"
"427","Limours",236,"IDF_DEP_91"
"428","Linas",188,"IDF_DEP_91"
"429","Lisses",697,"IDF_DEP_91"
"430","Longjumeau",2589,"IDF_DEP_91"
"431","Longpont-sur-Orge",257,"IDF_DEP_91"
"432","Marcoussis",429,"IDF_DEP_91"
"433","Marolles-en-Hurepoix",244,"IDF_DEP_91"
"434","Massy",1428,"IDF_DEP_91"
"435","Antony",5676,"IDF_DEP_92"
"436","Asnières-sur-Seine",8905,"IDF_DEP_92"
"437","Bagneux",10732,"IDF_DEP_92"
"438","Bois-Colombes",2290,"IDF_DEP_92"
"439","Boulogne-Billancourt",8656,"IDF_DEP_92"
"440","Bourg-la-Reine",1368,"IDF_DEP_92"
"441","Châtenay-Malabry",6282,"IDF_DEP_92"
"442","Châtillon",3949,"IDF_DEP_92"
"443","Chaville",2301,"IDF_DEP_92"
"444","Clamart",6682,"IDF_DEP_92"
"445","Clichy",9970,"IDF_DEP_92"
"446","Colombes",11700,"IDF_DEP_92"
"447","Courbevoie",9535,"IDF_DEP_92"
"448","Fontenay-aux-Roses",4237,"IDF_DEP_92"
"449","Garches",1545,"IDF_DEP_92"
"450","Gennevilliers",11928,"IDF_DEP_92"
"451","Issy-les-Moulineaux",7833,"IDF_DEP_92"
"452","La Garenne-Colombes",1747,"IDF_DEP_92"
"453","Le Plessis-Robinson",4178,"IDF_DEP_92"
"454","Levallois-Perret",5918,"IDF_DEP_92"
"455","Malakoff",5716,"IDF_DEP_92"
"456","Marnes-la-Coquette",121,"IDF_DEP_92"
"457","Meudon",5084,"IDF_DEP_92"
"458","Montrouge",5201,"IDF_DEP_92"
"459","Nanterre",20880,"IDF_DEP_92"
"460","Neuilly-sur-Seine",1255,"IDF_DEP_92"
"461","Puteaux",6535,"IDF_DEP_92"
"462","Rueil-Malmaison",8040,"IDF_DEP_92"
"463","Saint-Cloud",2121,"IDF_DEP_92"
"464","Sceaux",1974,"IDF_DEP_92"
"465","Sèvres",2378,"IDF_DEP_92"
"466","Suresnes",7686,"IDF_DEP_92"
"467","Vanves",3087,"IDF_DEP_92"
"468","Vaucresson",286,"IDF_DEP_92"
"469","Ville-d'Avray",542,"IDF_DEP_92"
"470","Villeneuve-la-Garenne",5006,"IDF_DEP_92"
"471","Aubervilliers",12389,"IDF_DEP_93"
"472","Aulnay-sous-Bois",9705,"IDF_DEP_93"
"473","Bagnolet",6843,"IDF_DEP_93"
"474","Bobigny",10165,"IDF_DEP_93"
"475","Bondy",9390,"IDF_DEP_93"
"476","Clichy-sous-Bois",3323,"IDF_DEP_93"
"478","Drancy",8410,"IDF_DEP_93"
"479","Dugny",2865,"IDF_DEP_93"
"480","Épinay-sur-Seine",6560,"IDF_DEP_93"
"481","Gagny",3490,"IDF_DEP_93"
"482","Gournay-sur-Marne",164,"IDF_DEP_93"
"483","L'Île-Saint-Denis",1940,"IDF_DEP_93"
"484","La Courneuve",7763,"IDF_DEP_93"
"485","Le Blanc-Mesnil",7890,"IDF_DEP_93"
"486","Le Bourget",1444,"IDF_DEP_93"
"487","Les Lilas",3188,"IDF_DEP_93"
"488","Livry-Gargan",1803,"IDF_DEP_93"
"489","Ablon-sur-Seine",328,"IDF_DEP_94"
"490","Alfortville",8363,"IDF_DEP_94"
"491","Arcueil",4367,"IDF_DEP_94"
"492","Boissy-Saint-Léger",2249,"IDF_DEP_94"
"493","Bonneuil-sur-Marne",4234,"IDF_DEP_94"
"494","Bry-sur-Marne",1009,"IDF_DEP_94"
"495","Cachan",4887,"IDF_DEP_94"
"496","Champigny-sur-Marne",12283,"IDF_DEP_94"
"497","Charenton-le-Pont",3907,"IDF_DEP_94"
"498","Chennevières-sur-Marne",1739,"IDF_DEP_94"
"499","Chevilly-Larue",3035,"IDF_DEP_94"
"500","Choisy-le-Roi",6638,"IDF_DEP_94"
"501","Créteil",14625,"IDF_DEP_94"
"502","Fontenay-sous-Bois",7361,"IDF_DEP_94"
"503","Fresnes",3342,"IDF_DEP_94"
"504","Gentilly",4559,"IDF_DEP_94"
"505","Ivry-sur-Seine",11471,"IDF_DEP_94"
"506","Joinville-le-Pont",2187,"IDF_DEP_94"
"507","L'Haÿ-les-Roses",3274,"IDF_DEP_94"
"508","La Queue-en-Brie",1119,"IDF_DEP_94"
"509","Le Kremlin-Bicêtre",4499,"IDF_DEP_94"
"510","Le Perreux-sur-Marne",1446,"IDF_DEP_94"
"511","Le Plessis-Trévise",1315,"IDF_DEP_94"
"512","Limeil-Brévannes",3127,"IDF_DEP_94"
"513","Maisons-Alfort",6601,"IDF_DEP_94"
"514","Mandres-les-Roses",211,"IDF_DEP_94"
"515","Marolles-en-Brie",236,"IDF_DEP_94"
"516","Nogent-sur-Marne",1909,"IDF_DEP_94"
"517","Noiseau",272,"IDF_DEP_94"
"518","Orly",5105,"IDF_DEP_94"
"521","Rungis",423,"IDF_DEP_94"
"522","Saint-Mandé",1136,"IDF_DEP_94"
"523","Saint-Maur-des-Fossés",2821,"IDF_DEP_94"
"524","Saint-Maurice",1587,"IDF_DEP_94"
"525","Santeny",274,"IDF_DEP_94"
"526","Sucy-en-Brie",1989,"IDF_DEP_94"
"527","Thiais",2407,"IDF_DEP_94"
"528","Valenton",3361,"IDF_DEP_94"
"529","Villecresnes",502,"IDF_DEP_94"
"530","Villejuif",9435,"IDF_DEP_94"
"531","Villeneuve-le-Roi",1755,"IDF_DEP_94"
"532","Villeneuve-Saint-Georges",4783,"IDF_DEP_94"
"533","Villiers-sur-Marne",3439,"IDF_DEP_94"
"534","Vincennes",2632,"IDF_DEP_94"
"535","Vitry-sur-Seine",13573,"IDF_DEP_94"
"538","Andilly",142,"IDF_DEP_95"
"539","Argenteuil",14168,"IDF_DEP_95"
"540","Arnouville",469,"IDF_DEP_95"
"543","Auvers-sur-Oise",233,"IDF_DEP_95"
"544","Beauchamp",449,"IDF_DEP_95"
"545","Beaumont-sur-Oise",886,"IDF_DEP_95"
"546","Bernes-sur-Oise",222,"IDF_DEP_95"
"547","Bessancourt",699,"IDF_DEP_95"
"548","Bezons",4779,"IDF_DEP_95"
"551","Bouffémont",629,"IDF_DEP_95"
"553","Bruyères-sur-Oise",401,"IDF_DEP_95"
"554","Butry-sur-Oise",108,"IDF_DEP_95"
"555","Cergy",11208,"IDF_DEP_95"
"556","Champagne-sur-Oise",345,"IDF_DEP_95"
"562","Cormeilles-en-Parisis",1601,"IDF_DEP_95"
"563","Courdimanche",615,"IDF_DEP_95"
"564","Deuil-la-Barre",1429,"IDF_DEP_95"
"565","Domont",1086,"IDF_DEP_95"
"566","Eaubonne",2069,"IDF_DEP_95"
"567","Écouen",597,"IDF_DEP_95"
"568","Enghien-les-Bains",566,"IDF_DEP_95"
"570","Éragny",2028,"IDF_DEP_95"
"571","Ermont",4151,"IDF_DEP_95"
"572","Ézanville",673,"IDF_DEP_95"
"574","Fosses",680,"IDF_DEP_95"
"575","Franconville",3070,"IDF_DEP_95"
"576","Frépillon",181,"IDF_DEP_95"
"577","Garges-lès-Gonesse",6323,"IDF_DEP_95"
"578","Gonesse",4287,"IDF_DEP_95"
"579","Goussainville",2882,"IDF_DEP_95"
"580","Groslay",332,"IDF_DEP_95"
"581","Herblay",1895,"IDF_DEP_95"
"582","Jouy-le-Moutier",1725,"IDF_DEP_95"
"583","L'Isle-Adam",1019,"IDF_DEP_95"
"587","Le Plessis-Bouchard",294,"IDF_DEP_95"
"588","Le Thillay",117,"IDF_DEP_95"
"589","Louvres",992,"IDF_DEP_95"
"590","Luzarches",295,"IDF_DEP_95"
"592","Magny-en-Vexin",678,"IDF_DEP_95"
"595","Marines",123,"IDF_DEP_95"
"596","Marly-la-Ville",172,"IDF_DEP_95"
"597","Menucourt",486,"IDF_DEP_95"
"598","Mériel",205,"IDF_DEP_95"
"599","Méry-sur-Oise",656,"IDF_DEP_95"
"601","Montigny-lès-Cormeilles",2457,"IDF_DEP_95"
"603","Montmagny",1302,"IDF_DEP_95"
"604","Montmorency",1604,"IDF_DEP_95"
"605","Montsoult",109,"IDF_DEP_95"
"608","Neuville-sur-Oise",180,"IDF_DEP_95"
"609","Osny",1242,"IDF_DEP_95"
"610","Parmain",113,"IDF_DEP_95"
"611","Persan",2036,"IDF_DEP_95"
"612","Pierrelaye",854,"IDF_DEP_95"
"614","Pontoise",4908,"IDF_DEP_95"
"618","Roissy-en-France",245,"IDF_DEP_95"
"619","Saint-Brice-sous-Forêt",1082,"IDF_DEP_95"
"623","Saint-Gratien",2478,"IDF_DEP_95"
"624","Saint-Leu-la-Forêt",899,"IDF_DEP_95"
"625","Saint-Martin-du-Tertre",209,"IDF_DEP_95"
"626","Saint-Ouen-l'Aumône",3062,"IDF_DEP_95"
"627","Saint-Prix",397,"IDF_DEP_95"
"629","Sannois",2761,"IDF_DEP_95"
"630","Sarcelles",10641,"IDF_DEP_95"
"631","Soisy-sous-Montmorency",1590,"IDF_DEP_95"
"632","Survilliers",378,"IDF_DEP_95"
"633","Taverny",1971,"IDF_DEP_95"
"635","Vauréal",1455,"IDF_DEP_95"
"636","Vémars",243,"IDF_DEP_95"
"638","Viarmes",99,"IDF_DEP_95"
"640","Villeron",127,"IDF_DEP_95"
"641","Villiers-le-Bel",5140,"IDF_DEP_95"
"642","Anse-Bertrand",121,"reg01"
"643","Baie-Mahault",4130,"reg01"
"644","Baillif",182,"reg01"
"645","Basse-Terre",1806,"reg01"
"646","Bouillante",220,"reg01"
"647","Capesterre-Belle-Eau",942,"reg01"
"650","Gourbeyre",838,"reg01"
"651","Goyave",1228,"reg01"
"652","Grand-Bourg",345,"reg01"
"654","Lamentin",1798,"reg01"
"655","Le Gosier",908,"reg01"
"656","Le Moule",1279,"reg01"
"657","Les Abymes",9702,"reg01"
"658","Morne-à-l'Eau",1245,"reg01"
"659","Petit-Bourg",1829,"reg01"
"660","Petit-Canal",170,"reg01"
"661","Pointe-à-Pitre",5082,"reg01"
"662","Pointe-Noire",116,"reg01"
"663","Port-Louis",694,"reg01"
"664","Saint-Claude",852,"reg01"
"665","Saint-François",543,"reg01"
"666","Saint-Louis",154,"reg01"
"667","Sainte-Anne",908,"reg01"
"668","Sainte-Rose",1004,"reg01"
"670","Trois-Rivières",396,"reg01"
"672","Vieux-Habitants",260,"reg01"
"673","Ducos",303,"reg02"
"674","Fort-de-France",730,"reg02"
"675","Gros-Morne",332,"reg02"
"677","Le François",894,"reg02"
"678","Le Lamentin",101,"reg02"
"695","Cayenne",5968,"reg03"
"699","Kourou",1332,"reg03"
"701","Macouria",558,"reg03"
"704","Montsinéry-Tonnegrande",166,"reg03"
"707","Remire-Montjoly",166,"reg03"
"710","Bras-Panon",1552,"reg04"
"712","Entre-Deux",216,"reg04"
"713","L'Étang-Salé",811,"reg04"
"714","La Plaine-des-Palmistes",365,"reg04"
"715","La Possession",3707,"reg04"
"716","Le Port",7116,"reg04"
"717","Le Tampon",4125,"reg04"
"718","Les Avirons",564,"reg04"
"719","Les Trois-Bassins",177,"reg04"
"720","Petite-Île",199,"reg04"
"721","Saint-André",4893,"reg04"
"722","Saint-Benoît",4637,"reg04"
"723","Saint-Denis",22473,"reg04"
"724","Saint-Joseph",1813,"reg04"
"725","Saint-Leu",1424,"reg04"
"726","Saint-Louis",3656,"reg04"
"727","Saint-Paul",5756,"reg04"
"728","Saint-Philippe",148,"reg04"
"729","Saint-Pierre",6752,"reg04"
"730","Sainte-Marie",2973,"reg04"
"731","Sainte-Rose",312,"reg04"
"732","Sainte-Suzanne",1827,"reg04"
"736","Mamoudzou",207,"reg06"
"746","Amilly",1101,"reg24"
"747","Anet",132,"reg24"
"755","Argent-sur-Sauldre",143,"reg24"
"757","Artenay",183,"reg24"
"760","Aubigny-sur-Nère",492,"reg24"
"764","Auneau-Bleury-Saint-Symphorien",489,"reg24"
"772","Avord",516,"reg24"
"777","Barjouville",147,"reg24"
"789","Beaugency",660,"reg24"
"792","Beaune-la-Rolande",133,"reg24"
"795","Bellegarde",199,"reg24"
"796","Belleville-sur-Loire",142,"reg24"
"806","Blois",8502,"reg24"
"807","Boigny-sur-Bionne",110,"reg24"
"811","Bonneval",322,"reg24"
"813","Bonny-sur-Loire",119,"reg24"
"816","Bourges",9911,"reg24"
"824","Brezolles",145,"reg24"
"825","Briare",659,"reg24"
"829","Brou",286,"reg24"
"843","Chaingy",92,"reg24"
"844","Châlette-sur-Loing",2118,"reg24"
"847","Champhol",145,"reg24"
"858","Chartres",6213,"reg24"
"860","Château-Renard",194,"reg24"
"861","Châteaudun",1835,"reg24"
"863","Châteauneuf-en-Thymerais",258,"reg24"
"865","Châteauneuf-sur-Loire",491,"reg24"
"868","Châtillon-Coligny",148,"reg24"
"870","Châtillon-sur-Loire",200,"reg24"
"875","Chécy",290,"reg24"
"880","Chevilly",186,"reg24"
"882","Chilleurs-aux-Bois",115,"reg24"
"890","Cloyes-les-Trois-Rivières",186,"reg24"
"894","Commune nouvelle d'Arrou",135,"reg24"
"896","Contres",163,"reg24"
"897","Corbeilles",149,"reg24"
"907","Coullons",161,"reg24"
"916","Courtenay",251,"reg24"
"917","Courville-sur-Eure",287,"reg24"
"937","Descartes",236,"reg24"
"944","Dreux",4652,"reg24"
"946","Droué",98,"reg24"
"952","Épernon",739,"reg24"
"964","Fay-aux-Loges",150,"reg24"
"966","Ferrières-en-Gâtinais",113,"reg24"
"968","Fleury-les-Aubrais",2547,"reg24"
"985","Gallardon",212,"reg24"
"990","Gien",1854,"reg24"
"995","Graçay",103,"reg24"
"1005","Henrichemont",129,"reg24"
"1016","Ingré",451,"reg24"
"1019","Janville",164,"reg24"
"1020","Jargeau",305,"reg24"
"1022","Joué-lès-Tours",4540,"reg24"
"1023","Jouy",87,"reg24"
"1026","L'Île-Bouchard",141,"reg24"
"1033","La Chapelle-Saint-Mesmin",613,"reg24"
"1034","La Chapelle-Saint-Ursin",156,"reg24"
"1038","La Chaussée-Saint-Victor",285,"reg24"
"1042","La Ferté-Saint-Aubin",495,"reg24"
"1045","La Guerche-sur-l'Aubois",199,"reg24"
"1046","La Loupe",406,"reg24"
"1047","La Membrolle-sur-Choisille",146,"reg24"
"1049","La Riche",1502,"reg24"
"1054","La Ville-aux-Clercs",123,"reg24"
"1055","La Ville-aux-Dames",346,"reg24"
"1056","Ladon",99,"reg24"
"1059","Lamotte-Beuvron",517,"reg24"
"1062","Langeais",487,"reg24"
"1066","Larçay",102,"reg24"
