"","LIBCOM","nb","zone"
"7095","La Rochefoucauld",208,"reg75"
"7096","La Rochelle",12954,"reg75"
"7103","La Souterraine",559,"reg75"
"7104","La Teste-de-Buch",1841,"reg75"
"7105","La Tremblade",125,"reg75"
"7113","Labenne",230,"reg75"
"7114","Labouheyre",168,"reg75"
"7116","Lacanau",139,"reg75"
"7129","Lagord",297,"reg75"
"7137","Lalinde",96,"reg75"
"7147","Langon",489,"reg75"
"7152","Lanton",213,"reg75"
"7170","Layrac",153,"reg75"
"7171","Le Barp",189,"reg75"
"7174","Le Bouscat",2096,"reg75"
"7179","Le Château-d'Oléron",124,"reg75"
"7184","Le Haillan",1134,"reg75"
"7186","Le Lardin-Saint-Lazare",96,"reg75"
"7191","Le Passage",618,"reg75"
"7192","Le Pian-Médoc",192,"reg75"
"7197","Le Taillan-Médoc",511,"reg75"
"7198","Le Teich",567,"reg75"
"7203","Lège-Cap-Ferret",286,"reg75"
"7206","Léognan",601,"reg75"
"7222","Lescar",553,"reg75"
"7224","Lesparre-Médoc",242,"reg75"
"7229","Libourne",2167,"reg75"
"7243","Lons",966,"reg75"
"7245","Lormont",5023,"reg75"
"7253","Lubersac",86,"reg75"
"7275","Malemort",270,"reg75"
"7278","Marans",123,"reg75"
"7281","Marcheprime",151,"reg75"
"7285","Marennes",203,"reg75"
"7291","Marmande",983,"reg75"
"7293","Marsac-sur-l'Isle",149,"reg75"
"7296","Martignas-sur-Jalle",331,"reg75"
"7302","Mauléon",288,"reg75"
"7303","Mauléon-Licharre",153,"reg75"
"7309","Mazères-Lezons",110,"reg75"
"7320","Melle",547,"reg75"
"7326","Mérignac",6736,"reg75"
"7330","Meymac",151,"reg75"
"7338","Mimizan",247,"reg75"
"7339","Mios",231,"reg75"
"7341","Miramont-de-Guyenne",110,"reg75"
"7348","Moncoutant",183,"reg75"
"7357","Mont-de-Marsan",1864,"reg75"
"7369","Montignac",107,"reg75"
"7371","Montpon-Ménestérol",138,"reg75"
"7377","Morcenx",346,"reg75"
"7378","Morlaàs",210,"reg75"
"7383","Mouguerre",199,"reg75"
"7389","Mourenx",1662,"reg75"
"7396","Mussidan",129,"reg75"
"7402","Narrosse",100,"reg75"
"7408","Nay",96,"reg75"
"7414","Neuvic",214,"reg75"
"7415","Nieul-sur-Mer",360,"reg75"
"7417","Niort",6109,"reg75"
"7422","Nontron",185,"reg75"
"7426","Nueil-les-Aubiers",325,"reg75"
"7427","Objat",93,"reg75"
"7430","Oloron-Sainte-Marie",538,"reg75"
"7431","Ondres",230,"reg75"
"7436","Orthez",667,"reg75"
"7446","Parempuyre",630,"reg75"
"7447","Parentis-en-Born",93,"reg75"
"7449","Parthenay",589,"reg75"
"7450","Pau",8463,"reg75"
"7451","Pauillac",280,"reg75"
"7458","Périgny",536,"reg75"
"7459","Périgueux",3348,"reg75"
"7463","Pessac",7012,"reg75"
"7466","Peyrehorade",168,"reg75"
"7471","Pineuilh",173,"reg75"
"7483","Pons",143,"reg75"
"7484","Pont-du-Casse",235,"reg75"
"7488","Pontonx-sur-l'Adour",120,"reg75"
"7506","Prigonrieux",157,"reg75"
"7508","Puilboreau",352,"reg75"
"7524","Ribérac",165,"reg75"
"7527","Rion-des-Landes",104,"reg75"
"7533","Rochefort",2724,"reg75"
"7538","Roquefort",107,"reg75"
"7547","Royan",1104,"reg75"
"7549","Ruelle-sur-Touvre",437,"reg75"
"7550","Ruffec",103,"reg75"
"7561","Saint-André-de-Cubzac",521,"reg75"
"7568","Saint-Astier",311,"reg75"
"7571","Saint-Aubin-de-Médoc",352,"reg75"
"7596","Saint-Ciers-sur-Gironde",95,"reg75"
"7602","Saint-Cyprien",90,"reg75"
"7605","Saint-Denis-de-Pile",152,"reg75"
"7623","Saint-Georges-d'Oléron",122,"reg75"
"7624","Saint-Georges-de-Didonne",120,"reg75"
"7641","Saint-Jean-d'Angély",399,"reg75"
"7642","Saint-Jean-d'Illac",599,"reg75"
"7645","Saint-Jean-de-Luz",1531,"reg75"
"7659","Saint-Laurent-Médoc",121,"reg75"
"7663","Saint-Léon-sur-l'Isle",120,"reg75"
"7667","Saint-Loubès",487,"reg75"
"7668","Saint-Louis-de-Montferrand",101,"reg75"
"7687","Saint-Martin-de-Ré",213,"reg75"
"7689","Saint-Martin-de-Seignanx",283,"reg75"
"7702","Saint-Médard-en-Jalles",2425,"reg75"
"7704","Saint-Michel",259,"reg75"
"7712","Saint-Pantaléon-de-Larche",187,"reg75"
"7720","Saint-Paul-lès-Dax",844,"reg75"
"7723","Saint-Pée-sur-Nivelle",206,"reg75"
"7728","Saint-Pierre-d'Irube",408,"reg75"
"7729","Saint-Pierre-d'Oléron",120,"reg75"
"7733","Saint-Pierre-du-Mont",571,"reg75"
"7760","Saint-Seurin-sur-l'Isle",264,"reg75"
"7761","Saint-Sever",124,"reg75"
"7771","Saint-Sulpice-et-Cameyrac",208,"reg75"
"7776","Saint-Symphorien",88,"reg75"
"7778","Saint-Trojan-les-Bains",101,"reg75"
"7780","Saint-Vaury",126,"reg75"
"7784","Saint-Vincent-de-Paul",113,"reg75"
"7785","Saint-Vincent-de-Tyrosse",358,"reg75"
"7789","Saint-Xandre",128,"reg75"
"7794","Saint-Yrieix-sur-Charente",298,"reg75"
"7798","Sainte-Bazeille",88,"reg75"
"7800","Sainte-Eulalie",263,"reg75"
"7807","Sainte-Foy-la-Grande",274,"reg75"
"7810","Sainte-Livrade-sur-Lot",203,"reg75"
"7817","Saintes",2487,"reg75"
"7818","Salies-de-Béarn",140,"reg75"
"7821","Salles",189,"reg75"
"7828","Sanguinet",92,"reg75"
"7829","Sanilhac",119,"reg75"
"7834","Sarlat-la-Canéda",599,"reg75"
"7845","Saujon",146,"reg75"
"7849","Sauveterre-de-Guyenne",140,"reg75"
"7861","Serres-Castet",289,"reg75"
"7885","Soulac-sur-Mer",95,"reg75"
"7891","Soustons",186,"reg75"
"7892","Soyaux",1780,"reg75"
"7894","Surgères",310,"reg75"
"7899","Talence",4844,"reg75"
"7905","Tarnos",948,"reg75"
"7909","Terrasson-Lavilledieu",378,"reg75"
"7913","Thiviers",117,"reg75"
"7918","Tonnay-Charente",215,"reg75"
"7919","Tonneins",283,"reg75"
"7921","Toulenne",157,"reg75"
"7926","Trélissac",321,"reg75"
"7929","Tresses",388,"reg75"
"7933","Tulle",1169,"reg75"
"7938","Urrugne",482,"reg75"
"7941","Ussel",877,"reg75"
"7942","Ustaritz",317,"reg75"
"7944","Uzerche",218,"reg75"
"7957","Vayres",99,"reg75"
"7991","Villenave-d'Ornon",3602,"reg75"
"7995","Villeneuve-sur-Lot",912,"reg75"
"8018","Albi",4083,"reg76"
"8019","Albias",136,"reg76"
"8024","Alzonne",88,"reg76"
"8037","Aubin",105,"reg76"
"8039","Auch",2134,"reg76"
"8041","Aussillon",562,"reg76"
"8044","Ax-les-Thermes",117,"reg76"
"8048","Baraqueville",87,"reg76"
"8068","Blaye-les-Mines",467,"reg76"
"8079","Bram",111,"reg76"
"8094","Cagnac-les-Mines",150,"reg76"
"8112","Capdenac-Gare",154,"reg76"
"8113","Capendu",96,"reg76"
"8114","Carcassonne",4743,"reg76"
"8115","Carmaux",1107,"reg76"
"8124","Castelnaudary",860,"reg76"
"8125","Castelsarrasin",713,"reg76"
"8130","Castres",3223,"reg76"
"8133","Caussade",105,"reg76"
"8148","Condom",389,"reg76"
"8157","Coursan",157,"reg76"
"8164","Decazeville",856,"reg76"
"8174","Eauze",181,"reg76"
"8181","Espéraza",106,"reg76"
"8195","Fleurance",245,"reg76"
"8199","Foix",587,"reg76"
"8206","Gaillac",699,"reg76"
"8217","Graulhet",704,"reg76"
"8218","Gruissan",86,"reg76"
"8226","L'Isle-Jourdain",360,"reg76"
"8227","L'Union",404,"reg76"
"8238","La Salvetat-Saint-Gilles",421,"reg76"
"8247","Labruguière",232,"reg76"
"8262","Laroque-d'Olmes",113,"reg76"
"8270","Lavelanet",208,"reg76"
"8277","Le Sequestre",91,"reg76"
"8278","Le Soler",440,"reg76"
"8279","Lectoure",170,"reg76"
"8286","Leucate",144,"reg76"
"8288","Lézignan-Corbières",641,"reg76"
"8290","Limoux",520,"reg76"
"8296","Luc-la-Primaube",136,"reg76"
"8304","Marciac",107,"reg76"
"8310","Marssac-sur-Tarn",130,"reg76"
"8314","Mauvezin",158,"reg76"
"8316","Mazamet",464,"reg76"
"8320","Millau",1493,"reg76"
"8323","Mirande",160,"reg76"
"8345","Montrabé",158,"reg76"
"8349","Montréjeau",227,"reg76"
"8361","Muret",2349,"reg76"
"8363","Nailloux",169,"reg76"
"8364","Narbonne",6140,"reg76"
"8375","Pamiers",1116,"reg76"
"8380","Péchabou",108,"reg76"
"8381","Pechbonnieu",190,"reg76"
"8386","Perpignan",2232,"reg76"
"8393","Pézilla-la-Rivière",110,"reg76"
"8394","Pia",479,"reg76"
"8395","Pibrac",278,"reg76"
"8397","Pins-Justaret",218,"reg76"
"8398","Pinsaguel",103,"reg76"
"8399","Plaisance-du-Touch",1277,"reg76"
"8401","Pollestres",325,"reg76"
"8406","Port-la-Nouvelle",493,"reg76"
"8407","Port-Vendres",558,"reg76"
"8412","Portet-sur-Garonne",705,"reg76"
"8415","Prades",271,"reg76"
"8424","Puylaurens",95,"reg76"
"8427","Quillan",253,"reg76"
"8428","Quint-Fonsegrives",259,"reg76"
"8430","Ramonville-Saint-Agne",1403,"reg76"
"8433","Revel",409,"reg76"
"8436","Rieumes",89,"reg76"
"8439","Rivesaltes",559,"reg76"
"8444","Roques",206,"reg76"
"8445","Roquettes",249,"reg76"
"8453","Saint-Alban",456,"reg76"
"8459","Saint-Benoît-de-Carmaux",471,"reg76"
"8461","Saint-Cyprien",357,"reg76"
"8464","Saint-Estève",705,"reg76"
"8466","Saint-Féliu-d'Avall",113,"reg76"
"8467","Saint-Gaudens",562,"reg76"
"8471","Saint-Girons",223,"reg76"
"8474","Saint-Jean",653,"reg76"
"8479","Saint-Jory",404,"reg76"
"8480","Saint-Juéry",649,"reg76"
"8482","Saint-Laurent-de-la-Salanque",359,"reg76"
"8487","Saint-Lys",425,"reg76"
"8490","Saint-Nazaire",103,"reg76"
"8492","Saint-Orens-de-Gameville",730,"reg76"
"8495","Saint-Paul-de-Fenouillet",136,"reg76"
"8497","Saint-Paul-sur-Save",88,"reg76"
"8504","Saint-Sulpice-la-Pointe",242,"reg76"
"8505","Saint-Sulpice-sur-Lèze",100,"reg76"
"8510","Sainte-Marie-la-Mer",118,"reg76"
"8514","Saleilles",265,"reg76"
"8515","Salies-du-Salat",167,"reg76"
"8521","Salses-le-Château",93,"reg76"
"8528","Saverdun",146,"reg76"
"8536","Seysses",409,"reg76"
"8545","Tarascon-sur-Ariège",233,"reg76"
"8552","Thuir",687,"reg76"
"8553","Torreilles",110,"reg76"
"8555","Toulouges",387,"reg76"
"8556","Toulouse",46684,"reg76"
"8557","Tournefeuille",1911,"reg76"
"8561","Trèbes",427,"reg76"
"8577","Venerque",106,"reg76"
"8596","Villefranche-de-Lauragais",137,"reg76"
"8603","Villemoustaussou",86,"reg76"
"8604","Villemur-sur-Tarn",257,"reg76"
"8606","Villeneuve-de-la-Raho",182,"reg76"
"8613","Villeneuve-Tolosane",619,"reg76"
"8638","Aigueblanche",163,"reg84"
"8639","Aigueperse",154,"reg84"
"8641","Aime-la-Plagne",211,"reg84"
"8643","Aiton",93,"reg84"
"8644","Aix-les-Bains",2623,"reg84"
"8646","Albertville",2756,"reg84"
"8647","Albigny-sur-Saône",249,"reg84"
"8651","Alby-sur-Chéran",237,"reg84"
"8661","Allonzier-la-Caille",98,"reg84"
"8664","Ambérieu-en-Bugey",1934,"reg84"
"8666","Ambert",228,"reg84"
"8668","Ambilly",423,"reg84"
"8669","Ambronay",112,"reg84"
"8672","Amplepuis",377,"reg84"
"8679","Andrézieux-Bouthéon",1060,"reg84"
"8682","Annecy",11901,"reg84"
"8683","Annemasse",4138,"reg84"
"8684","Annonay",2435,"reg84"
"8685","Anse",537,"reg84"
"8694","Arbent",388,"reg84"
"8708","Arnas",119,"reg84"
"8709","Arpajon-sur-Cère",283,"reg84"
"8715","Attignat",121,"reg84"
"8716","Aubenas",995,"reg84"
"8717","Aubière",1118,"reg84"
"8724","Aulnat",685,"reg84"
"8725","Aurillac",3185,"reg84"
"8733","Avermes",393,"reg84"
"8742","Balbigny",161,"reg84"
"8744","Barberaz",348,"reg84"
"8746","Barby",342,"reg84"
"8748","Bassens",353,"reg84"
"8752","Beauchastel",91,"reg84"
"8753","Beaufort",131,"reg84"
"8757","Beaumont",864,"reg84"
"8758","Beaumont-lès-Valence",158,"reg84"
"8764","Beauvallon",96,"reg84"
"8768","Bellerive-sur-Allier",685,"reg84"
"8769","Belleville",1153,"reg84"
"8783","Billom",181,"reg84"
"8788","Blanzat",277,"reg84"
"8790","Boën-sur-Lignon",180,"reg84"
"8796","Bonson",291,"reg84"
"8805","Bourg-Argental",203,"reg84"
"8806","Bourg-de-Péage",850,"reg84"
"8808","Bourg-Saint-Andéol",484,"reg84"
"8811","Brassac-les-Mines",136,"reg84"
"8816","Brignais",1029,"reg84"
"8817","Brindas",243,"reg84"
"8819","Bron",4630,"reg84"
"8834","Caluire-et-Cuire",3625,"reg84"
"8838","Cébazat",685,"reg84"
"8843","Ceyrat",318,"reg84"
"8851","Chalamont",194,"reg84"
"8859","Chamalières",848,"reg84"
"8862","Chambéry",7877,"reg84"
"8875","Champagne-au-Mont-d'Or",582,"reg84"
"8895","Chaponnay",88,"reg84"
"8896","Chaponost",416,"reg84"
"8899","Charbonnières-les-Bains",256,"reg84"
"8906","Charlieu",309,"reg84"
"8907","Charly",92,"reg84"
"8909","Charmes-sur-Rhône",162,"reg84"
"8915","Chassieu",613,"reg84"
"8918","Châteaugay",141,"reg84"
"8932","Châtillon-en-Michaille",258,"reg84"
"8935","Châtillon-sur-Chalaronne",454,"reg84"
"8940","Chavanay",104,"reg84"
"8943","Chazelles-sur-Lyon",413,"reg84"
"8963","Clermont-Ferrand",21250,"reg84"
"8968","Cognin",709,"reg84"
"8973","Collonges-au-Mont-d'Or",169,"reg84"
"8982","Commentry",914,"reg84"
"8983","Communay",255,"reg84"
"8986","Condrieu",305,"reg84"
"8988","Corbas",545,"reg84"
"8994","Cosne-d'Allier",147,"reg84"
"9001","Courchevel",386,"reg84"
"9002","Cournon-d'Auvergne",1967,"reg84"
"9003","Courpière",240,"reg84"
"9004","Cours",256,"reg84"
"9010","Couzon-au-Mont-d'Or",112,"reg84"
"9013","Craponne",696,"reg84"
"9017","Crest",658,"reg84"
"9026","Cruas",206,"reg84"
"9034","Cusset",1420,"reg84"
"9038","Dardilly",513,"reg84"
"9041","Davézieux",136,"reg84"
"9043","Décines-Charpieu",2764,"reg84"
"9047","Désertines",200,"reg84"
"9050","Die",211,"reg84"
"9051","Dieulefit",150,"reg84"
"9056","Domérat",409,"reg84"
"9059","Dompierre-sur-Besbre",350,"reg84"
"9060","Donzère",444,"reg84"
"9068","Durtol",112,"reg84"
"9076","Écully",2244,"reg84"
"9079","Ennezat",111,"reg84"
"9081","Entrelacs",151,"reg84"
"9098","Étoile-sur-Rhône",154,"reg84"
"9107","Feurs",645,"reg84"
"9108","Feyzin",1182,"reg84"
"9109","Fillière",173,"reg84"
"9110","Firminy",3115,"reg84"
"9117","Fontaines-sur-Saône",749,"reg84"
"9121","Fourneaux",109,"reg84"
"9123","Fraisses",353,"reg84"
"9125","Francheville",1002,"reg84"
"9130","Frontenex",250,"reg84"
"9131","Gannat",263,"reg84"
"9135","Genas",466,"reg84"
"9136","Genay",388,"reg84"
"9140","Gerzat",1007,"reg84"
"9146","Givors",3450,"reg84"
"9148","Gleizé",820,"reg84"
"9156","Grésy-sur-Aix",254,"reg84"
"9157","Grésy-sur-Isère",87,"reg84"
"9158","Grézieu-la-Varenne",362,"reg84"
"9164","Grigny",1204,"reg84"
"9166","Guilherand-Granges",203,"reg84"
"9178","Irigny",672,"reg84"
"9179","Issoire",1490,"reg84"
"9180","Jacob-Bellecombette",615,"reg84"
"9204","L'Arbresle",636,"reg84"
"9205","L'Étrat",176,"reg84"
"9207","L'Horme",642,"reg84"
"9208","La Bâthie",110,"reg84"
"9218","La Chambre",93,"reg84"
"9232","La Fouillouse",151,"reg84"
"9235","La Grand-Croix",590,"reg84"
"9240","La Mulatière",683,"reg84"
"9244","La Ravoire",831,"reg84"
"9245","La Ricamarie",1552,"reg84"
"9248","La Roche-sur-Foron",793,"reg84"
"9250","La Rochette",397,"reg84"
"9255","La Tour-de-Salvagny",155,"reg84"
"9258","La Voulte-sur-Rhône",562,"reg84"
"9278","Lapalisse",119,"reg84"
"9292","Laveyron",87,"reg84"
"9301","Le Cendre",418,"reg84"
"9303","Le Chambon-Feugerolles",2256,"reg84"
"9306","Le Cheylard",267,"reg84"
"9307","Le Coteau",780,"reg84"
"9313","Le Mayet-de-Montagne",100,"reg84"
"9322","Le Teil",679,"reg84"
"9328","Lempdes",850,"reg84"
"9333","Lentilly",360,"reg84"
"9334","Les Allues",173,"reg84"
"9335","Les Ancizes-Comps",98,"reg84"
"9337","Les Belleville",259,"reg84"
"9340","Les Échelles",134,"reg84"
"9345","Les Martres-de-Veyre",104,"reg84"
"9350","Les Vans",111,"reg84"
"9355","Lezoux",185,"reg84"
"9357","Limas",370,"reg84"
"9359","Limonest",236,"reg84"
"9361","Lissieu",112,"reg84"
"9362","Livron-sur-Drôme",316,"reg84"
"9363","Loire-sur-Rhône",114,"reg84"
"9365","Lorette",450,"reg84"
"9367","Loriol-sur-Drôme",347,"reg84"
"9371","Lozanne",102,"reg84"
"9381","Lyon 1er Arrondissement",2569,"reg84"
"9382","Lyon 2e Arrondissement",2199,"reg84"
"9383","Lyon 3e Arrondissement",8596,"reg84"
"9384","Lyon 4e Arrondissement",2674,"reg84"
"9385","Lyon 5e Arrondissement",2973,"reg84"
"9386","Lyon 6e Arrondissement",2506,"reg84"
"9387","Lyon 7e Arrondissement",7603,"reg84"
"9388","Lyon 8e Arrondissement",14001,"reg84"
"9389","Lyon 9e Arrondissement",8736,"reg84"
"9390","Mably",911,"reg84"
"9414","Marcy-l'Étoile",246,"reg84"
"9428","Mauriac",243,"reg84"
"9440","Meyzieu",2498,"reg84"
"9442","Millery",99,"reg84"
"9443","Mions",850,"reg84"
"9459","Montbrison",1412,"reg84"
"9466","Montluçon",4785,"reg84"
"9467","Montmarault",188,"reg84"
"9471","Montrond-les-Bains",198,"reg84"
"9480","Mornant",244,"reg84"
"9481","Moulins",3357,"reg84"
"9484","Mozac",144,"reg84"
"9485","Murat",125,"reg84"
"9488","Naucelles",86,"reg84"
"9498","Neuville-sur-Saône",826,"reg84"
"9518","Oullins",2204,"reg84"
"9528","Pélussin",179,"reg84"
"9529","Pérignat-lès-Sarliève",105,"reg84"
"9538","Pierre-Bénite",1028,"reg84"
"9541","Pierrelatte",1262,"reg84"
"9554","Pont-de-l'Isère",124,"reg84"
"9555","Pont-du-Château",831,"reg84"
"9557","Pontcharra-sur-Turdine",118,"reg84"
"9561","Portes-lès-Valence",1116,"reg84"
"9564","Pouilly-sous-Charlieu",124,"reg84"
"9572","Prémilhat",90,"reg84"
"9574","Privas",1167,"reg84"
"9582","Puy-Guillaume",221,"reg84"
"9590","Quincieux",131,"reg84"
"9596","Randens",151,"reg84"
"9603","Reignier-Ésery",441,"reg84"
"9607","Rillieux-la-Pape",6261,"reg84"
"9608","Riom",1852,"reg84"
"9609","Riom-ès-Montagnes",136,"reg84"
"9611","Riorges",691,"reg84"
"9614","Rive-de-Gier",2046,"reg84"
"9617","Roanne",4528,"reg84"
"9619","Roche-la-Molière",1125,"reg84"
"9624","Rochetaillée-sur-Saône",122,"reg84"
"9628","Romagnat",617,"reg84"
"9629","Romans-sur-Isère",3493,"reg84"
"9634","Royat",328,"reg84"
"9637","Rumilly",1372,"reg84"
"9642","Sain-Bel",142,"reg84"
"9643","Saint-Agrève",92,"reg84"
"9648","Saint-Alban-Leysse",360,"reg84"
"9663","Saint-Baldoph",181,"reg84"
"9672","Saint-Bonnet-de-Mure",105,"reg84"
"9676","Saint-Bonnet-le-Château",102,"reg84"
"9684","Saint-Cergues",107,"reg84"
"9687","Saint-Chamond",5941,"reg84"
"9699","Saint-Cyr-au-Mont-d'Or",263,"reg84"
"9708","Saint-Didier-au-Mont-d'Or",194,"reg84"
"9715","Saint-Éloy-les-Mines",506,"reg84"
"9717","Saint-Étienne",19631,"reg84"
"9723","Saint-Étienne-du-Bois",171,"reg84"
"9729","Saint-Félix",170,"reg84"
"9730","Saint-Flour",524,"reg84"
"9731","Saint-Fons",3737,"reg84"
"9734","Saint-Galmier",214,"reg84"
"9737","Saint-Genest-Lerpt",480,"reg84"
"9738","Saint-Genest-Malifaux",87,"reg84"
"9740","Saint-Genis-Laval",1533,"reg84"
"9741","Saint-Genis-les-Ollières",244,"reg84"
"9742","Saint-Genis-Pouilly",1207,"reg84"
"9744","Saint-Genix-sur-Guiers",138,"reg84"
"9747","Saint-Georges-de-Mons",143,"reg84"
"9748","Saint-Georges-de-Reneins",125,"reg84"
"9755","Saint-Germain-au-Mont-d'Or",394,"reg84"
"9757","Saint-Germain-des-Fossés",277,"reg84"
"9759","Saint-Germain-Laval",89,"reg84"
"9766","Saint-Gervais-les-Bains",247,"reg84"
"9770","Saint-Héand",136,"reg84"
"9775","Saint-Jean-Bonnefonds",565,"reg84"
"9776","Saint-Jean-d'Ardières",262,"reg84"
"9785","Saint-Jean-de-Maurienne",1075,"reg84"
"9801","Saint-Jeoire",191,"reg84"
"9805","Saint-Jorioz",238,"reg84"
"9810","Saint-Julien-en-Genevois",1323,"reg84"
"9826","Saint-Laurent-de-Chamousset",128,"reg84"
"9829","Saint-Laurent-sur-Saône",321,"reg84"
"9836","Saint-Marcel",136,"reg84"
"9846","Saint-Martin-en-Haut",140,"reg84"
"9851","Saint-Maurice-de-Beynost",354,"reg84"
"9858","Saint-Michel-de-Maurienne",250,"reg84"
"9869","Saint-Paul-de-Varax",109,"reg84"
"9874","Saint-Péray",321,"reg84"
"9875","Saint-Pierre-d'Albigny",323,"reg84"
"9877","Saint-Pierre-de-Chandieu",124,"reg84"
"9880","Saint-Pierre-en-Faucigny",406,"reg84"
"9881","Saint-Pierre-la-Palud",157,"reg84"
"9886","Saint-Pourçain-sur-Sioule",192,"reg84"
"9887","Saint-Priest",6110,"reg84"
"9894","Saint-Rambert-en-Bugey",148,"reg84"
"9900","Saint-Rémy-sur-Durolle",95,"reg84"
"9919","Saint-Symphorien-d'Ozon",207,"reg84"
"9921","Saint-Symphorien-sur-Coise",296,"reg84"
"9923","Saint-Trivier-sur-Moignans",112,"reg84"
"9928","Saint-Yorre",202,"reg84"
"9932","Sainte-Colombe",114,"reg84"
"9935","Sainte-Foy-l'Argentière",111,"reg84"
"9936","Sainte-Foy-lès-Lyon",1126,"reg84"
"9950","Sallanches",912,"reg84"
"9953","Samoëns",97,"reg84"
"9960","Sathonay-Camp",758,"reg84"
"9962","Sault-Brénaz",89,"reg84"
"9972","Sciez",363,"reg84"
"9973","Scionzier",715,"reg84"
"9975","Sérézin-du-Rhône",96,"reg84"
"9983","Servas",106,"reg84"
"9987","Sevrier",117,"reg84"
"9988","Seyssel",203,"reg84"
"9991","Sillingy",185,"reg84"
"9999","Soucieu-en-Jarrest",103,"reg84"
"10002","Souvigny",102,"reg84"
"10014","Taninges",125,"reg84"
"10015","Tarare",1868,"reg84"
"10016","Tassin-la-Demi-Lune",1107,"reg84"
"10022","Ternay",260,"reg84"
"10026","Thiers",962,"reg84"
"10029","Thizy-les-Bourgs",383,"reg84"
"10030","Thoiry",359,"reg84"
"10031","Thoissey",282,"reg84"
"10033","Thônes",259,"reg84"
"10034","Thonon-les-Bains",3434,"reg84"
"10039","Thyez",434,"reg84"
"10040","Tignes",400,"reg84"
"10046","Tournon-sur-Rhône",565,"reg84"
"10056","Tresserve",150,"reg84"
"10060","Trévoux",773,"reg84"
"10064","Ugine",1357,"reg84"
"10073","Val-d'Isère",163,"reg84"
"10075","Val-Revermont",87,"reg84"
"10081","Valleiry",338,"reg84"
"10088","Vals-les-Bains",275,"reg84"
"10094","Varennes-sur-Allier",257,"reg84"
"10097","Vaugneray",165,"reg84"
"10098","Vaulx-en-Velin",9719,"reg84"
"10105","Veigy-Foncenex",129,"reg84"
"10108","Vénissieux",12394,"reg84"
"10114","Vernaison",409,"reg84"
"10119","Vernosc-lès-Annonay",89,"reg84"
"10125","Versonnex",182,"reg84"
"10130","Vétraz-Monthoux",517,"reg84"
"10136","Vic-le-Comte",197,"reg84"
"10137","Vic-sur-Cère",95,"reg84"
"10138","Vichy",2050,"reg84"
"10147","Villars-les-Dombes",439,"reg84"
"10150","Ville-la-Grand",761,"reg84"
"10155","Villefontaine",337,"reg84"
"10157","Villefranche-sur-Saône",5598,"reg84"
"10161","Villeneuve-de-Berg",163,"reg84"
"10168","Villeurbanne",19507,"reg84"
"10176","Vinay",216,"reg84"
"10181","Viriat",431,"reg84"
"10187","Viry",253,"reg84"
"10190","Viuz-en-Sallaz",153,"reg84"
"10193","Viviers-du-Lac",110,"reg84"
"10194","Vizille",719,"reg84"
"10198","Voiron",2485,"reg84"
"10200","Vonnas",186,"reg84"
"10201","Voreppe",685,"reg84"
"10204","Vourles",86,"reg84"
"10208","Ydes",101,"reg84"
"10209","Yenne",213,"reg84"
"10213","Yssingeaux",226,"reg84"
"10214","Ytrac",117,"reg84"
"10217","Yzeure",804,"reg84"
"10221","Aix-en-Provence",12459,"reg93"
"10222","Allauch",516,"reg93"
"10223","Alleins",125,"reg93"
"10227","Annot",108,"reg93"
"10229","Apt",821,"reg93"
"10230","Arles",5734,"reg93"
"10231","Aubagne",5269,"reg93"
"10232","Aubignan",172,"reg93"
"10235","Auriol",425,"reg93"
"10236","Avignon",13990,"reg93"
"10239","Barcelonnette",165,"reg93"
"10244","Bédarrides",253,"reg93"
"10246","Berre-l'Étang",1349,"reg93"
"10249","Biot",257,"reg93"
"10251","Bollène",832,"reg93"
"10254","Bouc-Bel-Air",509,"reg93"
"10260","Cabriès",152,"reg93"
"10262","Cagnes-sur-Mer",1887,"reg93"
"10265","Cannes",6324,"reg93"
"10267","Cap-d'Ail",301,"reg93"
"10269","Carpentras",2205,"reg93"
"10270","Carros",1060,"reg93"
"10272","Cassis",257,"reg93"
"10273","Castellane",88,"reg93"
"10276","Cavaillon",2466,"reg93"
"10277","Ceyreste",110,"reg93"
"10279","Charleval",109,"reg93"
"10280","Château-Arnoux-Saint-Auban",423,"reg93"
"10282","Châteauneuf-du-Pape",101,"reg93"
"10285","Châteauneuf-les-Martigues",1362,"reg93"
"10286","Châteaurenard",1081,"reg93"
"10294","Contes",163,"reg93"
"10297","Courthézon",188,"reg93"
"10303","Digne-les-Bains",1903,"reg93"
"10304","Drap",332,"reg93"
"10305","Éguilles",159,"reg93"
"10307","Entraigues-sur-la-Sorgue",596,"reg93"
"10313","Eygalières",91,"reg93"
"10314","Eyguières",204,"reg93"
"10315","Eyragues",95,"reg93"
"10321","Forcalquier",208,"reg93"
"10322","Fos-sur-Mer",1162,"reg93"
"10323","Fuveau",226,"reg93"
"10330","Grasse",2903,"reg93"
"10332","Gréoux-les-Bains",143,"reg93"
"10335","Isola",87,"reg93"
"10337","Jonquières",209,"reg93"
"10340","L'Isle-sur-la-Sorgue",1253,"reg93"
"10347","La Ciotat",4037,"reg93"
"10348","La Colle-sur-Loup",158,"reg93"
"10350","La Fare-les-Oliviers",201,"reg93"
"10354","La Roquette-sur-Siagne",173,"reg93"
"10357","La Tour-d'Aigues",91,"reg93"
"10358","La Trinité",629,"reg93"
"10363","Lapalud",154,"reg93"
"10367","Le Cannet",1449,"reg93"
