Exercice;Outre-mer;Code Insee 2024 Région;Nom 2024 Région;Code Insee 2024 Département;Nom 2024 Département;Code Siren 2024 EPCI;Nom 2024 EPCI;Strate population 2024;Commune rurale;Commune de montagne;Commune touristique;Tranche revenu par habitant;Présence QPV;Code Insee 2024 Commune;Nom 2024 Commune;Catégorie;Code Siren Collectivité;Code Insee Collectivité;Siret Budget;Libellé Budget;Type de budget;Nomenclature;Agrégat;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2024 Disponible;code_type_budget;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;Population totale du dernier exercice
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;9;Non;Non;Non;4;Oui;92002;Antony;Commune;219200029;92002;21920002900011;COMMUNE D ANTONY;Budget principal;M57;Epargne nette;-592274.520000011;-0.5922745200000109;63991;-9.255590942476458;1;1;;;;;;;;;2;;2024;63991
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057990;Boucle Nord de Seine;9;Non;Non;Non;3;Oui;92004;Asnières-sur-Seine;Commune;219200045;92004;21920004500017;ASNIERES-SUR-SEINE;Budget principal;M57;Epargne nette;17854380.04;17.85438004;90359;197.59382064874555;1;1;;;;;;;;;2;;2024;90359
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;8;Non;Non;Non;1;Oui;92007;Bagneux;Commune;219200078;92007;21920007800216;COMMUNE DE BAGNEUX;Budget principal;M57;Epargne nette;9938893.48000002;9.938893480000019;43874;226.53264986096593;1;1;;;;;;;;;2;;2024;43874
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057990;Boucle Nord de Seine;8;Non;Non;Non;4;Non;92009;Bois-Colombes;Commune;219200094;92009;21920009400015;BOIS-COLOMBES;Budget principal;M57;Epargne nette;3096109.30999999;3.09610930999999;30029;103.10397648939325;1;1;;;;;;;;;2;;2024;30029
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057974;Grand Paris Seine Ouest;10;Non;Non;Non;5;Non;92012;Boulogne-Billancourt;Commune;219200128;92012;21920012800011;COMMUNE DE BOULOGNE-BILLANCOURT;Budget principal;M57;Epargne nette;13505914.69;13.50591469;120954;111.66157952610082;1;1;;;;;;;;;2;;2024;120954
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;8;Non;Non;Non;4;Non;92014;Bourg-la-Reine;Commune;219200144;92014;21920014400018;COMMUNE DE BOURG-LA-REINE;Budget principal;M57;Epargne nette;2204491.38;2.20449138;21116;104.39909926122371;1;1;;;;;;;;;2;;2024;21116
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;8;Non;Non;Non;3;Oui;92019;Châtenay-Malabry;Commune;219200193;92019;21920019300015;CHATENAY-MALABRY;Budget principal;M57;Epargne nette;-3388908.98;-3.38890898;35294;-96.01940783135943;1;1;;;;;;;;;2;;2024;35294
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;8;Non;Non;Non;3;Non;92020;Châtillon;Commune;219200201;92020;21920020100016;CHATILLON;Budget principal;M57;Epargne nette;-2548826.93999999;-2.5488269399999903;37068;-68.7608433149884;1;1;;;;;;;;;2;;2024;37068
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057974;Grand Paris Seine Ouest;8;Non;Non;Non;4;Non;92022;Chaville;Commune;219200227;92022;21920022700011;CHAVILLE;Budget principal;M57;Epargne nette;1056296.94;1.05629694;20284;52.07537665154801;1;1;;;;;;;;;2;;2024;20284
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;9;Non;Non;Non;4;Non;92023;Clamart;Commune;219200235;92023;21920023500014;COMMUNE DE CLAMART;Budget principal;M57;Epargne nette;4983482.93000001;4.98348293000001;55019;90.57749013977008;1;1;;;;;;;;;2;;2024;55019
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057990;Boucle Nord de Seine;9;Non;Non;Non;2;Oui;92024;Clichy;Commune;219200243;92024;21920024300018;CLICHY;Budget principal;M57;Epargne nette;23828533.97;23.82853397;65095;366.057822720639;1;1;;;;;;;;;2;;2024;65095
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057990;Boucle Nord de Seine;9;Non;Non;Non;3;Oui;92025;Colombes;Commune;219200250;92025;21920025000013;COLOMBES;Budget principal;M57;Epargne nette;11996339.46;11.996339460000002;89421;134.1557291911296;1;1;;;;;;;;;2;;2024;89421
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057982;Paris Ouest La Défense;9;Non;Non;Non;4;Non;92026;Courbevoie;Commune;219200268;92026;21920026800015;COURBEVOIE;Budget principal;M57;Epargne nette;14412206.03;14.41220603;82145;175.44836606001581;1;1;;;;;;;;;2;;2024;82145
2024;Non;11;Île-de-France;92;Hauts-de-Seine;200057966;Vallée Sud Grand Paris;8;Non;Non;Non;2;Non;92032;Fontenay-aux-Roses;Commune;219200326;92032;21920032600011;FONTENAY-AUX-ROSES;Budget principal;M57;Epargne nette;1410654.72;1.41065472;24968;56.49850688881769;1;1;;;;;;;;;2;;2024;24968
