Exercice;Outre-mer;Code Insee 2024 Région;Nom 2024 Région;Code Insee 2024 Département;Nom 2024 Département;Code Siren 2024 EPCI;Nom 2024 EPCI;Strate population 2024;Commune rurale;Commune de montagne;Commune touristique;Tranche revenu par habitant;Présence QPV;Code Insee 2024 Commune;Nom 2024 Commune;Catégorie;Code Siren Collectivité;Code Insee Collectivité;Libellé Budget;Agrégat;Montant BP;Montant BA;Montant flux BP-BA;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2024 Disponible;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;Population totale du dernier exercice
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;9;Non;Non;Non;2;Oui;93051;Noisy-le-Grand;Commune;219300514;93051;NOISY-LE-GRAND;Achats et charges externes;21079774.95;376954.56;0.0;21456729.51;21.456729510000002;65140;329.3940667792447;1;;;;;3;;;;;;2017;70774
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93053;Noisy-le-Sec;Commune;219300530;93053;NOISY-LE-SEC;Achats et charges externes;12941300.14;0.0;0.0;12941300.14;12.941300140000001;42754;302.69214903868647;1;;;;;3;;;;;;2017;46229
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;1;Oui;93055;Pantin;Commune;219300555;93055;PANTIN;Achats et charges externes;19919644.32;811545.29;0.0;20731189.61;20.731189609999998;55175;375.73519909379246;1;;;;;3;;;;;;2017;60959
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;1;Non;93057;Les Pavillons-sous-Bois;Commune;219300571;93057;PAVILLONS-SOUS-BOIS (LES);Achats et charges externes;5606444.38;0.0;0.0;5606444.38;5.60644438;23302;240.59927817354733;1;;;;;3;;;;;;2017;24268
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;8;Non;Non;Non;0;Oui;93059;Pierrefitte-sur-Seine;Commune;219300597;93059;PIERREFITTE-SUR-SEINE;Achats et charges externes;6208832.45;0.0;0.0;6208832.45;6.20883245;29497;210.49030240363427;1;;;;;3;;;;;;2017;32426
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;7;Non;Non;Non;2;Oui;93061;Le Pré-Saint-Gervais;Commune;219300613;93061;PRE-SAINT-GERVAIS (LE );Achats et charges externes;5785864.92;0.0;0.0;5785864.92;5.78586492;17666;327.51414694894146;1;;;;;3;;;;;;2017;16913
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;7;Non;Non;Non;4;Non;93062;Le Raincy;Commune;219300621;93062;RAINCY (LE );Achats et charges externes;5860240.63;0.0;0.0;5860240.63;5.86024063;14751;397.2775154226832;1;;;;;3;;;;;;2017;15066
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93063;Romainville;Commune;219300639;93063;ROMAINVILLE;Achats et charges externes;8072425.16;0.0;0.0;8072425.16;8.07242516;25805;312.82407130401083;1;;;;;3;;;;;;2017;33343
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;2;Oui;93064;Rosny-sous-Bois;Commune;219300647;93064;ROSNY-SOUS-BOIS;Achats et charges externes;19763662.59;157642.12;0.0;19921304.71;19.92130471;44764;445.0295931998928;1;;;;;3;;;;;;2017;45857
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;10;Non;Non;Non;1;Oui;93066;Saint-Denis;Commune;219300662;93066;SAINT-DENIS;Achats et charges externes;36746979.88;0.0;0.0;36746979.88;36.746979880000005;111752;328.8261496885962;1;;;;;3;;;;;;2017;114782
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;9;Non;Non;Non;2;Oui;93070;Saint-Ouen-sur-Seine;Commune;219300704;93070;SAINT-OUEN;Achats et charges externes;16768895.02;774726.0;165566.59;17378054.43;17.37805443;47779;363.71741622888715;1;;;;;3;;;;;;2017;53320
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93071;Sevran;Commune;219300712;93071;SEVRAN;Achats et charges externes;19529245.82;121.41;0.0;19529367.23;19.529367230000002;50374;387.68744252987653;1;;;;;3;;;;;;2017;52002
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;8;Non;Non;Non;0;Oui;93072;Stains;Commune;219300720;93072;STAINS;Achats et charges externes;9889286.66;0.0;0.0;9889286.66;9.88928666;38228;258.6922323951031;1;;;;;3;;;;;;2017;40443
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;8;Non;Non;Non;1;Oui;93073;Tremblay-en-France;Commune;219300738;93073;TREMBLAY-EN-FRANCE;Achats et charges externes;15573929.72;0.0;0.0;15573929.72;15.57392972;34949;445.61875075109447;1;;;;;3;;;;;;2017;37464
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;6;Non;Non;Non;1;Non;93074;Vaujours;Commune;219300746;93074;VAUJOURS;Achats et charges externes;3062834.52;0.0;0.0;3062834.52;3.06283452;7034;435.4328291157236;1;;;;;3;;;;;;2017;7549
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;2;Oui;93077;Villemomble;Commune;219300779;93077;VILLEMOMBLE;Achats et charges externes;6938345.37;0.0;0.0;6938345.37;6.93834537;29707;233.5592745817484;1;;;;;3;;;;;;2017;30514
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;8;Non;Non;Non;1;Oui;93078;Villepinte;Commune;219300787;93078;VILLEPINTE;Achats et charges externes;12203028.95;0.0;0.0;12203028.95;12.203028949999998;36062;338.39024319227997;1;;;;;3;;;;;;2017;38798
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;7;Non;Non;Non;0;Oui;93079;Villetaneuse;Commune;219300795;93079;VILLETANEUSE;Achats et charges externes;4202777.28;0.0;0.0;4202777.28;4.20277728;12551;334.85597004222774;1;;;;;3;;;;;;2017;12752
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;9;Non;Non;Non;0;Oui;93001;Aubervilliers;Commune;219300019;93001;AUBERVILLIERS;Autres dotations de fonctionnement;336957.0;0.0;0.0;336957.0;0.336957;80834;4.168505826756068;1;;;;;;;;;;;2017;90259
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93005;Aulnay-sous-Bois;Commune;219300050;93005;AULNAY-SOUS-BOIS;Autres dotations de fonctionnement;618016.0;0.0;0.0;618016.0;0.618016;82935;7.451811659733527;1;;;;;;;;;;;2017;86522
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93006;Bagnolet;Commune;219300068;93006;BAGNOLET;Autres dotations de fonctionnement;-2808.0;0.0;0.0;-2808.0;-0.002808;36237;-0.0774898584319894;1;;;;;;;;;;;2017;39493
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93007;Le Blanc-Mesnil;Commune;219300076;93007;BLANC-MESNIL (LE );Autres dotations de fonctionnement;489016.0;0.0;0.0;489016.0;0.489016;54606;8.955352891623631;1;;;;;;;;;;;2017;58396
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;0;Oui;93008;Bobigny;Commune;219300084;93008;BOBIGNY;Autres dotations de fonctionnement;696204.0;0.0;0.0;696204.0;0.696204;50806;13.703184663228752;1;;;;;;;;;;;2017;55191
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;1;Oui;93010;Bondy;Commune;219300100;93010;BONDY;Autres dotations de fonctionnement;153853.0;0.0;0.0;153853.0;0.153853;53381;2.8821678125175625;1;;;;;;;;;;;2017;53067
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;7;Non;Non;Non;1;Oui;93013;Le Bourget;Commune;219300134;93013;LE BOURGET;Autres dotations de fonctionnement;126.0;0.0;0.0;126.0;0.000126;16105;0.00782365724930146;1;;;;;;;;;;;2017;14870
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;0;Oui;93014;Clichy-sous-Bois;Commune;219300142;93014;CLICHY-SOUS-BOIS;Autres dotations de fonctionnement;163465.0;0.0;0.0;163465.0;0.163465;30101;5.4305504800504965;1;;;;;;;;;;;2017;29806
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;8;Non;Non;Non;0;Oui;93027;La Courneuve;Commune;219300274;93027;COURNEUVE (LA );Autres dotations de fonctionnement;74297.0;0.0;0.0;74297.0;0.074297;41115;1.8070533868417853;1;;;;;;;;;;;2017;47289
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93029;Drancy;Commune;219300290;93029;DRANCY;Autres dotations de fonctionnement;439155.0;0.0;0.0;439155.0;0.439155;69600;6.309698275862069;1;;;;;;;;;;;2017;71619
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;9;Non;Non;Non;1;Oui;93031;Épinay-sur-Seine;Commune;219300316;93031;EPINAY-SUR-SEINE;Autres dotations de fonctionnement;190643.0;0.0;0.0;190643.0;0.190643;55349;3.4443802056044373;1;;;;;;;;;;;2017;53637
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;2;Oui;93032;Gagny;Commune;219300324;93032;GAGNY;Autres dotations de fonctionnement;61419.0;0.0;0.0;61419.0;0.061419;39455;1.5566848308199215;1;;;;;;;;;;;2017;40428
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;3;Non;93045;Les Lilas;Commune;219300456;93045;LILAS (LES);Autres dotations de fonctionnement;48241.0;0.0;0.0;48241.0;0.048241;22928;2.1040212840195394;1;;;;;;;;;;;2017;23589
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;1;Non;93046;Livry-Gargan;Commune;219300464;93046;LIVRY-GARGAN;Autres dotations de fonctionnement;158232.0;0.0;0.0;158232.0;0.158232;44052;3.5919368019613183;1;;;;;;;;;;;2017;46218
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;1;Oui;93047;Montfermeil;Commune;219300472;93047;MONTFERMEIL;Autres dotations de fonctionnement;2934.0;0.0;0.0;2934.0;0.002934;25920;0.11319444444444444;1;;;;;;;;;;;2017;28100
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;10;Non;Non;Non;2;Oui;93048;Montreuil;Commune;219300480;93048;MONTREUIL;Autres dotations de fonctionnement;488725.0;0.0;0.0;488725.0;0.488725;105608;4.627727066131354;1;;;;;;;;;;;2017;112027
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;2;Non;93049;Neuilly-Plaisance;Commune;219300498;93049;NEUILLY-PLAISANCE;Autres dotations de fonctionnement;34901.0;0.0;0.0;34901.0;0.034901;21176;1.6481394030978467;1;;;;;;;;;;;2017;21538
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;9;Non;Non;Non;2;Oui;93051;Noisy-le-Grand;Commune;219300514;93051;NOISY-LE-GRAND;Autres dotations de fonctionnement;170284.0;0.0;0.0;170284.0;0.170284;65140;2.614123426466073;1;;;;;;;;;;;2017;70774
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93053;Noisy-le-Sec;Commune;219300530;93053;NOISY-LE-SEC;Autres dotations de fonctionnement;529923.0;0.0;0.0;529923.0;0.529923;42754;12.394699911119428;1;;;;;;;;;;;2017;46229
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;1;Oui;93055;Pantin;Commune;219300555;93055;PANTIN;Autres dotations de fonctionnement;431451.0;0.0;0.0;431451.0;0.431451;55175;7.819682827367467;1;;;;;;;;;;;2017;60959
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;1;Non;93057;Les Pavillons-sous-Bois;Commune;219300571;93057;PAVILLONS-SOUS-BOIS (LES);Autres dotations de fonctionnement;20267.0;0.0;0.0;20267.0;0.020267;23302;0.8697536692129431;1;;;;;;;;;;;2017;24268
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;8;Non;Non;Non;0;Oui;93059;Pierrefitte-sur-Seine;Commune;219300597;93059;PIERREFITTE-SUR-SEINE;Autres dotations de fonctionnement;12701.0;0.0;0.0;12701.0;0.012701;29497;0.43058616130453947;1;;;;;;;;;;;2017;32426
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93063;Romainville;Commune;219300639;93063;ROMAINVILLE;Autres dotations de fonctionnement;422792.0;0.0;0.0;422792.0;0.422792;25805;16.384111606277852;1;;;;;;;;;;;2017;33343
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;2;Oui;93064;Rosny-sous-Bois;Commune;219300647;93064;ROSNY-SOUS-BOIS;Autres dotations de fonctionnement;261765.0;0.0;0.0;261765.0;0.261765;44764;5.84766776874274;1;;;;;;;;;;;2017;45857
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;10;Non;Non;Non;1;Oui;93066;Saint-Denis;Commune;219300662;93066;SAINT-DENIS;Autres dotations de fonctionnement;1085940.0;0.0;0.0;1085940.0;1.08594;111752;9.717409979239745;1;;;;;;;;;;;2017;114782
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;9;Non;Non;Non;2;Oui;93070;Saint-Ouen-sur-Seine;Commune;219300704;93070;SAINT-OUEN;Autres dotations de fonctionnement;334528.0;260729.16;0.0;595257.16;0.5952571600000001;47779;12.458552083551352;1;;;;;;;;;;;2017;53320
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93071;Sevran;Commune;219300712;93071;SEVRAN;Autres dotations de fonctionnement;392841.59;0.0;0.0;392841.59;0.39284159;50374;7.798499027275976;1;;;;;;;;;;;2017;52002
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;8;Non;Non;Non;0;Oui;93072;Stains;Commune;219300720;93072;STAINS;Autres dotations de fonctionnement;136317.0;0.0;0.0;136317.0;0.136317;38228;3.5658941090300305;1;;;;;;;;;;;2017;40443
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;8;Non;Non;Non;1;Oui;93073;Tremblay-en-France;Commune;219300738;93073;TREMBLAY-EN-FRANCE;Autres dotations de fonctionnement;288895.0;0.0;0.0;288895.0;0.288895;34949;8.266187873758906;1;;;;;;;;;;;2017;37464
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;6;Non;Non;Non;1;Non;93074;Vaujours;Commune;219300746;93074;VAUJOURS;Autres dotations de fonctionnement;42.0;0.0;0.0;42.0;4.2e-05;7034;0.00597099800966733;1;;;;;;;;;;;2017;7549
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;2;Oui;93077;Villemomble;Commune;219300779;93077;VILLEMOMBLE;Autres dotations de fonctionnement;4174.0;0.0;0.0;4174.0;0.004174;29707;0.14050560473962365;1;;;;;;;;;;;2017;30514
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;8;Non;Non;Non;1;Oui;93078;Villepinte;Commune;219300787;93078;VILLEPINTE;Autres dotations de fonctionnement;154654.0;0.0;0.0;154654.0;0.154654;36062;4.288558593533359;1;;;;;;;;;;;2017;38798
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;7;Non;Non;Non;0;Oui;93079;Villetaneuse;Commune;219300795;93079;VILLETANEUSE;Autres dotations de fonctionnement;39402.0;0.0;0.0;39402.0;0.039402;12551;3.1393514460999126;1;;;;;;;;;;;2017;12752
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057867;Plaine Commune;9;Non;Non;Non;0;Oui;93001;Aubervilliers;Commune;219300019;93001;AUBERVILLIERS;Autres dotations et subventions;5325588.51;66711.0;0.0;5392299.51;5.39229951;80834;66.708309745899;1;;;;;;;3;;;;2017;90259
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93005;Aulnay-sous-Bois;Commune;219300050;93005;AULNAY-SOUS-BOIS;Autres dotations et subventions;2199331.51;0.0;0.0;2199331.51;2.19933151;82935;26.518737686139744;1;;;;;;;3;;;;2017;86522
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;8;Non;Non;Non;1;Oui;93006;Bagnolet;Commune;219300068;93006;BAGNOLET;Autres dotations et subventions;2907802.21;0.0;0.0;2907802.21;2.90780221;36237;80.2440105417115;1;;;;;;;3;;;;2017;39493
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;9;Non;Non;Non;1;Oui;93007;Le Blanc-Mesnil;Commune;219300076;93007;BLANC-MESNIL (LE );Autres dotations et subventions;1980581.1;0.0;0.0;1980581.1;1.9805811;54606;36.270393363366665;1;;;;;;;3;;;;2017;58396
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;0;Oui;93008;Bobigny;Commune;219300084;93008;BOBIGNY;Autres dotations et subventions;7730726.05;0.0;0.0;7730726.05;7.7307260499999995;50806;152.1616748021887;1;;;;;;;3;;;;2017;55191
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200057875;Est Ensemble;9;Non;Non;Non;1;Oui;93010;Bondy;Commune;219300100;93010;BONDY;Autres dotations et subventions;2219543.3;0.0;553006.0;1666537.3;1.6665373;53381;31.219671793334708;1;;;;;;;3;;;;2017;53067
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058097;Paris Terres d'Envol;7;Non;Non;Non;1;Oui;93013;Le Bourget;Commune;219300134;93013;LE BOURGET;Autres dotations et subventions;1264058.28;0.0;0.0;1264058.28;1.26405828;16105;78.48856131636138;1;;;;;;;3;;;;2017;14870
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;8;Non;Non;Non;0;Oui;93014;Clichy-sous-Bois;Commune;219300142;93014;CLICHY-SOUS-BOIS;Autres dotations et subventions;6099306.92;0.0;0.0;6099306.92;6.09930692;30101;202.6280495664596;1;;;;;;;3;;;;2017;29806
2017;Non;11;Île-de-France;93;Seine-Saint-Denis;200058790;Grand Paris - Grand Est;6;Non;Non;Non;2;Non;93015;Coubron;Commune;219300159;93015;COUBRON;Autres dotations et subventions;131207.11;0.0;0.0;131207.11;0.13120711;4790;27.39188100208768;1;;;;;;;3;;;;2017;5107
