Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2025); ; 
Sélection : Île-de-France; ; 
Code;Libellé;Nombre de logements vacants 2022
91685;Villiers-sur-Orge;3
91687;Viry-Châtillon;1753
91689;Wissous;235
91691;Yerres;720
91692;Les Ulis;483
92002;Antony;2122
92004;Asnières-sur-Seine;4038
92007;Bagneux;982
92009;Bois-Colombes;1028
92012;Boulogne-Billancourt;4545
92014;Bourg-la-Reine;800
92019;Châtenay-Malabry;1036
92020;Châtillon;982
92022;Chaville;636
92023;Clamart;1614
92024;Clichy;1377
92025;Colombes;2349
92026;Courbevoie;4395
92032;Fontenay-aux-Roses;664
92033;Garches;598
92035;La Garenne-Colombes;1226
92036;Gennevilliers;853
92040;Issy-les-Moulineaux;2815
92044;Levallois-Perret;2177
92046;Malakoff;982
92047;Marnes-la-Coquette;53
92048;Meudon;1420
92049;Montrouge;2264
92050;Nanterre;2046
92051;Neuilly-sur-Seine;2972
92060;Le Plessis-Robinson;666
92062;Puteaux;2416
92063;Rueil-Malmaison;2616
92064;Saint-Cloud;1096
92071;Sceaux;417
92072;Sèvres;503
92073;Suresnes;1654
92075;Vanves;1148
92076;Vaucresson;234
92077;Ville-d'Avray;359
92078;Villeneuve-la-Garenne;267
93001;Aubervilliers;2224
93005;Aulnay-sous-Bois;1397
93006;Bagnolet;1243
93007;Le Blanc-Mesnil;1121
93008;Bobigny;987
93010;Bondy;2166
93013;Le Bourget;840
93014;Clichy-sous-Bois;500
93015;Coubron;168
93027;La Courneuve;828
93029;Drancy;2150
93030;Dugny;254
93031;Épinay-sur-Seine;1361
93032;Gagny;809
93033;Gournay-sur-Marne;188
93039;L'Île-Saint-Denis;157
93045;Les Lilas;952
93046;Livry-Gargan;1505
93047;Montfermeil;381
93048;Montreuil;3072
93049;Neuilly-Plaisance;591
93050;Neuilly-sur-Marne;594
93051;Noisy-le-Grand;1637
93053;Noisy-le-Sec;1074
93055;Pantin;1164
93057;Les Pavillons-sous-Bois;789
93061;Le Pré-Saint-Gervais;795
93062;Le Raincy;616
93063;Romainville;854
93064;Rosny-sous-Bois;2155
93066;Saint-Denis;4236
93070;Saint-Ouen-sur-Seine;2653
93071;Sevran;867
93072;Stains;934
93073;Tremblay-en-France;692
93074;Vaujours;244
93077;Villemomble;1013
93078;Villepinte;540
93079;Villetaneuse;282
94001;Ablon-sur-Seine;234
94002;Alfortville;1687
94003;Arcueil;656
94004;Boissy-Saint-Léger;447
94011;Bonneuil-sur-Marne;260
94015;Bry-sur-Marne;437
94016;Cachan;804
94017;Champigny-sur-Marne;1849
94018;Charenton-le-Pont;1302
94019;Chennevières-sur-Marne;533
94021;Chevilly-Larue;575
94022;Choisy-le-Roi;1159
94028;Créteil;1575
94033;Fontenay-sous-Bois;1751
94034;Fresnes;722
94037;Gentilly;668
94038;L'Haÿ-les-Roses;940
94041;Ivry-sur-Seine;2092
94042;Joinville-le-Pont;493
94043;Le Kremlin-Bicêtre;1193
94044;Limeil-Brévannes;750
94046;Maisons-Alfort;2119
94047;Mandres-les-Roses;102
94048;Marolles-en-Brie;54
94052;Nogent-sur-Marne;1570
94053;Noiseau;74
94054;Orly;474
94055;Ormesson-sur-Marne;197
94056;Périgny;17
94058;Le Perreux-sur-Marne;1468
94059;Le Plessis-Trévise;153
94060;La Queue-en-Brie;159
94065;Rungis;188
94067;Saint-Mandé;1084
94068;Saint-Maur-des-Fossés;2470
94069;Saint-Maurice;521
94070;Santeny;71
94071;Sucy-en-Brie;48
94073;Thiais;609
94074;Valenton;148
94075;Villecresnes;152
94076;Villejuif;1925
94077;Villeneuve-le-Roi;358
94078;Villeneuve-Saint-Georges;969
94079;Villiers-sur-Marne;583
94080;Vincennes;1832
94081;Vitry-sur-Seine;2058
95002;Ableiges;38
95008;Aincourt;50
95011;Ambleville;20
95012;Amenucourt;6
95014;Andilly;139
95018;Argenteuil;2922
95019;Arnouville;325
95023;Arronville;16
95024;Arthies;10
95026;Asnières-sur-Oise;98
95028;Attainville;18
95039;Auvers-sur-Oise;182
95040;Avernes;26
95042;Baillet-en-France;38
95046;Banthelu;4
95051;Beauchamp;176
95052;Beaumont-sur-Oise;323
95054;Le Bellay-en-Vexin;16
95055;Bellefontaine;12
95056;Belloy-en-France;38
95058;Bernes-sur-Oise;28
95059;Berville;7
95060;Bessancourt;293
95061;Béthemont-la-Forêt;13
95063;Bezons;1266
95074;Boisemont;19
95078;Boissy-l'Aillerie;36
95088;Bonneuil-en-France;20
95091;Bouffémont;76
95094;Bouqueval;11
95101;Bray-et-Lû;18
95102;Bréançon;8
95110;Brignancourt;4
95116;Bruyères-sur-Oise;59
95119;Buhy;15
95120;Butry-sur-Oise;44
95127;Cergy;2443
95134;Champagne-sur-Oise;182
95139;La Chapelle-en-Vexin;11
95141;Charmont;2
95142;Chars;80
95144;Châtenay-en-France;0
95149;Chaumontel;62
95150;Chaussy;11
95151;Chauvry;8
95154;Chennevières-lès-Louvres;8
95157;Chérence;12
95166;Cléry-en-Vexin;9
95169;Commeny;7
95170;Condécourt;14
95176;Cormeilles-en-Parisis;782
95177;Cormeilles-en-Vexin;33
95181;Courcelles-sur-Viosne;6
95183;Courdimanche;158
95197;Deuil-la-Barre;1092
95199;Domont;367
95203;Eaubonne;657
95205;Écouen;120
95210;Enghien-les-Bains;616
95211;Ennery;96
95212;Épiais-lès-Louvres;8
95213;Épiais-Rhus;10
95214;Épinay-Champlâtreux;4
95218;Éragny;334
95219;Ermont;474
95229;Ézanville;200
95241;Fontenay-en-Parisis;45
95250;Fosses;140
95252;Franconville;780
95253;Frémainville;10
95254;Frémécourt;14
95256;Frépillon;71
95257;La Frette-sur-Seine;225
95258;Frouville;7
95268;Garges-lès-Gonesse;522
95270;Genainville;29
95271;Génicourt;17
95277;Gonesse;411
95280;Goussainville;704
95287;Grisy-les-Plâtres;41
95288;Groslay;221
95295;Guiry-en-Vexin;7
95298;Haravilliers;16
95301;Haute-Isle;11
95303;Le Heaulme;4
95304;Hédouville;6
95306;Herblay-sur-Seine;1217
95308;Hérouville-en-Vexin;19
95309;Hodent;12
95313;L'Isle-Adam;408
95316;Jagny-sous-Bois;10
95323;Jouy-le-Moutier;293
95328;Labbeville;9
95331;Lassy;5
95341;Livilliers;14
95348;Longuesse;11
95351;Louvres;235
95352;Luzarches;194
95353;Maffliers;57
95355;Magny-en-Vexin;221
95365;Mareil-en-France;24
95369;Margency;56
95370;Marines;112
95371;Marly-la-Ville;93
95379;Maudétour-en-Vexin;8
95387;Menouville;5
95388;Menucourt;68
95392;Mériel;108
95394;Méry-sur-Oise;264
95395;Le Mesnil-Aubry;20
95409;Moisselles;41
95422;Montgeroult;19
95424;Montigny-lès-Cormeilles;294
95426;Montlignon;71
95427;Montmagny;387
95428;Montmorency;822
95429;Montreuil-sur-Epte;10
95430;Montsoult;70
95436;Mours;23
95438;Moussy;6
95445;Nerville-la-Forêt;16
95446;Nesles-la-Vallée;55
95447;Neuilly-en-Vexin;11
95450;Neuville-sur-Oise;80
95452;Nointel;16
95456;Noisy-sur-Oise;39
95459;Nucourt;18
95462;Omerville;6
95476;Osny;318
95480;Parmain;190
95483;Le Perchay;3
95487;Persan;295
95488;Pierrelaye;226
95489;Piscop;15
95491;Le Plessis-Bouchard;168
95492;Le Plessis-Gassot;3
95493;Le Plessis-Luzarches;2
95500;Pontoise;1316
95504;Presles;78
95509;Puiseux-en-France;49
95510;Puiseux-Pontoise;14
95523;La Roche-Guyon;12
95527;Roissy-en-France;129
95529;Ronquerolles;20
95535;Sagy;28
95539;Saint-Brice-sous-Forêt;287
95541;Saint-Clair-sur-Epte;34
95543;Saint-Cyr-en-Arthies;4
95554;Saint-Gervais;26
95555;Saint-Gratien;621
95563;Saint-Leu-la-Forêt;439
95566;Saint-Martin-du-Tertre;44
95572;Saint-Ouen-l'Aumône;365
95574;Saint-Prix;184
95580;Saint-Witz;56
95582;Sannois;683
95584;Santeuil;10
95585;Sarcelles;1101
95592;Seraincourt;42
95594;Seugy;24
95598;Soisy-sous-Montmorency;548
95604;Survilliers;104
95607;Taverny;750
95610;Théméricourt;5
95611;Theuville;17
95612;Le Thillay;80
95625;Us;32
95627;Vallangoujard;17
95628;Valmondois;38
95633;Vaudherland;8
95637;Vauréal;297
95641;Vémars;71
95651;Vétheuil;61
95652;Viarmes;53
95656;Vienne-en-Arthies;25
95658;Vigny;38
95660;Villaines-sous-Bois;14
95675;Villeron;47
95676;Villers-en-Arthies;21
95678;Villiers-Adam;24
95680;Villiers-le-Bel;593
95682;Villiers-le-Sec;9
95690;Wy-dit-Joli-Village;10
