"","NBPIECE","FINAN","REG","LIBREG","DEP","LIBDEP","EPCI","LIBEPCI","DROIT","DEPCOM","CODEPOSTAL","LIBCOM","NUMVOIE","INDREP","TYPVOIE","NOMVOIE","NUMAPPT","NUMBOITE","ESC","COULOIR","ETAGE","COMPLIDENT","ENTREE","BAT","IMMEU","COMPLGEO","LIEUDIT","QPV","TYPECONST","SURFHAB","CONSTRUCT","LOCAT","PATRIMOINE","ORIGINE","FINANAUTRE","CONV","NUMCONV","DATCONV","NEWLOGT","CUS","DPEDATE","DPEENERGIE","DPESERRE","SRU_EXPIR","SRU_ALINEA","CODSEGPATRIM","LIBSEGPATRIM","PMR","PLG_CODE_COMMUNE2021","PLG_VOIE","EPSG","X","Y","PLG_QP","PLG_IRIS2021","PLG_ZUS","PLG_ZFU","PLG_QVA","QUALITE_VOIE","QUALITE_NUMERO","QUALITE_XY","DISTANCE_PRECISION","QUALITE_QP","QUALITE_IRIS","QUALITE_ZUS","QUALITE_ZFU","QUALITE_QVA","MILLESIME","COMAQP","COMAZUS","COMRIL","EPCI_2021","UU2020","AAV2020","ZE2020","FINANcode","taille"
"8","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","11","","RUE","SESTO FIORENTINO","5012",NA,"03",NA,2,"","","","","","TH 5",1,"C",40,1971,1971,1971,1,52,1,"93/1987/85.1231/041","13/10/1987",NA,NA,"01/2019","C","D","","","01-0167","BAGNOLET Centre Sud",1,93006,"RUE SESTO FIORENTINO",2154,657339.9,6862778.3,"QP093008","0102","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"16","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","2","","RUE","FONTENELLE","0044",NA,"04",NA,3,"","","D22","193BM","BAGNOLET:LES MALASSIS","",1,"C",30,1956,1956,1956,1,52,1,"931BIS85123107505000077","03/03/1998",NA,13,"12/2019","D","D","2022","1","193BM","BAGNOLET:LES MALASSIS",1,93006,"RUE FONTENELLE",2154,658114.31,6863737.17,"QP093009","0114","1124020","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"17","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","17","","RUE","DE LA CAPSULERIE","",NA,"07",NA,1,"","","TH7","","CENTRE SUD","",1,"C",39,1972,1972,1972,1,52,1,"93/1991/85-1231/129","30/08/1991",NA,13,"01/1900","","","2025","2","1110","CENTRE SUD",1,93006,"RUE DE LA CAPSULERIE",2154,657454.3,6862781.5,"QP093008","0103","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"31","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","2","","RUE","FONTENELLE","0032",NA,"04",NA,0,"","","D22","193BM","BAGNOLET:LES MALASSIS","",1,"C",30,1956,1956,1956,1,52,1,"931BIS85123107505000077","03/03/1998",NA,13,"12/2019","D","D","2022","1","193BM","BAGNOLET:LES MALASSIS",1,93006,"RUE FONTENELLE",2154,658114.31,6863737.17,"QP093009","0114","1124020","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"55","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","2","","RUE","DE LA CAPSULERIE","",NA,"02",NA,3,"","","ROBESPIERRE A","","ROBESPIERRE","",1,"C",35,1968,1968,1968,1,52,1,"93/2001/99-864/033","01/09/2001",NA,13,"01/1900","","","2022","2","610","ROBESPIERRE",1,93006,"RUE DE LA CAPSULERIE",2154,657391.9,6862768,"QP093008","0103","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"58","1",12,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","78","","AV","RASPAIL","",NA,"02",NA,5,"","","LOUISE MICHEL 2","","LOUISE MICHEL 2 EME TRANCHE","",1,"C",40,1987,1987,1987,1,12,1,"93/1985/851231090","23/12/1985",NA,13,"","","","2020","2","2210","LOUISE MICHEL 2 EME TRANCHE",1,93006,"AV RASPAIL",2154,658342.1,6863950.8,"QP093009","0115","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"très pauvres","petit"
"74","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","4","","RUE","DE LA CAPSULERIE","",NA,"04",NA,12,"","","ROBESPIERRE B","","ROBESPIERRE","",1,"C",35,1968,1968,1968,1,52,1,"93/2001/99-864/033","01/09/2001",NA,13,"01/1900","","","2022","2","610","ROBESPIERRE",1,93006,"RUE DE LA CAPSULERIE",2154,657444.44,6862728.96,"QP093008","0103","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"78","1",16,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","109","","AVENUE","AVENUE DE LA DHUYS","44",NA,"01",NA,4,"","",".","","BAGNOLET - DHUYS","",2,"C",33,1994,1994,1994,1,16,2,"","",NA,NA,"04/2011","E","C","","1","7516","BAGNOLET - DHUYS",1,93006,"AV DE LA DHUYS",2154,657356.5,6863968,"HZ","0106","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"moins pauvres","petit"
"83","1",12,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","66","","AV","RASPAIL","",NA,"04",NA,5,"","","LOUISE MICHEL 2","","LOUISE MICHEL 2 EME TRANCHE","",1,"C",20,1987,1987,1987,1,12,1,"93/1985/851231090","23/12/1985",NA,13,"","","","2020","2","2210","LOUISE MICHEL 2 EME TRANCHE",1,93006,"AV RASPAIL",2154,658305.1,6863974,"QP093009","0115","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"très pauvres","petit"
"87","1",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93006,93170,"Bagnolet","3","","RUE","SESTO FIORENTINO","3012",NA,"01",NA,2,"","","","","","TH 3",1,"C",40,1971,1971,1971,1,52,1,"93/1987/85.1231/041","13/10/1987",NA,NA,"01/2014","C","D","","","01-0167","BAGNOLET Centre Sud",1,93006,"RUE SESTO FIORENTINO",2154,657267.99,6862773.52,"QP093008","0102","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
