"gauche" "petit droit" "droite" "petit gauche"
"1" 438 121 1258 217
"2" 501 174 1523 250
"3" 482 132 1263 220
"4" 554 98 1317 192
"5" 445 40 1002 136
"6" 591 85 1333 225
"7" 435 74 1120 189
"8" 385 65 941 166
"9" 531 85 1354 214
"10" 318 44 830 148
"11" 477 103 1284 216
"12" 387 110 1218 191
"13" 420 88 1164 196
"14" 395 88 1048 163
"15" 417 128 1405 216
"16" 446 119 1224 227
"17" 301 66 747 149
