"","equiv","NOM_IRIS"
"1049","très pauvres","Blanqui"
"1052","très pauvres","Blanqui"
"1053","très pauvres","Blanqui"
"1055","très pauvres","Blanqui"
"1056","très pauvres","Blanqui"
"1068","très pauvres","Blanqui"
"1069","très pauvres","Blanqui"
"1080","très pauvres","Blanqui"
"1084","très pauvres","Blanqui"
"1087","très pauvres","Blanqui"
"1126","très pauvres","Blanqui"
"1131","très pauvres","Blanqui"
"1133","très pauvres","Blanqui"
"1134","très pauvres","Blanqui"
"1141","très pauvres","Blanqui"
"1149","très pauvres","Blanqui"
"1162","pauvres","Blanqui"
"1163","pauvres","Blanqui"
"1164","pauvres","Blanqui"
"1165","pauvres","Blanqui"
"1166","pauvres","Blanqui"
"1167","pauvres","Blanqui"
"1168","pauvres","Blanqui"
"1169","pauvres","Blanqui"
"1170","pauvres","Blanqui"
"1171","pauvres","Blanqui"
"1172","pauvres","Blanqui"
"1173","pauvres","Blanqui"
"1174","pauvres","Blanqui"
"1175","pauvres","Blanqui"
"1176","pauvres","Blanqui"
"1177","pauvres","Blanqui"
"1178","pauvres","Blanqui"
"1179","pauvres","Blanqui"
"1180","pauvres","Blanqui"
"1181","pauvres","Blanqui"
"1182","pauvres","Blanqui"
"1183","pauvres","Blanqui"
"1185","pauvres","Blanqui"
"1186","pauvres","Blanqui"
"1194","pauvres","Blanqui"
"1195","pauvres","Blanqui"
"1196","pauvres","Blanqui"
"1197","pauvres","Blanqui"
"1198","pauvres","Blanqui"
"1199","pauvres","Blanqui"
"1200","pauvres","Blanqui"
"1201","pauvres","Blanqui"
"1202","pauvres","Blanqui"
"1203","pauvres","Blanqui"
"1204","pauvres","Blanqui"
"1205","pauvres","Blanqui"
"1207","pauvres","Blanqui"
"1208","pauvres","Blanqui"
"1209","pauvres","Blanqui"
"1210","pauvres","Blanqui"
"1213","pauvres","Blanqui"
"1215","pauvres","Blanqui"
"1216","pauvres","Blanqui"
"1217","pauvres","Blanqui"
"1218","pauvres","Blanqui"
"1219","pauvres","Blanqui"
"1220","pauvres","Blanqui"
"1221","pauvres","Blanqui"
"1222","pauvres","Blanqui"
"1223","pauvres","Blanqui"
"1224","pauvres","Blanqui"
"1227","pauvres","Blanqui"
"1256","pauvres","Blanqui"
"1257","pauvres","Blanqui"
"1258","pauvres","Blanqui"
"1260","pauvres","Blanqui"
"1261","pauvres","Blanqui"
"1262","pauvres","Blanqui"
"1263","pauvres","Blanqui"
"1265","pauvres","Blanqui"
"1266","pauvres","Blanqui"
"1268","pauvres","Blanqui"
"1270","pauvres","Blanqui"
"1271","pauvres","Blanqui"
"1272","pauvres","Blanqui"
"1273","pauvres","Blanqui"
"1274","pauvres","Blanqui"
"1275","pauvres","Blanqui"
"1287","pauvres","Blanqui"
"1288","pauvres","Blanqui"
"1289","pauvres","Blanqui"
"1290","pauvres","Blanqui"
"1291","pauvres","Blanqui"
"1292","pauvres","Blanqui"
"1298","pauvres","Blanqui"
"1299","pauvres","Blanqui"
"1300","pauvres","Blanqui"
"1303","pauvres","Blanqui"
"1304","pauvres","Blanqui"
"1305","pauvres","Blanqui"
"1306","pauvres","Blanqui"
"1333","pauvres","Blanqui"
"1337","pauvres","Blanqui"
"1345","pauvres","Blanqui"
"1395","pauvres","Blanqui"
"1404","pauvres","Blanqui"
"1405","pauvres","Blanqui"
"1406","pauvres","Blanqui"
"1407","pauvres","Blanqui"
"1408","pauvres","Blanqui"
"1409","pauvres","Blanqui"
"1410","pauvres","Blanqui"
"1411","pauvres","Blanqui"
"1412","pauvres","Blanqui"
"1413","pauvres","Blanqui"
"1414","pauvres","Blanqui"
"1415","pauvres","Blanqui"
"1416","pauvres","Blanqui"
"1417","pauvres","Blanqui"
"1422","pauvres","Blanqui"
"1423","pauvres","Blanqui"
"1424","pauvres","Blanqui"
"1425","pauvres","Blanqui"
"1427","pauvres","Blanqui"
"1458","pauvres","Blanqui"
"1459","pauvres","Blanqui"
"1460","pauvres","Blanqui"
"1461","pauvres","Blanqui"
"1468","pauvres","Blanqui"
"1469","pauvres","Blanqui"
"1470","pauvres","Blanqui"
"1471","pauvres","Blanqui"
"1472","pauvres","Blanqui"
"1473","pauvres","Blanqui"
"1516","pauvres","Blanqui"
"1517","pauvres","Blanqui"
"1518","pauvres","Blanqui"
"1519","pauvres","Blanqui"
"1520","pauvres","Blanqui"
"1521","pauvres","Blanqui"
"1522","pauvres","Blanqui"
"1645","pauvres","Blanqui"
"1762","pauvres","Blanqui"
"1763","pauvres","Blanqui"
"1764","pauvres","Blanqui"
"1765","pauvres","Blanqui"
"1767","pauvres","Blanqui"
"1790","pauvres","Blanqui"
"1838","pauvres","Blanqui"
"1887","pauvres","Blanqui"
"1983","pauvres","Blanqui"
"2014","pauvres","Blanqui"
"2018","pauvres","Blanqui"
"2075","pauvres","Blanqui"
"2091","pauvres","Blanqui"
"2093","pauvres","Blanqui"
"2097","pauvres","Blanqui"
"2098","pauvres","Blanqui"
"2108","pauvres","Blanqui"
"2111","pauvres","Blanqui"
"2130","pauvres","Blanqui"
"2132","pauvres","Blanqui"
"2134","pauvres","Blanqui"
"2135","pauvres","Blanqui"
"2141","pauvres","Blanqui"
"2143","pauvres","Blanqui"
"2145","pauvres","Blanqui"
"2150","pauvres","Blanqui"
"2152","pauvres","Blanqui"
"2155","pauvres","Blanqui"
"2157","pauvres","Blanqui"
"2188","pauvres","Blanqui"
"2232","pauvres","Blanqui"
"2250","pauvres","Blanqui"
"2265","pauvres","Blanqui"
"2267","pauvres","Blanqui"
"2319","pauvres","Blanqui"
"2362","pauvres","Blanqui"
"2545","moins pauvres","Blanqui"
"2575","moins pauvres","Blanqui"
"3497","pauvres","Blanqui"
"4350","pauvres","Blanqui"
"4351","pauvres","Blanqui"
"4352","pauvres","Blanqui"
"4353","pauvres","Blanqui"
"4354","pauvres","Blanqui"
"4355","pauvres","Blanqui"
"4356","pauvres","Blanqui"
"4357","pauvres","Blanqui"
"4358","pauvres","Blanqui"
"4359","pauvres","Blanqui"
"4360","pauvres","Blanqui"
"4361","pauvres","Blanqui"
"4362","pauvres","Blanqui"
"4363","pauvres","Blanqui"
"4364","pauvres","Blanqui"
"4365","pauvres","Blanqui"
"4366","pauvres","Blanqui"
"4367","pauvres","Blanqui"
"4368","pauvres","Blanqui"
"4369","pauvres","Blanqui"
"4370","pauvres","Blanqui"
"4371","pauvres","Blanqui"
"4372","pauvres","Blanqui"
"4373","pauvres","Blanqui"
"4374","pauvres","Blanqui"
"4375","pauvres","Blanqui"
"4376","pauvres","Blanqui"
"4377","pauvres","Blanqui"
"4378","pauvres","Blanqui"
"4379","pauvres","Blanqui"
"4380","pauvres","Blanqui"
"4381","pauvres","Blanqui"
"4382","pauvres","Blanqui"
"4383","pauvres","Blanqui"
"4384","pauvres","Blanqui"
"4385","pauvres","Blanqui"
"4386","pauvres","Blanqui"
"4387","pauvres","Blanqui"
"4388","pauvres","Blanqui"
"4389","pauvres","Blanqui"
"4390","pauvres","Blanqui"
"4391","pauvres","Blanqui"
"4392","pauvres","Blanqui"
"4393","pauvres","Blanqui"
"4394","pauvres","Blanqui"
"4395","pauvres","Blanqui"
"4396","pauvres","Blanqui"
"4397","pauvres","Blanqui"
"4398","pauvres","Blanqui"
"4399","pauvres","Blanqui"
"4400","pauvres","Blanqui"
"4401","pauvres","Blanqui"
"4402","pauvres","Blanqui"
"4403","pauvres","Blanqui"
"4404","pauvres","Blanqui"
"4405","pauvres","Blanqui"
"4406","pauvres","Blanqui"
"4407","pauvres","Blanqui"
"4408","pauvres","Blanqui"
"4409","pauvres","Blanqui"
"4410","pauvres","Blanqui"
"4411","pauvres","Blanqui"
"4412","pauvres","Blanqui"
"4413","pauvres","Blanqui"
"4414","pauvres","Blanqui"
"4415","pauvres","Blanqui"
"4416","pauvres","Blanqui"
"4417","pauvres","Blanqui"
"4418","pauvres","Blanqui"
"4419","pauvres","Blanqui"
"4420","pauvres","Blanqui"
"4421","pauvres","Blanqui"
"4422","pauvres","Blanqui"
"4423","pauvres","Blanqui"
"4424","pauvres","Blanqui"
"4425","pauvres","Blanqui"
"4426","pauvres","Blanqui"
"4427","pauvres","Blanqui"
"4428","pauvres","Blanqui"
"4429","pauvres","Blanqui"
"4430","pauvres","Blanqui"
"4431","pauvres","Blanqui"
"4432","pauvres","Blanqui"
"4433","pauvres","Blanqui"
"4434","pauvres","Blanqui"
"4435","pauvres","Blanqui"
"4436","pauvres","Blanqui"
"4437","pauvres","Blanqui"
"4438","pauvres","Blanqui"
"4439","pauvres","Blanqui"
"4440","pauvres","Blanqui"
"4441","pauvres","Blanqui"
"4442","pauvres","Blanqui"
"4443","pauvres","Blanqui"
"4444","pauvres","Blanqui"
"4445","pauvres","Blanqui"
"4446","pauvres","Blanqui"
"4447","pauvres","Blanqui"
"4448","pauvres","Blanqui"
"4449","pauvres","Blanqui"
"4450","pauvres","Blanqui"
"4451","pauvres","Blanqui"
"4452","pauvres","Blanqui"
"4453","pauvres","Blanqui"
"4454","pauvres","Blanqui"
"4455","pauvres","Blanqui"
"4456","pauvres","Blanqui"
"4457","pauvres","Blanqui"
"4458","pauvres","Blanqui"
"4459","pauvres","Blanqui"
"4460","pauvres","Blanqui"
"4461","pauvres","Blanqui"
"4462","pauvres","Blanqui"
"4463","pauvres","Blanqui"
"4464","pauvres","Blanqui"
"4465","pauvres","Blanqui"
"4466","pauvres","Blanqui"
"4467","pauvres","Blanqui"
"4468","pauvres","Blanqui"
"4469","pauvres","Blanqui"
"4470","pauvres","Blanqui"
"4471","pauvres","Blanqui"
"4472","pauvres","Blanqui"
"4473","pauvres","Blanqui"
"4474","pauvres","Blanqui"
"4475","pauvres","Blanqui"
"4476","pauvres","Blanqui"
"4477","pauvres","Blanqui"
"4478","pauvres","Blanqui"
"4479","pauvres","Blanqui"
"4480","pauvres","Blanqui"
"4481","pauvres","Blanqui"
"4482","pauvres","Blanqui"
"4483","pauvres","Blanqui"
"4484","pauvres","Blanqui"
"4485","pauvres","Blanqui"
"4486","pauvres","Blanqui"
"4487","pauvres","Blanqui"
"4488","pauvres","Blanqui"
"4489","pauvres","Blanqui"
"4490","pauvres","Blanqui"
"4491","pauvres","Blanqui"
"4492","pauvres","Blanqui"
"4493","pauvres","Blanqui"
"4494","pauvres","Blanqui"
"4495","pauvres","Blanqui"
"4496","pauvres","Blanqui"
"4497","pauvres","Blanqui"
"4498","pauvres","Blanqui"
"4499","pauvres","Blanqui"
"4500","pauvres","Blanqui"
"4501","pauvres","Blanqui"
"4502","pauvres","Blanqui"
"4503","pauvres","Blanqui"
"4504","pauvres","Blanqui"
"4505","pauvres","Blanqui"
"4506","pauvres","Blanqui"
"4507","pauvres","Blanqui"
"4508","pauvres","Blanqui"
"4509","pauvres","Blanqui"
"4510","pauvres","Blanqui"
"4511","pauvres","Blanqui"
"4512","pauvres","Blanqui"
"4513","pauvres","Blanqui"
"4514","pauvres","Blanqui"
"4515","pauvres","Blanqui"
"4516","pauvres","Blanqui"
"4517","pauvres","Blanqui"
"4518","pauvres","Blanqui"
"4519","pauvres","Blanqui"
"4520","pauvres","Blanqui"
"4521","pauvres","Blanqui"
"4522","pauvres","Blanqui"
"4523","pauvres","Blanqui"
"4524","pauvres","Blanqui"
"4525","pauvres","Blanqui"
"4526","pauvres","Blanqui"
"4527","pauvres","Blanqui"
"4528","pauvres","Blanqui"
"4529","pauvres","Blanqui"
"4530","pauvres","Blanqui"
"4531","pauvres","Blanqui"
"4532","pauvres","Blanqui"
"4533","pauvres","Blanqui"
"4534","pauvres","Blanqui"
"4535","pauvres","Blanqui"
"4536","pauvres","Blanqui"
"4537","pauvres","Blanqui"
"4538","pauvres","Blanqui"
"4539","pauvres","Blanqui"
"4540","pauvres","Blanqui"
"4541","pauvres","Blanqui"
"4542","pauvres","Blanqui"
"4543","pauvres","Blanqui"
"4544","pauvres","Blanqui"
"4545","pauvres","Blanqui"
"4546","pauvres","Blanqui"
"4547","pauvres","Blanqui"
"4548","pauvres","Blanqui"
"4549","pauvres","Blanqui"
"4550","pauvres","Blanqui"
"4551","pauvres","Blanqui"
"4552","pauvres","Blanqui"
"4553","pauvres","Blanqui"
"4554","pauvres","Blanqui"
"4555","pauvres","Blanqui"
"4556","pauvres","Blanqui"
"4557","pauvres","Blanqui"
"4558","pauvres","Blanqui"
"4559","pauvres","Blanqui"
"4560","pauvres","Blanqui"
"4561","pauvres","Blanqui"
"4562","pauvres","Blanqui"
"4563","pauvres","Blanqui"
"4564","pauvres","Blanqui"
"4565","pauvres","Blanqui"
"4566","pauvres","Blanqui"
"4567","pauvres","Blanqui"
"4568","pauvres","Blanqui"
"4569","pauvres","Blanqui"
"4570","pauvres","Blanqui"
"4571","pauvres","Blanqui"
"4572","pauvres","Blanqui"
"4573","pauvres","Blanqui"
"4574","pauvres","Blanqui"
"4575","pauvres","Blanqui"
"4576","pauvres","Blanqui"
"4577","pauvres","Blanqui"
"4578","pauvres","Blanqui"
"4579","pauvres","Blanqui"
"4580","pauvres","Blanqui"
"4581","pauvres","Blanqui"
"4582","pauvres","Blanqui"
"4583","pauvres","Blanqui"
"4584","pauvres","Blanqui"
"4585","pauvres","Blanqui"
"4586","pauvres","Blanqui"
"4587","pauvres","Blanqui"
"4588","pauvres","Blanqui"
"4589","pauvres","Blanqui"
"4590","pauvres","Blanqui"
"4591","pauvres","Blanqui"
"4592","pauvres","Blanqui"
"4593","pauvres","Blanqui"
"4594","pauvres","Blanqui"
"4595","pauvres","Blanqui"
"4596","pauvres","Blanqui"
"4597","pauvres","Blanqui"
"4598","pauvres","Blanqui"
"4599","pauvres","Blanqui"
"4600","pauvres","Blanqui"
"4601","pauvres","Blanqui"
"4602","pauvres","Blanqui"
"4603","pauvres","Blanqui"
"4604","pauvres","Blanqui"
"4605","pauvres","Blanqui"
"4606","pauvres","Blanqui"
"4607","pauvres","Blanqui"
"4608","pauvres","Blanqui"
"4609","pauvres","Blanqui"
"4610","pauvres","Blanqui"
"4611","pauvres","Blanqui"
"4612","pauvres","Blanqui"
"4613","pauvres","Blanqui"
"4614","pauvres","Blanqui"
"4615","pauvres","Blanqui"
"4616","pauvres","Blanqui"
"4617","pauvres","Blanqui"
"4618","pauvres","Blanqui"
"4619","pauvres","Blanqui"
"4620","pauvres","Blanqui"
"4621","pauvres","Blanqui"
"4622","pauvres","Blanqui"
"4623","pauvres","Blanqui"
"4624","pauvres","Blanqui"
"4625","pauvres","Blanqui"
"4626","pauvres","Blanqui"
"4627","pauvres","Blanqui"
"4628","pauvres","Blanqui"
"4629","pauvres","Blanqui"
"4630","pauvres","Blanqui"
"4631","pauvres","Blanqui"
"4632","pauvres","Blanqui"
"4633","pauvres","Blanqui"
"4634","pauvres","Blanqui"
"4635","pauvres","Blanqui"
"4636","pauvres","Blanqui"
"4637","pauvres","Blanqui"
"4638","pauvres","Blanqui"
"4639","pauvres","Blanqui"
"4640","pauvres","Blanqui"
"4641","pauvres","Blanqui"
"4642","pauvres","Blanqui"
"4643","pauvres","Blanqui"
"4644","pauvres","Blanqui"
"4645","pauvres","Blanqui"
"4646","pauvres","Blanqui"
"4647","pauvres","Blanqui"
"4648","pauvres","Blanqui"
"4649","pauvres","Blanqui"
"4650","pauvres","Blanqui"
"4651","pauvres","Blanqui"
"4652","pauvres","Blanqui"
"4653","pauvres","Blanqui"
"4654","pauvres","Blanqui"
"4655","pauvres","Blanqui"
"4656","pauvres","Blanqui"
"4657","pauvres","Blanqui"
"4658","pauvres","Blanqui"
"4659","pauvres","Blanqui"
"4660","pauvres","Blanqui"
"4661","pauvres","Blanqui"
"4662","pauvres","Blanqui"
"4663","pauvres","Blanqui"
"4664","pauvres","Blanqui"
"4665","pauvres","Blanqui"
"4666","pauvres","Blanqui"
"4667","pauvres","Blanqui"
"4668","pauvres","Blanqui"
"4669","pauvres","Blanqui"
"4670","pauvres","Blanqui"
"4671","pauvres","Blanqui"
"4672","pauvres","Blanqui"
"4673","pauvres","Blanqui"
"4674","pauvres","Blanqui"
"4675","pauvres","Blanqui"
"4676","pauvres","Blanqui"
"4677","pauvres","Blanqui"
"4678","pauvres","Blanqui"
"4679","pauvres","Blanqui"
"4680","pauvres","Blanqui"
"4681","pauvres","Blanqui"
"4682","pauvres","Blanqui"
"4683","pauvres","Blanqui"
"4684","pauvres","Blanqui"
"4685","pauvres","Blanqui"
"4686","pauvres","Blanqui"
"4687","pauvres","Blanqui"
"4688","pauvres","Blanqui"
"4689","pauvres","Blanqui"
"4690","pauvres","Blanqui"
"4691","pauvres","Blanqui"
"4692","pauvres","Blanqui"
"4693","pauvres","Blanqui"
"4694","pauvres","Blanqui"
"4695","pauvres","Blanqui"
"4696","pauvres","Blanqui"
"4697","pauvres","Blanqui"
"4698","pauvres","Blanqui"
"4699","pauvres","Blanqui"
"4700","pauvres","Blanqui"
"4701","pauvres","Blanqui"
"4702","pauvres","Blanqui"
"4703","pauvres","Blanqui"
"4704","pauvres","Blanqui"
"4705","pauvres","Blanqui"
"4706","pauvres","Blanqui"
"4707","pauvres","Blanqui"
"4708","pauvres","Blanqui"
"4709","pauvres","Blanqui"
"4710","pauvres","Blanqui"
"4711","pauvres","Blanqui"
"4712","pauvres","Blanqui"
"4713","pauvres","Blanqui"
"4714","pauvres","Blanqui"
"4715","pauvres","Blanqui"
"4716","pauvres","Blanqui"
"4717","pauvres","Blanqui"
"4718","pauvres","Blanqui"
"4719","pauvres","Blanqui"
"4720","pauvres","Blanqui"
"4721","pauvres","Blanqui"
"4722","pauvres","Blanqui"
"4723","pauvres","Blanqui"
"4724","pauvres","Blanqui"
"4725","pauvres","Blanqui"
"4726","pauvres","Blanqui"
"4727","pauvres","Blanqui"
"4728","pauvres","Blanqui"
"4729","pauvres","Blanqui"
"4730","pauvres","Blanqui"
"4731","pauvres","Blanqui"
"4732","pauvres","Blanqui"
"4733","pauvres","Blanqui"
"4734","pauvres","Blanqui"
"4735","pauvres","Blanqui"
"4736","pauvres","Blanqui"
"4737","pauvres","Blanqui"
"4738","pauvres","Blanqui"
"4739","pauvres","Blanqui"
"4740","pauvres","Blanqui"
"4741","pauvres","Blanqui"
"4742","pauvres","Blanqui"
"4743","pauvres","Blanqui"
"4744","pauvres","Blanqui"
"4745","pauvres","Blanqui"
"4746","pauvres","Blanqui"
"4747","pauvres","Blanqui"
"4748","pauvres","Blanqui"
"4749","pauvres","Blanqui"
"4750","pauvres","Blanqui"
"4751","pauvres","Blanqui"
"4752","pauvres","Blanqui"
"4753","pauvres","Blanqui"
"4754","pauvres","Blanqui"
"4755","pauvres","Blanqui"
"4756","pauvres","Blanqui"
"4757","pauvres","Blanqui"
"4758","pauvres","Blanqui"
"4759","pauvres","Blanqui"
"4760","pauvres","Blanqui"
"4761","pauvres","Blanqui"
"4762","pauvres","Blanqui"
"4763","pauvres","Blanqui"
"4764","pauvres","Blanqui"
"4765","pauvres","Blanqui"
"4766","pauvres","Blanqui"
"4767","pauvres","Blanqui"
"4768","pauvres","Blanqui"
"4769","pauvres","Blanqui"
"4770","pauvres","Blanqui"
"4771","pauvres","Blanqui"
"4772","pauvres","Blanqui"
"4773","pauvres","Blanqui"
"4774","pauvres","Blanqui"
"4775","pauvres","Blanqui"
"4776","pauvres","Blanqui"
"4777","pauvres","Blanqui"
"4778","pauvres","Blanqui"
"4779","pauvres","Blanqui"
"4780","pauvres","Blanqui"
"4781","pauvres","Blanqui"
"4782","pauvres","Blanqui"
"4783","pauvres","Blanqui"
"4784","pauvres","Blanqui"
"4785","pauvres","Blanqui"
"4786","pauvres","Blanqui"
"4787","pauvres","Blanqui"
"4788","pauvres","Blanqui"
"4789","pauvres","Blanqui"
"4790","pauvres","Blanqui"
"4791","pauvres","Blanqui"
"4792","pauvres","Blanqui"
"4793","pauvres","Blanqui"
"4794","pauvres","Blanqui"
"4795","pauvres","Blanqui"
"4796","pauvres","Blanqui"
"4797","pauvres","Blanqui"
"4798","pauvres","Blanqui"
"4799","pauvres","Blanqui"
"4800","pauvres","Blanqui"
"4801","pauvres","Blanqui"
"4802","pauvres","Blanqui"
"4803","pauvres","Blanqui"
"4804","pauvres","Blanqui"
"4805","pauvres","Blanqui"
"4806","pauvres","Blanqui"
"4807","pauvres","Blanqui"
"4808","pauvres","Blanqui"
"4809","pauvres","Blanqui"
"4810","pauvres","Blanqui"
"4811","pauvres","Blanqui"
"4812","pauvres","Blanqui"
"4813","pauvres","Blanqui"
"4814","pauvres","Blanqui"
"4815","pauvres","Blanqui"
"4816","pauvres","Blanqui"
"4817","pauvres","Blanqui"
"4818","pauvres","Blanqui"
"4819","pauvres","Blanqui"
"4820","pauvres","Blanqui"
"4821","pauvres","Blanqui"
"4822","pauvres","Blanqui"
"4823","pauvres","Blanqui"
"4824","pauvres","Blanqui"
"4825","pauvres","Blanqui"
"4826","pauvres","Blanqui"
"4827","pauvres","Blanqui"
"4828","pauvres","Blanqui"
"4829","pauvres","Blanqui"
"4830","pauvres","Blanqui"
"4831","pauvres","Blanqui"
"4832","pauvres","Blanqui"
"4833","pauvres","Blanqui"
"4834","pauvres","Blanqui"
"4835","pauvres","Blanqui"
"4836","pauvres","Blanqui"
"4837","pauvres","Blanqui"
"4838","pauvres","Blanqui"
"4839","pauvres","Blanqui"
"4840","pauvres","Blanqui"
"4841","pauvres","Blanqui"
"4842","pauvres","Blanqui"
"4843","pauvres","Blanqui"
"4844","pauvres","Blanqui"
"4845","pauvres","Blanqui"
"4846","pauvres","Blanqui"
"4847","pauvres","Blanqui"
"4848","pauvres","Blanqui"
"4849","pauvres","Blanqui"
"4850","pauvres","Blanqui"
"4851","pauvres","Blanqui"
"4852","pauvres","Blanqui"
"4853","pauvres","Blanqui"
"4854","pauvres","Blanqui"
"4855","pauvres","Blanqui"
"4856","pauvres","Blanqui"
"4857","pauvres","Blanqui"
"4858","pauvres","Blanqui"
"4859","pauvres","Blanqui"
"4860","pauvres","Blanqui"
"4861","pauvres","Blanqui"
"4862","pauvres","Blanqui"
"4863","pauvres","Blanqui"
"4864","pauvres","Blanqui"
"4865","pauvres","Blanqui"
"4866","pauvres","Blanqui"
"4867","pauvres","Blanqui"
"4868","pauvres","Blanqui"
"4869","pauvres","Blanqui"
"4870","pauvres","Blanqui"
"4871","pauvres","Blanqui"
"4872","pauvres","Blanqui"
"4873","pauvres","Blanqui"
"4874","pauvres","Blanqui"
"4875","pauvres","Blanqui"
"4876","pauvres","Blanqui"
"4877","pauvres","Blanqui"
"4878","pauvres","Blanqui"
"4879","pauvres","Blanqui"
"4880","pauvres","Blanqui"
"4881","pauvres","Blanqui"
"4882","pauvres","Blanqui"
"4883","pauvres","Blanqui"
"4884","pauvres","Blanqui"
"4980","pauvres","Blanqui"
"4981","pauvres","Blanqui"
"4982","pauvres","Blanqui"
"4983","pauvres","Blanqui"
"4984","pauvres","Blanqui"
"4985","pauvres","Blanqui"
"4986","pauvres","Blanqui"
"4987","pauvres","Blanqui"
"4988","pauvres","Blanqui"
"4989","pauvres","Blanqui"
"4990","pauvres","Blanqui"
"4991","pauvres","Blanqui"
"4992","pauvres","Blanqui"
"4993","pauvres","Blanqui"
"4994","pauvres","Blanqui"
"4995","pauvres","Blanqui"
"4996","pauvres","Blanqui"
"4997","pauvres","Blanqui"
"4998","pauvres","Blanqui"
"4999","pauvres","Blanqui"
"5000","pauvres","Blanqui"
"5001","pauvres","Blanqui"
"5002","pauvres","Blanqui"
"5003","pauvres","Blanqui"
"5004","pauvres","Blanqui"
"5005","pauvres","Blanqui"
"5006","pauvres","Blanqui"
"5007","pauvres","Blanqui"
"5008","pauvres","Blanqui"
"5009","pauvres","Blanqui"
"5010","pauvres","Blanqui"
"5011","pauvres","Blanqui"
"5012","pauvres","Blanqui"
"5013","pauvres","Blanqui"
"5014","pauvres","Blanqui"
"5015","pauvres","Blanqui"
"5016","pauvres","Blanqui"
"5017","pauvres","Blanqui"
"5018","pauvres","Blanqui"
"5019","pauvres","Blanqui"
"5020","pauvres","Blanqui"
"5021","pauvres","Blanqui"
"5022","pauvres","Blanqui"
"5023","pauvres","Blanqui"
"5024","pauvres","Blanqui"
"5025","pauvres","Blanqui"
"5026","pauvres","Blanqui"
"5027","pauvres","Blanqui"
"5028","pauvres","Blanqui"
"5029","pauvres","Blanqui"
"5030","pauvres","Blanqui"
"5031","pauvres","Blanqui"
"5032","pauvres","Blanqui"
"5033","pauvres","Blanqui"
"5034","pauvres","Blanqui"
"5035","pauvres","Blanqui"
"5036","pauvres","Blanqui"
"5037","pauvres","Blanqui"
"5038","pauvres","Blanqui"
"5039","pauvres","Blanqui"
"5040","pauvres","Blanqui"
"5041","pauvres","Blanqui"
"5042","pauvres","Blanqui"
"5043","pauvres","Blanqui"
"5044","pauvres","Blanqui"
"5045","pauvres","Blanqui"
"5046","pauvres","Blanqui"
"5047","pauvres","Blanqui"
"5048","pauvres","Blanqui"
"5049","pauvres","Blanqui"
"5050","pauvres","Blanqui"
"5051","pauvres","Blanqui"
"5052","pauvres","Blanqui"
"5053","pauvres","Blanqui"
"5054","pauvres","Blanqui"
"5055","pauvres","Blanqui"
"5056","pauvres","Blanqui"
"5057","pauvres","Blanqui"
"5058","pauvres","Blanqui"
"5059","pauvres","Blanqui"
"5060","pauvres","Blanqui"
"5061","pauvres","Blanqui"
"5062","pauvres","Blanqui"
"5063","pauvres","Blanqui"
"5064","pauvres","Blanqui"
"5065","pauvres","Blanqui"
"5066","pauvres","Blanqui"
"5067","pauvres","Blanqui"
"5068","pauvres","Blanqui"
"5069","pauvres","Blanqui"
"5070","pauvres","Blanqui"
"5071","pauvres","Blanqui"
"5072","pauvres","Blanqui"
"5073","pauvres","Blanqui"
"5074","pauvres","Blanqui"
"5075","pauvres","Blanqui"
"5076","pauvres","Blanqui"
"5077","pauvres","Blanqui"
"5078","pauvres","Blanqui"
"5079","pauvres","Blanqui"
"5080","pauvres","Blanqui"
"5081","pauvres","Blanqui"
"5082","pauvres","Blanqui"
"5083","pauvres","Blanqui"
"5084","pauvres","Blanqui"
"5085","pauvres","Blanqui"
"5086","pauvres","Blanqui"
"5087","pauvres","Blanqui"
"5088","pauvres","Blanqui"
"5089","pauvres","Blanqui"
"5090","pauvres","Blanqui"
"5091","pauvres","Blanqui"
"5092","pauvres","Blanqui"
"5093","pauvres","Blanqui"
"5094","pauvres","Blanqui"
"5095","pauvres","Blanqui"
"5096","pauvres","Blanqui"
"5097","pauvres","Blanqui"
"5098","pauvres","Blanqui"
"5099","pauvres","Blanqui"
"5100","pauvres","Blanqui"
"5101","pauvres","Blanqui"
"5102","pauvres","Blanqui"
"5103","pauvres","Blanqui"
"5104","pauvres","Blanqui"
"5105","pauvres","Blanqui"
"5106","pauvres","Blanqui"
"5107","pauvres","Blanqui"
"5108","pauvres","Blanqui"
"5109","pauvres","Blanqui"
"5110","pauvres","Blanqui"
"5111","pauvres","Blanqui"
"5112","pauvres","Blanqui"
"5113","pauvres","Blanqui"
"5114","pauvres","Blanqui"
"5115","pauvres","Blanqui"
"5116","pauvres","Blanqui"
"5117","pauvres","Blanqui"
"5118","pauvres","Blanqui"
"5119","pauvres","Blanqui"
"5120","pauvres","Blanqui"
"5121","pauvres","Blanqui"
"5122","pauvres","Blanqui"
"5123","pauvres","Blanqui"
"5124","pauvres","Blanqui"
"5125","pauvres","Blanqui"
"5126","pauvres","Blanqui"
"5127","pauvres","Blanqui"
"5128","pauvres","Blanqui"
"5129","pauvres","Blanqui"
"5130","pauvres","Blanqui"
"5131","pauvres","Blanqui"
"5132","pauvres","Blanqui"
"5133","pauvres","Blanqui"
"5134","pauvres","Blanqui"
"5135","pauvres","Blanqui"
"5136","pauvres","Blanqui"
"5137","pauvres","Blanqui"
"5138","pauvres","Blanqui"
"5139","pauvres","Blanqui"
