"","NBPIECE","FINAN","REG","LIBREG","DEP","LIBDEP","EPCI","LIBEPCI","DROIT","DEPCOM","CODEPOSTAL","LIBCOM","NUMVOIE","INDREP","TYPVOIE","NOMVOIE","NUMAPPT","NUMBOITE","ESC","COULOIR","ETAGE","COMPLIDENT","ENTREE","BAT","IMMEU","COMPLGEO","LIEUDIT","QPV","TYPECONST","SURFHAB","CONSTRUCT","LOCAT","PATRIMOINE","ORIGINE","FINANAUTRE","CONV","NUMCONV","DATCONV","NEWLOGT","CUS","DPEDATE","DPEENERGIE","DPESERRE","SRU_EXPIR","SRU_ALINEA","CODSEGPATRIM","LIBSEGPATRIM","PMR","PLG_CODE_COMMUNE2021","PLG_VOIE","EPSG","X","Y","PLG_QP","PLG_IRIS2021","PLG_ZUS","PLG_ZFU","PLG_QVA","QUALITE_VOIE","QUALITE_NUMERO","QUALITE_XY","DISTANCE_PRECISION","QUALITE_QP","QUALITE_IRIS","QUALITE_ZUS","QUALITE_ZFU","QUALITE_QVA","MILLESIME","COMAQP","COMAZUS","COMRIL","EPCI_2021","UU2020","AAV2020","ZE2020","FINANcode","taille"
"8959","2",55,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","14-18","","","RUE","",NA,"",NA,5,"","","4849L-00","","","EUGENE VARLIN",1,"C",47,1992,1992,1992,2,55,2,"","",NA,NA,"10/2012","D","D","","","4849L","MONTREUIL RUE GALILEE/VARLIN",1,93048,"RUE EUGENE VARLIN",2154,659475.72,6862396.66,"QP093019","0601","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"8966","2",55,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","14-18","","","RUE","",NA,"",NA,2,"","","4849L-00","","","EUGENE VARLIN",1,"C",47,1992,1992,1992,2,55,2,"","",NA,NA,"10/2012","D","D","","","4849L","MONTREUIL RUE GALILEE/VARLIN",1,93048,"RUE EUGENE VARLIN",2154,659475.72,6862396.66,"QP093019","0601","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"8992","2",55,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","14-18","","","RUE","",NA,"",NA,1,"","","4849L-00","","","EUGENE VARLIN",1,"C",47,1992,1992,1992,2,55,2,"","",NA,NA,"10/2012","D","D","","","4849L","MONTREUIL RUE GALILEE/VARLIN",1,93048,"RUE EUGENE VARLIN",2154,659475.72,6862396.66,"QP093019","0601","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"8993","2",55,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","14-18","","","RUE","",NA,"",NA,1,"","","4849L-00","","","EUGENE VARLIN",1,"C",47,1992,1992,1992,2,55,2,"","",NA,NA,"10/2012","D","D","","","4849L","MONTREUIL RUE GALILEE/VARLIN",1,93048,"RUE EUGENE VARLIN",2154,659475.72,6862396.66,"QP093019","0601","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"9026","2",99,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","5","","ALLEE","LANCELOT","",NA,"",NA,0,"","","3507L-A","3507L","MONTREUIL DE PORT ROYAL","",1,"C",48,1959,1959,1959,1,99,1,"93198279444038","06/12/1982",NA,NA,"04/2011","E","F","2015","1","3507L","MONTREUIL DE PORT ROYAL",1,93048,"ALL LANCELOT",2154,661025.7,6862759.7,"QP093018","1103","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"9034","2",99,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","3","","RUE","DE PORT ROYAL","",NA,"",NA,1,"","","3507L-D","3507L","MONTREUIL DE PORT ROYAL","",1,"C",38,1959,1959,1959,1,99,1,"93198279444038","06/12/1982",NA,NA,"04/2011","E","F","2015","1","3507L","MONTREUIL DE PORT ROYAL",1,93048,"ALL DE PORT ROYAL",2154,661015.9,6862698.2,"QP093018","1103","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"9043","2",99,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","9","","ALLEE","LANCELOT","",NA,"",NA,0,"","","3507L-A1","3507L","MONTREUIL DE PORT ROYAL","",1,"C",38,1959,1959,1959,1,99,1,"93198279444038","06/12/1982",NA,NA,"04/2011","E","F","2015","1","3507L","MONTREUIL DE PORT ROYAL",1,93048,"ALL LANCELOT",2154,661048.8,6862773.1,"QP093018","1103","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"9062","2",52,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","27","","RUE","DES RUFFINS","0033",NA,"",NA,8,"","","","V90-3498-A-0001","MONTREUIL 03","",1,"C",42,1967,1967,1987,1,52,1,"931986851231033","02/10/1986",NA,13,"07/2017","D","E","","1","","",1,93048,"RUE DES RUFFINS",2154,661169.7,6862497.3,"QP093018","1104","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"pauvres","petit"
"9082","2",12,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","","","","11/13  RUE DE L'ERMITAGE","",NA,"",NA,2,"","","S092L-A","S092L","MONTREUIL ERMITAGE","",2,"C",36,2007,2007,2007,1,12,1,"93198780145008","17/03/1987",NA,NA,"02/2019","E","C","2012","1","S092L","MONTREUIL ERMITAGE",1,93048,"RUE DE L ERMITAGE",2154,659634.3,6863224.6,"HZ","0702","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"très pauvres","petit"
"9087","2",12,"11","Cle-de-France",93,"Seine-Saint-Denis",200054781,"MC)tropole du Grand Paris",1,93048,93100,"Montreuil","","","","11/13  RUE DE L'ERMITAGE","",NA,"",NA,3,"","","S092L-A","S092L","MONTREUIL ERMITAGE","",2,"C",36,2007,2007,2007,1,12,1,"93198780145008","17/03/1987",NA,NA,"02/2019","E","C","2012","1","S092L","MONTREUIL ERMITAGE",1,93048,"RUE DE L ERMITAGE",2154,659634.3,6863224.6,"HZ","0702","HZ","CSZ","HZ","1",1,11,NA,1,1,1,NA,1,2021,1,1,1,"T08ZZZZZZ",851,1,1109,"très pauvres","petit"
