"","SURFHAB","CONSTRUCT","COMPLGEO","X","Y"
"1",49,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"2",35,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"3",51,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"4",50,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"5",36,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"6",41,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"7",49,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"8",36,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"9",41,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"10",50,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"11",37,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"12",41,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"13",50,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"14",35,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"15",40,1933,"RESIDENCE ALBERT THOMAS",661813.6,6866672
"16",54,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"17",51,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"18",56,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"19",49,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"20",41,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"21",63,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"22",56,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"23",53,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"24",54,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"25",52,1933,"RESIDENCE ALBERT THOMAS",661841.9,6866661.9
"26",28,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"27",47,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"28",37,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"29",25,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"30",39,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"31",37,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"32",27,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"33",38,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"34",36,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"35",26,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"36",35,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"37",36,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"38",26,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"39",35,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"40",37,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"41",26,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"42",37,1933,"RESIDENCE ALBERT THOMAS",661836.6,6866663.5
"43",30,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"44",35,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"45",37,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"46",49,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"47",36,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"48",49,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"49",35,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"50",48,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"51",36,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"52",49,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"53",34,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"54",49,1933,"RESIDENCE ALBERT THOMAS",661831.3,6866665.1
"55",36,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"56",33,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"57",36,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"58",24,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"59",35,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"60",38,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"61",27,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"62",37,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"63",37,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"64",27,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"65",37,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"66",37,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"67",26,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"68",37,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"69",37,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"70",26,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"71",36,1933,"RESIDENCE ALBERT THOMAS",661826,6866666.7
"72",48,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"73",49,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"74",49,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"75",50,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"76",50,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"77",50,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"78",52,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"79",51,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"80",27,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"81",51,1933,"RESIDENCE ALBERT THOMAS",661820.7,6866668.2
"82",38,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"83",34,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"84",47,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"85",40,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"86",36,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"87",50,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"88",39,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"89",36,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"90",49,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"91",40,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"92",37,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"93",50,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"94",39,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"95",37,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"96",50,1933,"RESIDENCE ALBERT THOMAS",661819.1,6866663.2
"97",51,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"98",35,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"99",50,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"100",39,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"101",35,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"102",51,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"103",39,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"104",35,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"105",50,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"106",39,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"107",36,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"108",52,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"109",39,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"110",36,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"111",52,1933,"RESIDENCE ALBERT THOMAS",661806.9,6866652.6
"112",50,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"113",63,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"114",51,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"115",50,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"116",49,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"117",50,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"118",51,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"119",51,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"120",50,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"121",50,1933,"RESIDENCE ALBERT THOMAS",661804.5,6866643.9
"122",52,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"123",29,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"124",39,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"125",26,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"126",38,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"127",39,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"128",25,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"129",38,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"130",37,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"131",27,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"132",38,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"133",65,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"134",39,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"135",36,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"136",28,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"137",39,1933,"RESIDENCE ALBERT THOMAS",661814.4,6866641
"138",35,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"139",29,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"140",49,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"141",36,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"142",49,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"143",36,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"144",49,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"145",35,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"146",49,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"147",36,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"148",48,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"149",36,1933,"RESIDENCE ALBERT THOMAS",661824.2,6866638.2
"150",28,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"151",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"152",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"153",25,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"154",38,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"155",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"156",26,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"157",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"158",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"159",27,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"160",36,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"161",38,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"162",28,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"163",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"164",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"165",26,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"166",37,1933,"RESIDENCE ALBERT THOMAS",661834,6866635.3
"167",52,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"168",50,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"169",33,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"170",43,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"171",51,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"172",36,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"173",42,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"174",50,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"175",35,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"176",43,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"177",53,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"178",37,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"179",43,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"180",52,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"181",35,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"182",41,1933,"RESIDENCE ALBERT THOMAS",661843.8,6866632.5
"183",40,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"184",43,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"185",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"186",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"187",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"188",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"189",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"190",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"191",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"192",57,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"193",54,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"194",56,1933,"RESIDENCE ALBERT THOMAS",661846,6866641.4
"195",38,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"196",36,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"197",38,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"198",37,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"199",36,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"200",37,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"201",38,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"202",36,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"203",37,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"204",37,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"205",37,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"206",36,1933,"RESIDENCE ALBERT THOMAS",661904.9,6866643.6
"207",37,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"208",36,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"209",36,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"210",37,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"211",35,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"212",38,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"213",38,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"214",35,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"215",38,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"216",37,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"217",35,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"218",37,1933,"RESIDENCE ALBERT THOMAS",661928,6866636.6
"219",54,1933,"RESIDENCE ALBERT THOMAS",661850,6866650
"220",54,1933,"RESIDENCE ALBERT THOMAS",661850,6866650
"221",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"222",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"223",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"224",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"225",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"226",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"227",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"228",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"229",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"230",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"231",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"232",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"233",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"234",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"235",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"236",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"237",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"238",31,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"239",31,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"240",32,1954,"RES. HENRI BARBUSSE",662479.9,6866740.7
"241",70,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"242",53,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"243",70,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"244",78,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"245",70,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"246",70,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"247",70,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"248",70,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"249",69,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"250",69,1954,"RES. HENRI BARBUSSE",662504.3,6866741.4
"251",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"252",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"253",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"254",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"255",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"256",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"257",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"258",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"259",69,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"260",70,1954,"RES. HENRI BARBUSSE",662516.2,6866770.7
"261",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"262",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"263",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"264",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"265",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"266",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"267",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"268",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"269",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"270",70,1954,"RES. HENRI BARBUSSE",662528.1,6866800
"271",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"272",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"273",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"274",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"275",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"276",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"277",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"278",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"279",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"280",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"281",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"282",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"283",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"284",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"285",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"286",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"287",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"288",28,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"289",31,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"290",32,1954,"RES. HENRI BARBUSSE",662533.7,6866814.1
"291",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"292",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"293",32,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"294",32,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"295",30,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"296",35,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"297",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"298",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"299",30,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"300",35,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"301",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"302",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"303",30,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"304",35,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"305",46,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"306",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"307",30,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"308",35,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"309",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"310",47,1954,"RES. HENRI BARBUSSE",662695.6,6866750.8
"311",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"312",58,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"313",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"314",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"315",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"316",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"317",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"318",63,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"319",62,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"320",62,1954,"RES. HENRI BARBUSSE",662692,6866739.9
"321",46,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"322",57,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"323",63,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"324",62,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"325",63,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"326",62,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"327",63,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"328",62,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"329",62,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"330",62,1954,"RES. HENRI BARBUSSE",662688.4,6866729.1
"331",30,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"332",30,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"333",45,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"334",45,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"335",44,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"336",44,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"337",35,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"338",29,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"339",45,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"340",44,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"341",35,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"342",29,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"343",44,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"344",45,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"345",35,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"346",29,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"347",44,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"348",44,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"349",34,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"350",29,1954,"RES. HENRI BARBUSSE",662684.9,6866718.3
"351",71,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"352",46,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"353",46,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"354",75,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"355",46,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"356",75,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"357",46,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"358",75,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"359",45,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"360",74,1954,"RES. HENRI BARBUSSE",662532.8,6866835.8
"361",63,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"362",57,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"363",59,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"364",63,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"365",59,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"366",63,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"367",59,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"368",63,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"369",61,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"370",62,1954,"RES. HENRI BARBUSSE",662546.4,6866871.6
"371",47,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"372",63,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"373",63,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"374",62,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"375",63,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"376",62,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"377",63,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"378",62,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"379",62,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"380",62,1954,"RES. HENRI BARBUSSE",662556.1,6866896.7
"381",46,1954,"RES. HENRI BARBUSSE",662610.2,6866878.5
"382",63,1954,"RES. HENRI BARBUSSE",662610.2,6866878.5
"383",73,1954,"RES. HENRI BARBUSSE",662610.2,6866878.5
"384",46,1954,"RES. HENRI BARBUSSE",662610.2,6866878.5
"385",73,1954,"RES. HENRI BARBUSSE",662610.2,6866878.5
"386",46,1954,"RES. HENRI BARBUSSE",662610.2,6866878.5
