Code,Libcom,fammilles monoparentales,residences principales surroccupées,IFS,taille menages
35152,Liffré,269,2,0,2.42
35153,Lillemer,15,0,0,2.55
35154,Livré-sur-Changeon,35,0,0,2.61
35155,Lohéac,5,3.3,0,2.23
35156,Longaulnay,20,0,0,2.74
35157,Le Loroux,10,0,0,2.53
35159,Lourmais,5,4.1,0,2.51
35160,Loutehel,10,4.8,0,2.21
35161,Louvigné-de-Bais,25,0,0,2.59
35162,Louvigné-du-Désert,110,1,0,2.09
35163,Luitré-Dompierre,40,0.6,0,2.34
35164,Marcillé-Raoul,35,1.5,0,2.34
35165,Marcillé-Robert,5,0,0,2.33
35166,Marpiré,31,1.2,0,2.74
35167,Martigné-Ferchaud,65,0.9,0,2.19
35168,Val d'Anast,130,0.9,1,2.3
35169,Maxent,30,1.7,0,2.42
35170,Mecé,25,2.1,0,2.51
35171,Médréac,60,0,0,2.41
35172,Meillac,21,4.4,0,2.53
35173,Melesse,234,0.9,0,2.46
35174,Mellé,20,0,0,2.32
35175,Mernel,35,0,0,2.3
35176,Guipry-Messac,250,2.5,0,2.29
35177,La Mézière,125,0.7,0,2.47
35178,Mézières-sur-Couesnon,57,0.8,0,2.75
35179,Miniac-Morvan,151,0.8,0,2.38
35180,Miniac-sous-Bécherel,25,0,0,2.64
35181,Le Minihic-sur-Rance,70,0.8,0,2.26
35183,Mondevert,20,1.5,0,2.58
35184,Montauban-de-Bretagne,177,1.5,0,2.33
35185,Montautour,5,0,0,2.57
35186,Mont-Dol,20,0,0,2.26
35187,Monterfil,40,1,0,2.56
35188,Montfort-sur-Meu,242,2.4,0,2.28
35189,Montgermont,115,0.7,0,2.21
35190,Monthault,0,0,0,2.25
35191,Les Portes du Coglais,41,2,0,2.32
35192,Montreuil-des-Landes,0,0,0,2.41
35193,Montreuil-le-Gast,31,0.7,0,2.72
35194,Montreuil-sous-Pérouse,5,0,0,2.52
35195,Montreuil-sur-Ille,85,0.5,0,2.49
35196,Mordelles,215,0.9,0,2.17
35197,Mouazé,26,0,0,2.92
35198,Moulins,30,1.8,0,2.57
35199,Moussé,0,0,0,2.88
35200,Moutiers,20,0,0,2.78
35201,Muel,30,2.7,0,2.37
35202,La Noë-Blanche,21,1.3,0,2.54
35203,La Nouaye,5,0,0,3.07
35204,Nouvoitou,103,2.1,0,2.49
35205,Noyal-sous-Bazouges,5,0,0,2.16
35206,Noyal-Châtillon-sur-Seiche,269,0.8,0,2.22
35207,Noyal-sur-Vilaine,140,1,0,2.28
35208,Orgères,170,0.5,0,2.5
35210,Pacé,472,1.2,0,2.36
35211,Paimpont,56,5,0,2.35
35212,Pancé,10,3.1,0,2.42
35214,Parcé,20,0,0,2.26
35215,Parigné,40,0,0,2.48
35216,Parthenay-de-Bretagne,50,0,0,2.75
35217,Le Pertre,20,0,0,2.33
35218,Le Petit-Fougeray,30,1.6,0,2.78
35219,Pipriac,134,0.9,1,2.28
35220,Piré-Chancé,113,0.8,0,2.6
35221,Pléchâtel,40,0.4,0,2.49
35222,Pleine-Fougères,60,1.7,1,2.18
35223,Plélan-le-Grand,119,0.6,0,2.27
35224,Plerguer,98,0.5,0,2.48
35225,Plesder,35,1.5,0,2.32
35226,Pleugueneuc,51,2,0,2.42
35227,Pleumeleuc,80,0.8,0,2.57
35228,Pleurtuit,228,1.2,1,2.06
35229,Pocé-les-Bois,25,0,0,2.7
35230,Poilley,15,0,0,2.22
35231,Poligné,25,0,0,2.56
35232,Princé,5,0,0,2.31
35233,Québriac,55,0.8,0,2.47
35234,Quédillac,15,1,0,2.44
35235,Rannée,20,1,0,2.32
35236,Redon,450,2.3,0,1.9
35237,Renac,41,1.2,0,2.28
35238,Rennes,9112,3.8,2,1.81
35239,Retiers,141,2,1,2.39
35240,Le Rheu,323,2.2,0,2.24
35241,La Richardais,115,0.9,0,2.11
35242,Rimou,15,3,0,2.05
35243,Romagné,47,0,0,2.64
35244,Romazy,5,4.2,0,2.23
35245,Romillé,94,1,0,2.51
35246,Roz-Landrieux,31,2.9,0,2.55
35247,Roz-sur-Couesnon,15,1,0,2.1
35248,Sains,15,2.2,0,2.06
35249,Sainte-Anne-sur-Vilaine,50,1.2,0,2.32
35250,Saint-Armel,120,2.2,0,2.36
35251,Saint-Aubin-d'Aubigné,160,1.3,0,2.44
35252,Saint-Aubin-des-Landes,15,0,0,2.48
35253,Saint-Aubin-du-Cormier,133,1.5,1,2.44
35255,Saint-Benoît-des-Ondes,35,1,0,2.14
35256,Saint-Briac-sur-Mer,60,0.9,0,1.95
35257,Maen Roch,181,2,0,2.33
35258,Saint-Brieuc-des-Iffs,0,0,0,2.67
35259,Saint-Broladre,30,3.2,0,2.32
35260,Saint-Christophe-des-Bois,5,0,0,2.48
35261,Saint-Christophe-de-Valains,5,0,0,2.58
35262,Sainte-Colombe,10,0,0,2.6
35263,Saint-Coulomb,37,0.8,0,2.26
35264,Saint-Didier,55,0,0,2.76
35265,Saint-Domineuc,60,1,0,2.45
35266,Saint-Erblon,150,1.7,0,2.37
35268,Saint-Ganton,16,3,0,2.35
35270,Saint-Georges-de-Gréhaigne,0,3,0,2.2
35271,Saint-Georges-de-Reintembault,35,0,0,2.24
35272,Saint-Germain-du-Pinel,20,0,0,2.61
35273,Saint-Germain-en-Coglès,5,0,0,2.49
35274,Saint-Germain-sur-Ille,37,2.7,0,2.58
35275,Saint-Gilles,156,1.7,0,2.4
35276,Saint-Gondran,32,0,0,2.55
35277,Saint-Gonlay,5,0,0,2.53
35278,Saint-Grégoire,285,0.8,1,2.3
35279,Saint-Guinoux,30,0,0,2.53
35280,Saint-Hilaire-des-Landes,25,2.4,0,2.39
35281,Saint-Jacques-de-la-Lande,852,4.2,0,2.1
35282,Rives-du-Couesnon,60,1.3,0,2.54
35283,Saint-Jean-sur-Vilaine,54,1,0,2.63
35284,Saint-Jouan-des-Guérets,76,1.6,0,2.15
35285,Saint-Just,30,0,0,2.19
35286,Saint-Léger-des-Prés,0,4.5,0,2.51
35287,Saint-Lunaire,87,0.4,0,2.11
35288,Saint-Malo,2143,1.5,0,1.79
35289,Saint-Malo-de-Phily,25,0,0,2.5
35290,Saint-Malon-sur-Mel,20,0,0,2.36
35291,Saint-Marcan,15,2.5,0,2.14
35292,Saint-Marc-le-Blanc,61,0.7,0,2.3
35294,Sainte-Marie,80,0.5,0,2.28
35295,Saint-Maugan,30,0,0,2.56
35296,Saint-Médard-sur-Ille,42,1,0,2.55
35297,Saint-Méen-le-Grand,85,1.6,1,2.12
35299,Saint-Méloir-des-Ondes,141,0.5,0,2.27
35300,Saint-M'Hervé,25,0.9,0,2.5
35302,Saint-Onen-la-Chapelle,30,0,0,2.53
35304,Saint-Ouen-des-Alleux,25,0.9,0,2.42
35305,Saint-Péran,10,2.9,0,2.44
35306,Saint-Père-Marc-en-Poulet,76,0.5,0,2.37
35307,Saint-Pern,25,1.5,0,2.71
35308,Mesnil-Roc'h,141,0.6,1,2.38
35309,Saint-Rémy-du-Plain,10,1.5,0,2.55
35310,Saint-Sauveur-des-Landes,30,0,0,2.6
35311,Saint-Séglin,10,0,0,2.34
35312,Saint-Senoux,40,0.7,0,2.5
35314,Saint-Suliac,34,1.1,0,2.14
35315,Saint-Sulpice-la-Forêt,45,0.9,0,2.49
35316,Saint-Sulpice-des-Landes,10,0,0,2.56
35317,Saint-Symphorien,10,4.4,0,2.47
35318,Saint-Thual,25,1.5,0,2.71
35319,Saint-Thurial,50,1.2,0,2.54
35320,Saint-Uniac,10,5.1,0,2.76
35321,Saulnières,15,1.6,0,2.51
35322,Le Sel-de-Bretagne,15,1.3,0,2.71
35324,La Selle-en-Luitré,5,0,0,2.69
35325,La Selle-Guerchaise,0,0,0,2.58
35326,Sens-de-Bretagne,50,1,1,2.54
35327,Servon-sur-Vilaine,100,1.3,0,2.45
35328,Sixt-sur-Aff,85,2.1,0,2.24
35329,Sougeal,30,0,0,1.98
35330,Taillis,15,0,0,2.57
35331,Talensac,56,0.5,0,2.48
35332,Teillay,20,1.2,0,2.45
35333,Le Theil-de-Bretagne,30,0.7,0,2.53
35334,Thorigné-Fouillard,325,1.3,0,2.37
35335,Thourie,20,1.5,0,2.6
35336,Le Tiercent,10,6.3,0,2.24
35337,Tinténiac,116,2,0,2.32
35338,Torcé,30,1,0,2.57
35339,Trans-la-Forêt,5,0,0,2.26
35340,Treffendel,31,0,0,2.64
35342,Trémeheuc,5,3.4,0,2.43
35343,Tresbœuf,35,1,0,2.57
35345,Trévérien,35,0,0,2.68
35346,Trimer,10,0,0,2.78
35347,Val-d'Izé,35,0,0,2.42
35350,Vergéal,15,0,0,2.64
35351,Le Verger,60,0.9,0,2.69
35352,Vern-sur-Seiche,286,1.6,0,2.28
35353,Vezin-le-Coquet,218,1.6,0,2.24
35354,Vieux-Viel,5,0,0,2.3
35355,Vieux-Vy-sur-Couesnon,31,0,0,2.62
35356,Vignoc,61,0,0,2.79
35357,Villamée,10,0,0,2.23
35358,La Ville-ès-Nonais,20,2.1,0,2.5
35359,Visseiche,15,3,0,2.49
35360,Vitré,729,1.8,0,2.08
35361,Le Vivier-sur-Mer,40,1,0,2.15
35362,Le Tronchet,35,0,0,2.31
35363,Pont-Péan,176,1.6,0,2.36
36001,Aigurande,54,0,1,1.83
36002,Aize,10,7.7,0,1.82
36003,Ambrault,40,0,0,2.43
36004,Anjouin,0,3.4,0,2.05
36005,Ardentes,121,0.6,0,2.21
36006,Argenton-sur-Creuse,247,1.2,0,1.81
36007,Argy,15,0,0,2.18
36008,Arpheuilles,5,0,0,1.97
36009,Arthon,45,0,0,2.41
36010,Azay-le-Ferron,60,2.4,0,2.04
36011,Bagneux,5,0,0,2.2
36012,Baraize,10,0,0,2.2
36013,Baudres,25,0,0,1.96
36014,Bazaiges,5,0,0,1.86
36015,Beaulieu,5,0,0,1.75
36016,Bélâbre,30,1.1,1,1.95
36017,La Berthenoux,10,0,0,1.95
36018,Le Blanc,270,2,1,1.91
36019,Bommiers,10,0,0,2.29
36020,Bonneuil,0,0,0,1.93
36021,Les Bordes,30,1.3,0,2.4
36022,Bouesse,31,2.7,0,2.12
36023,Bouges-le-Château,15,0,0,2.02
36024,Bretagne,0,0,0,2.6
36025,Briantes,35,1.9,0,2.29
36026,Brion,20,0,0,2.39
36027,Brives,10,4.3,0,2.19
36028,La Buxerette,5,0,0,2.15
36029,Buxeuil,5,0,0,2.29
36030,Buxières-d'Aillac,10,0,0,2.32
36031,Buzançais,165,1.4,1,2.02
36032,Ceaulmont,25,3,0,2.22
36033,Celon,5,2.9,0,2.24
36034,Chabris,110,2.6,0,1.98
36035,Chaillac,39,1,1,1.99
36036,Chalais,0,0,0,2.1
36037,La Champenoise,5,3.8,0,2.22
36038,Champillet,5,7.1,0,1.93
36040,La Chapelle-Orthemale,0,0,0,2.22
36041,La Chapelle-Saint-Laurian,5,0,0,2.27
36042,Chasseneuil,20,1.9,0,2.15
36043,Chassignolles,30,1.9,0,2.24
36044,Châteauroux,2445,2.5,0,1.92
36045,Châtillon-sur-Indre,125,2.1,0,1.8
36046,La Châtre,210,1.2,0,1.74
36047,La Châtre-Langlin,20,1.8,0,1.96
36048,Chavin,15,4,0,2.15
36049,Chazelet,0,0,0,1.92
36050,Chezelles,10,0,0,2.31
36051,Chitray,0,0,0,2.37
36052,Chouday,0,0,0,2.73
36053,Ciron,10,0,0,2.04
36054,Cléré-du-Bois,0,0,0,2.04
36055,Clion,39,2,0,1.84
36056,Cluis,30,1.1,0,1.93
36057,Coings,21,0,0,2.3
36058,Concremiers,20,1.7,0,2.1
36059,Condé,5,0,0,2.26
36060,Crevant,40,2.9,0,2.06
36061,Crozon-sur-Vauvre,15,0,0,2.01
36062,Cuzion,15,0,0,1.84
36063,Déols,353,1.4,0,2.07
36064,Diors,40,0,0,2.38
36065,Diou,10,4,0,2.12
36066,Douadic,15,2.2,0,2.07
36067,Dunet,5,0,0,1.96
36068,Dun-le-Poëlier,20,2.2,0,1.95
36069,Écueillé,35,1.6,0,1.86
36070,Éguzon-Chantôme,81,3.1,0,1.88
36071,Étrechet,15,0,0,2.32
36073,Feusines,5,0,0,1.99
36074,Fléré-la-Rivière,30,1.9,0,2.02
36075,Fontenay,0,0,0,2.44
36076,Fontgombault,5,0,0,2.02
36077,Fontguenand,5,0,0,2.27
36078,Fougerolles,5,0,0,2.53
36079,Francillon,0,0,0,2.23
36080,Frédille,0,0,0,2.03
36081,Gargilesse-Dampierre,5,0,0,1.74
36082,Gehée,5,0,0,1.97
36083,Giroux,0,0,0,2.07
36084,Gournay,5,6.8,0,2.27
36085,Guilly,15,10.1,0,2.46
36086,Heugnes,15,0,0,2.06
36087,Ingrandes,15,3.2,0,2.01
36088,Issoudun,546,1.1,0,1.8
36089,Jeu-les-Bois,5,0,0,2.44
36090,Jeu-Maloches,5,0,0,1.97
36091,Lacs,15,0,0,2.13
36092,Langé,5,0,0,1.93
36093,Levroux,94,1.1,0,2.03
36094,Lignac,19,3.9,0,1.98
36095,Lignerolles,0,0,0,1.86
36096,Lingé,5,4.5,0,1.91
36097,Liniez,15,0,0,2.24
36098,Lizeray,10,0,0,2.1
36099,Lourdoueix-Saint-Michel,0,3.1,0,1.93
36100,Lourouer-Saint-Laurent,10,0,0,2.21
36101,Luant,51,1.6,0,2.4
36102,Luçay-le-Libre,0,11.1,0,2.19
36103,Luçay-le-Mâle,46,0.8,0,1.88
36104,Lurais,5,0,0,1.9
36105,Lureuil,5,0,0,2.11
36106,Luzeret,5,0,0,2.05
36107,Lye,34,2.7,0,1.94
36108,Lys-Saint-Georges,5,0,0,2.12
36109,Le Magny,41,1,0,2.11
36110,Maillet,10,0,0,2.31
36111,Malicornay,5,0,0,1.97
36112,Mâron,0,1.5,0,2.4
36113,Martizay,20,1.1,0,1.94
36114,Mauvières,0,0,0,1.98
36115,Menetou-sur-Nahon,5,8.3,0,2.13
36116,Ménétréols-sous-Vatan,0,0,0,2.15
36117,Le Menoux,10,0,0,1.93
36118,Méobecq,10,0,0,2.16
36119,Mérigny,15,0,0,1.88
36120,Mers-sur-Indre,20,0,0,2.38
36121,Meunet-Planches,5,0,0,2.46
36122,Meunet-sur-Vatan,10,0,0,2.23
36123,Mézières-en-Brenne,54,1.9,1,1.93
36124,Migné,20,0,0,2.17
36125,Migny,5,0,0,2.35
36126,Montchevrier,20,4,0,1.85
36127,Montgivray,58,1.1,0,2
36128,Montierchaume,73,0,0,2.29
36129,Montipouret,20,0,0,2.16
36130,Montlevicq,0,0,0,2.04
36131,Mosnay,5,0,0,2.2
36132,La Motte-Feuilly,0,0,0,2.76
36133,Mouhers,10,0,0,1.89
36134,Mouhet,24,7.1,0,1.92
36135,Moulins-sur-Céphons,5,0,0,2.03
36136,Murs,0,0,0,2.27
36137,Néons-sur-Creuse,0,2.9,0,2.14
36138,Néret,5,0,0,1.97
36139,Neuillay-les-Bois,20,0,0,2.16
36140,Neuvy-Pailloux,30,1,0,2.2
36141,Neuvy-Saint-Sépulchre,70,1.2,0,2.04
36142,Niherne,50,0,0,2.25
36143,Nohant-Vic,25,0,0,2.05
36144,Nuret-le-Ferron,5,3.3,0,2.25
36145,Obterre,0,0,0,2
36146,Orsennes,5,0,0,1.89
36147,Orville,5,7.7,0,2.09
36148,Oulches,5,0,0,2.14
36149,Palluau-sur-Indre,15,0,0,2.13
36150,Parnac,30,0,0,2.02
36152,Paudy,10,2.5,0,2.2
36153,Paulnay,5,2.8,0,1.95
36154,Le Pêchereau,65,1.1,0,2.12
36155,Pellevoisin,15,0,0,1.88
36156,Pérassay,15,0,0,1.94
36157,La Pérouille,25,0,0,2.45
36158,Badecon-le-Pin,20,1.5,0,2.08
36159,Le Poinçonnet,171,0.6,0,2.25
36160,Pommiers,23,4.1,0,1.9
36161,Le Pont-Chrétien-Chabenet,35,0,0,2.15
36162,Poulaines,49,1.2,0,1.96
36163,Pouligny-Notre-Dame,26,3.3,0,2
36164,Pouligny-Saint-Martin,5,0,0,2.23
36165,Pouligny-Saint-Pierre,65,1.1,0,2.24
36166,Préaux,5,11.1,0,1.91
36167,Preuilly-la-Ville,0,0,0,2.05
36168,Prissac,20,1.7,0,1.96
36169,Pruniers,10,2.2,0,2.23
36170,Reboursin,5,0,0,2.66
36171,Reuilly,100,1.1,1,2.1
36172,Rivarennes,16,2,0,2
36173,Rosnay,10,4.1,0,2.01
36174,Roussines,10,3,0,2.09
36175,Rouvres-les-Bois,10,0,0,1.82
36176,Ruffec,10,1.9,0,2.35
36177,Sacierges-Saint-Martin,0,0,0,1.92
36178,Saint-Aigny,10,4,0,2.19
36179,Saint-Aoustrille,10,0,0,2.52
36180,Saint-Août,10,1.3,0,2.02
36181,Saint-Aubin,21,0,0,2.15
36182,Saint-Benoît-du-Sault,33,2.9,0,1.76
36184,Saint-Chartier,15,0,0,2.08
36185,Saint-Christophe-en-Bazelle,5,2.9,0,2.09
36186,Saint-Christophe-en-Boucherie,10,0,0,2.07
36187,Saint-Civran,0,0,0,1.92
36188,Saint-Cyran-du-Jambot,5,0,0,1.97
36189,Saint-Denis-de-Jouhet,30,1,0,1.96
36190,Sainte-Fauste,5,0,0,2.29
36191,Saint-Florentin,15,0,0,2.23
36192,Saint-Gaultier,61,1.2,1,1.89
36193,Sainte-Gemme,10,4.1,0,2.06
36194,Saint-Genou,45,1.1,0,2.09
36195,Saint-Georges-sur-Arnon,5,0,0,2.34
36196,Saint-Gilles,0,0,0,1.83
36197,Saint-Hilaire-sur-Benaize,5,3,0,2.09
36198,Saint-Lactencin,15,0,0,2.21
36199,Sainte-Lizaigne,44,0,0,2.21
36200,Saint-Marcel,70,4,0,1.97
36202,Saint-Maur,76,0.8,0,2.28
36203,Saint-Médard,0,0,0,2.45
36204,Saint-Michel-en-Brenne,10,0,0,2.03
36205,Saint-Pierre-de-Jards,0,8.3,0,1.74
36207,Saint-Plantaire,25,4.9,0,1.98
36208,Sainte-Sévère-sur-Indre,25,1.3,0,1.91
36209,Saint-Valentin,0,0,0,2.09
36210,Sarzay,20,3.7,0,2.14
36211,Sassierges-Saint-Germain,25,0,0,2.37
36212,Saulnay,10,0,0,2.05
36213,Sauzelles,25,4,0,1.98
36214,Sazeray,5,3.3,0,2
36215,Ségry,10,2.4,0,2.32
36216,Selles-sur-Nahon,0,0,0,1.85
36217,Sembleçay,5,0,0,2.09
36218,Sougé,10,0,0,2.29
36219,Tendu,25,0,0,2.43
36220,Thenay,20,3.9,0,2.3
36221,Thevet-Saint-Julien,10,4.8,0,1.9
36222,Thizay,20,4.5,0,2.12
36223,Tilly,0,0,0,1.83
36224,Tournon-Saint-Martin,60,1.9,0,2.01
36225,Le Tranger,0,0,0,2.06
36226,Tranzault,5,0,0,2.08
36227,Urciers,15,0,0,1.98
36228,Valençay,97,1.2,1,1.83
36229,Val-Fouzon,20,0,0,2.02
36230,Vatan,80,2.1,1,2.01
36231,Velles,35,0,0,2.23
36232,Vendœuvres,45,3.9,0,2.09
36233,La Vernelle,15,0,0,2.22
36234,Verneuil-sur-Igneraie,19,5.9,0,1.99
36235,Veuil,20,0,0,2.07
36236,Vicq-Exemplet,5,5.8,0,1.92
36237,Vicq-sur-Nahon,24,0,0,2
36238,Vigoulant,0,0,0,1.93
36239,Vigoux,15,2.4,0,2.21
36240,Vijon,5,3.3,0,1.85
36241,Villedieu-sur-Indre,90,1.3,0,2.19
36242,Villegongis,0,0,0,2.15
36243,Villegouin,4,0,0,1.93
36244,Villentrois-Faverolles-en-Berry,44,2.4,0,2.01
36246,Villiers,5,0,0,2.27
36247,Vineuil,40,0,0,2.5
36248,Vouillon,5,0,0,2.01
37001,Abilly,15,3,0,2.12
37002,Ambillou,50,1.5,0,2.51
37003,Amboise,602,2.7,0,2.06
37004,Anché,5,0,0,2.28
37005,Antogny-le-Tillac,10,0,0,2.27
37006,Artannes-sur-Indre,35,0.5,0,2.36
37007,Assay,5,0,0,2.16
37008,Athée-sur-Cher,99,1,0,2.59
37009,Autrèche,26,0,0,2.46
37010,Auzouer-en-Touraine,25,0.7,0,2.63
37011,Avoine,87,1.7,1,2.14
37012,Avon-les-Roches,10,0,0,2.44
37013,Avrillé-les-Ponceaux,5,2.6,0,2.39
37014,Azay-le-Rideau,156,2.4,0,2.3
37015,Azay-sur-Cher,85,1.1,0,2.36
37016,Azay-sur-Indre,0,0,0,2.21
37018,Ballan-Miré,313,0.4,0,2.26
37019,Barrou,14,0,0,2.05
37020,Beaulieu-lès-Loches,50,0.6,0,2
37021,Beaumont-Louestault,25,1.7,0,2.44
37022,Beaumont-en-Véron,116,0,0,2.16
37023,Beaumont-Village,15,4.5,0,2.12
37024,Benais,40,0,0,2.18
37025,Berthenay,30,1.8,0,2.6
37026,Betz-le-Château,15,0,0,1.94
37027,Bléré,260,1.7,1,2.07
37028,Bossay-sur-Claise,10,2.5,0,2
37029,Bossée,10,6.5,0,2.14
37030,Le Boulay,5,0,0,2.53
37031,Bourgueil,186,2.3,1,2.11
37032,Bournan,5,0,0,2.38
37033,Boussay,9,0,0,1.76
37034,Braslou,5,0,0,2
37035,Braye-sous-Faye,5,0,0,2.02
37036,Braye-sur-Maulne,5,5.9,0,2.22
37037,Brèches,0,0,0,2.23
37038,Bréhémont,15,1.5,0,2.19
37039,Bridoré,15,2.5,0,2.05
37040,Brizay,10,0,0,2.13
37041,Bueil-en-Touraine,15,0,0,2.26
37042,Candes-Saint-Martin,10,0,0,1.87
37043,Cangey,20,0,0,2.43
37044,La Celle-Guenand,10,0,0,2.09
37045,La Celle-Saint-Avant,20,1,0,2.16
37046,Céré-la-Ronde,21,0,0,2.01
37047,Cerelles,35,0,0,2.55
37048,Chambon,5,3.2,0,2.11
37049,Chambourg-sur-Indre,50,0.9,0,2.24
37050,Chambray-lès-Tours,515,3,0,2.05
37051,Champigny-sur-Veude,39,1.1,0,2.01
37052,Chançay,46,1.1,0,2.42
37053,Chanceaux-près-Loches,0,0,0,2.16
37054,Chanceaux-sur-Choisille,113,1.7,0,2.5
37055,Channay-sur-Lathan,40,1.5,0,2.48
37056,La Chapelle-aux-Naux,20,0,0,2.35
37057,La Chapelle-Blanche-Saint-Martin,10,1.7,0,2.34
37058,La Chapelle-sur-Loire,40,4.8,0,2.32
37059,Charentilly,55,0,0,2.51
37060,Chargé,15,0,0,2.51
37061,Charnizay,10,0,0,2.34
37062,Château-la-Vallière,56,0.7,1,2.16
37063,Château-Renault,193,2.2,1,1.95
37064,Chaumussay,15,0,0,2.09
37065,Chaveignes,20,0,0,2.2
37066,Chédigny,5,0,0,2.22
37067,Cheillé,91,3.3,1,2.35
37068,Chemillé-sur-Dême,15,3.4,0,2.35
37069,Chemillé-sur-Indrois,5,0,0,2.11
37070,Chenonceaux,5,0,0,2.21
37071,Chezelles,0,0,0,2.32
37072,Chinon,378,1.2,0,1.92
37073,Chisseaux,5,1.7,0,1.99
37074,Chouzé-sur-Loire,40,4.5,0,2.27
37075,Cigogné,21,0,0,2.57
37076,Cinais,15,0,0,2.05
37077,Cinq-Mars-la-Pile,171,1,0,2.43
37078,Ciran,25,2.9,0,2.26
37079,Civray-de-Touraine,40,2.6,0,2.35
37080,Civray-sur-Esves,5,0,0,2.19
37081,Cléré-les-Pins,45,3.4,0,2.39
37082,Continvoir,15,2.4,0,2.1
37083,Cormery,56,2.7,0,2.31
37084,Couesmes,15,4.4,0,2.41
37085,Courçay,10,0,0,2.25
37086,Courcelles-de-Touraine,25,0,0,2.66
37087,Courcoué,5,0,0,2.28
37088,Couziers,0,0,0,2.2
37089,Cravant-les-Côteaux,24,2.8,0,1.97
37090,Crissay-sur-Manse,10,0,0,1.98
37091,La Croix-en-Touraine,46,1,0,2.29
37092,Crotelles,15,0,0,2.54
37093,Crouzilles,15,1.9,0,2.05
37094,Cussay,10,0,0,2.24
37095,Dame-Marie-les-Bois,0,0,0,2.43
37096,Dierre,5,4,0,2.49
37097,Dolus-le-Sec,20,0,0,2.52
37098,Draché,40,0,0,2.48
37099,Druye,31,0,0,2.58
37100,Épeigné-les-Bois,0,0,0,2.2
37101,Épeigné-sur-Dême,0,0,0,2.21
37103,Esves-le-Moutier,5,0,0,2.12
37104,Esvres,193,0.8,0,2.45
37105,Faye-la-Vineuse,5,0,0,1.98
37106,La Ferrière,10,0,0,2.57
37107,Ferrière-Larçon,10,0,0,1.79
37108,Ferrière-sur-Beaulieu,15,1.6,0,2.28
37109,Fondettes,360,1.2,0,2.31
37110,Francueil,35,1.7,0,2.39
37111,Genillé,80,2.1,0,2.05
37112,Gizeux,10,0,0,1.95
37113,Le Grand-Pressigny,45,2.4,0,2.03
37114,La Guerche,0,0,0,1.95
37115,Descartes,125,1.4,1,1.87
37116,Les Hermites,35,0,0,2.06
37117,Hommes,35,0,0,2.36
37118,Huismes,59,0,0,2.2
37119,L'Île-Bouchard,64,1.3,0,1.88
37121,Jaulnay,0,4.5,0,2.26
37122,Joué-lès-Tours,1843,4.6,1,2.12
37123,Langeais,200,1.8,1,2.12
37124,Larçay,66,1,0,2.37
37125,Lémeré,5,2.7,0,2.69
37126,Lerné,14,0,0,2.15
37127,Le Liège,21,0,0,2.09
37128,Lignières-de-Touraine,45,0,0,2.33
37129,Ligré,25,1,0,2.21
37130,Ligueil,85,1.1,1,2
37131,Limeray,40,2.8,0,2.3
37132,Loches,306,1.6,1,1.8
37133,Loché-sur-Indrois,25,0,0,2.09
37134,Louans,20,1.9,0,2.47
37136,Le Louroux,5,2.3,0,2.42
37137,Lublé,0,0,0,2.03
37138,Lussault-sur-Loire,20,0,0,2.43
37139,Luynes,115,1.8,0,2.36
37140,Luzé,15,4.4,0,2
37141,Luzillé,30,0,0,2.39
37142,Maillé,29,1.7,0,2.11
37143,Manthelan,40,0.8,0,2.25
37144,Marçay,10,2.4,0,2.49
37145,Marcé-sur-Esves,10,0,0,2.42
37146,Marcilly-sur-Maulne,0,9.5,0,2.17
37147,Marcilly-sur-Vienne,15,0,0,2.28
37148,Marigny-Marmande,15,2,0,2.16
37149,Marray,20,2.5,0,2.53
37150,Mazières-de-Touraine,44,2.8,0,2.5
37151,La Membrolle-sur-Choisille,85,0.8,0,2.26
37152,Mettray,60,0,0,2.31
37153,Monnaie,112,1.2,0,2.51
37154,Montbazon,160,0.3,0,2.37
37155,Monthodon,25,0,0,2.39
37156,Montlouis-sur-Loire,367,1.4,1,2.28
37157,Montrésor,10,2.7,1,1.78
37158,Montreuil-en-Touraine,20,1.6,0,2.43
37159,Monts,270,0.8,0,2.44
37160,Morand,10,0,0,2.5
37161,Mosnes,20,2.6,0,2.18
37162,Mouzay,5,2.2,0,2.43
37163,Nazelles-Négron,157,0.9,0,2.08
37165,Neuil,15,0,0,2.33
37166,Neuillé-le-Lierre,25,0,0,2.47
37167,Neuillé-Pont-Pierre,81,2.5,0,2.28
37168,Neuilly-le-Brignon,5,7.7,0,2.19
37169,Neuville-sur-Brenne,26,1.5,0,2.67
37170,Neuvy-le-Roi,70,0,0,2.19
37171,Noizay,25,1,0,2.28
37172,Notre-Dame-d'Oé,98,1.2,0,2.35
37173,Nouans-les-Fontaines,0,0,0,1.98
37174,Nouâtre,30,0,0,2.07
37175,Nouzilly,50,2,0,2.43
37176,Noyant-de-Touraine,45,1.1,0,2.48
37177,Orbigny,30,0,0,2.15
37178,Panzoult,25,1.9,0,2.23
37179,Parçay-Meslay,130,1.9,0,2.38
37180,Parçay-sur-Vienne,20,3.5,0,2.23
37181,Paulmy,5,0,0,2.16
37182,Pernay,21,2.9,0,2.64
37183,Perrusson,49,0.6,0,2.06
37184,Le Petit-Pressigny,20,6.3,0,2.06
37185,Pocé-sur-Cisse,65,1.4,0,2.24
37186,Pont-de-Ruan,30,0,0,2.74
37187,Ports-sur-Vienne,5,0,0,2.18
37188,Pouzay,15,2.6,0,2.35
