Code,LIBCOM,nbEntreprises,RP,nonDiplomes,MFS
68359,Wattwiller,78,733,11.1,0
68360,Weckolsheim,22,240,0,0
68361,Wegscheid,17,132,16.6,0
68362,Wentzwiller,27,337,11.1,0
68363,Werentzhouse,25,264,4.3,0
68364,Westhalten,55,419,3.6,0
68365,Wettolsheim,224,801,6.9,0
68366,Wickerschwihr,40,311,0,0
68367,Widensolen,52,480,2,0
68368,Wihr-au-Val,96,554,18.5,0
68370,Wildenstein,7,80,40,0
68371,Willer,21,135,11,0
68372,Willer-sur-Thur,83,809,13.7,0
68373,Winkel,10,144,10,0
68374,Wintzenheim,511,3507,13.4,0
68375,Wittelsheim,643,4433,13.5,0
68376,Wittenheim,869,6249,17.5,1
68377,Wittersdorf,36,347,5.5,0
68378,Wolfersdorf,8,157,11.1,0
68379,Wolfgantzen,84,448,10.3,0
68380,Wolschwiller,15,196,15.4,0
68381,Wuenheim,35,341,5.6,0
68382,Zaessingue,16,147,14.2,0
68383,Zellenberg,30,154,12.5,0
68384,Zillisheim,131,1132,12.7,0
68385,Zimmerbach,51,369,11.9,0
68386,Zimmersheim,64,478,7.7,0
69001,Affoux,19,148,0,0
69002,Aigueperse,13,118,8.3,0
69003,Albigny-sur-Saône,234,1076,20.8,0
69004,Alix,49,261,0,0
69005,Ambérieux,90,213,6.9,0
69006,Amplepuis,342,2226,19.1,1
69007,Ampuis,248,1154,3.7,0
69008,Ancy,29,253,6.2,0
69009,Anse,641,2879,13.9,0
69010,L'Arbresle,589,2771,17.3,0
69012,Les Ardillats,37,250,5.6,0
69013,Arnas,531,1497,10.5,0
69014,Aveize,54,396,6.7,0
69016,Azolette,7,47,0,0
69017,Bagnols,65,293,6.3,0
69018,Beaujeu,172,958,16.6,1
69019,Belleville-en-Beaujolais,1144,5527,16.5,0
69020,Belmont-d'Azergues,36,260,57.9,0
69021,Bessenay,167,967,19,0
69022,Bibost,30,229,18.7,0
69023,Blacé,142,610,9.8,0
69024,Val d'Oingt,392,1753,16.7,0
69026,Le Breuil,41,188,12.2,0
69027,Brignais,1620,5104,13.4,0
69028,Brindas,604,2551,13,0
69029,Bron,3084,18292,17.6,1
69030,Brullioles,64,326,0,0
69031,Brussieu,88,522,23.5,0
69032,Bully,182,768,6,0
69033,Cailloux-sur-Fontaines,324,1072,11.1,0
69034,Caluire-et-Cuire,4317,20234,14.6,0
69035,Cenves,29,164,16.7,0
69036,Cercié,99,447,22.5,0
69037,Chambost-Allières,52,366,13,0
69038,Chambost-Longessaigne,58,391,0,0
69039,Chamelet,50,288,9.1,0
69040,Champagne-au-Mont-d'Or,890,2640,15.4,0
69042,La Chapelle-sur-Coise,24,214,15.4,0
69043,Chaponost,981,3522,10.4,1
69044,Charbonnières-les-Bains,695,2265,12.1,0
69045,Charentay,87,492,2.3,0
69046,Charly,401,1793,12.5,0
69047,Charnay,103,401,12.4,0
69049,Chasselay,278,1093,3.2,0
69050,Châtillon,196,880,12.2,0
69051,Chaussan,65,448,2.6,0
69052,Chazay-d'Azergues,414,1712,8.5,0
69053,Chénas,38,223,5.6,0
69054,Chénelette,32,158,9.1,0
69055,Les Chères,136,576,13.5,0
69056,Chessy,166,786,5.5,0
69057,Chevinay,44,238,12.5,0
69058,Chiroubles,27,174,0,0
69059,Civrieux-d'Azergues,240,611,14.3,0
69060,Claveisolles,34,255,0,0
69061,Cogny,95,495,0,0
69062,Coise,33,306,0,0
69063,Collonges-au-Mont-d'Or,550,1780,6.6,0
69064,Condrieu,316,1763,14.3,0
69065,Corcelles-en-Beaujolais,83,382,8.6,0
69066,Cours,325,2044,17.5,0
69067,Courzieu,85,494,13.2,0
69068,Couzon-au-Mont-d'Or,263,1002,27.9,0
69069,Craponne,1137,4950,15.8,0
69070,Cublize,94,540,24.2,0
69071,Curis-au-Mont-d'Or,98,466,12.1,0
69072,Dardilly,1478,3388,15.5,0
69074,Denicé,105,630,10.5,0
69075,Dième,12,67,0,0
69076,Dommartin,308,1046,18.3,0
69077,Dracé,58,357,10.5,0
69078,Duerne,50,315,21,0
69080,Échalas,118,688,22,0
69081,Écully,2055,7862,13.9,0
69082,Émeringes,12,117,14.3,0
69083,Éveux,66,439,40,0
69084,Fleurie,136,583,2.3,1
69085,Fleurieu-sur-Saône,172,589,7.7,0
69086,Fleurieux-sur-l'Arbresle,214,909,13.7,0
69087,Fontaines-Saint-Martin,240,1096,7.1,0
69088,Fontaines-sur-Saône,607,3289,14.7,0
69089,Francheville,1185,5980,16.8,0
69090,Frontenas,80,312,40.4,0
69091,Givors,1312,8076,21.6,1
69092,Gleizé,669,3162,20,0
69093,Grandris,80,487,19.4,0
69094,Grézieu-la-Varenne,507,2567,15.5,0
69095,Grézieu-le-Marché,44,332,22.2,0
69096,Grigny,640,3924,14.6,0
69097,Les Haies,45,297,3.8,0
69098,Les Halles,36,191,33.3,0
69099,Haute-Rivoire,104,569,32.2,0
69100,Irigny,798,3509,16.7,0
69102,Joux,38,293,17.4,0
69103,Juliénas,79,387,4.4,0
69104,Jullié,27,193,14.3,0
69105,Lacenas,100,415,23.8,0
69106,Lachassagne,100,443,14.3,0
69107,Lamure-sur-Azergues,112,445,10.5,0
69108,Lancié,72,415,11.1,0
69109,Lantignié,64,362,11.1,0
69110,Larajasse,107,741,21.5,0
69111,Légny,102,252,18.2,0
69112,Lentilly,643,2689,16,0
69113,Létra,64,340,13.5,0
69115,Limas,595,1931,23.5,0
69116,Limonest,969,1502,10.5,0
69117,Lissieu,566,1206,8.7,0
69118,Loire-sur-Rhône,188,1074,18.2,0
69119,Longes,44,361,6.9,0
69120,Longessaigne,57,235,4.8,0
69121,Lozanne,309,1195,11.3,0
69122,Lucenay,191,748,15.6,0
69123,Lyon,70651,269507,9.7,3
69124,Marchampt,33,213,0,0
69125,Marcilly-d'Azergues,156,384,4,0
69126,Marcy,85,295,23,0
69127,Marcy-l'Étoile,273,1354,3.8,0
69130,Meaux-la-Montagne,15,96,0,0
69131,Messimy,328,1365,1.9,0
69132,Meys,53,327,22.2,0
69133,Millery,473,1803,8,0
69134,Moiré,14,90,0,0
69135,Deux-Grosnes,128,836,10.2,1
69136,Montagny,279,1191,36.6,0
69137,Montmelas-Saint-Sorlin,29,173,0,0
69138,Montromant,36,177,18.2,0
69139,Montrottier,122,605,28.1,0
69140,Morancé,197,778,7.6,0
69141,Mornant,642,2630,10.3,1
69142,La Mulatière,517,3154,14.2,0
69143,Neuville-sur-Saône,826,3574,16.4,0
69145,Odenas,62,370,26.7,0
69148,Orliénas,198,1008,6,0
69149,Oullins,2162,12906,13.9,0
69151,Le Perréon,105,603,7.1,0
69152,Pierre-Bénite,722,4403,18.6,0
69153,Poleymieux-au-Mont-d'Or,120,418,2.6,0
69154,Pollionnay,218,1018,8.9,0
69155,Pomeys,72,436,19.3,0
69156,Pommiers,226,1039,13.2,0
69157,Vindry-sur-Turdine,374,2139,21,0
69159,Porte des Pierres Dorées,340,1490,14.3,0
69160,Poule-les-Écharmeaux,81,461,6.7,0
69161,Propières,36,248,4.5,0
69162,Quincié-en-Beaujolais,133,580,3.6,0
69163,Quincieux,298,1355,17.8,0
69164,Ranchal,21,142,0,0
69165,Régnié-Durette,71,439,14.3,0
69166,Riverie,12,110,0,0
69167,Rivolet,44,223,31.3,0
69168,Rochetaillée-sur-Saône,159,588,18.9,0
69169,Ronno,44,268,8.3,0
69170,Rontalon,88,464,18.9,0
69171,Sain-Bel,213,1028,27.9,0
69172,Salles-Arbuissonnas-en-Beaujolais,56,311,0,0
69173,Sarcey,85,434,15.2,0
69174,Les Sauvages,35,236,4.2,0
69175,Savigny,185,841,4.8,0
69176,Soucieu-en-Jarrest,324,1732,4.6,0
69177,Sourcieux-les-Mines,126,803,8.2,0
69178,Souzy,61,325,23.3,0
69179,Beauvallon,341,1575,8,0
69180,Saint-André-la-Côte,17,111,12.5,0
69181,Saint-Appolinaire,12,78,50,0
69182,Saint-Bonnet-des-Bruyères,22,169,22.1,0
69183,Saint-Bonnet-le-Troncy,12,141,0,0
69184,Sainte-Catherine,67,423,8.3,0
69186,Saint-Clément-de-Vers,19,86,16.7,0
69187,Saint-Clément-les-Places,48,275,24.1,0
69188,Saint-Clément-sur-Valsonne,55,331,0,0
69189,Sainte-Colombe,229,984,12.5,0
69190,Sainte-Consorce,180,810,8.8,0
69191,Saint-Cyr-au-Mont-d'Or,748,2202,9.7,0
69192,Saint-Cyr-le-Chatoux,16,58,0,0
69193,Saint-Cyr-sur-le-Rhône,66,485,0,0
69194,Saint-Didier-au-Mont-d'Or,1174,2758,13.9,0
69196,Saint-Didier-sur-Beaujeu,48,260,0,0
69197,Saint-Étienne-des-Oullières,158,877,7.2,0
69198,Saint-Étienne-la-Varenne,45,305,6.7,0
69199,Saint-Fons,1437,7446,26.4,0
69200,Saint-Forgeux,92,628,1.8,0
69201,Sainte-Foy-l'Argentière,134,662,11.6,0
69202,Sainte-Foy-lès-Lyon,1996,9886,15,0
69203,Saint-Genis-l'Argentière,64,447,5.7,0
69204,Saint-Genis-Laval,1872,8901,14.7,0
69205,Saint-Genis-les-Ollières,476,2014,16.4,0
69206,Saint-Georges-de-Reneins,440,1837,13.7,0
69207,Saint-Germain-au-Mont-d'Or,253,1242,8.6,0
69208,Saint-Germain-Nuelles,149,850,3.1,0
69209,Saint-Igny-de-Vers,43,260,12.4,0
69212,Saint-Jean-des-Vignes,29,196,11.1,0
69214,Saint-Jean-la-Bussière,74,480,4.8,0
69215,Saint-Julien,88,347,19,0
69216,Saint-Julien-sur-Bibost,27,246,12.5,0
69217,Saint-Just-d'Avray,64,336,8,0
69218,Saint-Lager,83,426,15.1,0
69219,Saint-Laurent-d'Agny,198,877,16.3,0
69220,Saint-Laurent-de-Chamousset,170,787,8.6,1
69225,Saint-Marcel-l'Éclairé,25,228,0,0
69227,Saint-Martin-en-Haut,345,1620,8.4,0
69228,Chabanière,309,1640,14.8,0
69229,Saint-Nizier-d'Azergues,60,331,50,0
69230,Sainte-Paule,26,133,0,0
69231,Saint-Pierre-la-Palud,170,1063,10.1,0
69233,Saint-Romain-au-Mont-d'Or,156,487,15.4,0
69234,Saint-Romain-de-Popey,142,642,24.6,0
69235,Saint-Romain-en-Gal,184,870,6.8,0
69236,Saint-Romain-en-Gier,30,238,11.8,0
69238,Saint-Symphorien-sur-Coise,346,1689,19.5,1
69239,Saint-Vérand,87,479,8.9,0
69240,Saint-Vincent-de-Reins,43,301,16.1,0
69241,Taluyers,265,989,11.6,0
69242,Taponas,53,357,20.7,0
69243,Tarare,750,4791,17.8,0
69244,Tassin-la-Demi-Lune,2360,10491,20.4,0
69245,Ternand,77,294,0,0
69246,Theizé,155,490,0,0
69248,Thizy-les-Bourgs,370,2525,26.4,1
69249,Thurins,247,1254,16,0
69250,La Tour-de-Salvagny,500,1745,12.5,0
69252,Trèves,43,279,20.8,0
69253,Tupin-et-Semons,40,248,7.7,0
69254,Valsonne,67,377,16.7,0
69255,Vaugneray,530,2342,16.4,1
69256,Vaulx-en-Velin,4580,18188,23.5,1
69257,Vaux-en-Beaujolais,85,436,33.3,0
69258,Vauxrenard,22,133,18.2,0
69259,Vénissieux,4817,26853,23.5,0
69260,Vernaison,393,1880,15.5,0
69261,Vernay,6,25,N/A,0
69263,Villechenève,67,353,3.9,0
69264,Villefranche-sur-Saône,3542,16922,20.8,1
69265,Ville-sur-Jarnioux,71,326,0,0
69266,Villeurbanne,14993,75233,14.8,1
69267,Villié-Morgon,204,869,12.2,0
69268,Vourles,458,1357,12.2,0
69269,Yzeron,76,417,2.9,0
69270,Chaponnay,485,1714,12,0
69271,Chassieu,1387,4177,11,0
69272,Communay,285,1666,7.4,0
69273,Corbas,961,4096,45.6,0
69275,Décines-Charpieu,2638,12126,20.7,0
69276,Feyzin,774,4099,18.7,0
69277,Genas,1308,5181,9.8,0
69278,Genay,578,2217,19.4,0
69279,Jonage,539,2318,12.2,0
69280,Jons,150,544,4.8,0
69281,Marennes,175,750,5.3,0
69282,Meyzieu,2635,13538,22.2,0
69283,Mions,977,5364,15,0
69284,Montanay,255,1216,10.6,0
69285,Pusignan,488,1518,16.9,0
69286,Rillieux-la-Pape,2570,11983,26.2,1
69287,Saint-Bonnet-de-Mure,752,2599,14.8,0
69288,Saint-Laurent-de-Mure,557,2215,12.9,0
69289,Saint-Pierre-de-Chandieu,441,1818,15.6,0
69290,Saint-Priest,4408,19380,17.6,0
69291,Saint-Symphorien-d'Ozon,509,2362,11,0
69292,Sathonay-Camp,416,2865,11.4,0
69293,Sathonay-Village,185,863,5.2,0
69294,Sérézin-du-Rhône,232,1158,5.7,0
69295,Simandres,122,703,7.7,0
69296,Solaize,254,1168,3.2,0
69297,Ternay,482,2155,14.7,0
69298,Toussieu,249,1156,6.3,0
69299,Colombier-Saugnieu,300,1006,11.8,0
70001,Abelcourt,4,142,6.6,0
70002,Aboncourt-Gesincourt,19,99,16.7,0
70003,Achey,3,31,0,0
70004,Adelans-et-le-Val-de-Bithaine,12,127,0,0
70005,Aillevans,4,61,100,0
70006,Aillevillers-et-Lyaumont,65,676,17.5,0
70007,Ailloncourt,5,127,33.3,0
70008,Ainvelle,3,71,0,0
70009,Aisey-et-Richecourt,2,47,0,0
70010,Alaincourt,4,50,N/A,0
70011,Amage,15,134,8.3,0
70012,Amance,29,288,16.5,0
70013,Ambiévillers,5,38,100,0
70014,Amblans-et-Velotte,24,158,6.2,0
70015,Amoncourt,10,129,60,0
70016,Amont-et-Effreney,12,81,40,0
70017,Anchenoncourt-et-Chazel,7,107,0,0
70018,Ancier,32,214,20,0
70019,Andelarre,5,63,0,0
70020,Andelarrot,22,96,33.3,0
70021,Andornay,7,72,9.1,0
70022,Angirey,6,62,0,0
70023,Anjeux,8,66,0,0
70024,Apremont,17,190,33.3,0
70025,Arbecey,13,104,44.4,0
70026,Arc-lès-Gray,165,1216,21.2,0
70027,Argillières,4,34,0,0
70028,Aroz,2,62,20,0
70029,Arpenans,9,107,0,0
70030,Arsans,1,19,0,0
70031,Athesans-Étroitefontaine,29,277,12.5,0
70032,Attricourt,7,23,0,0
70035,Augicourt,12,74,0,0
70036,Aulx-lès-Cromary,6,71,0,0
70037,Autet,17,129,25,0
70038,Authoison,17,131,10,0
70039,Autoreille,22,145,0,0
70040,Autrey-lès-Cerre,10,94,0,0
70041,Autrey-lès-Gray,30,187,14.3,0
70042,Autrey-le-Vay,3,42,100,0
70043,Auvet-et-la-Chapelotte,10,110,0,0
70044,Auxon,22,191,16.7,0
70045,Avrigney-Virey,26,179,14.3,0
70046,Les Aynans,23,143,8.3,0
70047,Baignes,4,46,0,0
70048,Bard-lès-Pesmes,8,64,N/A,0
70049,Barges,1,40,33.3,0
70050,La Barre,4,41,0,0
70051,La Basse-Vaivre,3,20,N/A,0
70052,Bassigney,6,59,66.7,0
70053,Les Bâties,2,34,25,0
70054,Battrans,10,100,11.1,0
70055,Baudoncourt,29,217,7.1,0
70056,Baulay,5,143,22.2,0
70057,Bay,5,57,0,0
70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,40,382,15.2,0
70059,Beaumotte-Aubertans,22,194,13.6,0
70060,Beaumotte-lès-Pin,8,129,0,0
70061,Belfahy,8,49,0,0
70062,Belmont,4,62,0,0
70063,Belonchamp,11,103,0,0
70064,Belverne,2,62,0,0
70065,Besnans,0,33,0,0
70066,Betaucourt,7,79,0,0
70067,Betoncourt-lès-Brotte,5,52,0,0
70069,Betoncourt-Saint-Pancras,3,25,0,0
70070,Betoncourt-sur-Mance,1,18,N/A,0
70071,Beulotte-Saint-Laurent,2,29,N/A,0
70072,Beveuge,6,38,0,0
70074,Blondefontaine,7,118,0,0
70075,Bonboillon,9,71,0,0
70076,Bonnevent-Velloreille,15,151,0,0
70077,Borey,7,105,0,0
70078,Bougey,4,37,0,0
70079,Bougnon,26,227,11.1,0
70080,Bouhans-et-Feurg,12,108,27.3,0
70081,Bouhans-lès-Lure,6,125,7.7,0
70082,Bouhans-lès-Montbozon,4,51,0,0
70083,Bouligney,18,192,10.2,0
70084,Boulot,38,277,0,0
70085,Boult,26,279,13,0
70086,Bourbévelle,4,36,25,0
70087,Bourguignon-lès-Conflans,5,58,0,0
70088,Bourguignon-lès-la-Charité,2,50,16.7,0
70089,Bourguignon-lès-Morey,4,28,N/A,0
70090,Boursières,2,28,0,0
70091,Bousseraucourt,4,27,0,0
70092,Bresilley,15,82,0,0
70093,Breuches,32,315,20.8,0
70094,Breuchotte,18,141,16.8,0
70095,Breurey-lès-Faverney,22,250,11.2,0
70096,Brevilliers,25,277,20,0
70097,Briaucourt,14,112,0,0
70098,Brotte-lès-Luxeuil,9,90,12.5,0
70099,Brotte-lès-Ray,2,33,66.7,0
70100,Broye-les-Loups-et-Verfontaine,10,45,33.3,0
70101,Broye-Aubigney-Montseugny,18,225,7.6,0
70102,Brussey,19,117,22.2,0
70103,La Bruyère,9,93,33.3,0
70104,Bucey-lès-Gy,40,278,4.4,0
70105,Bucey-lès-Traves,4,59,0,0
70106,Buffignécourt,7,54,0,0
70107,Bussières,12,172,24.8,0
70109,Buthiers,9,131,12.6,0
70111,Calmoutier,8,118,0,0
70112,Cemboing,4,88,20,0
70113,Cenans,7,63,0,0
70114,Cendrecourt,14,97,0,0
70115,Cerre-lès-Noroy,10,92,0,0
70116,Chagey,23,283,0,0
70117,Châlonvillars,64,521,3.2,0
70118,Chambornay-lès-Bellevaux,11,82,33.3,0
70119,Chambornay-lès-Pin,5,167,17.6,0
70120,Champagney,149,1630,11,1
70121,Champey,23,359,7.7,0
70122,Champlitte,110,755,12.3,0
70124,Champtonnay,1,43,50,0
70125,Champvans,4,78,100,0
70126,Chancey,11,80,0,0
70127,Chantes,3,51,33.3,0
70128,La Chapelle-lès-Luxeuil,21,165,18.7,0
70129,La Chapelle-Saint-Quillain,6,63,0,0
70130,Charcenne,22,152,0,0
70132,Chargey-lès-Gray,30,279,0,0
70133,Chargey-lès-Port,13,109,0,0
70134,Chariez,12,93,0,0
70135,Charmes-Saint-Valbert,4,19,0,0
70136,Charmoille,19,200,6.7,0
70137,Chassey-lès-Montbozon,5,105,0,0
70138,Chassey-lès-Scey,7,50,0,0
70140,Châteney,5,26,N/A,0
70141,Châtenois,3,49,0,0
70142,Chaumercenne,12,85,33.3,0
70143,Chauvirey-le-Châtel,6,56,25,0
70144,Chauvirey-le-Vieil,2,15,N/A,0
70145,Chaux-la-Lotière,15,186,0,0
70146,Chaux-lès-Port,1,75,N/A,0
70147,Chavanne,4,97,0,0
70148,Chemilly,10,41,N/A,0
70149,Chenebier,22,301,0,0
70150,Chenevrey-et-Morogne,13,124,0,0
70151,Chevigney,4,20,N/A,0
70152,Choye,10,197,13,0
70153,Cintrey,7,52,60,0
70154,Cirey,9,139,0,0
70155,Citers,35,343,5,0
70156,Citey,2,48,25,0
70157,Clairegoutte,10,165,20,0
70158,Clans,4,45,0,0
70159,Cognières,7,43,0,0
70160,Coisevaux,6,131,0,0
70162,Colombe-lès-Vesoul,16,213,0,0
70163,Colombier,28,187,7.7,0
70164,Colombotte,4,30,0,0
70165,Combeaufontaine,33,249,12,0
70166,Comberjon,7,74,0,0
70167,Conflandey,11,161,25.2,0
70168,Conflans-sur-Lanterne,43,299,25.7,0
70169,Confracourt,8,89,0,0
70170,Contréglise,7,50,16.7,0
70171,Corbenay,64,546,1.9,1
70172,La Corbière,2,48,0,0
70174,Cordonnet,11,59,0,0
70175,Cornot,5,65,0,0
70176,Corravillers,11,96,0,0
70177,Corre,54,295,29.2,0
70178,La Côte,35,242,7.2,0
70179,Coulevon,8,82,0,0
70180,Courchaton,20,202,12.4,0
70181,Courcuire,7,53,0,0
70182,Courmont,6,55,N/A,0
70183,Courtesoult-et-Gatey,0,32,N/A,0
70184,Couthenans,25,303,13.3,0
70185,Cresancey,7,84,37.5,0
70186,La Creuse,4,29,0,0
70187,Crevans-et-la-Chapelle-lès-Granges,11,111,0,0
70188,Creveney,5,21,49.3,0
70189,Cromary,26,105,0,0
70190,Cubry-lès-Faverney,12,72,0,0
70192,Cugney,7,84,33.3,0
70193,Cult,9,86,14.3,0
70194,Cuve,5,60,0,0
70195,Dambenoît-lès-Colombe,20,113,20,0
70196,Dampierre-lès-Conflans,15,108,18.1,0
70197,Dampierre-sur-Linotte,41,321,10,0
70198,Dampierre-sur-Salon,98,558,19.4,0
70199,Dampvalley-lès-Colombe,7,49,66.7,0
70200,Dampvalley-Saint-Pancras,0,20,N/A,0
70201,Delain,12,92,50,0
70202,Demangevelle,16,141,12.1,0
70203,La Demie,9,56,0,0
70204,Denèvre,6,61,0,0
70205,Échavanne,7,93,33.3,0
70206,Échenans-sous-Mont-Vaudois,12,217,16.7,0
70207,Échenoz-la-Méline,134,1492,10.1,0
70208,Échenoz-le-Sec,15,133,0,0
70210,Écromagny,6,78,0,0
70211,Écuelle,3,35,0,0
70213,Éhuns,20,106,16.7,0
70214,Équevilley,1,60,0,0
70215,Errevet,7,109,0,0
70216,Esboz-Brest,16,187,0,0
70217,Esmoulières,5,49,50,0
70218,Esmoulins,4,54,0,0
70219,Esprels,38,314,15.7,0
70220,Essertenne-et-Cecey,12,180,8.3,0
70221,Étobon,10,134,40,0
70222,Étrelles-et-la-Montbleuse,8,36,0,0
70224,Étuz,43,292,9.1,0
70225,Fahy-lès-Autrey,5,47,33.3,0
70226,Fallon,13,139,19.9,0
70227,Faucogney-et-la-Mer,32,244,0,1
70228,Faverney,57,439,7.7,1
70229,Faymont,8,120,12.5,0
70230,Fédry,6,53,N/A,0
70231,Ferrières-lès-Ray,2,17,0,0
70232,Ferrières-lès-Scey,5,52,0,0
70233,Les Fessey,5,58,0,0
70234,Filain,9,97,0,0
70235,Flagy,3,65,0,0
70236,Fleurey-lès-Faverney,23,195,8.7,0
70237,Fleurey-lès-Lavoncourt,3,48,0,0
70238,Fleurey-lès-Saint-Loup,6,57,0,0
70239,Fondremand,6,99,25,0
70240,Fontaine-lès-Luxeuil,61,598,20.4,0
70242,Fontenois-la-Ville,10,62,25,0
70243,Fontenois-lès-Montbozon,10,140,13.3,0
70244,Fouchécourt,6,52,0,0
70245,Fougerolles-Saint-Valbert,205,1711,18.1,0
70247,Fouvent-Saint-Andoche,6,104,0,0
70248,Frahier-et-Chatebier,58,568,3.3,0
70249,Francalmont,5,57,0,0
70250,Franchevelle,19,182,14.3,0
70251,Francourt,8,42,0,0
70252,Framont,10,83,0,0
70253,Frasne-le-Château,12,116,39.9,0
70254,Frédéric-Fontaine,9,104,40,0
70255,Fresne-Saint-Mamès,32,235,19.2,0
70256,Fresse,38,332,7.7,0
70257,Fretigney-et-Velloreille,42,325,25,1
70258,Froideconche,113,917,6.7,0
70259,Froideterre,10,168,0,0
70260,Frotey-lès-Lure,32,294,7.1,0
70261,Frotey-lès-Vesoul,75,580,20.4,0
70262,Genevreuille,4,66,0,0
70263,Genevrey,9,102,0,0
70264,Georfans,0,31,N/A,0
70265,Germigney,6,74,0,0
70267,Gevigney-et-Mercey,27,208,45.9,0
70268,Gézier-et-Fontenelay,11,85,100,0
70269,Girefontaine,1,19,N/A,0
70271,Gouhenans,17,176,11.1,0
70272,Gourgeon,13,83,15.4,0
70273,Grammont,0,28,0,0
70274,Grandecourt,3,17,0,0
70275,Grandvelle-et-le-Perrenot,15,141,16.7,0
70276,Granges-la-Ville,8,78,0,0
70277,Granges-le-Bourg,14,179,0,0
70278,Grattery,9,90,0,0
70279,Gray,450,2563,27,0
70280,Gray-la-Ville,31,446,15.5,0
70282,Gy,105,447,24.2,0
70283,Haut-du-Them-Château-Lambert,20,214,0,1
70284,Hautevelle,10,107,0,0
70285,Héricourt,550,4882,22.9,0
70286,Hugier,5,52,25,0
70287,Hurecourt,3,21,50,0
70288,Hyet,8,51,0,0
70289,Igny,8,89,0,0
70290,Jasney,14,95,0,0
70291,Jonvelle,5,65,40,0
70292,Jussey,114,746,30.9,1
70293,Lambrey,1,38,0,0
70294,Lantenot,16,152,5.9,0
70295,La Lanterne-et-les-Armonts,9,93,0,0
70296,Larians-et-Munans,12,118,11.1,0
70297,Larret,3,25,N/A,0
70298,Lavigney,8,49,0,0
70299,Lavoncourt,31,169,0,1
70301,Lieffrans,3,26,33.3,0
70302,Lieucourt,11,27,0,0
70303,Liévans,8,60,50,0
70304,Linexert,1,55,0,0
70305,Lœuilley,4,45,66.7,0
70306,Lomont,23,206,16.7,0
70307,Longevelle,3,53,0,0
70308,La Longine,12,112,19.7,0
70309,Loulans-Verchamp,23,187,7.7,0
70310,Lure,658,3836,20.6,0
70311,Luxeuil-les-Bains,558,3380,17.2,0
70312,Luze,25,314,3.7,0
70313,Lyoffans,13,187,0,0
70314,Magnivray,7,68,0,0
70315,Magnoncourt,17,181,0,0
70316,Le Magnoray,2,35,25,0
70317,Les Magny,6,58,0,0
70318,Magny-Danigon,8,183,23.1,0
70319,Magny-Jobert,4,48,0,0
70320,Magny-lès-Jussey,3,48,50,0
70321,Magny-Vernois,32,602,13.1,0
70322,Mailleroncourt-Charette,12,138,0,0
70323,Mailleroncourt-Saint-Pancras,19,93,0,0
70324,Mailley-et-Chazelot,25,287,16.6,0
70325,Maizières,13,145,8.7,0
70326,La Malachère,11,118,0,0
70327,Malans,11,66,25,0
70328,Malbouhans,27,149,15.5,0
70329,Malvillers,4,35,0,0
70330,Mandrevillars,13,113,0,0
70331,Mantoche,29,224,21.1,0
70332,Marast,0,21,0,0
70334,Marnay,165,708,13.2,0
70335,Maussans,2,29,0,0
70336,Mélecey,5,68,0,0
70337,Melin,5,32,0,0
70338,Melincourt,5,103,0,0
70339,Mélisey,111,842,17.2,1
70340,Membrey,10,97,0,0
70341,Menoux,11,131,0,0
70342,Mercey-sur-Saône,3,62,0,0
70343,Mersuay,8,129,0,0
70344,Meurcourt,10,142,15.4,0
70347,Mignavillers,11,160,0,0
70348,Moffans-et-Vacheresse,36,268,5.3,0
70349,Moimay,4,94,0,0
70350,Molay,2,31,0,0
70351,Mollans,11,106,0,0
70352,La Montagne,0,14,N/A,0
70353,Montagney,21,183,0,0
70355,Montarlot-lès-Rioz,12,112,0,0
70356,Montboillon,11,112,27.3,0
70357,Montbozon,32,246,0,1
70358,Montcey,5,111,0,0
70359,Montcourt,2,24,0,0
70360,Montdoré,7,37,0,0
70361,Montessaux,5,65,0,0
70362,Montigny-lès-Cherlieu,7,73,0,0
70363,Montigny-lès-Vesoul,36,280,0,0
70364,Montjustin-et-Velotte,7,53,33.3,0
70366,Villers-Chemin-et-Mont-lès-Étrelles,8,56,0,0
70367,Mont-le-Vernois,9,70,0,0
70368,Montot,2,56,25,0
70369,Mont-Saint-Léger,1,24,N/A,0
70371,Montureux-et-Prantigny,7,89,0,0
70372,Montureux-lès-Baulay,4,72,40,0
70373,La Roche-Morey,18,130,22.2,0
70374,Motey-Besuche,6,47,25,0
70376,Nantilly,12,202,23.1,0
70378,Navenne,86,766,10.4,0
70380,Neurey-en-Vaux,9,77,0,0
70381,Neurey-lès-la-Demie,7,86,22.2,0
70383,Neuvelle-lès-Cromary,23,156,0,0
70384,Neuvelle-lès-la-Charité,10,95,50,0
70385,La Neuvelle-lès-Lure,8,139,0,0
70386,La Neuvelle-lès-Scey,2,72,0,0
70387,Noidans-le-Ferroux,45,301,20,0
70388,Noidans-lès-Vesoul,173,941,20,0
70389,Noiron,3,25,0,0
70390,Noroy-le-Bourg,32,218,0,0
70392,Oigney,2,16,0,0
70393,Oiselay-et-Grachaux,24,172,33.4,0
70394,Onay,0,24,N/A,0
70395,Oppenans,4,26,0,0
70396,Oricourt,2,18,N/A,0
70397,Ormenans,3,35,0,0
70398,Ormoiche,1,29,0,0
70399,Ormoy,12,108,40,0
70400,Ouge,4,54,33.3,0
70401,Ovanches,8,58,0,0
