Code,LIBCOM,nbEntreprises,RP,nonDiplomes,MFS
1001,L'Abergement-Clémenciat,41,316,16.4,0
1002,L'Abergement-de-Varey,18,106,0,0
1004,Ambérieu-en-Bugey,1097,6606,16,1
1005,Ambérieux-en-Dombes,133,723,17.3,0
1006,Ambléon,7,54,28.6,0
1007,Ambronay,157,1169,7.1,0
1008,Ambutrix,58,326,6.2,0
1009,Andert-et-Condon,29,147,11.1,0
1010,Anglefort,54,468,10.2,0
1011,Apremont,19,149,0,0
1012,Aranc,22,148,0,0
1013,Arandas,8,63,0,0
1014,Arbent,329,1364,19.4,0
1015,Arboys en Bugey,30,294,4.3,0
1016,Arbigny,18,184,0,0
1017,Argis,21,199,15,0
1019,Armix,2,14,0,0
1021,Ars-sur-Formans,106,546,15.6,0
1022,Artemare,88,578,18.4,0
1023,Asnières-sur-Saône,3,34,100,0
1024,Attignat,172,1348,8.9,0
1025,Bâgé-Dommartin,160,1597,11,0
1026,Bâgé-le-Châtel,59,429,8.8,0
1027,Balan,161,709,15,0
1028,Baneins,36,244,8.3,0
1029,Beaupont,29,262,58.3,0
1030,Beauregard,68,368,22.9,0
1031,Bellignat,264,1681,18.9,0
1032,Béligneux,225,1222,17.8,0
1033,Valserhône,946,7110,16.9,1
1034,Belley,732,4271,18.5,0
1035,Belleydoux,20,147,20,0
1036,Valromey-sur-Séran,80,609,7.2,0
1037,Bénonces,14,127,0,0
1038,Bény,37,321,3.9,0
1039,Béon,27,200,11.1,0
1040,Béréziat,15,190,14.3,0
1041,Bettant,28,331,8.7,0
1042,Bey,14,118,0,0
1043,Beynost,541,1901,12.8,0
1044,Billiat,33,267,6.1,0
1045,Birieux,14,103,N/A,0
1046,Biziat,45,345,12.9,0
1047,Blyes,121,447,2.9,0
1049,La Boisse,276,1257,13,0
1050,Boissey,13,133,27.3,0
1051,Bolozon,10,46,0,0
1052,Bouligneux,19,135,13.3,0
1053,Bourg-en-Bresse,3400,20441,20.9,0
1054,Bourg-Saint-Christophe,77,556,13.3,0
1056,Boyeux-Saint-Jérôme,17,150,20,0
1057,Boz,36,210,5.9,0
1058,Brégnier-Cordon,62,346,14.8,0
1060,Brénod,33,239,22.8,0
1061,Brens,69,467,19,0
1062,Bressolles,61,362,20,0
1063,Brion,46,231,60.4,0
1064,Briord,67,458,21.2,0
1065,Buellas,94,762,7,0
1066,La Burbanche,9,41,33.3,0
1067,Ceignes,15,107,0,0
1068,Cerdon,61,335,3.4,0
1069,Certines,87,651,10.6,0
1071,Cessy,273,2039,13.1,0
1072,Ceyzériat,252,1331,10.9,0
1073,Ceyzérieu,68,454,12.9,0
1074,Chalamont,203,1078,18.2,1
1075,Chaleins,128,544,20.3,0
1076,Chaley,6,65,25,0
1077,Challes-la-Montagne,10,96,33.3,0
1078,Challex,53,617,11.8,0
1079,Champagne-en-Valromey,73,307,23.1,0
1080,Champdor-Corcelles,22,286,23,0
1081,Champfromier,46,347,16,0
1082,Chanay,19,230,0,0
1083,Chaneins,87,359,3.3,0
1084,Chanoz-Châtenay,51,339,0,0
1085,La Chapelle-du-Châtelard,21,152,0,0
1087,Charix,16,121,39.8,0
1088,Charnoz-sur-Ain,69,360,23.7,0
1089,Château-Gaillard,202,862,11.4,0
1090,Châtenay,27,152,0,0
1092,Châtillon-la-Palud,108,637,12.8,0
1093,Châtillon-sur-Chalaronne,472,2280,14,1
1094,Chavannes-sur-Reyssouze,35,323,8.3,0
1095,Nivigne et Suran,53,351,16.7,0
1096,Chaveyriat,69,408,8.3,0
1098,Chazey-Bons,87,475,20.6,0
1099,Chazey-sur-Ain,116,691,11.3,0
1100,Cheignieu-la-Balme,10,74,0,0
1101,Chevillard,3,69,0,0
1102,Chevroux,56,378,12,0
1103,Chevry,59,864,14.5,0
1104,Chézery-Forens,21,201,0,0
1105,Civrieux,183,702,3.6,0
1106,Cize,2,81,25,0
1107,Cleyzieu,13,62,0,0
1108,Coligny,90,536,23,0
1109,Collonges,138,904,11.3,0
1110,Colomieu,6,71,66.7,0
1111,Conand,7,58,0,0
1112,Condamine,24,172,6.7,0
1113,Condeissiat,43,344,0,0
1114,Confort,28,229,0,0
1115,Confrançon,89,557,3.7,0
1116,Contrevoz,24,228,11.1,0
1117,Conzieu,12,58,25,0
1118,Corbonod,66,481,29.2,0
1121,Corlier,13,48,0,0
1123,Cormoranche-sur-Saône,53,455,7.7,0
1124,Cormoz,39,313,8.7,0
1125,Corveissiat,30,273,7.7,0
1127,Courmangoux,30,228,0,0
1128,Courtes,10,136,23.1,0
1129,Crans,12,118,20,0
1130,Bresse Vallons,108,908,8.9,0
1133,Cressin-Rochefort,19,174,8.3,0
1134,Crottet,126,745,16.5,0
1135,Crozet,145,865,11.1,0
1136,Cruzilles-lès-Mépillat,44,347,12.5,0
1138,Culoz,194,1348,20.6,0
1139,Curciat-Dongalon,22,206,21.4,0
1140,Curtafond,36,302,14.8,0
1141,Cuzieu,18,182,6.6,0
1142,Dagneux,387,1855,10.5,0
1143,Divonne-les-Bains,649,4415,13.7,0
1145,Dompierre-sur-Veyle,89,491,9.4,0
1146,Dompierre-sur-Chalaronne,23,163,22.2,0
1147,Domsure,29,204,13.7,0
1148,Dortan,113,815,11.7,0
1149,Douvres,45,448,16.7,0
1150,Drom,12,92,0,0
1151,Druillat,73,504,12.8,0
1152,Échallon,46,320,16.1,0
1153,Échenevex,85,789,8,0
1155,Évosges,9,72,0,0
1156,Faramans,36,307,7.4,0
1157,Fareins,253,905,10.7,0
1158,Farges,39,432,3.3,0
1159,Feillens,239,1469,12.2,0
1160,Ferney-Voltaire,763,4799,19.9,0
1162,Flaxieu,7,26,0,0
1163,Foissiat,107,875,6.8,0
1165,Francheleins,95,597,13,0
1166,Frans,180,960,9.2,0
1167,Garnerans,43,262,0,0
1169,Genouilleux,29,249,15.4,0
1170,Béard-Géovreissiat,58,386,28.2,0
1171,Géovreisset,46,333,32.3,0
1173,Gex,663,5929,13.8,0
1174,Giron,22,79,50,0
1175,Gorrevod,42,338,0,0
1177,Grand-Corent,6,83,0,0
1179,Grièges,108,845,11.1,0
1180,Grilly,55,340,14.3,0
1181,Groissiat,104,447,6.5,0
1183,Guéreins,162,576,3.3,0
1184,Hautecourt-Romanèche,42,346,12.5,0
1185,Plateau d'Hauteville,313,2166,17.6,1
1187,Haut Valromey,76,310,14.2,0
1188,Illiat,46,242,5,0
1189,Injoux-Génissiat,40,463,6.8,0
1190,Innimond,5,39,0,0
1191,Izenave,10,70,0,0
1192,Izernore,166,956,7.1,1
1193,Izieu,9,102,0,0
1194,Jassans-Riottier,460,2666,18,0
1195,Jasseron,104,691,9.8,0
1196,Jayat,82,454,4.3,0
1197,Journans,20,162,10.8,0
1198,Joyeux,21,102,9.1,0
1199,Jujurieux,111,933,21.8,0
1200,Labalme,16,91,20,0
1202,Lagnieu,486,3239,17.4,0
1203,Laiz,73,536,10,0
1204,Le Poizat-Lalleyriat,47,296,3.8,0
1206,Lantenay,11,116,14.1,0
1207,Lapeyrouse,24,123,0,0
1208,Lavours,11,64,0,0
1209,Léaz,22,297,0,0
1210,Lélex,58,114,0,0
1211,Lent,77,623,4.8,0
1212,Lescheroux,40,291,10,0
1213,Leyment,80,521,19.6,0
1214,Leyssard,16,74,0,0
1215,Surjoux-Lhopital,6,62,25,0
1216,Lhuis,54,369,5.7,0
1219,Lompnas,12,77,0,0
1224,Loyettes,211,1249,22.8,0
1225,Lurcy,20,154,0,0
1227,Magnieu,36,276,0,0
1228,Maillat,68,270,0,0
1229,Malafretaz,70,543,8.8,0
1230,Mantenay-Montlin,21,141,0,0
1231,Manziat,101,822,13.6,0
1232,Marboz,150,985,12.7,0
1233,Marchamp,8,61,50,0
1234,Marignieu,5,78,12.5,0
1235,Marlieux,72,481,14.3,0
1236,Marsonnas,49,416,19.4,0
1237,Martignat,130,647,23.2,0
1238,Massieux,217,1047,9.8,0
1239,Massignieu-de-Rives,46,257,30.4,0
1240,Matafelon-Granges,30,270,12.5,0
1241,Meillonnas,105,576,12.5,0
1242,Mérignat,11,61,33.3,0
1243,Messimy-sur-Saône,110,499,9.4,0
1244,Meximieux,617,3355,15.1,0
1245,Bohas-Meyriat-Rignat,61,396,0,0
1246,Mézériat,151,914,15.7,0
1247,Mijoux,58,146,14.3,0
1248,Mionnay,169,868,6.5,0
1249,Miribel,878,4133,13.7,0
1250,Misérieux,87,695,11.6,0
1252,Mogneneins,53,314,5.3,0
1254,Montagnat,198,835,13,0
1255,Montagnieu,34,269,8.3,0
1257,Montanges,21,153,9.1,0
1258,Montceaux,72,461,9.7,0
1259,Montcet,37,266,0,0
1260,Le Montellier,22,110,0,0
1261,Monthieux,48,259,12.5,0
1262,Montluel,507,2964,10.6,1
1263,Montmerle-sur-Saône,243,1624,14,0
1264,Montracol,49,413,0,0
1265,Montréal-la-Cluse,270,1519,21.9,0
1266,Montrevel-en-Bresse,216,1212,10.9,0
1267,Nurieux-Volognat,64,416,20.7,0
1268,Murs-et-Gélignieux,18,107,0,0
1269,Nantua,232,1500,23.5,1
1272,Neuville-les-Dames,114,674,3.8,0
1273,Neuville-sur-Ain,80,723,7,0
1274,Les Neyrolles,32,249,21.3,0
1275,Neyron,310,1028,5.4,0
1276,Niévroz,126,572,15.5,0
1277,Nivollet-Montgriffon,6,58,0,0
1279,Oncieu,4,43,0,0
1280,Ordonnaz,13,70,0,0
1281,Ornex,186,1861,13.2,0
1282,Outriaz,13,110,16.7,0
1283,Oyonnax,1676,9651,25.1,0
1284,Ozan,50,279,18.2,0
1285,Parcieux,94,459,6,0
1286,Parves et Nattages,53,409,0,0
1288,Péron,121,1147,12.1,0
1289,Péronnas,468,2874,17.7,0
1290,Pérouges,116,563,18.1,0
1291,Perrex,43,350,4.7,0
1293,Peyriat,9,61,0,0
1294,Peyrieu,39,354,16.7,0
1295,Peyzieux-sur-Saône,36,230,9.1,0
1296,Pirajoux,19,171,7.8,0
1297,Pizay,49,321,3.7,0
1298,Plagne,14,58,100,0
1299,Le Plantay,44,213,0,0
1301,Polliat,180,1096,9.3,0
1302,Pollieu,15,75,75,0
1303,Poncin,127,773,18.6,0
1304,Pont-d'Ain,230,1234,21.1,1
1305,Pont-de-Vaux,237,1106,17,0
1306,Pont-de-Veyle,88,744,14.1,1
1307,Port,74,371,17.2,0
1308,Pougny,19,339,18.2,0
1309,Pouillat,4,39,0,0
1310,Prémeyzel,8,53,32.9,0
1311,Prémillieu,4,21,N/A,0
1313,Prévessin-Moëns,351,3667,10.1,0
1314,Priay,131,726,9.4,0
1317,Ramasse,13,136,0,0
1318,Rancé,57,252,0,0
1319,Relevant,32,187,0,0
1320,Replonges,263,1580,17.6,0
1321,Revonnas,52,346,8.7,0
1322,Reyrieux,424,1815,10.3,0
1323,Reyssouze,70,408,35.8,0
1325,Rignieux-le-Franc,62,408,11,0
1328,Romans,30,199,17.8,0
1329,Rossillon,11,82,40,0
1330,Ruffieu,19,84,0,0
1331,Saint-Alban,17,81,0,0
1332,Saint-André-de-Bâgé,43,303,9.1,0
1333,Saint-André-de-Corcy,333,1408,8.8,0
1334,Saint-André-d'Huiriat,42,240,6.8,0
1335,Saint-André-le-Bouchoux,21,137,16.7,0
1336,Saint-André-sur-Vieux-Jonc,56,491,9.5,0
1337,Saint-Bénigne,60,530,8.3,0
1338,Groslée-Saint-Benoit,89,508,13.3,0
1339,Saint-Bernard,122,561,0,0
1342,Sainte-Croix,29,203,0,0
1343,Saint-Cyr-sur-Menthon,143,715,11.7,0
1344,Saint-Denis-lès-Bourg,401,2667,17.1,0
1345,Saint-Denis-en-Bugey,128,998,9.4,0
1346,Saint-Didier-d'Aussiat,37,355,19.2,0
1347,Saint-Didier-de-Formans,150,797,6.1,0
1348,Saint-Didier-sur-Chalaronne,239,1224,15,0
1349,Saint-Éloi,33,201,0,0
1350,Saint-Étienne-du-Bois,139,1121,7.5,0
1351,Saint-Étienne-sur-Chalaronne,98,593,18.9,0
1352,Saint-Étienne-sur-Reyssouze,22,232,0,0
1353,Sainte-Euphémie,106,632,10.6,0
1354,Saint-Genis-Pouilly,753,5732,16.6,0
1355,Saint-Genis-sur-Menthon,21,207,0,0
1356,Saint-Georges-sur-Renon,9,81,40,0
1357,Saint-Germain-de-Joux,23,216,0,0
1358,Saint-Germain-les-Paroisses,15,189,27.6,0
1359,Saint-Germain-sur-Renon,13,96,0,0
1360,Saint-Jean-de-Gonville,80,764,11.1,0
1361,Saint-Jean-de-Niost,114,615,0,0
1362,Saint-Jean-de-Thurigneux,84,292,0,0
1363,Saint-Jean-le-Vieux,119,795,4.2,0
1364,Saint-Jean-sur-Reyssouze,39,334,8.3,0
1365,Saint-Jean-sur-Veyle,65,459,12.5,0
1366,Sainte-Julie,36,396,3.5,0
1367,Saint-Julien-sur-Reyssouze,42,321,28,0
1368,Saint-Julien-sur-Veyle,54,323,10.3,0
1369,Saint-Just,66,373,7.2,0
1370,Saint-Laurent-sur-Saône,127,943,16.1,0
1371,Saint-Marcel,63,493,13.4,0
1372,Saint-Martin-de-Bavel,30,174,22.3,0
1373,Saint-Martin-du-Frêne,97,442,17.6,0
1374,Saint-Martin-du-Mont,118,798,7.9,0
1375,Saint-Martin-le-Châtel,32,318,11.1,0
1376,Saint-Maurice-de-Beynost,288,1604,13,0
1378,Saint-Maurice-de-Gourdans,179,1038,9,0
1379,Saint-Maurice-de-Rémens,35,305,17.9,0
1380,Saint-Nizier-le-Bouchoux,48,296,20,0
1381,Saint-Nizier-le-Désert,60,343,3.6,0
1382,Sainte-Olive,25,110,0,0
1383,Saint-Paul-de-Varax,83,598,30.5,0
1384,Saint-Rambert-en-Bugey,162,984,39.1,1
1385,Saint-Rémy,57,407,11.2,0
1386,Saint-Sorlin-en-Bugey,53,488,16.7,0
1387,Saint-Sulpice,14,97,16.7,0
1388,Saint-Trivier-de-Courtes,83,501,15.7,1
1389,Saint-Trivier-sur-Moignans,169,726,5.8,0
1390,Saint-Vulbas,161,496,9.9,0
1391,Salavre,22,136,14.4,0
1392,Samognat,31,257,11.1,0
1393,Sandrans,30,203,9.1,0
1396,Sault-Brénaz,54,456,24.8,0
1397,Sauverny,36,411,19.4,0
1398,Savigneux,114,537,8.3,0
1399,Ségny,93,874,2.7,0
1400,Seillonnaz,10,67,33.3,0
1401,Sergy,72,863,7.3,0
1402,Sermoyer,24,299,0,0
1403,Serrières-de-Briord,79,590,13.2,0
1404,Serrières-sur-Ain,9,72,N/A,0
1405,Servas,65,509,19.1,0
1406,Servignat,5,80,33.3,0
1407,Seyssel,68,477,9.5,0
1408,Simandre-sur-Suran,44,282,13.6,0
1410,Sonthonnax-la-Montagne,15,128,20,0
1411,Souclin,10,122,11.1,0
1412,Sulignat,26,228,25,0
1415,Talissieu,26,212,27.7,0
1416,Tenay,63,449,36.1,0
1418,Thil,90,392,23.6,0
1419,Thoiry,298,2546,11.3,0
1420,Thoissey,109,818,12.4,0
1421,Torcieu,37,321,21.1,0
1422,Tossiat,117,579,9.7,0
1423,Toussieux,71,408,8.6,0
1424,Tramoyes,135,674,14.6,0
1425,La Tranclière,16,125,0,0
1426,Val-Revermont,159,1085,16.8,0
1427,Trévoux,597,3010,15.1,0
1428,Valeins,6,46,0,0
1429,Vandeins,30,282,11.8,0
1430,Varambon,43,267,0,0
1431,Vaux-en-Bugey,84,546,15,0
1432,Verjon,17,146,14.3,0
1433,Vernoux,9,104,53.1,0
1434,Versailleux,33,174,0,0
1435,Versonnex,90,847,26,0
1436,Vesancy,23,227,0,0
1437,Vescours,11,90,0,0
1439,Vésines,9,42,100,0
1441,Vieu-d'Izenave,56,282,9.1,0
1443,Villars-les-Dombes,370,2176,16.7,0
1444,Villebois,70,518,20.7,0
1445,Villemotier,25,246,20,0
1446,Villeneuve,119,587,1.7,0
1447,Villereversure,75,521,4.4,0
1448,Villes,14,161,15.4,0
1449,Villette-sur-Ain,60,291,25,0
1450,Villieu-Loyes-Mollon,265,1444,34.5,0
1451,Viriat,534,2741,11.1,0
1452,Virieu-le-Grand,80,508,23.5,0
1453,Arvière-en-Valromey,52,316,26,0
1454,Virignin,86,429,31.5,0
1456,Vongnes,5,36,100,0
1457,Vonnas,231,1345,7.1,0
2001,Abbécourt,16,193,0,0
2002,Achery,28,243,26.7,0
2003,Acy,31,416,21.6,0
2004,Agnicourt-et-Séchelles,4,79,11.1,0
2005,Aguilcourt,18,152,20.2,0
2006,Aisonville-et-Bernoville,17,118,16.7,0
2007,Aizelles,9,52,10,0
2008,Aizy-Jouy,8,109,0,0
2009,Alaincourt,16,205,45.5,0
2010,Allemant,9,66,50,0
2011,Ambleny,58,477,3.6,0
2012,Ambrief,8,28,0,0
2013,Amifontaine,26,151,0,0
2014,Amigny-Rouy,24,298,43.5,0
2015,Ancienville,10,27,0,0
2016,Andelain,6,85,16.7,0
2017,Anguilcourt-le-Sart,15,118,0,0
2018,Anizy-le-Grand,107,1090,27.5,0
2019,Annois,14,154,26.8,0
2020,Any-Martin-Rieux,26,192,7.7,0
2021,Archon,3,38,0,0
2022,Arcy-Sainte-Restitue,24,167,14.3,0
2023,Armentières-sur-Ourcq,5,45,0,0
2024,Arrancy,3,22,0,0
2025,Artemps,14,137,22.2,0
2027,Assis-sur-Serre,7,99,18.2,0
2028,Athies-sous-Laon,98,1098,21.2,0
2029,Attilly,7,142,18.2,0
2030,Aubencheul-aux-Bois,11,114,16.3,0
2031,Aubenton,36,292,16.7,0
2032,Aubigny-aux-Kaisnes,10,96,33.2,0
2033,Aubigny-en-Laonnois,6,49,0,0
2034,Audignicourt,3,46,50,0
2035,Audigny,10,104,28.6,0
2036,Augy,2,33,0,0
2037,Aulnois-sous-Laon,42,552,20.4,0
2038,Les Autels,1,27,0,0
2039,Autremencourt,8,58,37.2,0
2040,Autreppes,7,71,25,0
2041,Autreville,37,337,21.3,0
2042,Azy-sur-Marne,15,165,20.1,0
2043,Bagneux,1,26,N/A,0
2044,Bancigny,1,10,N/A,0
2046,Barenton-Bugny,15,240,6.2,0
2047,Barenton-Cel,4,46,33.3,0
2048,Barenton-sur-Serre,5,57,0,0
2049,Barisis-aux-Bois,23,309,13.3,0
2050,Barzy-en-Thiérache,10,131,22.2,0
2051,Barzy-sur-Marne,11,166,12.5,0
2052,Bassoles-Aulers,8,61,33.3,0
2053,Vallées en Champagne,31,244,7.7,0
2054,Bazoches-et-Saint-Thibaut,27,210,25.1,0
2055,Beaumé,3,40,0,0
2056,Beaumont-en-Beine,8,71,0,0
2057,Beaurevoir,51,546,20.9,0
2058,Beaurieux,69,327,22.7,0
2059,Beautor,85,1203,28.8,0
2060,Beauvois-en-Vermandois,7,108,10,0
2061,Becquigny,9,86,10.1,0
2062,Belleau,7,51,50,0
2063,Bellenglise,21,150,9.1,0
2064,Belleu,129,1682,22.3,0
2065,Bellicourt,22,244,10.4,1
2066,Benay,9,86,0,0
2067,Bergues-sur-Sambre,7,89,20,0
2068,Berlancourt,5,37,50,0
2069,Berlise,4,44,100,0
2070,Bernot,16,188,5.9,0
2071,Berny-Rivière,35,259,26.7,0
2072,Berrieux,5,80,22.2,0
2073,Berry-au-Bac,17,250,19.5,0
2074,Bertaucourt-Epourdon,20,233,31.3,0
2075,Berthenicourt,10,78,N/A,0
2076,Bertricourt,9,56,0,0
2077,Berzy-le-Sec,10,162,20,0
2078,Besmé,4,61,0,0
2079,Besmont,5,66,0,0
2080,Besny-et-Loizy,15,143,23.1,0
2081,Béthancourt-en-Vaux,14,159,43.6,0
2082,Beugneux,8,46,0,0
2083,Beuvardes,27,309,21.8,0
2084,Bézu-le-Guéry,13,105,12.5,0
2085,Bézu-Saint-Germain,48,350,14.3,0
2086,Bichancourt,36,417,33.3,0
2087,Bieuxy,0,15,N/A,0
2088,Bièvres,1,35,33.3,0
2089,Billy-sur-Aisne,57,499,19.4,0
2090,Billy-sur-Ourcq,10,79,33.3,0
2091,Blanzy-lès-Fismes,5,40,N/A,0
2093,Blérancourt,68,540,23.4,0
2094,Blesmes,40,183,26.7,0
2095,Bohain-en-Vermandois,233,2391,34.2,0
2096,Bois-lès-Pargny,11,81,16.7,0
2097,Boncourt,12,105,0,0
2098,Bonneil,15,149,14.3,0
2099,Bonnesvalyn,8,90,0,0
2100,Bony,5,52,42.9,0
2101,Bosmont-sur-Serre,8,77,0,0
2102,Bouconville-Vauclair,11,73,0,0
2103,Boué,46,587,15.2,0
2104,Bouffignereux,8,42,0,0
2105,Bouresches,12,80,0,0
2106,Bourg-et-Comin,32,288,26.4,0
2107,Bourguignon-sous-Coucy,2,43,33.3,0
2108,Bourguignon-sous-Montbavin,6,64,0,0
2109,La Bouteille,18,202,5.3,0
2110,Braine,120,957,23,0
2111,Brancourt-en-Laonnois,20,277,10.5,0
2112,Brancourt-le-Grand,18,237,13.2,0
2114,Brasles,78,627,11.8,0
2115,Braye-en-Laonnois,2,85,0,0
2116,Braye-en-Thiérache,6,60,0,0
2117,Bray-Saint-Christophe,1,27,20,0
2118,Braye,3,51,0,0
2119,Brécy,20,137,11.8,0
2120,Brenelle,9,77,20,0
2121,Breny,6,93,18.2,0
2122,Brie,4,27,0,0
2123,Brissay-Choigny,21,130,49.7,0
2124,Brissy-Hamégicourt,21,284,21.1,0
2125,Brumetz,7,74,0,0
2126,Brunehamel,31,209,33.2,0
2127,Bruyères-sur-Fère,12,83,14.3,0
2128,Bruyères-et-Montbérault,90,693,13,0
2129,Bruys,1,9,N/A,0
2130,Bucilly,5,81,0,0
2131,Bucy-le-Long,81,761,9.1,0
2132,Bucy-lès-Cerny,9,78,100,0
2133,Bucy-lès-Pierrepont,10,179,23.5,0
2134,Buire,30,365,24.1,0
2135,Buironfosse,50,475,42.4,0
2136,Burelles,8,53,40,0
2137,Bussiares,6,56,0,0
2138,Buzancy,10,78,33.3,0
2139,Caillouël-Crépigny,14,179,0,0
2140,Camelin,15,171,13.3,0
2141,La Capelle,89,807,21.1,0
2142,Castres,7,91,80,0
2143,Le Catelet,11,81,20,0
2144,Caulaincourt,6,54,40,0
2145,Caumont,20,218,13.3,0
2146,Celles-lès-Condé,6,39,0,0
2148,Celles-sur-Aisne,9,103,28.6,0
2149,Cerizy,6,23,0,0
2150,Cerny-en-Laonnois,2,26,100,0
2151,Cerny-lès-Bucy,9,54,0,0
2152,Cerseuil,3,39,25,0
2153,Cessières-Suzy,23,320,0,0
2154,Chacrise,18,143,25,0
2155,Chaillevois,7,78,0,0
2156,Chalandry,8,100,25,0
2157,Chambry,65,369,7.7,0
2158,Chamouille,10,110,27.3,0
2159,Champs,12,119,20,0
2160,Chaourse,24,224,23.8,0
2162,La Chapelle-sur-Chézy,15,104,40,0
2163,Charly-sur-Marne,167,1097,21.1,0
2164,Le Charmel,15,130,30.8,0
2165,Charmes,69,723,20.7,0
2166,Chartèves,14,155,33.3,0
2167,Chassemy,32,345,23.3,0
2168,Château-Thierry,993,7104,24.4,0
2169,Châtillon-lès-Sons,3,33,66.7,0
2170,Châtillon-sur-Oise,3,57,0,0
2171,Chaudardes,2,34,0,0
2172,Chaudun,19,91,25,0
2173,Chauny,706,5434,21.2,0
2174,Chavignon,40,315,16,0
2175,Chavigny,2,65,0,0
2176,Chavonne,4,76,0,0
2177,Chérêt,8,56,N/A,0
2178,Chermizy-Ailles,7,43,0,0
2179,Chéry-Chartreuve,13,164,0,0
2180,Chéry-lès-Pouilly,20,285,4,0
2181,Chéry-lès-Rozoy,2,37,28.6,0
2182,Chevennes,1,51,25,0
2183,Chevregny,3,77,20,0
2184,Chevresis-Monceau,8,129,32.9,0
2185,Chézy-en-Orxois,20,154,20,0
2186,Chézy-sur-Marne,75,575,6.8,0
2187,Chierry,46,500,0,0
2188,Chigny,3,66,40,0
2189,Chivres-en-Laonnois,12,148,6.6,0
2190,Chivres-Val,17,220,8.1,0
2191,Chivy-lès-Étouvelles,30,216,6.3,0
2192,Chouy,22,141,42.9,0
2193,Cierges,2,28,0,0
2194,Cilly,5,83,16.7,0
2195,Ciry-Salsogne,49,354,8,0
2196,Clacy-et-Thierret,17,134,13.5,0
2197,Clairfontaine,15,207,9.1,0
2198,Clamecy,5,91,16.7,0
2199,Clastres,19,238,11.1,0
2200,Clermont-les-Fermes,9,41,50,0
2201,Cœuvres-et-Valsery,19,137,31.2,0
2203,Coincy,70,526,25.5,0
2204,Coingt,0,37,0,0
2205,Colligis-Crandelain,9,88,33.3,0
2206,Colonfay,2,28,100,0
2207,Commenchon,4,85,0,0
2208,Concevreux,6,111,0,0
2209,Condé-en-Brie,45,283,16.7,0
2210,Condé-sur-Aisne,8,146,11.1,0
2211,Condé-sur-Suippe,16,125,0,0
2212,Condren,39,288,12.5,0
2213,Connigis,11,133,13.5,0
2214,Contescourt,1,21,0,0
2215,Corbeny,39,324,12.5,0
2216,Corcy,11,125,10.6,0
2217,Coucy-le-Château-Auffrique,57,394,5.3,0
2218,Coucy-lès-Eppes,28,253,41.2,0
2219,Coucy-la-Ville,6,75,0,0
2220,Coulonges-Cohan,27,184,40,0
2221,Coupru,6,58,0,0
2222,Courbes,3,13,N/A,0
2223,Courboin,9,127,25,0
2224,Courcelles-sur-Vesle,10,135,35.1,0
2225,Courchamps,4,35,0,0
2226,Courmelles,49,773,13.6,0
2227,Courmont,4,50,0,0
2228,Courtemont-Varennes,19,123,28.9,0
2229,Courtrizy-et-Fussigny,7,29,0,0
2230,Couvrelles,11,83,0,0
2231,Couvron-et-Aumencourt,24,366,11.1,0
2232,Coyolles,13,88,58.1,0
2233,Cramaille,5,59,25,0
2234,Craonne,6,35,0,0
2235,Craonnelle,4,48,0,0
2236,Crécy-au-Mont,16,126,25,0
2237,Crécy-sur-Serre,61,603,26,1
2238,Crépy,69,728,18.9,0
2239,Crézancy,50,483,10.2,0
2240,Croix-Fonsomme,6,95,0,0
2241,La Croix-sur-Ourcq,5,43,0,0
2242,Crouttes-sur-Marne,26,273,4.6,0
2243,Crouy,127,1264,22.7,0
2244,Crupilly,5,23,N/A,0
2245,Cuffies,71,916,24.6,0
2246,Cugny,18,249,23.5,0
2248,Cuirieux,7,61,42.9,0
2249,Cuiry-Housse,7,43,0,0
2250,Cuiry-lès-Chaudardes,1,27,0,0
2251,Cuiry-lès-Iviers,2,13,0,0
2252,Cuissy-et-Geny,3,32,0,0
2253,Cuisy-en-Almont,13,147,0,0
2254,Cutry,5,50,0,0
2255,Cys-la-Commune,4,62,33.3,0
2256,Dagny-Lambercy,3,53,25,0
2257,Dallon,14,181,20,0
2258,Dammard,15,150,18.2,0
2259,Dampleux,17,156,18.2,0
2260,Danizy,19,261,11.5,0
2261,Dercy,12,167,18.8,0
2262,Deuillet,7,87,0,0
2263,Dhuizel,5,45,40,0
2264,Dizy-le-Gros,43,309,5.3,0
2265,Dohis,1,52,0,0
2266,Dolignon,2,21,0,0
2267,Dommiers,16,112,0,0
2268,Domptin,28,265,20,0
2269,Dorengt,2,63,33.3,0
2270,Douchy,8,63,16.7,0
2271,Dravegny,6,55,16.7,0
2272,Droizy,4,33,0,0
2273,Dury,5,86,25,0
2274,Ébouleau,15,73,22.2,0
2275,Effry,7,141,18.2,0
2276,Englancourt,5,52,50,0
2277,Épagny,8,129,16.7,0
2278,Éparcy,6,14,0,0
2279,Épaux-Bézu,40,235,4.5,0
2280,Épieds,15,159,33.3,0
2281,L'Épine-aux-Bois,20,104,0,0
2282,Eppes,12,173,31.2,0
2283,Erlon,8,118,10,0
2284,Erloy,0,47,0,0
2286,Esquéhéries,31,366,29.4,0
2287,Essigny-le-Grand,43,459,4.6,0
2288,Essigny-le-Petit,14,147,21.4,0
2289,Essises,16,176,6.2,0
2290,Essômes-sur-Marne,117,1123,19.8,0
2291,Estrées,10,163,41.7,0
2292,Étampes-sur-Marne,60,591,8.3,1
2293,Étaves-et-Bocquiaux,11,227,13.2,0
