"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3215299";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"11/05/2022";"Vente";108000;11;"";"RUE";"0455";"DU 8 MAI";71600;"PARAY LE MONIAL";"71";342;NA;"AI";434;"";"19";62,22;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;64;0;"";"";NA
"3215960";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"19/05/2022";"Vente";99000;49;"";"CHEM";"0086";"DU BOIS CLAIR";71600;"PARAY LE MONIAL";"71";342;NA;"D";7;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;74;4;"S";"";1187
"3215961";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"19/05/2022";"Vente";99000;49;"";"CHEM";"0086";"DU BOIS CLAIR";71600;"PARAY LE MONIAL";"71";342;NA;"D";7;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";1187
"3216089";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"23/05/2022";"Vente";182500;53;"";"RTE";"0630";"DE POISSON";71600;"PARAY LE MONIAL";"71";342;NA;"AR";117;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;98;5;"J";"POTAG";604
"3216090";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"23/05/2022";"Vente";182500;53;"";"RTE";"0630";"DE POISSON";71600;"PARAY LE MONIAL";"71";342;NA;"AR";117;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;98;5;"S";"";500
"3216146";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"23/05/2022";"Vente";150000;8;"";"RTE";"0710";"DE SAINT YAN";71600;"PARAY LE MONIAL";"71";342;NA;"BE";17;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";556
"3216147";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"23/05/2022";"Vente";150000;8;"";"RTE";"0710";"DE SAINT YAN";71600;"PARAY LE MONIAL";"71";342;NA;"BE";17;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;160;3;"S";"";556
"3216148";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"23/05/2022";"Vente";150000;8;"B";"RTE";"0710";"DE SAINT YAN";71600;"PARAY LE MONIAL";"71";342;NA;"BE";18;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";558
"3216382";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"30/05/2022";"Vente";95000;17;"";"RUE";"0622";"DE PAYERNE";71600;"PARAY LE MONIAL";"71";342;NA;"AH";111;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;73;4;"S";"";569
"3216386";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"08/06/2022";"Vente";129700;35;"";"RUE";"0476";"JEAN PHILIPPE RAMEAU";71600;"PARAY LE MONIAL";"71";342;NA;"BC";326;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;120;6;"S";"";692
"3216392";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"31/05/2022";"Vente";94000;15;"";"RUE";"0455";"DU 8 MAI";71600;"PARAY LE MONIAL";"71";342;NA;"AI";520;"";"108";53,11;"208";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3216393";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"31/05/2022";"Vente";94000;15;"";"RUE";"0455";"DU 8 MAI";71600;"PARAY LE MONIAL";"71";342;NA;"AI";520;"";"108";53,11;"208";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;53;2;"";"";NA
"3216420";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"31/05/2022";"Vente";29000;2;"";"BD";"0423";"HENRI REGNIER";71600;"PARAY LE MONIAL";"71";342;NA;"AI";413;"";"59";17,06;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;16;1;"";"";NA
"3216757";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"08/06/2022";"Vente";218500;9007;"";"PL";"0385";"DE LA GARE";71600;"PARAY LE MONIAL";"71";342;NA;"AW";175;"";"5";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3216758";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"08/06/2022";"Vente";218500;9007;"";"PL";"0385";"DE LA GARE";71600;"PARAY LE MONIAL";"71";342;NA;"AW";175;"";"7";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3216759";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"08/06/2022";"Vente";218500;9007;"";"PL";"0385";"DE LA GARE";71600;"PARAY LE MONIAL";"71";342;NA;"AW";175;"";"10";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3216760";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"08/06/2022";"Vente";218500;9007;"";"PL";"0385";"DE LA GARE";71600;"PARAY LE MONIAL";"71";342;NA;"AW";175;"";"1";120;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;123;5;"";"";NA
"3216761";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"08/06/2022";"Vente";218500;9007;"";"PL";"0385";"DE LA GARE";71600;"PARAY LE MONIAL";"71";342;NA;"AW";175;"";"11";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3217460";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"14/06/2022";"Vente";40000;9;"";"RUE";"0610";"PAUL CAMBON";71600;"PARAY LE MONIAL";"71";342;NA;"AX";334;"";"127";NA;"133";72,25;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3217461";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"14/06/2022";"Vente";40000;9;"";"RUE";"0610";"PAUL CAMBON";71600;"PARAY LE MONIAL";"71";342;NA;"AX";334;"";"127";NA;"133";72,25;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3217462";"'71342";NA;NA;NA;NA;NA;NA;NA;1;"14/06/2022";"Vente";40000;9;"";"RUE";"0610";"PAUL CAMBON";71600;"PARAY LE MONIAL";"71";342;NA;"AX";334;"";"140";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"J";"POTAG";748
