"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3356098";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";158500;38;"";"RUE";"1140";"DU SALEVE";74100;"ANNEMASSE";"74";12;NA;"A";4712;"";"2204";NA;"2253";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;49;2;"";"";NA
"3356099";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";158500;40;"";"RUE";"1140";"DU SALEVE";74100;"ANNEMASSE";"74";12;NA;"A";4712;"";"305";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356100";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";158500;38;"";"RUE";"1140";"DU SALEVE";74100;"ANNEMASSE";"74";12;NA;"A";4712;"";"2204";NA;"2253";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3356185";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";25000;33;"";"AV";"0710";"JULES FERRY";74100;"ANNEMASSE";"74";12;NA;"A";4308;"";"89";13,97;"90";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;13;2;"";"";NA
"3356190";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";165000;15;"";"RUE";"0110";"DE L ANNEXION";74100;"ANNEMASSE";"74";12;NA;"B";5141;"";"275";NA;"310";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;50;2;"";"";NA
"3356191";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";165000;15;"";"RUE";"0110";"DE L ANNEXION";74100;"ANNEMASSE";"74";12;NA;"B";5141;"";"275";NA;"310";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3356192";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";165000;15;"";"RUE";"0110";"DE L ANNEXION";74100;"ANNEMASSE";"74";12;NA;"B";5141;"";"1105";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356286";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";2e+05;54;"";"AV";"0570";"DE LA GARE";74100;"ANNEMASSE";"74";12;NA;"A";70;"";"44";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356287";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";2e+05;54;"";"AV";"0570";"DE LA GARE";74100;"ANNEMASSE";"74";12;NA;"A";70;"";"43";NA;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;147;0;"";"";NA
"3356335";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";220000;3;"";"RUE";"1055";"RENE NAUDIN";74100;"ANNEMASSE";"74";12;NA;"B";5150;"";"24";NA;"58";76,85;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3356336";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";220000;3;"";"RUE";"1055";"RENE NAUDIN";74100;"ANNEMASSE";"74";12;NA;"B";5150;"";"94";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356337";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";220000;3;"";"RUE";"1055";"RENE NAUDIN";74100;"ANNEMASSE";"74";12;NA;"B";5150;"";"24";NA;"58";76,85;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;77;4;"";"";NA
"3356399";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";108000;1;"";"RUE";"0687";"JEAN CLAUDE PERILLAT";74100;"ANNEMASSE";"74";12;NA;"B";5112;"";"237";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356400";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";108000;1;"";"RUE";"0687";"JEAN CLAUDE PERILLAT";74100;"ANNEMASSE";"74";12;NA;"B";5112;"";"1";31,65;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;31;1;"";"";NA
"3356548";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";290000;52;"";"RUE";"0470";"D ETREMBIERES";74100;"ANNEMASSE";"74";12;NA;"A";1180;"";"17";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356549";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";290000;52;"";"RUE";"0470";"D ETREMBIERES";74100;"ANNEMASSE";"74";12;NA;"A";1180;"";"1";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356550";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";290000;52;"";"RUE";"0470";"D ETREMBIERES";74100;"ANNEMASSE";"74";12;NA;"A";1180;"";"10";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;63;3;"";"";NA
"3356551";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";290000;52;"";"RUE";"0470";"D ETREMBIERES";74100;"ANNEMASSE";"74";12;NA;"A";1180;"";"10";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356574";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"15/01/2022";"Vente";160100;1;"";"PL";"1030";"DE LA POSTE";74100;"ANNEMASSE";"74";12;NA;"A";159;"";"43";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3356575";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"15/01/2022";"Vente";160100;1;"";"PL";"1030";"DE LA POSTE";74100;"ANNEMASSE";"74";12;NA;"A";159;"";"4";NA;"46";54,15;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;55;2;"";"";NA
"3356576";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"15/01/2022";"Vente";160100;1;"";"PL";"1030";"DE LA POSTE";74100;"ANNEMASSE";"74";12;NA;"A";159;"";"4";NA;"46";54,15;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3356629";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";160000;3;"";"RUE";"0340";"JOSEPH CURSAT";74100;"ANNEMASSE";"74";12;NA;"A";121;"";"1";NA;"13";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3356630";"'74012";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";160000;3;"";"RUE";"0340";"JOSEPH CURSAT";74100;"ANNEMASSE";"74";12;NA;"A";121;"";"1";NA;"13";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
