"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3542437";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente en l'état futur d'achèvement";4500;41;"";"RUE";"0321";"DE MALNOUE";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"BH";813;"";"149";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3542583";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";135000;9;"B";"RUE";"0260";"DE LORRAINE";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"BH";245;"";"4";30,54;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;31;2;"";"";NA
"3542651";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";215000;12;"";"ALL";"0118";"DE LA CLAIRIERE";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"AK";17;"";"2";78,01;"39";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3542652";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";215000;12;"";"ALL";"0118";"DE LA CLAIRIERE";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"AK";17;"";"2";78,01;"39";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;79;4;"";"";NA
"3542653";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";215000;11;"";"ALL";"0118";"DE LA CLAIRIERE";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"AK";17;"";"224";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3542666";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";12000;8;"";"ALL";"0185";"EUGENE POTTIER";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"AB";70;"";"100";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3542677";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";367000;56;"B";"RUE";"0500";"DU PIVERT";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"BC";476;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"AB";"";248
"3542678";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";367000;56;"B";"RUE";"0500";"DU PIVERT";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"BC";476;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;44;2;"AB";"";248
"3542679";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";367000;56;"B";"RUE";"0500";"DU PIVERT";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"BC";476;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"AB";"";248
"3542692";"'77083";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";330000;83;"";"AV";"0205";"DU GENERAL DE GAULLE";77420;"CHAMPS-SUR-MARNE";"77";83;NA;"BI";45;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;86;3;"J";"POTAG";267
