"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"344401";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";150000;10;"";"RUE";"1760";"ETIENNE PEDRON";10000;"TROYES";"10";387;NA;"BC";7;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;185;0;"S";"";1129
"344402";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";150000;10;"";"RUE";"1760";"ETIENNE PEDRON";10000;"TROYES";"10";387;NA;"BC";7;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;75;3;"S";"";1129
"344408";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";67000;19;"";"RUE";"3230";"LUCIEN MOREL PAYEN";10000;"TROYES";"10";387;NA;"AE";122;"";"152";NA;"263";71,72;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"344409";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";67000;19;"";"RUE";"3230";"LUCIEN MOREL PAYEN";10000;"TROYES";"10";387;NA;"AE";122;"";"152";NA;"263";71,72;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;73;4;"";"";NA
"344410";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";67000;19;"";"RUE";"3230";"LUCIEN MOREL PAYEN";10000;"TROYES";"10";387;NA;"AE";122;"";"152";NA;"263";71,72;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"344421";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";310000;108;"";"AV";"4010";"PASTEUR";10000;"TROYES";"10";387;NA;"BN";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";812
"344422";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";310000;108;"";"AV";"4010";"PASTEUR";10000;"TROYES";"10";387;NA;"BN";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;150;8;"S";"";812
"344423";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";310000;108;"";"AV";"4010";"PASTEUR";10000;"TROYES";"10";387;NA;"BN";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";812
"344431";"'10387";NA;NA;NA;NA;NA;NA;NA;2;"05/01/2022";"Vente";126000;8;"";"SEN";"0157";"DE L ALLEE";10000;"TROYES";"10";387;NA;"AL";141;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";382
"344432";"'10387";NA;NA;NA;NA;NA;NA;NA;2;"05/01/2022";"Vente";126000;8;"";"SEN";"0157";"DE L ALLEE";10000;"TROYES";"10";387;NA;"AL";141;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";382
"344433";"'10387";NA;NA;NA;NA;NA;NA;NA;2;"05/01/2022";"Vente";126000;8;"";"SEN";"0157";"DE L ALLEE";10000;"TROYES";"10";387;NA;"AL";141;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;86;5;"S";"";382
"344434";"'10387";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";76000;28;"";"RUE";"2460";"GUSTAVE MICHEL";10000;"TROYES";"10";387;NA;"CK";274;"";"17";NA;"8";51,33;"9";NA;NA;NA;NA;NA;3;3;"Dépendance";NA;0;0;"";"";NA
