"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"4308243";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";219000;195;"";"AV";"2510";"DE LATTRE DE TASSIGNY";93800;"EPINAY SUR SEINE";"93";31;NA;"F";138;"";"13";58,86;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;58;3;"";"";NA
"4308260";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";272000;NA;"";"";"";"";NA;"ROMAINVILLE";"93";63;NA;"S";228;"";"10";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308263";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";415000;72;"";"AV";"4110";"GALLIENI";93800;"EPINAY SUR SEINE";"93";31;NA;"B";100;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;55;3;"S";"";358
"4308264";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";415000;72;"";"AV";"4110";"GALLIENI";93800;"EPINAY SUR SEINE";"93";31;NA;"B";100;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";358
"4308273";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";188000;139;"";"AV";"1430";"CARNOT";93140;"BONDY";"93";10;NA;"AS";167;"";"19";NA;"26";54,77;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;54;3;"";"";NA
"4308274";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";188000;139;"";"AV";"1430";"CARNOT";93140;"BONDY";"93";10;NA;"AS";167;"";"19";NA;"26";54,77;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308275";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";188000;139;"";"AV";"1430";"CARNOT";93140;"BONDY";"93";10;NA;"AS";167;"";"8";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308282";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";344000;19;"";"IMP";"0610";"DU BARON SAILLARD";93800;"EPINAY SUR SEINE";"93";31;NA;"Q";65;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";243
"4308283";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";344000;19;"";"IMP";"0610";"DU BARON SAILLARD";93800;"EPINAY SUR SEINE";"93";31;NA;"Q";65;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;68;4;"S";"";243
"4308299";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";492500;60;"";"RUE";"0623";"DE BENFLEET";93230;"ROMAINVILLE";"93";63;NA;"AE";238;"";"66";79,81;"";NA;"";NA;NA;NA;NA;NA;1;1;"Maison";NA;78;4;"";"";NA
"4308300";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";492500;60;"";"RUE";"0623";"DE BENFLEET";93230;"ROMAINVILLE";"93";63;NA;"AE";238;"";"15";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308302";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";240000;2;"";"RUE";"8140";"ROBERT DESNOS";93230;"ROMAINVILLE";"93";63;NA;"H";124;"";"117";38,83;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;38;2;"";"";NA
"4308330";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";181000;17;"";"RUE";"6870";"D ORMESSON";93800;"EPINAY SUR SEINE";"93";31;NA;"H";104;"";"1459";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308331";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";181000;17;"";"RUE";"6870";"D ORMESSON";93800;"EPINAY SUR SEINE";"93";31;NA;"H";104;"";"865";NA;"927";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308332";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";181000;17;"";"RUE";"6870";"D ORMESSON";93800;"EPINAY SUR SEINE";"93";31;NA;"H";104;"";"865";NA;"927";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;71;4;"";"";NA
"4308347";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";135000;2;"";"ALL";"0765";"DES BOULEAUX";93140;"BONDY";"93";10;NA;"A";224;"";"1158";66,35;"1160";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308348";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";135000;2;"";"ALL";"0765";"DES BOULEAUX";93140;"BONDY";"93";10;NA;"A";224;"";"1660";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308349";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";135000;2;"";"ALL";"0765";"DES BOULEAUX";93140;"BONDY";"93";10;NA;"A";224;"";"1158";66,35;"1160";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;66;4;"";"";NA
"4308360";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";389670;12;"";"CHE";"7170";"DE POTHUYS";93230;"ROMAINVILLE";"93";63;NA;"J";166;"";"125";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;76;4;"";"";NA
"4308361";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";389670;15;"";"SEN";"1500";"DES COUDES CORNETTES";93230;"ROMAINVILLE";"93";63;NA;"J";166;"";"274";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308362";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";389670;12;"";"CHE";"7170";"DE POTHUYS";93230;"ROMAINVILLE";"93";63;NA;"J";166;"";"125";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308371";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";217985;90;"";"RUE";"8172";"ROGER SALENGRO";93140;"BONDY";"93";10;NA;"AI";136;"";"28";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308372";"'93010";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";217985;90;"";"RUE";"8172";"ROGER SALENGRO";93140;"BONDY";"93";10;NA;"AI";136;"";"19";75,69;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;76;4;"";"";NA
"4308376";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente en l'état futur d'achèvement";432000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";159;"";"30";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308377";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente en l'état futur d'achèvement";432000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";159;"";"90";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308385";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";327150;40;"";"RUE";"8185";"DES ROSIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"V";97;"";"10";NA;"2";36,45;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;36;2;"";"";NA
"4308422";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";192000;25;"";"RUE";"4800";"LA BRUYERE";93800;"EPINAY SUR SEINE";"93";31;NA;"J";96;"";"160";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308423";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";192000;9;"";"RUE";"3118";"DES ECONDEAUX";93800;"EPINAY SUR SEINE";"93";31;NA;"J";151;"";"115";NA;"88";70,09;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308424";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";192000;9;"";"RUE";"3118";"DES ECONDEAUX";93800;"EPINAY SUR SEINE";"93";31;NA;"J";151;"";"115";NA;"88";70,09;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308425";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";192000;9;"";"RUE";"3118";"DES ECONDEAUX";93800;"EPINAY SUR SEINE";"93";31;NA;"J";151;"";"115";NA;"88";70,09;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;70;3;"";"";NA
"4308466";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";163000;111;"";"AV";"4740";"JOFFRE";93800;"EPINAY SUR SEINE";"93";31;NA;"S";200;"";"75";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308467";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";163000;111;"";"AV";"4740";"JOFFRE";93800;"EPINAY SUR SEINE";"93";31;NA;"S";200;"";"23";NA;"6";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;71;4;"";"";NA
"4308470";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";248000;47;"";"RUE";"3185";"EUGENE BERTHOUD";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"AQ";255;"";"6";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308474";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";144000;36;"";"RUE";"1482";"DU CDT LOUIS BOUCHET";93800;"EPINAY SUR SEINE";"93";31;NA;"AR";110;"";"1";NA;"101";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;66;3;"";"";NA
"4308475";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";144000;36;"";"RUE";"1482";"DU CDT LOUIS BOUCHET";93800;"EPINAY SUR SEINE";"93";31;NA;"AR";110;"";"1";NA;"101";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308548";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";370000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";187;"";"68";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308549";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";370000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";187;"";"156";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308550";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";370000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";187;"";"14";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308591";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";570000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"8064";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308592";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";570000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"8034";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308593";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";570000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"3159";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308601";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";471000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"1064";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308602";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";471000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"3045";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308603";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";471000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"1019";81,71;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308631";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente en l'état futur d'achèvement";359000;NA;"";"";"";"";NA;"ROMAINVILLE";"93";63;NA;"AD";13;"";"13";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308632";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";573000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"7023";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308633";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";573000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"7073";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308634";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";573000;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"3086";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308635";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";286110;NA;"";"RUE";"0615";"DES BATELIERS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"G";189;"";"9001";44,15;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308684";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";9e+05;99;"";"AV";"4105";"GABRIEL PERI";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"Z";93;"35";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"";"";NA
"4308686";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";676000;20;"";"RUE";"3115";"EDGAR QUINET";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"V";37;"";"50";97;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;94;3;"";"";NA
"4308687";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";676000;20;"";"RUE";"3115";"EDGAR QUINET";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"V";37;"";"50";97;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308692";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";205000;6;"";"PROM";"6137";"DES MARES";93230;"ROMAINVILLE";"93";63;NA;"AD";187;"";"3016";28,47;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;28;1;"";"";NA
"4308693";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";621000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";160;"";"58";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308694";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";621000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";160;"";"26";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308695";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";621000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";160;"";"42";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308696";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";293000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";159;"";"5";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308700";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";210000;25;"";"RUE";"4800";"LA BRUYERE";93800;"EPINAY SUR SEINE";"93";31;NA;"J";96;"";"174";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308701";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";210000;13;"";"RUE";"3118";"DES ECONDEAUX";93800;"EPINAY SUR SEINE";"93";31;NA;"J";151;"";"123";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308702";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";210000;13;"";"RUE";"3118";"DES ECONDEAUX";93800;"EPINAY SUR SEINE";"93";31;NA;"J";151;"";"123";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;79;4;"";"";NA
"4308709";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";369000;92;"";"RUE";"0074";"ARDOIN";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"H";159;"";"51";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308717";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";117500;4;"";"AV";"6125";"DE LA MARNE";93800;"EPINAY SUR SEINE";"93";31;NA;"AQ";206;"";"13";40,53;"8";NA;"";NA;NA;NA;NA;NA;2;4;"Local industriel. commercial ou assimilé";NA;40;0;"";"";NA
"4308731";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";461154;7;"";"RUE";"3155";"DES ENTREPRENEURS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"AK";149;"";"37";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;67;3;"";"";NA
"4308732";"'93070";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";461154;7;"";"RUE";"3155";"DES ENTREPRENEURS";93400;"SAINT-OUEN-SUR-SEINE";"93";70;NA;"AK";149;"";"110";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308735";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";162200;17;"";"RUE";"6870";"D ORMESSON";93800;"EPINAY SUR SEINE";"93";31;NA;"H";104;"";"1444";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4308736";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";162200;17;"";"RUE";"6870";"D ORMESSON";93800;"EPINAY SUR SEINE";"93";31;NA;"H";104;"";"853";68,2;"915";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4308737";"'93031";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";162200;17;"";"RUE";"6870";"D ORMESSON";93800;"EPINAY SUR SEINE";"93";31;NA;"H";104;"";"853";68,2;"915";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;71;4;"";"";NA
"4308744";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente en l'état futur d'achèvement";283000;49;"";"RUE";"0060";"ANATOLE FRANCE";93230;"ROMAINVILLE";"93";63;NA;"D";106;"";"4015";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308745";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente en l'état futur d'achèvement";283000;49;"";"RUE";"0060";"ANATOLE FRANCE";93230;"ROMAINVILLE";"93";63;NA;"D";106;"";"2109";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4308751";"'93063";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente en l'état futur d'achèvement";249000;49;"";"RUE";"0060";"ANATOLE FRANCE";93230;"ROMAINVILLE";"93";63;NA;"D";106;"";"6057";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
