"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3700104";"80021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";223000;25;"";"RUE";"8020";"VAUBAN";80080;"AMIENS";"80";21;NA;"BW";281;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;98;6;"S";"";110
"3700105";"80021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";223000;25;"";"RUE";"8020";"VAUBAN";80080;"AMIENS";"80";21;NA;"BW";281;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";110
"3700106";"80021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";223000;25;"";"RUE";"8020";"VAUBAN";80080;"AMIENS";"80";21;NA;"BW";281;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";110
"3700107";"80021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";223000;25;"";"RUE";"8020";"VAUBAN";80080;"AMIENS";"80";21;NA;"BW";281;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";110
"3700133";"80021";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";77000;53;"";"RUE";"5220";"LOUIS THUILLIER";80000;"AMIENS";"80";21;NA;"EW";239;"";"53";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700134";"80021";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";77000;53;"";"RUE";"5220";"LOUIS THUILLIER";80000;"AMIENS";"80";21;NA;"EW";239;"";"140";34,4;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;34;2;"";"";NA
"3700135";"80021";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";77000;47;"";"RUE";"5220";"LOUIS THUILLIER";80000;"AMIENS";"80";21;NA;"EW";239;"";"178";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700136";"80021";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";87600;137;"";"RUE";"5910";"DU MOULIN";80000;"AMIENS";"80";21;NA;"AS";287;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;31;3;"S";"";40
"3700141";"80021";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";141000;210;"";"VC";"7580";"QUAI DE LA SOMME";80080;"AMIENS";"80";21;NA;"BO";80;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;27;2;"S";"";126
"3700142";"80021";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";141000;210;"";"VC";"7580";"QUAI DE LA SOMME";80080;"AMIENS";"80";21;NA;"BO";80;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;47;2;"S";"";126
"3700163";"80021";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";170750;19;"";"RUE";"1690";"CHARLES LABBE";80000;"AMIENS";"80";21;NA;"BZ";257;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;45;3;"S";"";56
"3700168";"80021";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";86500;NA;"";"RUE";"3520";"FREDERIC PETIT";80000;"AMIENS";"80";21;NA;"XS";30;"";"64";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3700169";"80021";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";326880;84;"7";"RUE";"4110";"HECQUET";80000;"AMIENS";"80";21;NA;"HM";195;"";"69";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700170";"80021";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";326880;84;"7";"RUE";"4110";"HECQUET";80000;"AMIENS";"80";21;NA;"HM";195;"";"30";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;96;4;"";"";NA
"3700172";"80021";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente en l'état futur d'achèvement";87900;NA;"";"RUE";"3520";"FREDERIC PETIT";80000;"AMIENS";"80";21;NA;"XS";30;"";"66";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3700180";"80021";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";87000;1;"";"ALL";"7629";"SUZANNE FILACHET";80000;"AMIENS";"80";21;NA;"BZ";425;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;63;3;"S";"";306
"3700181";"80021";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";87000;1;"";"ALL";"7629";"SUZANNE FILACHET";80000;"AMIENS";"80";21;NA;"BZ";425;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";306
"3700197";"80021";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";85000;26;"";"RUE";"0840";"DE BEAUVAIS";80000;"AMIENS";"80";21;NA;"XN";91;"";"18";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700198";"80021";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";85000;26;"";"RUE";"0840";"DE BEAUVAIS";80000;"AMIENS";"80";21;NA;"XN";91;"";"11";46,02;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;40;2;"";"";NA
"3700199";"80021";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";85000;26;"";"RUE";"0840";"DE BEAUVAIS";80000;"AMIENS";"80";21;NA;"XN";91;"";"3";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700200";"80021";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";85000;13;"";"RUE";"2578";"DE LA DEUXIEME D.B.";80000;"AMIENS";"80";21;NA;"XN";99;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";377
"3700201";"80021";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";85000;NA;"";"RUE";"0840";"DE BEAUVAIS";80000;"AMIENS";"80";21;NA;"XN";101;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";162
"3700209";"80021";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";83000;10;"";"RUE";"5285";"DU BATONNIER MAHIU";80000;"AMIENS";"80";21;NA;"HZ";172;"";"862";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700210";"80021";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";83000;10;"";"RUE";"5285";"DU BATONNIER MAHIU";80000;"AMIENS";"80";21;NA;"HZ";172;"";"1619";72,6;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;71;3;"";"";NA
"3700211";"80021";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";83000;10;"";"RUE";"5285";"DU BATONNIER MAHIU";80000;"AMIENS";"80";21;NA;"HZ";172;"";"1599";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700214";"80021";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";82000;NA;"";"RUE";"3520";"FREDERIC PETIT";80000;"AMIENS";"80";21;NA;"XS";30;"";"24";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3700222";"80021";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";91000;146;"";"RUE";"4810";"LAURENDEAU";80000;"AMIENS";"80";21;NA;"EV";29;"";"4";24,9;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;25;1;"";"";NA
"3700228";"80021";NA;NA;NA;NA;NA;NA;NA;1;"08/01/2022";"Vente en l'état futur d'achèvement";309000;17;"";"RUE";"1940";"DU COMMANDANT DEFONTAINE";80000;"AMIENS";"80";21;NA;"BD";468;"";"61";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;90;4;"";"";NA
"3700229";"80021";NA;NA;NA;NA;NA;NA;NA;1;"08/01/2022";"Vente en l'état futur d'achèvement";309000;17;"";"RUE";"1940";"DU COMMANDANT DEFONTAINE";80000;"AMIENS";"80";21;NA;"BD";468;"";"30";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700230";"80021";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";115000;10;"";"RUE";"5285";"DU BATONNIER MAHIU";80000;"AMIENS";"80";21;NA;"HZ";172;"";"1519";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3700231";"80021";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";115000;10;"";"RUE";"5285";"DU BATONNIER MAHIU";80000;"AMIENS";"80";21;NA;"HZ";172;"";"1516";59,61;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;57;2;"";"";NA
"3700232";"80021";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";115000;10;"";"RUE";"5285";"DU BATONNIER MAHIU";80000;"AMIENS";"80";21;NA;"HZ";172;"";"1564";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
