"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"1186463";"29075";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";1;NA;"";"RUE";"0531";"JEAN MONNET";29490;"GUIPAVAS";"29";75;NA;"ZK";167;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";172
"1186485";"29075";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";325000;18;"";"RUE";"0488";"GEORGES BRASSENS";29490;"GUIPAVAS";"29";75;NA;"AS";37;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;115;6;"S";"";395
"1186486";"29075";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";325000;18;"";"RUE";"0488";"GEORGES BRASSENS";29490;"GUIPAVAS";"29";75;NA;"AS";37;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";395
"1186545";"29075";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";50000;4;"";"RUE";"1180";"DES TROIS FRERES COZIAN";29490;"GUIPAVAS";"29";75;NA;"CD";17;"";"44";92,31;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;145;0;"";"";NA
"1186574";"29075";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";210900;6;"";"RUE";"1145";"DE LA TOUR D AUVERGNE";29490;"GUIPAVAS";"29";75;NA;"CA";62;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;74;4;"S";"";754
"1186911";"29075";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";3e+05;84;"";"RUE";"0100";"AMIRAL GUEPRATTE";29490;"GUIPAVAS";"29";75;NA;"AI";309;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;116;6;"S";"";772
"1187414";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";56000;190;"";"RUE";"0445";"EDMEE CHANDON";29490;"GUIPAVAS";"29";75;NA;"G";2911;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AB";"";385
"1187415";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;595;"";"RUE";"2000";"ERIC TABARLY";29490;"GUIPAVAS";"29";75;NA;"G";2449;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";2898
"1187416";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;NA;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2450;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"T";"";383
"1187417";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;NA;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2451;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";1366
"1187418";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;NA;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2452;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";158
"1187419";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;NA;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2466;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";12768
"1187420";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;9002;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2957;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;NA;NA;"S";"";2509
"1187421";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;NA;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2959;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";1893
"1187422";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;655;"";"RUE";"2000";"ERIC TABARLY";29490;"GUIPAVAS";"29";75;NA;"G";2961;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;1213;0;"S";"";5556
"1187423";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;655;"";"RUE";"2000";"ERIC TABARLY";29490;"GUIPAVAS";"29";75;NA;"G";2961;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;5342;0;"S";"";5556
"1187424";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;655;"";"RUE";"2000";"ERIC TABARLY";29490;"GUIPAVAS";"29";75;NA;"G";2961;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;445;0;"S";"";5556
"1187425";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;9002;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2963;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;75;2;"S";"";300
"1187426";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";3800000;NA;"";"";"B073";"KERERVEN";29490;"GUIPAVAS";"29";75;NA;"G";2965;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";1444
"1187427";"29075";NA;NA;NA;NA;NA;NA;NA;1;"15/01/2022";"Vente";257000;21;"";"RUE";"0956";"DU ROUSSILLON";29490;"GUIPAVAS";"29";75;NA;"AM";97;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;104;5;"S";"";449
"1187428";"29075";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";1e+05;NA;"";"RUE";"0727";"LOUIS RIVOALLON";29490;"GUIPAVAS";"29";75;NA;"AW";576;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"T";"";109
"1187429";"29075";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";1e+05;19;"B";"RUE";"0727";"LOUIS RIVOALLON";29490;"GUIPAVAS";"29";75;NA;"AW";579;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"J";"POTAG";369
"1187436";"29075";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente";3062,88;NA;"";"";"B023";"COATMEUR";29490;"GUIPAVAS";"29";75;NA;"D";455;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"T";"";3910
"1187437";"29075";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente";3062,88;NA;"";"";"B023";"COATMEUR";29490;"GUIPAVAS";"29";75;NA;"D";456;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"T";"";2471
"1187438";"29075";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";56000;40;"";"RUE";"0445";"EDMEE CHANDON";29490;"GUIPAVAS";"29";75;NA;"G";2925;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AB";"";372
"1187463";"29075";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";85000;90;"";"RUE";"0445";"EDMEE CHANDON";29490;"GUIPAVAS";"29";75;NA;"G";2923;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AB";"";403
"1187480";"29075";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";82000;15;"";"RUE";"0445";"EDMEE CHANDON";29490;"GUIPAVAS";"29";75;NA;"G";2928;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AB";"";430
