"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"4170043";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";332000;9;"";"PL";"1793";"DU MARCHE NEUF";91190;"GIF SUR YVETTE";"91";272;NA;"AH";47;"";"227";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170044";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";332000;9;"";"PL";"1793";"DU MARCHE NEUF";91190;"GIF SUR YVETTE";"91";272;NA;"AH";47;"";"246";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170045";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";35000;25;"";"RUE";"2090";"DE MAINVILLE";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AP";399;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;31;2;"S";"";217
"4170046";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";35000;NA;"";"RUE";"2090";"DE MAINVILLE";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AP";402;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";546
"4170055";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";265000;4;"";"RUE";"0611";"DES GROUAISONS";91290;"ARPAJON";"91";21;NA;"AC";66;"";"22";78,28;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;77;3;"";"";NA
"4170056";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";265000;4;"";"RUE";"0611";"DES GROUAISONS";91290;"ARPAJON";"91";21;NA;"AC";66;"";"14";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170057";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";265000;4;"";"RUE";"0611";"DES GROUAISONS";91290;"ARPAJON";"91";21;NA;"AC";66;"";"54";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170069";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";552000;1;"";"IMP";"2530";"DES PLANCHES";91400;"ORSAY";"91";471;NA;"BE";352;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;154;8;"S";"";508
"4170074";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";238000;3;"";"ALL";"1450";"THEODORE BOTREL";91290;"ARPAJON";"91";21;NA;"AE";814;"";"211";60,07;"483";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4170075";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";238000;124;"";"GR";"0570";"GRANDE RUE";91290;"ARPAJON";"91";21;NA;"AE";814;"";"411";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170076";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";238000;3;"";"ALL";"1450";"THEODORE BOTREL";91290;"ARPAJON";"91";21;NA;"AE";814;"";"211";60,07;"483";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;60;3;"";"";NA
"4170080";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";334350;3;"B";"RUE";"4095";"ROBERT CAVELIER DE LA SALL";91300;"MASSY";"91";377;NA;"BL";75;"";"7";74,7;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;74;4;"";"";NA
"4170081";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";334350;9001;"";"RUE";"3755";"PAUL EMILE VICTOR";91300;"MASSY";"91";377;NA;"BL";75;"";"374";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170092";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";203000;171;"";"AV";"1260";"GENERAL LECLERC";91190;"GIF SUR YVETTE";"91";272;NA;"CA";61;"";"142";NA;"82";45,62;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4170093";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";203000;171;"";"AV";"1260";"GENERAL LECLERC";91190;"GIF SUR YVETTE";"91";272;NA;"CA";61;"";"142";NA;"82";45,62;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;45;2;"";"";NA
"4170125";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";302000;1;"";"RUE";"2135";"DES MESANGES";91400;"ORSAY";"91";471;NA;"BC";135;"";"71";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170126";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";302000;1;"";"RUE";"2135";"DES MESANGES";91400;"ORSAY";"91";471;NA;"BC";135;"";"23";71,75;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170127";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";302000;1;"";"RUE";"2135";"DES MESANGES";91400;"ORSAY";"91";471;NA;"BC";135;"";"23";71,75;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;71;3;"";"";NA
"4170146";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";155000;9;"";"RUE";"2230";"RAOUL DAUTRY";91190;"GIF SUR YVETTE";"91";272;NA;"BK";306;"";"287";74,74;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;50;0;"";"";NA
"4170160";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";128700;4;"";"RUE";"3280";"DE MOSCOU";91300;"MASSY";"91";377;NA;"AO";143;"";"87";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;74;4;"";"";NA
"4170161";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";128700;4;"";"RUE";"3280";"DE MOSCOU";91300;"MASSY";"91";377;NA;"AO";143;"";"87";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170162";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";128700;4;"";"RUE";"3280";"DE MOSCOU";91300;"MASSY";"91";377;NA;"AO";143;"";"50";75,5;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170163";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";128700;4;"";"RUE";"3280";"DE MOSCOU";91300;"MASSY";"91";377;NA;"AO";143;"";"50";75,5;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;74;4;"";"";NA
"4170178";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";296900;12;"T";"RUE";"0210";"DU CLOS BAILLY";91290;"ARPAJON";"91";21;NA;"AH";306;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;85;4;"S";"";298
"4170179";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";296900;12;"T";"RUE";"0210";"DU CLOS BAILLY";91290;"ARPAJON";"91";21;NA;"AH";306;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";298
"4170180";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";296900;12;"T";"RUE";"0210";"DU CLOS BAILLY";91290;"ARPAJON";"91";21;NA;"AH";309;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";18
"4170197";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";208530;23;"B";"RUE";"3465";"NORMANDIE NIEMEN";91300;"MASSY";"91";377;NA;"BL";4;"";"47";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170198";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";208530;23;"";"RUE";"3465";"NORMANDIE NIEMEN";91300;"MASSY";"91";377;NA;"BL";4;"";"25";56,5;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;56;2;"";"";NA
"4170214";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";363000;6;"";"RUE";"3260";"DE VERSAILLES";91400;"ORSAY";"91";471;NA;"AE";822;"";"45";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170215";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";363000;6;"";"RUE";"3260";"DE VERSAILLES";91400;"ORSAY";"91";471;NA;"AE";822;"";"81";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170282";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";160000;41;"";"RUE";"1252";"GASTON GRIMBAUM";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AM";493;"";"1";44,85;"4";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;45;2;"";"";NA
"4170283";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";160000;41;"";"RUE";"1252";"GASTON GRIMBAUM";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AM";493;"";"5";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170292";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";230000;35;"";"RUE";"1699";"JEAN CORRINGER";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AS";220;"";"5";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170293";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";230000;35;"";"RUE";"1699";"JEAN CORRINGER";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AS";220;"";"1";118,7;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;58;3;"";"";NA
"4170325";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";178000;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"61";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170326";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";178000;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"150";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170346";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";250000;2;"";"RUE";"0120";"ALPHONSE PECARD";91190;"GIF SUR YVETTE";"91";272;NA;"BK";30;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;39;2;"S";"";50
"4170349";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";203300;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"127";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170350";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";203300;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"59";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170351";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";203300;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"148";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170395";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";224000;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"221";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170396";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";224000;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"36";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170471";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";360000;4;"";"RUE";"1300";"GEORGES TRESPEUCH";91190;"GIF SUR YVETTE";"91";272;NA;"BA";52;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"AG";"PARC";578
"4170472";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";360000;4;"";"RUE";"1300";"GEORGES TRESPEUCH";91190;"GIF SUR YVETTE";"91";272;NA;"BA";52;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"AG";"PARC";578
"4170473";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";360000;4;"";"RUE";"1300";"GEORGES TRESPEUCH";91190;"GIF SUR YVETTE";"91";272;NA;"BA";52;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;79;5;"AG";"PARC";578
"4170495";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";252000;9002;"";"PAS";"0650";"DU CHEMIN DE FER";91400;"ORSAY";"91";471;NA;"BD";180;"";"308";NA;"324";63,95;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;60;3;"";"";NA
"4170496";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";252000;9007;"";"PAS";"0650";"DU CHEMIN DE FER";91400;"ORSAY";"91";471;NA;"BD";180;"";"28";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170497";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";252000;9002;"";"PAS";"0650";"DU CHEMIN DE FER";91400;"ORSAY";"91";471;NA;"BD";180;"";"308";NA;"324";63,95;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4170501";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";120
"4170502";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";120
"4170503";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";120
"4170504";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;56;3;"S";"";120
"4170505";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;20;2;"S";"";120
"4170506";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;36;2;"S";"";120
"4170507";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";120
"4170508";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;150;0;"S";"";120
"4170509";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";120
"4170510";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";120
"4170511";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;22;2;"S";"";120
"4170512";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";1021500;21;"";"RUE";"1520";"HENRI AMODRU";91190;"GIF SUR YVETTE";"91";272;NA;"CK";39;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;15;0;"S";"";120
"4170559";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";312100;9;"";"IMP";"2530";"DES PLANCHES";91400;"ORSAY";"91";471;NA;"BE";353;"";"42";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170560";"'91471";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";312100;9;"";"IMP";"2530";"DES PLANCHES";91400;"ORSAY";"91";471;NA;"BE";353;"";"9";64,3;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;64;3;"";"";NA
"4170580";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";81000;61;"";"GR";"0570";"GRANDE RUE";91290;"ARPAJON";"91";21;NA;"AE";176;"";"2";31,1;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;30;1;"";"";NA
"4170590";"'91021";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";220000;61;"";"GR";"0570";"GRANDE RUE";91290;"ARPAJON";"91";21;NA;"AE";176;"";"1";112,62;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;117;0;"";"";NA
"4170593";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";440000;NA;"";"RUE";"1870";"GALVANI";91300;"MASSY";"91";377;NA;"BH";128;"";"325";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4170594";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";440000;NA;"";"RUE";"1870";"GALVANI";91300;"MASSY";"91";377;NA;"BH";128;"";"185";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;79;4;"";"";NA
"4170627";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";205000;4;"";"RUE";"1380";"EDOUARD HERRIOT";91300;"MASSY";"91";377;NA;"AK";23;"";"26";NA;"76";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;63;3;"";"";NA
"4170628";"'91377";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";205000;4;"";"RUE";"1380";"EDOUARD HERRIOT";91300;"MASSY";"91";377;NA;"AK";23;"";"26";NA;"76";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4170673";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";155000;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"222";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170674";"'91657";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";155000;50;"";"RUE";"2840";"PIERRE MARIN";91270;"VIGNEUX SUR SEINE";"91";657;NA;"AW";931;"";"68";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4170682";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";282400;9001;"";"RES";"A080";"FONDS FANETTES";91190;"GIF SUR YVETTE";"91";272;NA;"CI";93;"";"105";80,02;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;81;4;"";"";NA
"4170683";"'91272";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";282400;9001;"";"RES";"A080";"FONDS FANETTES";91190;"GIF SUR YVETTE";"91";272;NA;"CI";93;"";"105";80,02;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
