"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"409828";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";75000;36;"";"RUE";"1010";"HENRI FABRE";12000;"RODEZ";"12";202;NA;"AH";77;"";"12";NA;"13";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;56;2;"";"";NA
"409829";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";75000;36;"";"RUE";"1010";"HENRI FABRE";12000;"RODEZ";"12";202;NA;"AH";77;"";"12";NA;"13";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"409928";"'12202";NA;NA;NA;NA;NA;NA;NA;2;"06/01/2022";"Vente";75000;92;"";"AV";"0952";"DE LA GINESTE";12000;"RODEZ";"12";202;NA;"BC";1423;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;370;0;"S";"";668
"409929";"'12202";NA;NA;NA;NA;NA;NA;NA;2;"06/01/2022";"Vente";75000;92;"";"AV";"0952";"DE LA GINESTE";12000;"RODEZ";"12";202;NA;"BC";1423;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;28;1;"S";"";668
"409930";"'12202";NA;NA;NA;NA;NA;NA;NA;2;"06/01/2022";"Vente";75000;92;"";"AV";"0952";"DE LA GINESTE";12000;"RODEZ";"12";202;NA;"BC";1423;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;170;0;"S";"";668
"409959";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";20000;NA;"";"";"B055";"SALABRU";12000;"RODEZ";"12";202;NA;"BD";1032;"";"111";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"410007";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";3e+05;18;"";"AV";"1950";"DE TOULOUSE";12000;"RODEZ";"12";202;NA;"AW";146;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;13;1;"S";"";412
"410008";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";3e+05;18;"";"AV";"1950";"DE TOULOUSE";12000;"RODEZ";"12";202;NA;"AW";146;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";412
"410009";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";3e+05;18;"";"AV";"1950";"DE TOULOUSE";12000;"RODEZ";"12";202;NA;"AW";146;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;65;2;"S";"";412
"410010";"'12202";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";3e+05;18;"";"AV";"1950";"DE TOULOUSE";12000;"RODEZ";"12";202;NA;"AW";146;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;2;"Appartement";NA;83;0;"S";"";412
