"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"418";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";450000;20;"";"RUE";"0240";"JOSEPH CARRE";1700;"MIRIBEL";"01";249;NA;"AE";1179;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;230;0;"S";"";627
"574";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";150000;115;"";"MTE";"0280";"NEUVE";1700;"MIRIBEL";"01";249;NA;"AC";268;"";"3";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;18;1;"";"";NA
"575";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";150000;NA;"";"";"B019";"LE BOURG";1700;"MIRIBEL";"01";249;NA;"AC";268;"";"8";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"S";"";231
"576";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";150000;115;"";"MTE";"0280";"NEUVE";1700;"MIRIBEL";"01";249;NA;"AC";268;"";"5";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"577";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";150000;115;"";"MTE";"0280";"NEUVE";1700;"MIRIBEL";"01";249;NA;"AC";268;"";"3";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"578";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";150000;115;"";"MTE";"0280";"NEUVE";1700;"MIRIBEL";"01";249;NA;"AC";268;"";"1";70,21;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;70;3;"";"";NA
"807";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"21/01/2022";"Vente";1200000;103;"";"RUE";"0407";"DE LA TRAILLE";1700;"MIRIBEL";"01";249;NA;"AI";639;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;875;0;"S";"";3363
"986";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente";9098,9;NA;"";"";"B005";"AU BARRE";1700;"MIRIBEL";"01";249;NA;"B";885;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"T";"";1734
"987";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente";9098,9;NA;"";"";"B002";"LES ARBRES";1700;"MIRIBEL";"01";249;NA;"B";907;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"T";"";1000
"988";"'01249";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente";9098,9;NA;"";"";"B154";"SAINT MARTIN";1700;"MIRIBEL";"01";249;NA;"C";1055;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"BT";"";1190
