"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"4424668";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";129000;5;"";"RUE";"0081";"DES HEULINES";95000;"CERGY";"95";127;NA;"AV";157;"";"5";23,96;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;22;1;"";"";NA
"4424669";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";129000;5;"";"RUE";"0081";"DES HEULINES";95000;"CERGY";"95";127;NA;"AV";157;"";"140";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424682";"95127";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";253000;26;"";"RUE";"0803";"DES HEURUELLES BRUNES";95000;"CERGY";"95";127;NA;"AT";42;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;90;5;"S";"";173
"4424768";"95582";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";534700;8;"";"RUE";"0516";"DU CLOS DU BOIS";95110;"SANNOIS";"95";582;NA;"AO";281;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;102;5;"S";"";452
"4424769";"95582";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";534700;8;"";"RUE";"0516";"DU CLOS DU BOIS";95110;"SANNOIS";"95";582;NA;"AO";281;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";452
"4424785";"95582";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";515000;30;"";"RUE";"1830";"ROBERT VERMASSEN";95110;"SANNOIS";"95";582;NA;"AL";236;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";411
"4424786";"95582";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";515000;30;"";"RUE";"1830";"ROBERT VERMASSEN";95110;"SANNOIS";"95";582;NA;"AL";236;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;125;6;"S";"";411
"4424801";"95582";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";213900;9;"";"SQ";"1169";"JULES FERRY";95110;"SANNOIS";"95";582;NA;"AN";688;"";"1405";NA;"181";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;84;4;"";"";NA
"4424802";"95582";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";213900;9;"";"SQ";"1169";"JULES FERRY";95110;"SANNOIS";"95";582;NA;"AN";688;"";"1405";NA;"181";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4424803";"95582";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";213900;1;"";"SQ";"1169";"JULES FERRY";95110;"SANNOIS";"95";582;NA;"AN";688;"";"133";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424834";"95127";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";129000;16;"";"AV";"1796";"DES TROIS EPIS";95800;"CERGY";"95";127;NA;"EK";145;"";"84";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424835";"95127";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";129000;16;"";"AV";"1796";"DES TROIS EPIS";95800;"CERGY";"95";127;NA;"EK";145;"";"25";33,36;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;32;1;"";"";NA
"4424859";"95127";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";127500;9;"";"AV";"0830";"JEAN BART";95000;"CERGY";"95";127;NA;"BA";20;"";"438";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424860";"95127";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";127500;7;"";"AV";"0830";"JEAN BART";95000;"CERGY";"95";127;NA;"BA";20;"";"202";70,85;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;71;3;"";"";NA
"4424870";"95127";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente en l'état futur d'achèvement";167000;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";639;"";"86";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4424903";"95127";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";137600;30;"";"BD";"0462";"DE L'EVASION";95800;"CERGY";"95";127;NA;"EI";1;"";"3322";51,12;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;54;2;"";"";NA
"4424904";"95127";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";137600;1;"";"PL";"1786";"DES TROIS GARES";95800;"CERGY";"95";127;NA;"EI";1;"";"3343";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424926";"95127";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";170000;9;"";"RUE";"0348";"DE LA DESTINEE";95800;"CERGY";"95";127;NA;"EI";106;"";"172";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424927";"95127";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";170000;9;"";"RUE";"0348";"DE LA DESTINEE";95800;"CERGY";"95";127;NA;"EI";106;"";"11";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;43;2;"";"";NA
"4424941";"95127";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";169000;3;"";"RUE";"0874";"DE LA JUSTICE TURQUOISE";95000;"CERGY";"95";127;NA;"AT";9;"";"28";66,78;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;68;3;"";"";NA
"4424942";"95127";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";169000;3;"";"RUE";"0874";"DE LA JUSTICE TURQUOISE";95000;"CERGY";"95";127;NA;"AT";9;"";"28";66,78;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424943";"95127";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";169000;9001;"";"RUE";"0874";"DE LA JUSTICE TURQUOISE";95000;"CERGY";"95";127;NA;"AT";9;"";"121";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424944";"95582";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";211000;9001;"";"MAIL";"1598";"PAUL VERLAINE";95110;"SANNOIS";"95";582;NA;"AB";1048;"";"122";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424945";"95582";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";211000;1;"";"MAIL";"1598";"PAUL VERLAINE";95110;"SANNOIS";"95";582;NA;"AB";1048;"";"54";78,47;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;78;4;"";"";NA
"4424946";"95582";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";211000;9001;"";"MAIL";"1598";"PAUL VERLAINE";95110;"SANNOIS";"95";582;NA;"AB";1048;"";"123";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4424955";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";329700;27;"";"RUE";"0190";"DES CERISIERS";95000;"CERGY";"95";127;NA;"AK";696;"";"45";NA;"9";117;"";NA;NA;NA;NA;NA;2;1;"Maison";NA;98;4;"";"";NA
"4424956";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";329700;27;"";"RUE";"0190";"DES CERISIERS";95000;"CERGY";"95";127;NA;"AK";696;"";"45";NA;"9";117;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4424957";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";329700;NA;"";"";"B049";"LES HAUTES CELETTES";95000;"CERGY";"95";127;NA;"AV";119;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";776
"4424958";"95127";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";430000;4;"C";"RUE";"1791";"DES TOULEUSES MAUVES";95000;"CERGY";"95";127;NA;"BH";20;"";"26";100,88;"";NA;"";NA;NA;NA;NA;NA;1;1;"Maison";NA;90;5;"";"";NA
"4424959";"95127";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";430000;2;"A";"RUE";"1791";"DES TOULEUSES MAUVES";95000;"CERGY";"95";127;NA;"BH";20;"";"33";90,57;"";NA;"";NA;NA;NA;NA;NA;1;1;"Maison";NA;90;5;"";"";NA
"4424970";"95127";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente en l'état futur d'achèvement";227899,34;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";639;"";"16";65,1;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4424971";"95127";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente en l'état futur d'achèvement";227899,34;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";639;"";"175";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425117";"95127";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";224200;1;"";"RUE";"0942";"DE LA LICORNE";95800;"CERGY";"95";127;NA;"DT";128;"";"79";68,9;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;68;3;"";"";NA
"4425118";"95127";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";224200;1;"";"RUE";"0942";"DE LA LICORNE";95800;"CERGY";"95";127;NA;"DT";128;"";"125";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425124";"95582";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";24000;33;"";"BD";"0490";"CHARLES DE GAULLE";95110;"SANNOIS";"95";582;NA;"AN";1062;"";"1155";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425149";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";230000;11;"";"AV";"0830";"JEAN BART";95000;"CERGY";"95";127;NA;"BA";371;"";"54";60,73;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;61;3;"";"";NA
"4425150";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";230000;11;"";"AV";"0830";"JEAN BART";95000;"CERGY";"95";127;NA;"BA";371;"";"70";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425169";"95127";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";268000;NA;"";"CHE";"0267";"DES CLOS BILLES";95800;"CERGY";"95";127;NA;"EO";204;"";"26";65,32;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;65;3;"";"";NA
"4425170";"95127";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";268000;NA;"";"CHE";"0267";"DES CLOS BILLES";95800;"CERGY";"95";127;NA;"EO";204;"";"358";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425174";"95582";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";194000;9001;"";"ALL";"1125";"JEAN LI SEN LIE";95110;"SANNOIS";"95";582;NA;"AR";350;"";"99";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425175";"95582";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";194000;1;"";"ALL";"1125";"JEAN LI SEN LIE";95110;"SANNOIS";"95";582;NA;"AR";350;"";"7";43,51;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;44;2;"";"";NA
"4425183";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";259800;33;"";"AV";"0712";"DES GROUETTES";95000;"CERGY";"95";127;NA;"AZ";274;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;74;4;"S";"";92
"4425190";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";231000;17;"";"BD";"1448";"DU PORT";95000;"CERGY";"95";127;NA;"AV";155;"";"43";64,42;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;78;3;"";"";NA
"4425191";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";231000;17;"";"BD";"1448";"DU PORT";95000;"CERGY";"95";127;NA;"AV";155;"";"94";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425192";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";138000;18;"";"RUE";"0007";"DE L ABONDANCE";95800;"CERGY";"95";127;NA;"DT";23;"";"110";68,47;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;68;3;"";"";NA
"4425193";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";138000;9016;"";"RUE";"0007";"DE L ABONDANCE";95800;"CERGY";"95";127;NA;"DT";23;"";"196";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425221";"95127";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";93000;9001;"";"RES";"A104";"DES BOURGOGNES";95000;"CERGY";"95";127;NA;"AX";89;"";"166";19,75;"465";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4425222";"95127";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";93000;9001;"";"RES";"A104";"DES BOURGOGNES";95000;"CERGY";"95";127;NA;"AX";89;"";"166";19,75;"465";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;20;1;"";"";NA
"4425228";"95127";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";206950;3;"";"RUE";"0876";"DE LA JUSTICE VERTE";95000;"CERGY";"95";127;NA;"AT";7;"";"601";66,9;"641";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"4425229";"95127";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";206950;3;"";"RUE";"0876";"DE LA JUSTICE VERTE";95000;"CERGY";"95";127;NA;"AT";7;"";"601";66,9;"641";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;68;3;"";"";NA
"4425269";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";285000;NA;"";"";"";"";NA;"CERGY";"95";127;NA;"AW";177;"";"1216";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425270";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";285000;NA;"";"";"";"";NA;"CERGY";"95";127;NA;"AW";177;"";"1217";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425271";"95127";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente en l'état futur d'achèvement";285000;32;"";"RUE";"1030";"DES MARJOBERTS";95000;"CERGY";"95";127;NA;"AW";224;"";"41";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425274";"95582";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";241500;9002;"";"MAIL";"1661";"DES PIRETINS";95110;"SANNOIS";"95";582;NA;"AN";1014;"";"125";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425275";"95582";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";241500;1;"";"MAIL";"1661";"DES PIRETINS";95110;"SANNOIS";"95";582;NA;"AN";1014;"";"47";NA;"8";62,94;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;63;3;"";"";NA
"4425276";"95127";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente en l'état futur d'achèvement";205000;NA;"";"";"";"";NA;"CERGY";"95";127;NA;"AW";177;"";"1210";10;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425277";"95127";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente en l'état futur d'achèvement";205000;24;"";"RUE";"1030";"DES MARJOBERTS";95000;"CERGY";"95";127;NA;"AW";227;"";"14";50;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425348";"95127";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";165000;2;"";"RUE";"0090";"DES ASTRES BEIGES";95800;"CERGY";"95";127;NA;"EI";7;"";"133";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425349";"95127";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";165000;2;"";"RUE";"0090";"DES ASTRES BEIGES";95800;"CERGY";"95";127;NA;"EI";7;"";"153";54,52;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;58;3;"";"";NA
"4425353";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";195000;13;"";"RUE";"0955";"DES LINANDES VERTES";95000;"CERGY";"95";127;NA;"AS";25;"";"6";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"4425354";"95127";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";195000;13;"";"RUE";"0955";"DES LINANDES VERTES";95000;"CERGY";"95";127;NA;"AS";25;"";"36";73,77;"";NA;"";NA;NA;NA;NA;NA;1;1;"Maison";NA;74;3;"";"";NA
"4425370";"95127";NA;NA;NA;NA;NA;NA;NA;1;"20/01/2022";"Vente en l'état futur d'achèvement";278919;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";683;"";"65";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425371";"95127";NA;NA;NA;NA;NA;NA;NA;1;"20/01/2022";"Vente en l'état futur d'achèvement";278919;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";683;"";"14";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425372";"95127";NA;NA;NA;NA;NA;NA;NA;1;"20/01/2022";"Vente en l'état futur d'achèvement";278919;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";683;"";"66";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425375";"95127";NA;NA;NA;NA;NA;NA;NA;1;"20/01/2022";"Vente en l'état futur d'achèvement";249683;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";639;"";"198";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425376";"95127";NA;NA;NA;NA;NA;NA;NA;1;"20/01/2022";"Vente en l'état futur d'achèvement";249683;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";639;"";"42";76,5;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425377";"95127";NA;NA;NA;NA;NA;NA;NA;1;"20/01/2022";"Vente en l'état futur d'achèvement";249683;NA;"";"";"B052";"LES HEURELLES";95000;"CERGY";"95";127;NA;"ZC";639;"";"197";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"4425401";"95582";NA;NA;NA;NA;NA;NA;NA;1;"21/01/2022";"Vente";420000;27;"";"BD";"1400";"MAURICE BERTEAUX";95110;"SANNOIS";"95";582;NA;"AK";990;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;98;3;"S";"";244
"4425402";"95582";NA;NA;NA;NA;NA;NA;NA;1;"21/01/2022";"Vente";420000;27;"";"BD";"1400";"MAURICE BERTEAUX";95110;"SANNOIS";"95";582;NA;"AK";990;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;4;"Local industriel. commercial ou assimilé";NA;28;0;"S";"";244
"4425403";"95582";NA;NA;NA;NA;NA;NA;NA;1;"21/01/2022";"Vente";420000;27;"";"BD";"1400";"MAURICE BERTEAUX";95110;"SANNOIS";"95";582;NA;"AK";990;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";244
