"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3950114";"85163";NA;NA;NA;NA;NA;NA;NA;1;"01/06/2022";"Vente";180000;NA;"";"AV";"1460";"DE LA CROIX DE SORE";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"ZB";616;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AB";"";426
"3950214";"85163";NA;NA;NA;NA;NA;NA;NA;1;"20/05/2022";"Vente";585000;NA;"";"RUE";"5220";"DES SABLEAUX";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"BI";589;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AB";"";625
"3950215";"85163";NA;NA;NA;NA;NA;NA;NA;1;"20/05/2022";"Vente";585000;4;"";"RES";"A109";"DE LA SOURCE";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"BI";770;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;111;6;"S";"";405
"3950320";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"ALL";"2880";"DES LUTINS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";172;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";2660
"3950321";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";211;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";86
"3950322";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";232;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";52
"3950323";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";284;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";39
"3950324";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";286;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";31
"3950325";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";290;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";116
"3950326";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";299;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";450
"3950327";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";326;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"L";"";196
"3950328";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3720";"DES OISEAUX";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";355;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"P";"";1168
"3950329";"85163";NA;NA;NA;NA;NA;NA;NA;1;"02/06/2022";"Vente";5e+05;NA;"";"CHE";"3740";"DES OISILLONS";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AX";377;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";487
"3950331";"85163";NA;NA;NA;NA;NA;NA;NA;1;"24/05/2022";"Vente";805000;NA;"";"AV";"2660";"JOSEPH PINEAU";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"BM";1375;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";78
"3950332";"85163";NA;NA;NA;NA;NA;NA;NA;1;"24/05/2022";"Vente";805000;36;"B";"AV";"2660";"JOSEPH PINEAU";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"BM";1377;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;134;5;"S";"";711
"3950333";"85163";NA;NA;NA;NA;NA;NA;NA;1;"24/05/2022";"Vente";805000;NA;"";"AV";"2660";"JOSEPH PINEAU";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"BM";1378;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AG";"";47
"3950338";"85163";NA;NA;NA;NA;NA;NA;NA;1;"04/05/2022";"Vente";680000;NA;"";"RUE";"2720";"DE LA LANDE SAINT JOSEPH";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AW";133;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";430
"3950339";"85163";NA;NA;NA;NA;NA;NA;NA;1;"04/05/2022";"Vente";680000;9;"";"RUE";"2720";"DE LA LANDE SAINT JOSEPH";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AW";136;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";974
"3950340";"85163";NA;NA;NA;NA;NA;NA;NA;1;"04/05/2022";"Vente";680000;9;"";"RUE";"2720";"DE LA LANDE SAINT JOSEPH";85330;"NOIRMOUTIER-EN-L'ILE";"85";163;NA;"AW";136;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;121;4;"S";"";974
