"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3591046";"'78646";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";487923;79;"B";"RUE";"1810";"DU MAL FOCH";78000;"VERSAILLES";"78";646;NA;"AD";353;"";"14";66,29;"9";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;66;4;"";"";NA
"3591047";"'78646";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";487923;79;"B";"RUE";"1810";"DU MAL FOCH";78000;"VERSAILLES";"78";646;NA;"AD";353;"";"14";66,29;"9";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3591058";"'78551";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";112000;6;"";"RUE";"2400";"DU MARECHAL FOCH";78112;"SAINT-GERMAIN-EN-LAYE";"78";551;251;"B";138;"";"31";NA;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;25;1;"";"";NA
"3591101";"'78551";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";1011835;39;"";"RUE";"1590";"DE LA REPUBLIQUE";78100;"SAINT-GERMAIN-EN-LAYE";"78";551;NA;"AI";138;"";"4";119,07;"7";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;122;5;"";"";NA
"3591102";"'78551";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";1011835;39;"";"RUE";"1590";"DE LA REPUBLIQUE";78100;"SAINT-GERMAIN-EN-LAYE";"78";551;NA;"AI";138;"";"4";119,07;"7";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3591103";"'78358";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";935000;30;"";"RUE";"0850";"GEORGE CINQ";78600;"MAISONS-LAFFITTE";"78";358;NA;"AM";361;"";"6";265,27;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;294;0;"";"";NA
"3591104";"'78005";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";2e+05;4;"B";"RUE";"0070";"DES CHAMPS";78260;"ACHERES";"78";5;NA;"BL";304;"";"25";63,49;"77";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;63;3;"";"";NA
"3591105";"'78005";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";2e+05;4;"B";"RUE";"0070";"DES CHAMPS";78260;"ACHERES";"78";5;NA;"BL";304;"";"25";63,49;"77";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3591106";"'78005";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";2e+05;4;"B";"RUE";"0070";"DES CHAMPS";78260;"ACHERES";"78";5;NA;"BL";304;"";"45";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3591108";"'78551";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";387000;12;"";"RUE";"0310";"DE BREUVERY";78100;"SAINT-GERMAIN-EN-LAYE";"78";551;NA;"AC";192;"";"13";NA;"9";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;68;3;"";"";NA
