"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3082264";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";730000;126;"";"CHE";"1450";"DU PANORAMA";69300;"CALUIRE ET CUIRE";"69";34;NA;"AT";120;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";1570
"3082265";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";730000;126;"";"CHE";"1450";"DU PANORAMA";69300;"CALUIRE ET CUIRE";"69";34;NA;"AT";120;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;130;5;"S";"";1570
"3082266";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";730000;126;"";"CHE";"1450";"DU PANORAMA";69300;"CALUIRE ET CUIRE";"69";34;NA;"AT";120;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";1570
"3082267";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";730000;188;"";"CHE";"1450";"DU PANORAMA";69300;"CALUIRE ET CUIRE";"69";34;NA;"AT";219;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";15
"3082276";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";435000;3;"";"AV";"0815";"GENERAL DE GAULLE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AL";206;"";"470";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082277";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";435000;5;"";"AV";"0815";"GENERAL DE GAULLE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AL";206;"";"80";NA;"89";93,4;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082278";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";435000;5;"";"AV";"0815";"GENERAL DE GAULLE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AL";206;"";"80";NA;"89";93,4;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;92;4;"";"";NA
"3082281";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";314550;6;"";"CHE";"0540";"DE CREPIEUX";69300;"CALUIRE ET CUIRE";"69";34;NA;"AO";80;"";"21";81,1;"26";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;90;4;"";"";NA
"3082302";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";421500;441;"";"CHE";"2040";"DE WETTE FAYS";69300;"CALUIRE ET CUIRE";"69";34;NA;"AX";136;"";"19";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082303";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";421500;116;"";"";"0865";"GRANDE RUE DE SAINT CLAIR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AX";384;"";"110";NA;"26";NA;"70";99,35;NA;NA;NA;NA;3;3;"Dépendance";NA;0;0;"";"";NA
"3082304";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";421500;116;"";"";"0865";"GRANDE RUE DE SAINT CLAIR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AX";384;"";"110";NA;"26";NA;"70";99,35;NA;NA;NA;NA;3;2;"Appartement";NA;103;5;"";"";NA
"3082305";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";319000;61;"";"CHE";"0540";"DE CREPIEUX";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";188;"";"345";NA;"368";74,16;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082306";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";319000;61;"";"CHE";"0540";"DE CREPIEUX";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";188;"";"320";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082307";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";319000;61;"";"CHE";"0540";"DE CREPIEUX";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";188;"";"345";NA;"368";74,16;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;74;3;"";"";NA
"3082332";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";250800;29;"";"RUE";"1440";"DE L ORATOIRE";69300;"CALUIRE ET CUIRE";"69";34;NA;"BE";122;"";"113";91,83;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082333";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";250800;29;"";"RUE";"1440";"DE L ORATOIRE";69300;"CALUIRE ET CUIRE";"69";34;NA;"BE";122;"";"113";91,83;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;91;4;"";"";NA
"3082336";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";431000;25;"";"RUE";"1430";"DE L ORANGERIE";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";109;"";"57";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082337";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente en l'état futur d'achèvement";431000;25;"";"RUE";"1430";"DE L ORANGERIE";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";109;"";"112";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082338";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";275000;48;"";"RUE";"1240";"DE MARGNOLLES";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";94;"";"11";60,81;"119";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;68;4;"";"";NA
"3082339";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";275000;48;"";"RUE";"1240";"DE MARGNOLLES";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";94;"";"11";60,81;"119";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082350";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"03/01/2022";"Vente";291500;31;"";"MTE";"1980";"DU VERNAY";69300;"CALUIRE ET CUIRE";"69";34;NA;"AC";335;"";"22";63,13;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;63;3;"";"";NA
"3082372";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"14/01/2022";"Vente";15000;4;"";"RUE";"1275";"MARTIN BASSE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";247;"";"67";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082382";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";193200;28;"";"CRS";"0060";"ARISTIDE BRIAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";83;"";"11";NA;"8";48,38;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082383";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";193200;28;"";"CRS";"0060";"ARISTIDE BRIAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";83;"";"11";NA;"8";48,38;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;46;1;"";"";NA
"3082404";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";233600;408;"";"AV";"0965";"DU HUIT MAI";69300;"CALUIRE ET CUIRE";"69";34;NA;"AY";171;"";"198";74,38;"307";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082405";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";233600;408;"";"AV";"0965";"DU HUIT MAI";69300;"CALUIRE ET CUIRE";"69";34;NA;"AY";171;"";"198";74,38;"307";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;74;4;"";"";NA
"3082410";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";562000;52;"";"CRS";"0060";"ARISTIDE BRIAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"AZ";302;"";"238";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082411";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";562000;52;"";"CRS";"0060";"ARISTIDE BRIAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"AZ";302;"";"152";NA;"187";123,11;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;121;4;"";"";NA
"3082414";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";120000;26;"";"AV";"1170";"LOUIS DUFOUR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";195;"";"10";37;"4";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082415";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";120000;26;"";"AV";"1170";"LOUIS DUFOUR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";195;"";"17";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082416";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";120000;26;"";"AV";"1170";"LOUIS DUFOUR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AH";195;"";"10";37;"4";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;39;2;"";"";NA
"3082430";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";340000;48;"";"RUE";"1240";"DE MARGNOLLES";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";94;"";"237";77,19;"309";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082431";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";340000;48;"";"RUE";"1240";"DE MARGNOLLES";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";94;"";"237";77,19;"309";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;79;5;"";"";NA
"3082434";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";288000;607;"";"AV";"0965";"DU HUIT MAI";69300;"CALUIRE ET CUIRE";"69";34;NA;"AY";163;"";"200";NA;"219";80,39;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;80;4;"";"";NA
"3082435";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";288000;608;"";"AV";"0965";"DU HUIT MAI";69300;"CALUIRE ET CUIRE";"69";34;NA;"AY";163;"";"173";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082436";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";288000;607;"";"AV";"0965";"DU HUIT MAI";69300;"CALUIRE ET CUIRE";"69";34;NA;"AY";163;"";"200";NA;"219";80,39;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082490";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";318550;2;"B";"RUE";"0420";"CLAUDE BAUDRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"BE";213;"";"107";69,01;"97";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082491";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";318550;2;"B";"RUE";"0420";"CLAUDE BAUDRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"BE";213;"";"107";69,01;"97";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;67;4;"";"";NA
"3082492";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";318550;2;"B";"RUE";"0420";"CLAUDE BAUDRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"BE";213;"";"107";69,01;"97";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082497";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"21/01/2022";"Vente";214000;87;"";"RUE";"1470";"PASTEUR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AN";155;"";"454";94,58;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;63;0;"";"";NA
"3082503";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";549000;NA;"";"";"";"";NA;"CALUIRE ET CUIRE";"69";34;NA;"BE";67;"";"32";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082504";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente en l'état futur d'achèvement";549000;NA;"";"";"";"";NA;"CALUIRE ET CUIRE";"69";34;NA;"BE";67;"";"85";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082509";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";178650;147;"";"";"0865";"GRANDE RUE DE SAINT CLAIR";69300;"CALUIRE ET CUIRE";"69";34;NA;"AX";186;"";"185";41,31;"211";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;41;2;"";"";NA
"3082518";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";1050000;NA;"";"";"";"";NA;"CALUIRE ET CUIRE";"69";34;NA;"BE";67;"";"51";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082519";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";1050000;NA;"";"";"";"";NA;"CALUIRE ET CUIRE";"69";34;NA;"BE";67;"";"55";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082520";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";1050000;NA;"";"";"";"";NA;"CALUIRE ET CUIRE";"69";34;NA;"BE";67;"";"49";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082521";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente en l'état futur d'achèvement";1050000;NA;"";"";"";"";NA;"CALUIRE ET CUIRE";"69";34;NA;"BE";67;"";"50";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082531";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";340800;243;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";269;"";"298";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082532";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";340800;276;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";269;"";"49";69,33;"6";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;69;3;"";"";NA
"3082533";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";340800;276;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";269;"";"49";69,33;"6";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082534";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";340800;276;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";269;"";"49";69,33;"6";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082557";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";360000;38;"";"CRS";"0060";"ARISTIDE BRIAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"BC";31;"";"38";93,51;"";NA;"";NA;NA;NA;NA;NA;1;4;"Local industriel. commercial ou assimilé";NA;320;0;"";"";NA
"3082560";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";1534500;6;"";"AV";"1700";"DE LA PREVOYANCE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AR";129;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;158;5;"S";"";828
"3082561";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";1534500;6;"";"AV";"1700";"DE LA PREVOYANCE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AR";129;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";828
"3082562";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";1534500;6;"";"AV";"1700";"DE LA PREVOYANCE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AR";221;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";38
"3082563";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";1534500;6;"";"AV";"1700";"DE LA PREVOYANCE";69300;"CALUIRE ET CUIRE";"69";34;NA;"AR";221;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";38
"3082582";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";1309750;108;"";"RUE";"1630";"PIERRE BRUNIER";69300;"CALUIRE ET CUIRE";"69";34;NA;"BI";317;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;144;4;"S";"";794
"3082583";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";1309750;108;"";"RUE";"1630";"PIERRE BRUNIER";69300;"CALUIRE ET CUIRE";"69";34;NA;"BI";317;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;3;"Dépendance";NA;0;0;"S";"";794
"3082598";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";608200;490;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";299;"";"50";NA;"77";128;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082599";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";608200;444;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";299;"";"125";14,4;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3082600";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";608200;490;"";"AV";"1043";"JEAN MONNET";69300;"CALUIRE ET CUIRE";"69";34;NA;"BK";299;"";"50";NA;"77";128;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;128;4;"";"";NA
"3082610";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"26/01/2022";"Vente";221465;13;"";"RUE";"0990";"JAMEN GRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"AN";129;"";"25";NA;"42";41,61;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;41;2;"";"";NA
"3082611";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"26/01/2022";"Vente";221465;13;"";"RUE";"0990";"JAMEN GRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"AN";129;"";"25";NA;"42";41,61;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082612";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";73491;17;"";"RUE";"0990";"JAMEN GRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"AN";119;"";"145";NA;"78";60,23;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;57;3;"";"";NA
"3082613";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"07/01/2022";"Vente";73491;17;"";"RUE";"0990";"JAMEN GRAND";69300;"CALUIRE ET CUIRE";"69";34;NA;"AN";119;"";"145";NA;"78";60,23;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3082614";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente en l'état futur d'achèvement";178000;103;"";"RTE";"1840";"DE STRASBOURG";69300;"CALUIRE ET CUIRE";"69";34;NA;"AT";55;"";"144";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082615";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"24/01/2022";"Vente en l'état futur d'achèvement";178000;103;"";"RTE";"1840";"DE STRASBOURG";69300;"CALUIRE ET CUIRE";"69";34;NA;"AT";55;"";"61";NA;"";NA;"";NA;NA;NA;NA;NA;1;NA;"";NA;NA;NA;"";"";NA
"3082617";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";350000;9;"";"";"1830";"MONTEE DES SOLDATS";69300;"CALUIRE ET CUIRE";"69";34;NA;"AX";428;"";"347";NA;"365";90;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;90;4;"";"";NA
"3082618";"'69034";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";350000;9;"";"";"1830";"MONTEE DES SOLDATS";69300;"CALUIRE ET CUIRE";"69";34;NA;"AX";428;"";"347";NA;"365";90;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
