"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"3437937";"76217";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";222000;18;"";"RUE";"2830";"THIERS";76200;"DIEPPE";"76";217;NA;"AZ";81;"";"24";69,27;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;70;3;"";"";NA
"3437938";"76217";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";222000;18;"";"RUE";"2830";"THIERS";76200;"DIEPPE";"76";217;NA;"AZ";81;"";"27";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3437977";"76217";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";130000;69;"";"RUE";"0730";"DE LA CITE DE LIMES";76200;"DIEPPE";"76";217;NA;"AM";106;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;110;5;"S";"";61
"3438025";"76217";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";14000;48;"";"RUE";"1650";"PIERRE JACQUES FERET";76200;"DIEPPE";"76";217;NA;"BO";141;"";"307";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3438026";"76217";NA;NA;NA;NA;NA;NA;NA;1;"12/01/2022";"Vente";25000;25;"";"RUE";"0920";"DESCELIERS";76200;"DIEPPE";"76";217;NA;"AI";36;"";"5";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"3438030";"76217";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";177500;25;"";"QUAI";"1488";"HENRI IV";76200;"DIEPPE";"76";217;NA;"AI";160;"";"53";82,02;"58";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"3438031";"76217";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";177500;25;"";"QUAI";"1488";"HENRI IV";76200;"DIEPPE";"76";217;NA;"AI";160;"";"53";82,02;"58";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;78;4;"";"";NA
"3438056";"76217";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";220000;21;"";"AV";"1058";"ALEXANDRE DUMAS";76370;"DIEPPE";"76";217;466;"AP";153;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;49;4;"S";"";757
"3438077";"76217";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";236500;17;"B";"RUE";"3380";"VIRGINIE";76370;"DIEPPE";"76";217;466;"AB";127;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"S";"";332
"3438078";"76217";NA;NA;NA;NA;NA;NA;NA;1;"10/01/2022";"Vente";236500;17;"";"RUE";"3380";"VIRGINIE";76370;"DIEPPE";"76";217;466;"AB";283;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;104;7;"S";"";45
