"";"cog";"Identifiant.de.document";"Reference.document";"X1.Articles.CGI";"X2.Articles.CGI";"X3.Articles.CGI";"X4.Articles.CGI";"X5.Articles.CGI";"No.disposition";"Date.mutation";"Nature.mutation";"Valeur.fonciere";"No.voie";"B.T.Q";"Type.de.voie";"Code.voie";"Voie";"Code.postal";"Commune";"Code.departement";"Code.commune";"Prefixe.de.section";"Section";"No.plan";"No.Volume";"X1er.lot";"Surface.Carrez.du.1er.lot";"X2eme.lot";"Surface.Carrez.du.2eme.lot";"X3eme.lot";"Surface.Carrez.du.3eme.lot";"X4eme.lot";"Surface.Carrez.du.4eme.lot";"X5eme.lot";"Surface.Carrez.du.5eme.lot";"Nombre.de.lots";"Code.type.local";"Type.local";"Identifiant.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Nature.culture";"Nature.culture.speciale";"Surface.terrain"
"668455";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";173802,17;NA;"";"RUE";"1387";"DES PECHEURS D ISLANDE";17300;"ROCHEFORT";"17";299;NA;"BT";123;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;NA;"";NA;NA;NA;"AG";"";3541
"668639";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"06/01/2022";"Vente";207900;11;"";"BD";"0740";"FERDINAND BUISSON";17300;"ROCHEFORT";"17";299;NA;"AN";456;"";"";NA;"";NA;"";NA;NA;NA;NA;NA;0;1;"Maison";NA;90;4;"S";"";374
"668701";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"11/01/2022";"Vente";77500;167;"";"RUE";"1640";"DE LA REPUBLIQUE";17300;"ROCHEFORT";"17";299;NA;"AB";836;"";"1";30,36;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;30;2;"";"";NA
"668713";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";140000;5;"";"RUE";"1380";"PASTEUR";17300;"ROCHEFORT";"17";299;NA;"AY";771;"";"2";NA;"3";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;70;3;"";"";NA
"668714";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"04/01/2022";"Vente";140000;5;"";"RUE";"1380";"PASTEUR";17300;"ROCHEFORT";"17";299;NA;"AY";771;"";"2";NA;"3";NA;"";NA;NA;NA;NA;NA;2;3;"Dépendance";NA;0;0;"";"";NA
"668753";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";86000;38;"";"AV";"1840";"WILSON";17300;"ROCHEFORT";"17";299;NA;"AY";199;"";"9";37,88;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;38;2;"";"";NA
"668754";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"18/01/2022";"Vente";86000;38;"";"AV";"1840";"WILSON";17300;"ROCHEFORT";"17";299;NA;"AY";199;"";"9";37,88;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"668774";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"13/01/2022";"Vente";93070;13;"";"RUE";"1185";"DU MARECHAL GALLIENI";17300;"ROCHEFORT";"17";299;NA;"AX";1067;"";"4";36,97;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;37;2;"";"";NA
"668777";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";94000;2;"B";"RUE";"0980";"JEAN JAURES";17300;"ROCHEFORT";"17";299;NA;"AX";600;"";"16";NA;"";NA;"";NA;NA;NA;NA;NA;1;3;"Dépendance";NA;0;0;"";"";NA
"668778";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"17/01/2022";"Vente";94000;2;"B";"RUE";"0980";"JEAN JAURES";17300;"ROCHEFORT";"17";299;NA;"AX";600;"";"7";47;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;46;2;"";"";NA
"668782";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"05/01/2022";"Vente";110000;34;"";"RUE";"0490";"CHANZY";17300;"ROCHEFORT";"17";299;NA;"AX";216;"";"11";32;"";NA;"";NA;NA;NA;NA;NA;1;2;"Appartement";NA;32;2;"";"";NA
"668797";"'17299";NA;NA;NA;NA;NA;NA;NA;1;"15/01/2022";"Vente";82000;1;"";"RUE";"0690";"DULAURENS";17300;"ROCHEFORT";"17";299;NA;"AI";687;"";"10";57;"14";NA;"";NA;NA;NA;NA;NA;2;2;"Appartement";NA;53;3;"";"";NA
